xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
0.39637,3661.9,4608.9,9.7813,26.953,42.96,2688.5,74.195,120.42,0.70172,81.778,50.402,2615.5,24.754,49.45,3091.4,22.814,63.697,142.36,340.05,94.318,79.518,31.981,9.0765,26.734,6.8919,19.346,0.99996,32.88,13.751,23.589,1.3738,19.193,1.4158,5.1144,2.3625,0.021235,0.84478,0.056696,53.452,43.695,63.024,55.42,39.372,61.276,20.757,83.777,39.284,45.26,28.212,41.651,17.141
0.39956,3665.8,4650.8,9.6539,26.706,42.858,2689.6,75.271,120.41,0.69964,81.601,49.873,2616.4,25.139,50.686,3093.2,23.561,63.667,143.38,340.39,94.641,79.142,31.981,9.0765,26.734,6.8919,19.346,0.99996,32.88,13.751,23.589,1.3738,19.193,1.4158,5.1144,2.3625,0.021235,0.84478,0.056696,53.452,43.695,62.956,54.918,39.059,61.787,20.564,84.03,37.726,48.122,28.113,41.292,15.393
0.32259,3674.6,4594.6,9.6039,27.209,43.126,2690.5,74.268,120.4,0.67386,81.596,49.986,2618,26.195,51.027,3092.8,23.312,63.655,143.11,341.24,94.254,79.308,32.09,8.8865,26.426,6.8614,18.796,1.049,32.27,13.866,24.604,1.177,18.878,1.3988,5.1328,2.514,0.021235,0.84478,0.056696,53.452,43.695,63.417,54.715,31.739,64.506,21.211,81.407,38.06,48.91,28.128,41.395,15.968
0.32123,3673,4565.3,9.7207,27.227,42.537,2691.6,74.469,120.41,0.6776,81.583,50.11,2619.8,23.725,49.62,3093,23.216,63.639,143.79,341.92,94.467,79.092,32.09,8.8865,26.426,6.8614,18.796,1.049,32.27,13.866,24.604,1.177,18.878,1.3988,5.1328,2.514,0.021235,0.84478,0.056696,53.452,43.695,63.444,55.066,31.872,62.728,21.692,80.95,38.424,45.655,28.06,42.012,16.199
0.31205,3658.9,4647.9,9.6318,27.207,42.761,2691.6,75.294,120.41,0.69222,81.44,49.406,2619.5,24.269,48.296,3091.8,23.464,63.603,141.33,342.45,94.286,79.19,32.09,8.9266,26.448,6.6811,18.774,0.9889,32.915,13.673,24.027,1.1916,18.571,1.4451,5.1016,2.4211,0.021235,0.84478,0.056696,53.452,43.695,63.96,55.378,31.014,61.293,21.719,82.212,36.352,42.591,28.273,42.087,15.613
0.31444,3717.3,4619.2,9.66,26.947,43.073,2690.4,75.21,120.4,0.69183,81.322,49.282,2618.1,23.295,47.509,3091.4,24.628,63.605,143.75,342.45,94.443,79.085,32.09,8.9266,26.448,6.6811,18.774,0.9889,32.915,13.673,24.027,1.1916,18.571,1.4451,5.1016,2.4211,-0.014899,0.82376,0.050274,53.629,43.361,62.953,55.721,30.78,63.628,21.498,82.26,35.987,40.769,28.386,41.491,12.857
0.315,3766.8,4613.4,9.7827,27.142,42.663,2695.4,75.202,120.42,0.6704,81.62,51.242,2624.4,24.267,50.3,3093.5,21.995,63.579,145.37,343.36,94.154,79.63,32.295,9.0896,26.87,6.9233,18.943,0.99183,32.831,13.796,23.992,1.4347,18.659,1.401,5.1872,2.5619,-0.014899,0.82376,0.050274,53.629,43.361,63.789,55.844,30.929,60.816,22.065,79.652,41.754,47.227,28.386,42.137,19.054
0.31518,3734.6,4622.5,9.6213,26.795,42.613,2693.5,74.893,120.43,0.67049,81.509,49.102,2621.9,24.618,50.1,3094.1,22.132,63.606,144.8,343.39,94.123,78.876,32.295,9.0896,26.87,6.9233,18.943,0.99183,32.831,13.796,23.992,1.4347,18.659,1.401,5.1872,2.5619,-0.014899,0.82376,0.050274,53.629,43.361,64.342,55.735,30.911,61.837,21.626,79.641,35.458,46.765,28.572,42.791,18.776
0.29741,3682.8,4619.4,9.84,27.022,42.162,2691.7,74.183,120.37,0.68458,81.279,49.628,2619.6,24.451,50.621,3089.4,22.472,63.603,147.24,343.55,94.367,79.259,32.507,8.9208,26.63,6.7873,18.36,1.0034,33.007,13.669,24.211,1.2667,18.299,1.4095,4.9589,2.4939,-0.014899,0.82376,0.050274,53.629,43.361,63.184,55.345,28.751,61.661,21.8,81.067,37.007,47.97,28.496,41.457,17.953
0.29712,3693.7,4628.1,9.5085,27.087,42.802,2690.7,74.457,120.4,0.68508,81.198,50.37,2619.3,25.281,51.402,3089.6,22.947,63.585,147.41,343.51,94.325,78.772,32.507,8.9208,26.63,6.7873,18.36,1.0034,33.007,13.669,24.211,1.2667,18.299,1.4095,4.9589,2.4939,-0.014899,0.82376,0.050274,53.629,43.361,62.997,55.239,28.779,63.378,22.025,81.006,39.19,49.779,28.62,41.724,16.868
0.27277,3719.2,4679.4,9.6879,26.936,42.681,2691.2,74.721,120.41,0.66978,81.152,48.792,2620,25.178,50.719,3090.1,23.012,63.504,149.49,343.99,94.503,78.956,32.634,8.9118,26.509,6.8763,18.493,0.95926,32.975,13.751,24.688,1.1994,18.873,1.4573,5.1846,2.4305,0.0068085,0.81253,0.055136,53.867,43.092,63.776,56.077,26.703,63.478,21.903,79.337,34.546,48.197,28.038,41.859,16.711
0.27321,3738.2,4696.1,9.5157,27.003,42.635,2693.1,75.053,120.43,0.6696,81.35,49.42,2621.8,24.232,50.059,3092.2,23.344,63.509,144.2,343.55,94.232,79.289,32.634,8.9118,26.509,6.8763,18.493,0.95926,32.975,13.751,24.688,1.1994,18.873,1.4573,5.1846,2.4305,0.0068085,0.81253,0.055136,53.867,43.092,63.45,55.877,26.66,65.32,21.879,79.359,36.393,46.672,28.419,41.809,15.896
0.25487,3720.1,4702.9,9.6896,26.449,42.805,2693,73.892,120.4,0.67911,81.307,49.396,2621.4,24.487,50.328,3091,22.09,63.514,146.42,344.16,94.476,79.127,32.245,9.0282,26.352,6.7703,18.562,1.0265,33.308,13.607,24.508,1.193,18.788,1.4144,5.0824,2.4347,0.0068085,0.81253,0.055136,53.867,43.092,63.028,55.528,25.274,62.553,21.744,80.243,36.321,47.293,28.128,42.208,18.887
0.25713,3710,4695,9.6933,26.721,42.611,2692.3,74.584,120.36,0.67539,81.237,51.142,2621.1,23.188,50.732,3090,24.101,63.532,145.86,343.98,94.219,78.792,32.245,9.0282,26.352,6.7703,18.562,1.0265,33.308,13.607,24.508,1.193,18.788,1.4144,5.0824,2.4347,0.0068085,0.81253,0.055136,53.867,43.092,63.201,55.622,25.051,64.154,22.065,80.696,41.46,48.228,28.086,41.009,14.14
0.29209,3723.3,4685.5,9.5529,26.563,42.858,2694.6,75.067,120.4,0.66091,81.336,52.312,2623.2,24.394,49.409,3093.2,23.141,63.506,144.02,343.47,94.495,79.18,31.992,8.9834,26.331,7.0679,18.732,0.99388,33.405,13.951,23.889,1.2464,18.356,1.4268,5.1349,2.5026,0.0068085,0.81253,0.055136,53.867,43.092,63.958,55.608,28.501,64.688,21.772,78.383,44.905,45.166,28.16,42.056,16.392
0.29106,3715.4,4661,9.633,26.931,42.528,2696.3,74.967,120.42,0.66556,81.485,47.837,2624.8,25.31,49.723,3095.4,22.911,63.515,146.7,343.41,94.068,79.667,31.992,8.9834,26.331,7.0679,18.732,0.99388,33.405,13.951,23.889,1.2464,18.356,1.4268,5.1349,2.5026,0.0097766,0.81429,0.050454,53.589,45.122,64.093,55.902,28.603,63.192,21.896,77.815,31.734,45.893,27.507,42.352,16.891
0.31311,3638.4,4640.5,9.5839,26.972,42.772,2695,74.767,120.39,0.69793,81.421,48.478,2623.1,25.281,50.381,3094,21.509,63.532,142.54,343.71,94.519,79.116,32.261,9.1794,26.757,6.8413,18.548,0.99674,33.106,13.89,23.898,1.2873,18.591,1.394,5.0748,2.4489,0.0097766,0.81429,0.050454,53.589,45.122,62.774,55.751,31.386,64.045,21.803,83.006,33.622,47.415,27.646,41.193,20.249
0.31712,3657.7,4687.2,9.5229,26.985,42.378,2695.5,75.264,120.37,0.69865,81.356,48.461,2624.1,24.883,51.626,3093.4,23.182,63.514,142.87,344.24,94.422,79.528,32.261,9.1794,26.757,6.8413,18.548,0.99674,33.106,13.89,23.898,1.2873,18.591,1.394,5.0748,2.4489,0.0097766,0.81429,0.050454,53.589,45.122,62.441,55.192,30.991,63.355,21.986,82.919,33.572,50.297,27.386,40.411,16.246
0.29211,3676.4,4657.3,9.5601,27.195,42.864,2697.2,74.342,120.41,0.69084,81.39,48.824,2626,23.661,49.542,3095,22.882,63.482,140.21,344.37,94.394,79.236,32.173,8.8533,26.435,6.9803,18.735,0.99733,33.222,13.838,24.164,1.1199,18.349,1.4076,5.1875,2.4324,0.0097766,0.81429,0.050454,53.589,45.122,64.038,56.024,28.462,64.052,22.216,82.383,34.639,45.475,27.393,42.078,16.972
0.28997,3696.1,4648.4,9.6429,27.128,42.681,2695.1,75.747,120.37,0.69256,81.158,49.34,2623.2,23.609,50.51,3094,23.128,63.408,142.05,344.25,94.455,79.03,32.173,8.8533,26.435,6.9803,18.735,0.99733,33.222,13.838,24.164,1.1199,18.349,1.4076,5.1875,2.4324,0.0097766,0.81429,0.050454,53.589,45.122,63.7,56.131,28.672,65.024,21.833,82.172,36.158,47.714,27.003,40.886,16.413
0.2995,3664.5,4655.4,9.8139,27.07,42.607,2696.9,75.787,120.42,0.68725,81.274,48.307,2625.5,25.933,50.52,3094,22.898,63.356,140.63,344.57,94.351,79.119,32.051,8.833,26.758,6.8727,18.393,1.0126,33.242,13.728,24.294,1.1275,18.665,1.3741,5.1311,2.458,0.011258,0.8108,0.060021,53.317,43.452,62.998,55.612,29.35,61.954,22.368,81.504,33.118,47.738,26.911,41.872,16.952
0.29896,3645.3,4658.7,9.6925,26.913,42.249,2698.2,74.965,120.38,0.69263,81.325,51.402,2627.2,23.863,50.9,3093.6,24.543,63.347,138.69,344.59,94.511,79.265,32.051,8.833,26.758,6.8727,18.393,1.0126,33.242,13.728,24.294,1.1275,18.665,1.3741,5.1311,2.458,0.011258,0.8108,0.060021,53.317,43.452,63.328,55.572,29.403,63.403,22.315,80.847,42.226,48.618,26.863,41.268,13.026
0.31004,3701.4,4718.7,9.6239,26.436,42.908,2698.5,74.434,120.4,0.67489,81.277,51.193,2627.1,25.426,50.19,3095.7,23.279,63.316,137.76,344.77,94.389,79.12,32.194,9.0489,26.389,6.9661,18.916,1.0466,33.463,13.637,24.082,1.3072,18.614,1.3549,5.1389,2.4021,0.011258,0.8108,0.060021,53.317,43.452,63.264,55.73,30.783,62.187,21.948,79.994,41.61,46.974,26.725,41.489,16.031
0.31238,3696.3,4653.3,9.6219,27.106,43.094,2697.3,75.015,120.37,0.67251,81.145,49.67,2625.5,25.004,49.723,3097.5,23.378,63.297,138.23,344.25,94.335,79.05,32.194,9.0489,26.389,6.9661,18.916,1.0466,33.463,13.637,24.082,1.3072,18.614,1.3549,5.1389,2.4021,0.011258,0.8108,0.060021,53.317,43.452,63.352,56.513,30.554,62.176,21.74,80.284,37.13,45.892,26.463,41.574,15.81
0.29938,3688.9,4601.1,9.6671,27.113,42.67,2696.9,75.247,120.41,0.66249,81.037,49.359,2625.7,25.784,50.157,3095.7,22.803,63.228,139.66,345.26,94.426,78.786,32.619,8.929,27.006,6.8957,18.615,1.0281,33.311,13.871,24.485,1.4829,18.449,1.4143,5.0265,2.4492,0.011258,0.8108,0.060021,53.317,43.452,62.624,55.873,29.238,65.134,22.023,78.883,36.214,46.898,26.12,42.36,17.203
0.29984,3683.3,4649.5,9.6565,26.531,42.406,2699,74.791,120.38,0.66388,81.086,49.802,2628.4,24.107,48.855,3094.4,22.942,63.162,137.31,345.66,94.514,79.217,32.619,8.929,27.006,6.8957,18.615,1.0281,33.311,13.871,24.485,1.4829,18.449,1.4143,5.0265,2.4492,0.021248,0.82855,0.056696,53.479,43.561,62.72,55.294,29.193,61.411,22.457,78.713,37.517,43.885,25.985,40.884,16.853
0.25323,3665,4678.8,9.7485,27.261,42.589,2699.9,74.493,120.4,0.68918,81.321,49.93,2629.7,25.734,51.233,3095.9,23.416,63.125,133.68,345.79,94.367,79.375,32.95,9.0071,26.595,6.891,18.406,1.0529,33.434,13.815,24.596,1.2673,18.588,1.386,4.9447,2.4072,0.021248,0.82855,0.056696,53.479,43.561,63.608,55.684,25.243,61.689,22.736,81.785,37.893,49.387,26.04,41.979,15.705
0.2551,3691.5,4650.3,9.503,27.087,42.823,2699.4,74.211,120.41,0.69305,81.327,49.555,2628.5,24.237,51.216,3096.1,22.367,63.167,134,345.37,94.409,79.296,32.95,9.0071,26.595,6.891,18.406,1.0529,33.434,13.815,24.596,1.2673,18.588,1.386,4.9447,2.4072,0.021248,0.82855,0.056696,53.479,43.561,63.151,56.025,25.059,62.306,22.444,81.314,36.79,49.348,25.739,41.757,18.186
0.21706,3702,4651.7,9.7611,26.719,42.596,2698.7,74.98,120.4,0.68599,81.286,49.524,2627.5,25.813,50.706,3096.5,22.001,63.128,135.94,344.81,94.464,79.139,31.982,8.9186,26.681,6.7788,18.335,0.95888,33.349,13.805,24.433,1.4645,18.26,1.3518,5.0127,2.314,0.021248,0.82855,0.056696,53.479,43.561,63.002,56.566,21.284,63.108,22.171,80.692,36.7,48.168,25.296,42.405,19.061
0.21442,3682,4644.7,9.6928,26.84,42.677,2698.6,73.511,120.37,0.6829,81.24,50.447,2627.3,25.178,50.717,3093.7,22.459,63.121,133.9,344.98,94.381,79.105,31.982,8.9186,26.681,6.7788,18.335,0.95888,33.349,13.805,24.433,1.4645,18.26,1.3518,5.0127,2.314,0.021248,0.82855,0.056696,53.479,43.561,63.345,56.65,21.544,63.995,22.454,81.069,39.417,48.194,25.208,40.467,17.973
0.30756,3700.7,4717.8,9.54,27.139,42.516,2699.8,74.868,120.41,0.68561,81.303,50.098,2628.9,23.89,51.095,3097.4,22.641,63.081,132.22,344.82,94.42,79.039,32.199,8.8537,26.684,6.7495,18.709,0.95793,33.202,13.958,24.255,1.2259,18.3,1.3549,5.1251,2.4369,0.013351,0.82975,0.05532,53.138,44.363,64.052,56.018,30.237,63.733,22.348,80.463,38.387,49.068,25.517,41.488,17.542
0.30792,3721.3,4749,9.5794,27.089,42.835,2697,75.71,120.39,0.68346,81.025,49.978,2625.4,24.795,51.454,3096.2,22.189,63.036,134.87,344.91,94.24,78.867,32.199,8.8537,26.684,6.7495,18.709,0.95793,33.202,13.958,24.255,1.2259,18.3,1.3549,5.1251,2.4369,0.013351,0.82975,0.05532,53.138,44.363,63.698,55.645,30.202,62.148,22,80.725,38.034,49.898,25.2,41.29,18.645
0.28759,3704.5,4617.2,9.6393,26.842,42.679,2695.4,74.698,120.43,0.70439,80.948,50.215,2623.9,23.467,50.454,3092.8,22.707,62.985,134.01,345.05,94.352,78.762,32.907,8.8956,27.151,6.9414,18.905,1.0162,33.026,13.724,24.554,1.0655,18.065,1.3968,5.0456,2.3786,0.013351,0.82975,0.05532,53.138,44.363,64.355,56.345,28.266,61.795,22.265,82.337,38.732,47.584,25.199,42.201,17.439
0.28873,3752.7,4650.5,9.5735,26.957,42.641,2695.9,75.665,120.4,0.70115,81.114,50.926,2625.1,25.991,49.828,3092.7,23.327,62.92,132.21,344.52,94.301,79.436,32.907,8.8956,27.151,6.9414,18.905,1.0162,33.026,13.724,24.554,1.0655,18.065,1.3968,5.0456,2.3786,0.013351,0.82975,0.05532,53.138,44.363,63.525,55.947,28.154,64.017,22.452,82.733,40.824,46.136,25.284,41.327,15.929
0.21414,3671.9,4697.8,9.6646,26.697,42.731,2695.3,75.334,120.41,0.67429,81.336,50.339,2624.9,27.061,47.808,3093,23.035,62.984,131.74,344.63,94.391,79.253,32.736,8.8703,26.277,6.8037,18.655,1.0134,32.86,13.951,24.591,1.2934,18.358,1.3855,4.9882,2.4695,0.013351,0.82975,0.05532,53.138,44.363,63.267,54.896,21.277,63.266,22.327,79.785,39.097,41.462,25.246,42.233,16.618
0.21478,3658.7,4654,9.5538,27.014,42.774,2695.5,74.822,120.4,0.67164,81.425,48.586,2624.1,24.87,49.004,3092.5,22.392,63.039,132.16,344.44,94.464,79.241,32.736,8.8703,26.277,6.8037,18.655,1.0134,32.86,13.951,24.591,1.2934,18.358,1.3855,4.9882,2.4695,0.020985,0.82783,0.053105,53.554,43.5,63.494,55.42,21.213,62.57,22.233,80.109,33.94,44.228,25.145,40.918,18.126
0.22613,3754.5,4666.9,9.625,26.879,42.798,2693.8,75.243,120.39,0.70041,81.311,48.411,2622.2,24.275,50.563,3091.3,23.401,63.058,130.26,343.96,94.551,78.929,32.392,9.0987,27.181,6.9615,18.722,0.99124,33.487,13.713,24.237,1.2874,18.484,1.3926,5.0374,2.3776,0.020985,0.82783,0.053105,53.554,43.5,63.062,55.879,22.053,62.29,21.926,82.686,33.425,47.837,25.241,41.615,15.757
0.22767,3696.4,4678.8,9.6477,26.658,42.397,2691.6,75.071,120.38,0.69765,81.317,47.511,2619.8,25.122,48.548,3091.1,23.585,63.06,130.88,343.04,94.335,79.229,32.392,9.0987,27.181,6.9615,18.722,0.99124,33.487,13.713,24.237,1.2874,18.484,1.3926,5.0374,2.3776,0.020985,0.82783,0.053105,53.554,43.5,64.061,55.736,21.902,62.497,21.43,83.022,30.775,43.173,25.11,41.089,15.296
0.25306,3654.2,4641.1,9.6921,26.662,42.646,2693.3,75.461,120.4,0.6723,81.365,49.037,2621.5,23.835,50.472,3091,22.843,63.042,130.27,342.93,94.551,79.085,32.552,8.8348,26.499,6.938,18.676,0.98372,33.393,13.836,24.738,1.2489,18.415,1.4209,5.1591,2.496,0.020985,0.82783,0.053105,53.554,43.5,63.404,56.036,25.176,62.07,21.918,79.77,35.265,47.627,25.09,41.34,17.068
0.25445,3633.5,4640.3,9.588,27.177,42.581,2692.9,75.355,120.4,0.66979,81.309,49.752,2621.6,25.437,51.374,3090.9,22.301,63.009,131.2,343.3,94.537,79.015,32.552,8.8348,26.499,6.938,18.676,0.98372,33.393,13.836,24.738,1.2489,18.415,1.4209,5.1591,2.496,0.020985,0.82783,0.053105,53.554,43.5,63.759,56.046,25.04,61.321,22.088,80.076,37.371,49.714,24.936,41.146,18.363
0.23751,3647.9,4686.1,9.594,26.879,42.397,2692,75.456,120.37,0.68458,81.281,49.07,2621,24.961,49.174,3090.7,22.172,63.02,131.1,343.09,94.495,79.186,31.943,9.0639,26.814,6.7533,18.591,1.0052,32.758,13.833,24.019,1.3346,18.867,1.3918,4.9738,2.4263,0.028076,0.82305,0.084219,53.701,43.898,63.653,55.625,23.078,61.402,21.901,81.495,35.363,44.622,24.811,40.62,18.659
0.23666,3668.5,4630.8,9.6734,26.73,42.785,2692.7,74.449,120.4,0.68648,81.247,50.233,2620.6,24.913,51.576,3091,22.611,62.971,131.7,342.89,94.703,78.959,31.943,9.0639,26.814,6.7533,18.591,1.0052,32.758,13.833,24.019,1.3346,18.867,1.3918,4.9738,2.4263,0.028076,0.82305,0.084219,53.701,43.898,63.3,56.288,23.161,60.589,21.687,81.264,38.786,50.181,24.663,41.123,17.64
0.29516,3724.2,4706.2,9.5326,27.264,42.863,2693.4,74.712,120.43,0.68361,81.296,49.464,2621.7,24.372,50.076,3093.7,22.088,62.976,131.24,342.76,94.403,79.261,32.261,9.1542,26.581,6.8388,18.603,1.0138,32.582,13.87,24.244,1.2811,18.519,1.4026,5.0882,2.3788,0.028076,0.82305,0.084219,53.701,43.898,63.995,55.616,28.877,64.087,21.597,81.535,36.524,46.71,24.605,41.482,18.863
0.29601,3735.7,4684.8,9.5189,26.661,42.782,2696,74.504,120.41,0.68263,81.49,49.548,2624.9,25.825,51.409,3096.3,22.423,62.984,129.51,342.3,94.399,79.121,32.261,9.1542,26.581,6.8388,18.603,1.0138,32.582,13.87,24.244,1.2811,18.519,1.4026,5.0882,2.3788,0.028076,0.82305,0.084219,53.701,43.898,63.798,55.872,28.793,65.228,21.505,81.656,36.769,49.795,24.661,41.744,18.061
0.26489,3706.9,4704.9,9.6203,27.157,42.559,2695.2,74.872,120.43,0.6887,81.492,50.829,2623.7,25.557,50.144,3095.5,23.569,63.01,131.66,342.41,94.282,79.211,32.157,8.9833,27.152,6.8802,18.759,1.0267,33.426,13.777,24.209,1.1672,18.69,1.4088,5.1544,2.4782,0.028076,0.82305,0.084219,53.701,43.898,63.624,55.631,25.986,61.826,21.829,81.94,40.541,46.867,24.371,42.242,15.33
0.26569,3720.4,4639.6,9.5211,27.11,42.635,2695.7,74.264,120.4,0.68738,81.543,52.647,2623.6,24.415,50.263,3094.6,22.955,63.037,129,342.18,94.379,79.308,32.157,8.9833,27.152,6.8802,18.759,1.0267,33.426,13.777,24.209,1.1672,18.69,1.4088,5.1544,2.4782,0.033907,0.83392,0.039837,53.195,44.242,63.392,56.413,25.907,63.229,21.643,82.102,45.889,47.144,24.367,41.331,16.772
0.27265,3710,4660.3,9.7081,26.665,42.477,2693.7,74.57,120.42,0.68214,81.489,49.489,2622.2,25.627,50.259,3095.2,22.281,63.033,126.56,341.99,94.427,79.311,32.122,8.9436,26.257,7.0225,19.153,0.94432,32.901,13.751,24.77,1.212,18.458,1.4092,5.1506,2.4491,0.033907,0.83392,0.039837,53.195,44.242,63.228,55.799,27.156,62.797,21.263,80.278,36.595,47.133,24.423,41.617,18.364
0.27294,3682.7,4627,9.6052,26.979,42.686,2693.4,75.233,120.39,0.67798,81.422,48.983,2620.7,26.001,50.872,3095.1,22.485,62.999,128.62,341.9,94.477,79.017,32.122,8.9436,26.257,7.0225,19.153,0.94432,32.901,13.751,24.77,1.212,18.458,1.4092,5.1506,2.4491,0.033907,0.83392,0.039837,53.195,44.242,63.698,56.198,27.127,62.02,21.21,80.786,35.106,48.552,24.081,40.967,17.903
0.27827,3688.1,4588.8,9.6953,26.816,42.734,2691.9,75.712,120.39,0.67381,81.25,51.79,2618.8,25.305,49.422,3091.8,24.211,62.937,127.33,341.74,94.604,78.819,31.823,8.9978,27.19,6.8628,18.68,1.0278,33.205,13.802,24.622,1.3176,19.051,1.3704,5.0961,2.4684,0.033907,0.83392,0.039837,53.195,44.242,62.293,55.659,27.37,61.116,21.674,80.5,43.369,45.196,24.041,41.118,13.833
0.27784,3643.6,4639.3,9.572,27.148,42.616,2692.9,75.202,120.38,0.67579,81.308,49.811,2621.2,25.232,49.966,3090.9,22.802,62.888,126.23,342.47,94.62,79.019,31.823,8.9978,27.19,6.8628,18.68,1.0278,33.205,13.802,24.622,1.3176,19.051,1.3704,5.0961,2.4684,0.033907,0.83392,0.039837,53.195,44.242,63.058,55.055,27.411,62.135,21.86,80.259,37.544,46.455,23.985,40.99,17.169
0.31016,3697.3,4644.3,9.5714,26.994,42.731,2694.1,75.062,120.42,0.68044,81.264,49.452,2622.2,24.227,50.967,3093.4,22.047,62.84,125.02,342.31,94.497,78.945,31.748,8.8848,26.309,6.8023,18.009,1.0421,33.24,13.899,24.015,1.3232,18.732,1.4243,5.0828,2.4656,-0.0018044,0.81371,0.048813,53.866,43.338,63.478,56.13,30.367,62.87,21.581,80.973,36.487,48.772,24.206,41.853,18.972
0.31,3710.6,4653.7,9.5425,27.01,42.838,2694.4,74.416,120.39,0.68162,81.247,48.999,2622.4,26.235,49.518,3095.5,22.777,62.823,127.01,341.93,94.515,78.939,31.748,8.8848,26.309,6.8023,18.009,1.0421,33.24,13.899,24.015,1.3232,18.732,1.4243,5.0828,2.4656,-0.0018044,0.81371,0.048813,53.866,43.338,63.249,56.017,30.383,62.35,21.176,80.83,35.154,45.419,23.992,41.262,17.251
0.32061,3697,4735.2,9.5331,26.774,42.839,2696.8,74.804,120.43,0.68966,81.362,49.181,2625.5,25.039,51.619,3097.1,22.24,62.812,127.68,342.23,94.387,79.254,32.276,8.9556,27.118,6.8491,19.03,1.0318,33.287,13.804,23.985,1.4399,19.187,1.4025,5.0848,2.4172,-0.0018044,0.81371,0.048813,53.866,43.338,64.059,56.763,31.578,63.543,21.674,82.503,35.691,50.281,23.895,41.85,18.506
0.32159,3736.5,4714.9,9.6414,26.8,43.065,2698,75.09,120.4,0.69104,81.447,50.294,2625.7,26.744,49.958,3099.1,23.409,62.855,125.18,341.73,94.358,79.535,32.276,8.9556,27.118,6.8491,19.03,1.0318,33.287,13.804,23.985,1.4399,19.187,1.4025,5.0848,2.4172,-0.0018044,0.81371,0.048813,53.866,43.338,63.38,57.006,31.482,64.251,21.369,82.334,38.966,46.436,24.08,41.3,15.702
0.27115,3699.2,4644.4,9.7031,27.049,43.182,2697.6,75.374,120.4,0.68181,81.634,50.177,2626.4,24.658,49.84,3098,23.291,62.895,125.49,342.39,94.313,79.326,32.403,9.0724,27.037,6.9378,18.56,1.0337,33.254,14.005,23.966,1.2799,18.465,1.4032,5.1027,2.3958,-0.0018044,0.81371,0.048813,53.866,43.338,63.665,55.386,26.773,61.958,21.788,80.963,38.621,46.164,24.011,41.223,15.973
0.2735,3705.1,4628.8,9.5496,26.952,42.411,2695.9,75.514,120.42,0.68014,81.553,48.642,2624.5,24.547,51.169,3096.6,23.232,62.912,126.03,342.22,94.344,79.221,32.403,9.0724,27.037,6.9378,18.56,1.0337,33.254,14.005,23.966,1.2799,18.465,1.4032,5.1027,2.3958,0.025336,0.84209,0.065615,52.906,44.363,63.564,55.573,26.542,63.586,21.353,81.166,34.102,49.238,23.382,41.998,16.11
0.25557,3679.6,4687.9,9.538,26.889,42.24,2691.2,76.167,120.39,0.70513,81.245,48.882,2619.6,22.44,48.736,3092.6,22.698,62.872,124.72,341.88,94.598,78.671,31.987,8.9965,26.507,6.9372,18.949,1.0307,32.519,13.859,24.047,1.2618,18.567,1.3696,5.1948,2.41,0.025336,0.84209,0.065615,52.906,44.363,63.214,56.015,25.563,64.512,21.455,83.622,34.809,43.61,23.227,41.005,17.43
0.25693,3651.1,4700.1,9.6611,27.067,42.754,2688,74.652,120.39,0.70449,80.959,50.424,2616.7,24.596,49.521,3088.1,22.737,62.752,120.29,341.71,94.573,78.931,31.987,8.9965,26.507,6.9372,18.949,1.0307,32.519,13.859,24.047,1.2618,18.567,1.3696,5.1948,2.41,0.025336,0.84209,0.065615,52.906,44.363,63.704,55.869,25.43,62.144,21.496,83.7,39.348,45.425,23.358,41.351,17.357
0.2984,3667.1,4637.6,9.5028,26.961,42.368,2690.3,75.276,120.4,0.68868,81.074,51.845,2618.1,23.911,50.441,3088.3,23.726,62.612,122.95,341.87,94.676,78.945,32.099,8.8734,26.775,6.6724,19.001,0.99046,32.822,13.884,24.251,1.3043,18.583,1.3484,5.2273,2.4655,0.025336,0.84209,0.065615,52.906,44.363,63.382,55.668,29.265,62.176,21.882,81.881,43.53,47.554,22.861,41.02,15.027
0.29816,3663.8,4631,9.7238,26.911,42.708,2691.9,75.467,120.4,0.68603,81.263,50.96,2619.8,23.572,49.409,3091.8,22.962,62.597,120.06,342.05,94.521,79.184,32.099,8.8734,26.775,6.6724,19.001,0.99046,32.822,13.884,24.251,1.3043,18.583,1.3484,5.2273,2.4655,0.025336,0.84209,0.065615,52.906,44.363,63.437,55.747,29.289,63.895,21.602,82.204,40.924,45.166,22.857,41.059,16.822
