bearing_id,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,lubrication_age_ratio,design_risk_score,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
BRG-02802,BDES-00264,BMAT-00090,BMAN-00495,BASM-02802,BOPR-02802,3448.1,0.0541,0.0567,0.3152,0.2838,0.6342,0.1679,BINSP-02802,0.2308,0.2976,medium
BRG-02803,BDES-00089,BMAT-00323,BMAN-01038,BASM-02803,BOPR-02803,2142.2,0.2828,0.0823,0.1178,0.4028,0.2004,0.2408,BINSP-02803,0.1448,0.2128,low
BRG-02804,BDES-00698,BMAT-00126,BMAN-00999,BASM-02804,BOPR-02804,2257.3,0.2553,0.0924,0.1398,0.2711,0.2748,0.1917,BINSP-02804,0.177,0.198,low
BRG-02805,BDES-00483,BMAT-00129,BMAN-00202,BASM-02805,BOPR-02805,4542.6,0.4899,0.044,0.0378,0.3068,0.2002,0.3566,BINSP-02805,0.1484,0.1819,low
BRG-02806,BDES-00212,BMAT-00358,BMAN-00698,BASM-02806,BOPR-02806,3887.1,0.0764,0.1116,0.238,0.3336,0.1351,0.1791,BINSP-02806,0.1294,0.2043,low
BRG-02807,BDES-00381,BMAT-00408,BMAN-00264,BASM-02807,BOPR-02807,6367.6,0.437,0.2442,0.3711,0.4583,0.1222,0.3773,BINSP-02807,0.2331,0.3139,medium
BRG-02808,BDES-00334,BMAT-00047,BMAN-00916,BASM-02808,BOPR-02808,3818.2,0.2374,0.136,0.4705,0.2095,0.1282,0.2301,BINSP-02808,0.1523,0.2321,low
BRG-02809,BDES-00674,BMAT-00490,BMAN-00406,BASM-02809,BOPR-02809,4641.6,0.5493,0.149,0.3299,0.2353,0.2119,0.4154,BINSP-02809,0.2255,0.2568,medium
BRG-02810,BDES-00377,BMAT-00080,BMAN-00527,BASM-02810,BOPR-02810,3781.0,0.1782,0.1261,0.1636,0.3211,0.2892,0.1372,BINSP-02810,0.2333,0.2218,low
BRG-02811,BDES-00441,BMAT-00128,BMAN-00085,BASM-02811,BOPR-02811,6613.3,0.4029,0.0006,0.249,0.2816,0.0862,0.3562,BINSP-02811,0.1464,0.1904,low
BRG-02812,BDES-00301,BMAT-00471,BMAN-00263,BASM-02812,BOPR-02812,8447.0,0.358,0.0542,0.6402,0.3194,0.2801,0.375,BINSP-02812,0.2629,0.3351,medium
BRG-02813,BDES-00522,BMAT-00130,BMAN-01092,BASM-02813,BOPR-02813,7430.7,0.2259,0.1366,0.1381,0.2108,0.5019,0.3466,BINSP-02813,0.2201,0.254,medium
BRG-02814,BDES-00461,BMAT-00253,BMAN-00849,BASM-02814,BOPR-02814,3776.1,0.4034,0.2508,0.096,0.2579,0.304,0.2754,BINSP-02814,0.195,0.2285,low
BRG-02815,BDES-00528,BMAT-00029,BMAN-00738,BASM-02815,BOPR-02815,3000.6,0.5382,0.1221,0.0644,0.3169,0.3035,0.3382,BINSP-02815,0.1995,0.2236,low
BRG-02816,BDES-00514,BMAT-00228,BMAN-00386,BASM-02816,BOPR-02816,6451.1,0.6104,0.1015,0.4178,0.3457,0.1016,0.4451,BINSP-02816,0.2329,0.2778,medium
BRG-02817,BDES-00698,BMAT-00305,BMAN-00525,BASM-02817,BOPR-02817,1818.5,0.5273,0.0924,0.2837,0.3349,0.1228,0.2639,BINSP-02817,0.1964,0.2253,low
BRG-02818,BDES-00497,BMAT-00409,BMAN-01170,BASM-02818,BOPR-02818,3279.9,0.6675,0.2273,0.2863,0.1577,0.4308,0.3626,BINSP-02818,0.2125,0.2738,medium
BRG-02819,BDES-00212,BMAT-00187,BMAN-00750,BASM-02819,BOPR-02819,2623.3,0.4111,0.1116,0.214,0.3813,0.1094,0.2304,BINSP-02819,0.1736,0.2169,low
BRG-02820,BDES-00276,BMAT-00065,BMAN-01066,BASM-02820,BOPR-02820,4987.5,0.4818,0.1685,0.2774,0.33,0.1684,0.4099,BINSP-02820,0.2313,0.2643,medium
BRG-02821,BDES-00373,BMAT-00259,BMAN-00799,BASM-02821,BOPR-02821,5990.8,0.226,0.0,0.1138,0.2633,0.2429,0.2783,BINSP-02821,0.1653,0.1796,low
BRG-02822,BDES-00140,BMAT-00091,BMAN-00251,BASM-02822,BOPR-02822,486.2,0.1792,0.1069,0.3806,0.4115,0.2165,0.0263,BINSP-02822,0.2288,0.257,medium
BRG-02823,BDES-00298,BMAT-00367,BMAN-00223,BASM-02823,BOPR-02823,1762.8,0.2362,0.2052,0.0746,0.2579,0.1578,0.1405,BINSP-02823,0.1706,0.172,low
BRG-02824,BDES-00384,BMAT-00094,BMAN-00355,BASM-02824,BOPR-02824,2863.5,0.389,0.0305,0.2543,0.3526,0.2998,0.2777,BINSP-02824,0.1914,0.2468,low
BRG-02825,BDES-00079,BMAT-00353,BMAN-00109,BASM-02825,BOPR-02825,9415.5,0.5674,0.0853,0.2982,0.3771,0.1007,0.581,BINSP-02825,0.2481,0.2764,medium
BRG-02826,BDES-00612,BMAT-00220,BMAN-00991,BASM-02826,BOPR-02826,3566.4,0.6017,0.149,0.1646,0.1976,0.2032,0.3157,BINSP-02826,0.1946,0.1981,low
BRG-02827,BDES-00457,BMAT-00394,BMAN-00884,BASM-02827,BOPR-02827,3442.1,0.1228,0.3958,0.2132,0.399,0.2586,0.1267,BINSP-02827,0.2471,0.2882,medium
BRG-02828,BDES-00361,BMAT-00218,BMAN-00001,BASM-02828,BOPR-02828,3197.7,0.776,0.0515,0.1455,0.0937,0.5003,0.3904,BINSP-02828,0.2372,0.2204,low
BRG-02829,BDES-00150,BMAT-00143,BMAN-00273,BASM-02829,BOPR-02829,5116.0,0.675,0.1375,0.0878,0.3198,0.3915,0.4629,BINSP-02829,0.2451,0.2668,medium
BRG-02830,BDES-00306,BMAT-00331,BMAN-00958,BASM-02830,BOPR-02830,3131.5,0.1944,0.0747,0.0039,0.2939,0.3468,0.1796,BINSP-02830,0.1604,0.1833,low
BRG-02831,BDES-00359,BMAT-00452,BMAN-00609,BASM-02831,BOPR-02831,5637.6,0.5164,0.1404,0.4199,0.3828,0.3731,0.3262,BINSP-02831,0.228,0.3274,medium
BRG-02832,BDES-00390,BMAT-00475,BMAN-01042,BASM-02832,BOPR-02832,4578.0,0.6462,0.3164,0.1043,0.1632,0.3477,0.3945,BINSP-02832,0.1921,0.2398,low
BRG-02833,BDES-00103,BMAT-00343,BMAN-00949,BASM-02833,BOPR-02833,7969.8,0.6641,0.2061,0.3533,0.4078,0.4972,0.5856,BINSP-02833,0.3259,0.3939,medium
BRG-02834,BDES-00164,BMAT-00260,BMAN-00793,BASM-02834,BOPR-02834,1599.7,0.3901,0.0897,0.3095,0.341,0.2244,0.2058,BINSP-02834,0.2187,0.245,low
BRG-02835,BDES-00254,BMAT-00189,BMAN-00621,BASM-02835,BOPR-02835,1432.5,0.2734,0.0696,0.2351,0.2861,0.3935,0.2428,BINSP-02835,0.2483,0.2516,medium
BRG-02836,BDES-00409,BMAT-00359,BMAN-00200,BASM-02836,BOPR-02836,1235.5,0.241,0.0381,0.4986,0.4234,0.2544,0.0856,BINSP-02836,0.2197,0.2855,medium
BRG-02837,BDES-00547,BMAT-00277,BMAN-01199,BASM-02837,BOPR-02837,4544.1,0.5202,0.3636,0.3618,0.2901,0.4317,0.3213,BINSP-02837,0.2935,0.3458,medium
BRG-02838,BDES-00263,BMAT-00360,BMAN-00520,BASM-02838,BOPR-02838,5409.8,0.5739,0.2261,0.0899,0.1581,0.4214,0.4108,BINSP-02838,0.2112,0.2384,low
BRG-02839,BDES-00018,BMAT-00465,BMAN-01147,BASM-02839,BOPR-02839,3156.2,0.1891,0.3044,0.4305,0.4532,0.4084,0.216,BINSP-02839,0.3002,0.373,medium
BRG-02840,BDES-00698,BMAT-00378,BMAN-00569,BASM-02840,BOPR-02840,3586.2,0.3719,0.0924,0.2192,0.1702,0.3137,0.2209,BINSP-02840,0.19,0.2014,low
BRG-02841,BDES-00674,BMAT-00203,BMAN-01072,BASM-02841,BOPR-02841,6092.5,0.1258,0.149,0.2049,0.3654,0.542,0.2147,BINSP-02841,0.233,0.2991,medium
BRG-02842,BDES-00036,BMAT-00297,BMAN-00377,BASM-02842,BOPR-02842,2382.4,0.7536,0.2066,0.185,0.4391,0.2898,0.3689,BINSP-02842,0.3135,0.3032,medium
BRG-02843,BDES-00105,BMAT-00409,BMAN-00459,BASM-02843,BOPR-02843,4392.2,0.7915,0.1137,0.2863,0.2252,0.2569,0.4336,BINSP-02843,0.1866,0.2464,low
BRG-02844,BDES-00022,BMAT-00157,BMAN-00524,BASM-02844,BOPR-02844,2341.8,0.1635,0.0429,0.3427,0.3839,0.4935,0.1013,BINSP-02844,0.2022,0.2887,medium
BRG-02845,BDES-00690,BMAT-00463,BMAN-00741,BASM-02845,BOPR-02845,855.8,0.7215,0.3443,0.2575,0.1918,0.3302,0.3046,BINSP-02845,0.1805,0.2667,medium
BRG-02846,BDES-00020,BMAT-00377,BMAN-00095,BASM-02846,BOPR-02846,3224.7,0.1325,0.2145,0.3943,0.2281,0.0879,0.1841,BINSP-02846,0.1751,0.2233,low
BRG-02847,BDES-00554,BMAT-00002,BMAN-00912,BASM-02847,BOPR-02847,1307.7,0.3735,0.0058,0.0584,0.2288,0.1241,0.1507,BINSP-02847,0.1087,0.1188,low
BRG-02848,BDES-00215,BMAT-00306,BMAN-00818,BASM-02848,BOPR-02848,2182.2,0.0834,0.2099,0.2012,0.39,0.1081,0.0966,BINSP-02848,0.1779,0.2163,low
BRG-02849,BDES-00217,BMAT-00147,BMAN-01136,BASM-02849,BOPR-02849,2142.6,0.5558,0.1155,0.165,0.4458,0.1335,0.277,BINSP-02849,0.229,0.2386,low
BRG-02850,BDES-00068,BMAT-00435,BMAN-01156,BASM-02850,BOPR-02850,5197.1,0.2806,0.0677,0.6718,0.3587,0.5232,0.2566,BINSP-02850,0.305,0.3867,medium
BRG-02851,BDES-00399,BMAT-00166,BMAN-00197,BASM-02851,BOPR-02851,1871.4,0.2893,0.1478,0.0725,0.1945,0.187,0.1951,BINSP-02851,0.2245,0.1644,low
BRG-02852,BDES-00237,BMAT-00078,BMAN-01183,BASM-02852,BOPR-02852,4329.9,0.0975,0.1636,0.2471,0.3693,0.3363,0.0879,BINSP-02852,0.1711,0.2524,medium
BRG-02853,BDES-00059,BMAT-00460,BMAN-00478,BASM-02853,BOPR-02853,896.2,0.2365,0.2928,0.1937,0.2964,0.2653,0.1202,BINSP-02853,0.2024,0.2391,low
BRG-02854,BDES-00659,BMAT-00487,BMAN-01123,BASM-02854,BOPR-02854,4579.8,0.2011,0.1473,0.1425,0.1979,0.3674,0.3187,BINSP-02854,0.1791,0.2218,low
BRG-02855,BDES-00420,BMAT-00383,BMAN-00916,BASM-02855,BOPR-02855,4636.9,0.5889,0.0466,0.4963,0.2095,0.3037,0.4004,BINSP-02855,0.2513,0.2848,medium
BRG-02856,BDES-00264,BMAT-00426,BMAN-01113,BASM-02856,BOPR-02856,6611.8,0.8953,0.0567,0.4835,0.4172,0.2402,0.5791,BINSP-02856,0.2304,0.3417,medium
BRG-02857,BDES-00079,BMAT-00012,BMAN-00386,BASM-02857,BOPR-02857,3023.8,1.0,0.0853,0.1533,0.3457,0.4024,0.4721,BINSP-02857,0.2234,0.2787,medium
BRG-02858,BDES-00510,BMAT-00041,BMAN-00267,BASM-02858,BOPR-02858,1821.6,0.3683,0.0631,0.131,0.254,0.2284,0.2215,BINSP-02858,0.1385,0.1788,low
BRG-02859,BDES-00138,BMAT-00404,BMAN-00787,BASM-02859,BOPR-02859,3141.7,1.0,0.361,0.3482,0.2101,0.3113,0.5188,BINSP-02859,0.3271,0.3288,medium
BRG-02860,BDES-00041,BMAT-00445,BMAN-00718,BASM-02860,BOPR-02860,5049.4,0.3019,0.0492,0.1671,0.175,0.2594,0.2684,BINSP-02860,0.1353,0.1757,low
BRG-02861,BDES-00140,BMAT-00371,BMAN-00440,BASM-02861,BOPR-02861,2531.2,0.9417,0.1069,0.2583,0.247,0.2105,0.4322,BINSP-02861,0.1605,0.2338,low
BRG-02862,BDES-00287,BMAT-00046,BMAN-00891,BASM-02862,BOPR-02862,1551.8,0.2983,0.2175,0.331,0.3659,0.3433,0.2371,BINSP-02862,0.2396,0.303,medium
BRG-02863,BDES-00640,BMAT-00478,BMAN-00409,BASM-02863,BOPR-02863,2316.5,0.5728,0.1595,0.2979,0.3337,0.084,0.2731,BINSP-02863,0.2415,0.2372,low
BRG-02864,BDES-00640,BMAT-00481,BMAN-00294,BASM-02864,BOPR-02864,8327.5,0.8245,0.1595,0.2676,0.2811,0.1989,0.6256,BINSP-02864,0.2202,0.2794,medium
BRG-02865,BDES-00755,BMAT-00440,BMAN-00913,BASM-02865,BOPR-02865,3519.2,0.3568,0.197,0.3441,0.3113,0.3367,0.2487,BINSP-02865,0.266,0.2921,medium
BRG-02866,BDES-00677,BMAT-00273,BMAN-00866,BASM-02866,BOPR-02866,2472.4,0.3872,0.3799,0.2907,0.3336,0.3682,0.306,BINSP-02866,0.2938,0.3314,medium
BRG-02867,BDES-00542,BMAT-00044,BMAN-01163,BASM-02867,BOPR-02867,2541.5,1.0,0.1692,0.1252,0.5495,0.2079,0.4437,BINSP-02867,0.2728,0.3019,medium
BRG-02868,BDES-00684,BMAT-00230,BMAN-00176,BASM-02868,BOPR-02868,3926.8,0.435,0.2506,0.2024,0.2474,0.158,0.331,BINSP-02868,0.1829,0.2264,low
BRG-02869,BDES-00264,BMAT-00279,BMAN-01032,BASM-02869,BOPR-02869,1028.7,0.8247,0.0567,0.1976,0.0821,0.5775,0.3965,BINSP-02869,0.2809,0.2479,low
BRG-02870,BDES-00558,BMAT-00465,BMAN-00501,BASM-02870,BOPR-02870,7639.5,0.2522,0.0935,0.4305,0.2177,0.2674,0.3658,BINSP-02870,0.233,0.2686,medium
BRG-02871,BDES-00423,BMAT-00289,BMAN-00337,BASM-02871,BOPR-02871,4856.2,0.523,0.0,0.2974,0.3472,0.437,0.3363,BINSP-02871,0.1844,0.2803,medium
BRG-02872,BDES-00543,BMAT-00337,BMAN-00648,BASM-02872,BOPR-02872,4417.1,0.0867,0.0878,0.1446,0.1953,0.3272,0.1091,BINSP-02872,0.1737,0.1792,low
BRG-02873,BDES-00151,BMAT-00164,BMAN-00254,BASM-02873,BOPR-02873,3244.7,0.386,0.0748,0.4233,0.4348,0.2062,0.2595,BINSP-02873,0.2197,0.2912,medium
BRG-02874,BDES-00694,BMAT-00267,BMAN-00095,BASM-02874,BOPR-02874,1991.4,0.7519,0.0373,0.3797,0.2281,0.3658,0.3451,BINSP-02874,0.1848,0.2624,medium
BRG-02875,BDES-00623,BMAT-00139,BMAN-00663,BASM-02875,BOPR-02875,4587.9,0.7353,0.1091,0.4088,0.5243,0.3267,0.3957,BINSP-02875,0.2691,0.3582,medium
BRG-02876,BDES-00386,BMAT-00095,BMAN-00631,BASM-02876,BOPR-02876,3166.5,0.1477,0.0517,0.2409,0.3655,0.1727,0.1823,BINSP-02876,0.1927,0.2164,low
BRG-02877,BDES-00394,BMAT-00025,BMAN-01160,BASM-02877,BOPR-02877,3429.6,0.6235,0.1643,0.6739,0.1458,0.343,0.3703,BINSP-02877,0.2666,0.3289,medium
BRG-02878,BDES-00670,BMAT-00379,BMAN-01005,BASM-02878,BOPR-02878,4120.2,0.4894,0.0026,0.1402,0.3803,0.4026,0.32,BINSP-02878,0.1994,0.2505,medium
BRG-02879,BDES-00295,BMAT-00474,BMAN-00657,BASM-02879,BOPR-02879,4804.0,0.0539,0.2446,0.2824,0.2905,0.2867,0.1907,BINSP-02879,0.1922,0.259,medium
BRG-02880,BDES-00432,BMAT-00284,BMAN-00308,BASM-02880,BOPR-02880,3278.8,0.2402,0.0,0.3283,0.5033,0.2616,0.1365,BINSP-02880,0.2177,0.2717,medium
BRG-02881,BDES-00459,BMAT-00124,BMAN-00900,BASM-02881,BOPR-02881,828.9,0.5601,0.0394,0.067,0.2452,0.2909,0.2463,BINSP-02881,0.124,0.1729,low
BRG-02882,BDES-00686,BMAT-00394,BMAN-01191,BASM-02882,BOPR-02882,1713.0,0.2453,0.0952,0.2132,0.39,0.2905,0.0782,BINSP-02882,0.1713,0.2303,low
BRG-02883,BDES-00049,BMAT-00488,BMAN-00248,BASM-02883,BOPR-02883,3168.7,0.5632,0.1086,0.2642,0.1661,0.2966,0.3506,BINSP-02883,0.2343,0.229,low
BRG-02884,BDES-00119,BMAT-00444,BMAN-00227,BASM-02884,BOPR-02884,3586.2,1.0,0.1964,0.2758,0.273,0.237,0.5585,BINSP-02884,0.1961,0.2814,medium
BRG-02885,BDES-00696,BMAT-00410,BMAN-00563,BASM-02885,BOPR-02885,4407.4,0.2809,0.1555,0.2311,0.4314,0.2698,0.2543,BINSP-02885,0.2397,0.2777,medium
BRG-02886,BDES-00283,BMAT-00388,BMAN-00543,BASM-02886,BOPR-02886,2242.5,0.4892,0.1511,0.1001,0.4328,0.1108,0.2718,BINSP-02886,0.1596,0.2166,low
BRG-02887,BDES-00580,BMAT-00071,BMAN-00513,BASM-02887,BOPR-02887,7936.6,0.4974,0.1116,0.3431,0.2644,0.2226,0.3786,BINSP-02887,0.2429,0.2597,medium
BRG-02888,BDES-00590,BMAT-00062,BMAN-00172,BASM-02888,BOPR-02888,3558.3,0.993,0.1348,0.3046,0.684,0.4206,0.5508,BINSP-02888,0.3326,0.4217,medium
BRG-02889,BDES-00602,BMAT-00183,BMAN-00362,BASM-02889,BOPR-02889,3609.8,0.1992,0.1352,0.1077,0.4339,0.1238,0.2005,BINSP-02889,0.1771,0.2114,low
BRG-02890,BDES-00712,BMAT-00483,BMAN-00861,BASM-02890,BOPR-02890,3151.5,0.2502,0.215,0.1093,0.44,0.3225,0.1424,BINSP-02890,0.1877,0.2558,medium
BRG-02891,BDES-00684,BMAT-00219,BMAN-00664,BASM-02891,BOPR-02891,4092.4,0.3849,0.2506,0.3835,0.3698,0.2881,0.2104,BINSP-02891,0.2125,0.3039,medium
BRG-02892,BDES-00350,BMAT-00255,BMAN-00609,BASM-02892,BOPR-02892,4800.0,0.2686,0.5912,0.2274,0.3828,0.1777,0.2993,BINSP-02892,0.2289,0.3227,medium
BRG-02893,BDES-00234,BMAT-00251,BMAN-00398,BASM-02893,BOPR-02893,1203.8,0.3319,0.1694,0.3674,0.3176,0.503,0.1751,BINSP-02893,0.2515,0.3135,medium
BRG-02894,BDES-00051,BMAT-00153,BMAN-00882,BASM-02894,BOPR-02894,2361.5,0.8991,0.191,0.2942,0.0866,0.6632,0.4131,BINSP-02894,0.2823,0.3074,medium
BRG-02895,BDES-00410,BMAT-00478,BMAN-00515,BASM-02895,BOPR-02895,4031.5,0.4073,0.218,0.2979,0.3831,0.2756,0.2654,BINSP-02895,0.2236,0.2902,medium
BRG-02896,BDES-00403,BMAT-00037,BMAN-00669,BASM-02896,BOPR-02896,3161.8,0.3884,0.1631,0.1888,0.298,0.1924,0.2769,BINSP-02896,0.2063,0.2239,low
BRG-02897,BDES-00403,BMAT-00104,BMAN-00709,BASM-02897,BOPR-02897,5546.9,1.0,0.1631,0.331,0.1796,0.2965,0.5977,BINSP-02897,0.2582,0.2863,medium
BRG-02898,BDES-00380,BMAT-00374,BMAN-00250,BASM-02898,BOPR-02898,7742.2,0.3846,0.1104,0.2637,0.3238,0.2056,0.3474,BINSP-02898,0.2539,0.2522,medium
BRG-02899,BDES-00236,BMAT-00339,BMAN-00775,BASM-02899,BOPR-02899,1093.9,0.3987,0.3579,0.1966,0.3253,0.3434,0.1524,BINSP-02899,0.2356,0.2783,medium
BRG-02900,BDES-00243,BMAT-00490,BMAN-00163,BASM-02900,BOPR-02900,3268.2,0.5992,0.1914,0.3299,0.1922,0.6141,0.3744,BINSP-02900,0.2581,0.324,medium
BRG-02901,BDES-00184,BMAT-00152,BMAN-01077,BASM-02901,BOPR-02901,4503.8,0.4573,0.3986,0.2279,0.2039,0.2291,0.2697,BINSP-02901,0.2429,0.2562,medium
BRG-02902,BDES-00315,BMAT-00046,BMAN-00311,BASM-02902,BOPR-02902,1770.9,1.0,0.1683,0.331,0.1951,0.2158,0.4784,BINSP-02902,0.1884,0.255,medium
BRG-02903,BDES-00380,BMAT-00238,BMAN-00892,BASM-02903,BOPR-02903,3161.7,0.2626,0.1104,0.182,0.3459,0.4278,0.2159,BINSP-02903,0.2143,0.2614,medium
BRG-02904,BDES-00314,BMAT-00035,BMAN-01182,BASM-02904,BOPR-02904,1747.6,0.1857,0.0,0.2243,0.355,0.1693,0.0639,BINSP-02904,0.1068,0.1789,low
BRG-02905,BDES-00184,BMAT-00159,BMAN-00441,BASM-02905,BOPR-02905,5926.2,0.2122,0.3986,0.2058,0.39,0.1437,0.2489,BINSP-02905,0.2373,0.278,medium
BRG-02906,BDES-00541,BMAT-00072,BMAN-00042,BASM-02906,BOPR-02906,1933.0,0.2446,0.06,0.1479,0.3246,0.2051,0.2226,BINSP-02906,0.2049,0.2012,low
BRG-02907,BDES-00059,BMAT-00160,BMAN-00830,BASM-02907,BOPR-02907,2001.5,0.4327,0.2928,0.1413,0.2833,0.2728,0.2228,BINSP-02907,0.2266,0.2416,low
BRG-02908,BDES-00389,BMAT-00426,BMAN-00333,BASM-02908,BOPR-02908,4678.6,0.6161,0.3293,0.4835,0.4948,0.2097,0.4122,BINSP-02908,0.2741,0.3828,medium
BRG-02909,BDES-00551,BMAT-00023,BMAN-01145,BASM-02909,BOPR-02909,1738.3,0.8107,0.2863,0.169,0.3466,0.3026,0.38,BINSP-02909,0.2333,0.2862,medium
BRG-02910,BDES-00009,BMAT-00274,BMAN-00776,BASM-02910,BOPR-02910,5707.4,0.7389,0.0457,0.1144,0.5918,0.0857,0.4726,BINSP-02910,0.1602,0.2604,medium
BRG-02911,BDES-00791,BMAT-00068,BMAN-00931,BASM-02911,BOPR-02911,1793.2,0.1808,0.3389,0.2234,0.4035,0.1441,0.1177,BINSP-02911,0.2323,0.259,medium
BRG-02912,BDES-00406,BMAT-00003,BMAN-00778,BASM-02912,BOPR-02912,2615.1,0.5134,0.0911,0.2462,0.3069,0.4031,0.2798,BINSP-02912,0.2267,0.2663,medium
BRG-02913,BDES-00524,BMAT-00397,BMAN-00529,BASM-02913,BOPR-02913,1763.9,0.5566,0.1471,0.3446,0.1094,0.4278,0.2616,BINSP-02913,0.227,0.2498,low
BRG-02914,BDES-00799,BMAT-00234,BMAN-01158,BASM-02914,BOPR-02914,2808.3,0.1374,0.0392,0.0775,0.238,0.4493,0.1015,BINSP-02914,0.1624,0.1882,low
BRG-02915,BDES-00237,BMAT-00225,BMAN-00458,BASM-02915,BOPR-02915,6612.0,0.5262,0.1636,0.2972,0.1908,0.3936,0.4442,BINSP-02915,0.2602,0.2816,medium
BRG-02916,BDES-00132,BMAT-00116,BMAN-00898,BASM-02916,BOPR-02916,1600.6,0.4118,0.2297,0.1359,0.1626,0.2451,0.2812,BINSP-02916,0.2727,0.2081,low
BRG-02917,BDES-00180,BMAT-00344,BMAN-00513,BASM-02917,BOPR-02917,4249.3,0.3415,0.0958,0.2371,0.2644,0.3721,0.2695,BINSP-02917,0.1711,0.2426,low
BRG-02918,BDES-00244,BMAT-00001,BMAN-01107,BASM-02918,BOPR-02918,6252.1,0.4071,0.1702,0.3484,0.3846,0.1597,0.4392,BINSP-02918,0.2591,0.2966,medium
BRG-02919,BDES-00722,BMAT-00208,BMAN-01105,BASM-02919,BOPR-02919,2000.8,0.2942,0.3366,0.058,0.4245,0.1966,0.1605,BINSP-02919,0.1402,0.236,low
BRG-02920,BDES-00729,BMAT-00451,BMAN-00619,BASM-02920,BOPR-02920,1923.2,0.3496,0.0998,0.3762,0.2479,0.2899,0.229,BINSP-02920,0.1601,0.2464,low
BRG-02921,BDES-00206,BMAT-00010,BMAN-00884,BASM-02921,BOPR-02921,813.5,0.7576,0.0501,0.5978,0.399,0.23,0.387,BINSP-02921,0.2367,0.3348,medium
BRG-02922,BDES-00049,BMAT-00064,BMAN-00503,BASM-02922,BOPR-02922,4748.0,0.416,0.1086,0.2169,0.28,0.1323,0.3366,BINSP-02922,0.2266,0.2148,low
BRG-02923,BDES-00287,BMAT-00293,BMAN-00933,BASM-02923,BOPR-02923,7310.7,0.5624,0.2175,0.4417,0.5157,0.1468,0.4276,BINSP-02923,0.2628,0.3509,medium
BRG-02924,BDES-00078,BMAT-00093,BMAN-00125,BASM-02924,BOPR-02924,5841.8,0.9609,0.0899,0.2573,0.3956,0.3019,0.6376,BINSP-02924,0.2114,0.3128,medium
BRG-02925,BDES-00743,BMAT-00166,BMAN-00617,BASM-02925,BOPR-02925,1956.4,0.2156,0.1664,0.0725,0.2584,0.2893,0.1314,BINSP-02925,0.255,0.1965,low
BRG-02926,BDES-00046,BMAT-00176,BMAN-00396,BASM-02926,BOPR-02926,3974.8,0.053,0.0309,0.1042,0.2363,0.3624,0.1159,BINSP-02926,0.1809,0.1797,low
BRG-02927,BDES-00534,BMAT-00472,BMAN-01130,BASM-02927,BOPR-02927,10225.4,0.3057,0.2211,0.0763,0.1128,0.3655,0.4437,BINSP-02927,0.2055,0.2173,low
BRG-02928,BDES-00595,BMAT-00160,BMAN-00844,BASM-02928,BOPR-02928,3811.5,0.1814,0.2763,0.1413,0.3062,0.1621,0.0555,BINSP-02928,0.1571,0.1975,low
BRG-02929,BDES-00063,BMAT-00132,BMAN-00231,BASM-02929,BOPR-02929,4415.5,0.6126,0.2348,0.246,0.2244,0.2225,0.411,BINSP-02929,0.227,0.2527,medium
BRG-02930,BDES-00563,BMAT-00451,BMAN-00451,BASM-02930,BOPR-02930,5398.8,0.5632,0.3471,0.3762,0.2711,0.3178,0.435,BINSP-02930,0.2846,0.3337,medium
BRG-02931,BDES-00453,BMAT-00109,BMAN-00219,BASM-02931,BOPR-02931,5623.8,0.8022,0.342,0.4809,0.3645,0.4045,0.5055,BINSP-02931,0.2636,0.3982,medium
BRG-02932,BDES-00748,BMAT-00425,BMAN-00706,BASM-02932,BOPR-02932,1694.6,1.0,0.1887,0.1258,0.1814,0.1888,0.5071,BINSP-02932,0.1875,0.2125,low
BRG-02933,BDES-00368,BMAT-00182,BMAN-00982,BASM-02933,BOPR-02933,7952.9,0.8446,0.2454,0.2755,0.31,0.2185,0.5912,BINSP-02933,0.3229,0.3113,medium
BRG-02934,BDES-00524,BMAT-00184,BMAN-00387,BASM-02934,BOPR-02934,2752.5,0.224,0.1471,0.1191,0.3848,0.2381,0.1688,BINSP-02934,0.1627,0.2191,low
BRG-02935,BDES-00427,BMAT-00264,BMAN-00109,BASM-02935,BOPR-02935,982.0,1.0,0.154,0.0549,0.3771,0.3811,0.4329,BINSP-02935,0.1905,0.2657,medium
BRG-02936,BDES-00215,BMAT-00012,BMAN-00650,BASM-02936,BOPR-02936,2934.5,0.4016,0.2099,0.1533,0.3243,0.2824,0.2539,BINSP-02936,0.2552,0.2489,low
BRG-02937,BDES-00446,BMAT-00415,BMAN-01164,BASM-02937,BOPR-02937,2995.3,0.4455,0.189,0.3374,0.3485,0.5328,0.2935,BINSP-02937,0.2726,0.3397,medium
BRG-02938,BDES-00180,BMAT-00324,BMAN-01194,BASM-02938,BOPR-02938,4672.3,0.8252,0.0958,0.1935,0.2883,0.4493,0.4868,BINSP-02938,0.2631,0.2888,medium
BRG-02939,BDES-00675,BMAT-00196,BMAN-00552,BASM-02939,BOPR-02939,2668.3,0.3786,0.2245,0.1274,0.31,0.1289,0.252,BINSP-02939,0.229,0.2121,low
BRG-02940,BDES-00704,BMAT-00479,BMAN-00164,BASM-02940,BOPR-02940,2574.1,0.2973,0.4307,0.2665,0.2522,0.4326,0.2246,BINSP-02940,0.3085,0.3184,medium
