head,relation,tail,head_type,tail_type,domain,source_table,weight
BASM-00387,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00387,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00388,operated_by,OP-B-144,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00388,located_at,ST-B-02,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00388,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00389,operated_by,OP-B-062,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00389,located_at,ST-B-20,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00389,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00390,operated_by,OP-B-140,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00390,located_at,ST-B-13,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00390,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00391,operated_by,OP-B-077,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00391,located_at,ST-B-08,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00391,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00392,operated_by,OP-B-127,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00392,located_at,ST-B-25,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00392,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00393,operated_by,OP-B-070,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00393,located_at,ST-B-23,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00393,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00394,operated_by,OP-B-062,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00394,located_at,ST-B-20,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00394,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00395,operated_by,OP-B-136,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00395,located_at,ST-B-09,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00395,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00396,operated_by,OP-B-116,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00396,located_at,ST-B-11,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00396,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00397,operated_by,OP-B-132,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00397,located_at,ST-B-19,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00397,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00398,operated_by,OP-B-137,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00398,located_at,ST-B-08,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00398,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00399,operated_by,OP-B-119,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00399,located_at,ST-B-10,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00399,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00400,operated_by,OP-B-127,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00400,located_at,ST-B-12,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00400,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00401,operated_by,OP-B-065,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00401,located_at,ST-B-21,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00401,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00402,operated_by,OP-B-011,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00402,located_at,ST-B-27,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00402,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00403,operated_by,OP-B-065,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00403,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00403,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00404,operated_by,OP-B-107,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00404,located_at,ST-B-01,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00404,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00405,operated_by,OP-B-093,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00405,located_at,ST-B-02,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00405,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00406,operated_by,OP-B-117,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00406,located_at,ST-B-15,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00406,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00407,operated_by,OP-B-059,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00407,located_at,ST-B-05,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00407,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00408,operated_by,OP-B-017,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00408,located_at,ST-B-01,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00408,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00409,operated_by,OP-B-041,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00409,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00409,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00410,operated_by,OP-B-068,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00410,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00410,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00411,operated_by,OP-B-137,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00411,located_at,ST-B-20,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00411,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00412,operated_by,OP-B-021,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00412,located_at,ST-B-07,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00412,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00413,operated_by,OP-B-100,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00413,located_at,ST-B-25,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00413,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00414,operated_by,OP-B-106,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00414,located_at,ST-B-10,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00414,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00415,operated_by,OP-B-102,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00415,located_at,ST-B-03,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00415,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00416,operated_by,OP-B-105,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00416,located_at,ST-B-30,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00416,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00417,operated_by,OP-B-046,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00417,located_at,ST-B-16,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00417,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00418,operated_by,OP-B-129,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00418,located_at,ST-B-15,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00418,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00419,operated_by,OP-B-049,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00419,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00419,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00420,operated_by,OP-B-058,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00420,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00420,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00421,operated_by,OP-B-093,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00421,located_at,ST-B-26,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00421,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00422,operated_by,OP-B-035,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00422,located_at,ST-B-17,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00422,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00423,operated_by,OP-B-085,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00423,located_at,ST-B-19,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00423,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00424,operated_by,OP-B-072,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00424,located_at,ST-B-04,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00424,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00425,operated_by,OP-B-130,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00425,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00425,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00426,operated_by,OP-B-041,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00426,located_at,ST-B-23,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00426,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00427,operated_by,OP-B-128,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00427,located_at,ST-B-28,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00427,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00428,operated_by,OP-B-020,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00428,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00428,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00429,operated_by,OP-B-004,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00429,located_at,ST-B-03,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00429,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00430,operated_by,OP-B-066,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00430,located_at,ST-B-06,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00430,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00431,operated_by,OP-B-143,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00431,located_at,ST-B-16,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00431,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00432,operated_by,OP-B-061,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00432,located_at,ST-B-08,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00432,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00433,operated_by,OP-B-089,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00433,located_at,ST-B-04,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00433,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00434,operated_by,OP-B-025,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00434,located_at,ST-B-09,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00434,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00435,operated_by,OP-B-104,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00435,located_at,ST-B-06,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00435,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00436,operated_by,OP-B-037,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00436,located_at,ST-B-06,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00436,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00437,operated_by,OP-B-095,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00437,located_at,ST-B-05,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00437,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00438,operated_by,OP-B-102,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00438,located_at,ST-B-27,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00438,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00439,operated_by,OP-B-015,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00439,located_at,ST-B-10,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00439,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00440,operated_by,OP-B-018,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00440,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00440,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00441,operated_by,OP-B-139,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00441,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00441,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00442,operated_by,OP-B-148,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00442,located_at,ST-B-06,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00442,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00443,operated_by,OP-B-014,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00443,located_at,ST-B-11,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00443,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00444,operated_by,OP-B-095,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00444,located_at,ST-B-08,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00444,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00445,operated_by,OP-B-060,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00445,located_at,ST-B-11,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00445,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00446,operated_by,OP-B-134,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00446,located_at,ST-B-03,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00446,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00447,operated_by,OP-B-124,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00447,located_at,ST-B-26,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00447,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00448,operated_by,OP-B-133,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00448,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00448,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00449,operated_by,OP-B-031,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00449,located_at,ST-B-30,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00449,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00450,operated_by,OP-B-051,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00450,located_at,ST-B-16,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00450,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00451,operated_by,OP-B-130,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00451,located_at,ST-B-19,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00451,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00452,operated_by,OP-B-031,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00452,located_at,ST-B-22,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00452,has_assembly_risk_level,RISK_LEVEL_high,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00453,operated_by,OP-B-093,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00453,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00453,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00454,operated_by,OP-B-097,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00454,located_at,ST-B-19,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00454,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00455,operated_by,OP-B-104,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00455,located_at,ST-B-08,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00455,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00456,operated_by,OP-B-094,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00456,located_at,ST-B-03,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00456,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00457,operated_by,OP-B-032,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00457,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00457,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00458,operated_by,OP-B-114,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00458,located_at,ST-B-18,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00458,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00459,operated_by,OP-B-148,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00459,located_at,ST-B-10,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00459,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00460,operated_by,OP-B-009,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00460,located_at,ST-B-05,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00460,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00461,operated_by,OP-B-138,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00461,located_at,ST-B-24,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00461,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00462,operated_by,OP-B-005,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00462,located_at,ST-B-27,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00462,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00463,operated_by,OP-B-088,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00463,located_at,ST-B-17,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00463,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00464,operated_by,OP-B-109,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00464,located_at,ST-B-15,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00464,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00465,operated_by,OP-B-132,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00465,located_at,ST-B-07,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00465,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00466,operated_by,OP-B-002,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00466,located_at,ST-B-07,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00466,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00467,operated_by,OP-B-092,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00467,located_at,ST-B-03,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00467,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00468,operated_by,OP-B-124,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00468,located_at,ST-B-19,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00468,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00469,operated_by,OP-B-109,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00469,located_at,ST-B-11,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00469,has_assembly_risk_level,RISK_LEVEL_low,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00470,operated_by,OP-B-146,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00470,located_at,ST-B-10,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
BASM-00470,has_assembly_risk_level,RISK_LEVEL_medium,AssemblyRecord,RiskLevel,bearing,bearing_assembly.csv,1.0
BASM-00471,operated_by,OP-B-112,AssemblyRecord,Operator,bearing,bearing_assembly.csv,1.0
BASM-00471,located_at,ST-B-23,AssemblyRecord,Station,bearing,bearing_assembly.csv,1.0
