assembly_id,interference_fit,preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
BASM-02731,0.0011,0.389,0.0069,OP-B-013,ST-B-15,0.4379,medium
BASM-02732,0.024,1.206,0.0458,OP-B-032,ST-B-20,0.2895,medium
BASM-02733,0.0108,0.491,0.043,OP-B-128,ST-B-25,0.3327,medium
BASM-02734,0.0216,0.955,0.08,OP-B-044,ST-B-24,0.2057,low
BASM-02735,0.0185,0.69,0.0407,OP-B-006,ST-B-10,0.1803,low
BASM-02736,0.0205,1.04,0.1244,OP-B-029,ST-B-04,0.3208,medium
BASM-02737,0.0087,1.064,0.0324,OP-B-009,ST-B-25,0.1819,low
BASM-02738,0.0251,0.519,0.009,OP-B-065,ST-B-12,0.364,medium
BASM-02739,0.0174,0.798,0.0127,OP-B-042,ST-B-05,0.1304,low
BASM-02740,0.0014,0.868,0.0659,OP-B-111,ST-B-29,0.3828,medium
BASM-02741,0.0113,1.404,0.0244,OP-B-041,ST-B-05,0.2551,medium
BASM-02742,0.0167,1.148,0.0748,OP-B-044,ST-B-13,0.2545,medium
BASM-02743,0.0306,1.227,0.0685,OP-B-053,ST-B-19,0.3631,medium
BASM-02744,0.0,1.869,0.0643,OP-B-109,ST-B-09,0.67,high
BASM-02745,0.0023,0.879,0.0241,OP-B-094,ST-B-19,0.3089,medium
BASM-02746,0.0139,1.153,0.0803,OP-B-043,ST-B-19,0.253,medium
BASM-02747,0.0315,1.285,0.0246,OP-B-135,ST-B-29,0.3264,medium
BASM-02748,0.0158,1.212,0.0933,OP-B-019,ST-B-29,0.3297,medium
BASM-02749,0.0113,0.785,0.05,OP-B-048,ST-B-29,0.2448,low
BASM-02750,0.0112,0.928,0.0532,OP-B-040,ST-B-05,0.262,medium
BASM-02751,0.0273,0.723,0.0724,OP-B-081,ST-B-17,0.3847,medium
BASM-02752,0.0141,0.791,0.0329,OP-B-058,ST-B-25,0.1807,low
BASM-02753,0.0173,0.666,0.0115,OP-B-004,ST-B-22,0.1325,low
BASM-02754,0.0121,1.303,0.0292,OP-B-127,ST-B-12,0.2293,low
BASM-02755,0.0226,0.378,0.0619,OP-B-099,ST-B-12,0.4761,medium
BASM-02756,0.0046,1.18,0.1318,OP-B-116,ST-B-28,0.5159,high
BASM-02757,0.0126,0.838,0.051,OP-B-108,ST-B-27,0.2974,medium
BASM-02758,0.0216,1.374,0.0197,OP-B-135,ST-B-29,0.1855,low
BASM-02759,0.0277,1.515,0.0483,OP-B-037,ST-B-18,0.4134,medium
BASM-02760,0.026,0.545,0.0466,OP-B-035,ST-B-06,0.3767,medium
BASM-02761,0.0016,1.398,0.0653,OP-B-088,ST-B-06,0.4902,medium
BASM-02762,0.0096,1.008,0.0462,OP-B-064,ST-B-09,0.2664,medium
BASM-02763,0.0317,1.169,0.0558,OP-B-068,ST-B-12,0.4236,medium
BASM-02764,0.021,0.986,0.0268,OP-B-120,ST-B-18,0.0635,low
BASM-02765,0.0078,0.616,0.0277,OP-B-085,ST-B-12,0.3329,medium
BASM-02766,0.0188,0.568,0.017,OP-B-012,ST-B-13,0.213,low
BASM-02767,0.0138,1.071,0.0495,OP-B-053,ST-B-18,0.1755,low
BASM-02768,0.023,1.078,0.0445,OP-B-056,ST-B-01,0.1452,low
BASM-02769,0.0202,1.146,0.0768,OP-B-099,ST-B-18,0.2409,low
BASM-02770,0.0125,0.688,0.0468,OP-B-138,ST-B-01,0.3371,medium
BASM-02771,0.0087,1.156,0.1096,OP-B-007,ST-B-03,0.3855,medium
BASM-02772,0.0239,1.278,0.0501,OP-B-001,ST-B-23,0.3354,medium
BASM-02773,0.0304,1.043,0.0499,OP-B-055,ST-B-16,0.3014,medium
BASM-02774,0.0336,1.14,0.0486,OP-B-106,ST-B-25,0.3714,medium
BASM-02775,0.0298,1.302,0.0284,OP-B-074,ST-B-03,0.2905,medium
BASM-02776,0.0022,0.608,0.0698,OP-B-058,ST-B-21,0.4937,medium
BASM-02777,0.0253,1.419,0.0194,OP-B-121,ST-B-02,0.3358,medium
BASM-02778,0.0033,0.697,0.0141,OP-B-141,ST-B-01,0.3841,medium
BASM-02779,0.0358,1.353,0.0321,OP-B-123,ST-B-11,0.4307,medium
BASM-02780,0.024,1.211,0.0201,OP-B-001,ST-B-03,0.2103,low
BASM-02781,0.0114,1.206,0.0633,OP-B-112,ST-B-28,0.276,medium
BASM-02782,0.0316,1.474,0.0384,OP-B-029,ST-B-17,0.4413,medium
BASM-02783,0.0159,1.547,0.0378,OP-B-060,ST-B-12,0.3646,medium
BASM-02784,0.0087,1.018,0.1175,OP-B-129,ST-B-28,0.2928,medium
BASM-02785,0.0142,1.197,0.0691,OP-B-145,ST-B-27,0.2185,low
BASM-02786,0.0069,0.646,0.048,OP-B-129,ST-B-05,0.4193,medium
BASM-02787,0.0196,0.737,0.0087,OP-B-007,ST-B-01,0.1382,low
BASM-02788,0.0276,0.473,0.0347,OP-B-086,ST-B-30,0.3539,medium
BASM-02789,0.0249,0.714,0.1494,OP-B-109,ST-B-07,0.5494,high
BASM-02790,0.0092,1.246,0.0272,OP-B-107,ST-B-10,0.267,medium
BASM-02791,0.0185,1.167,0.04,OP-B-068,ST-B-11,0.1231,low
BASM-02792,0.0199,1.523,0.0172,OP-B-030,ST-B-26,0.3372,medium
BASM-02793,0.0355,0.873,0.1056,OP-B-094,ST-B-13,0.4538,medium
BASM-02794,0.0058,0.603,0.1328,OP-B-098,ST-B-06,0.5763,high
BASM-02795,0.0122,1.014,0.0186,OP-B-009,ST-B-27,0.1114,low
BASM-02796,0.0204,1.137,0.0601,OP-B-075,ST-B-16,0.1855,low
BASM-02797,0.0307,1.523,0.109,OP-B-126,ST-B-04,0.5535,high
BASM-02798,0.0245,1.007,0.0473,OP-B-059,ST-B-19,0.1796,low
BASM-02799,0.0182,0.889,0.075,OP-B-108,ST-B-10,0.1772,low
BASM-02800,0.0199,1.446,0.0023,OP-B-098,ST-B-17,0.217,low
BASM-02801,0.0126,1.275,0.1369,OP-B-025,ST-B-10,0.4252,medium
BASM-02802,-0.0001,1.137,0.1578,OP-B-110,ST-B-23,0.6342,high
BASM-02803,0.0154,1.332,0.0303,OP-B-075,ST-B-03,0.2004,low
BASM-02804,0.0227,1.213,0.0629,OP-B-079,ST-B-30,0.2748,medium
BASM-02805,0.0124,0.892,0.0389,OP-B-032,ST-B-04,0.2002,low
BASM-02806,0.0108,0.876,0.0187,OP-B-085,ST-B-30,0.1351,low
BASM-02807,0.0193,1.342,0.015,OP-B-146,ST-B-15,0.1222,low
BASM-02808,0.0128,0.943,0.0399,OP-B-037,ST-B-24,0.1282,low
BASM-02809,0.0165,1.056,0.0816,OP-B-038,ST-B-08,0.2119,low
BASM-02810,0.024,0.999,0.0733,OP-B-068,ST-B-15,0.2892,medium
BASM-02811,0.0175,0.701,0.0068,OP-B-043,ST-B-16,0.0862,low
BASM-02812,0.0063,0.626,0.0237,OP-B-028,ST-B-10,0.2801,medium
BASM-02813,0.0297,0.518,0.0697,OP-B-030,ST-B-24,0.5019,high
BASM-02814,0.0191,1.369,0.0746,OP-B-104,ST-B-06,0.304,medium
BASM-02815,0.0242,0.646,0.0731,OP-B-115,ST-B-27,0.3035,medium
BASM-02816,0.024,0.979,0.0317,OP-B-015,ST-B-03,0.1016,low
BASM-02817,0.018,0.776,0.0125,OP-B-050,ST-B-22,0.1228,low
BASM-02818,0.0374,1.065,0.0931,OP-B-134,ST-B-19,0.4308,medium
BASM-02819,0.0114,0.932,0.0103,OP-B-052,ST-B-07,0.1094,low
BASM-02820,0.0133,0.945,0.0436,OP-B-028,ST-B-24,0.1684,low
BASM-02821,0.0133,1.385,0.0212,OP-B-036,ST-B-29,0.2429,low
BASM-02822,0.0038,0.876,0.0058,OP-B-001,ST-B-21,0.2165,low
BASM-02823,0.0163,0.849,0.0247,OP-B-077,ST-B-05,0.1578,low
BASM-02824,0.0265,0.76,0.0468,OP-B-077,ST-B-06,0.2998,medium
BASM-02825,0.0192,0.966,0.05,OP-B-073,ST-B-13,0.1007,low
BASM-02826,0.0241,1.124,0.0234,OP-B-051,ST-B-01,0.2032,low
BASM-02827,0.0177,1.243,0.0709,OP-B-022,ST-B-14,0.2586,medium
BASM-02828,0.0353,0.806,0.0924,OP-B-045,ST-B-13,0.5003,high
BASM-02829,0.0081,1.619,0.0218,OP-B-086,ST-B-15,0.3915,medium
BASM-02830,0.0275,0.644,0.0426,OP-B-004,ST-B-03,0.3468,medium
BASM-02831,0.0324,1.352,0.005,OP-B-080,ST-B-08,0.3731,medium
BASM-02832,0.0156,0.551,0.0433,OP-B-107,ST-B-29,0.3477,medium
BASM-02833,-0.0003,1.249,0.0642,OP-B-046,ST-B-16,0.4972,medium
BASM-02834,0.0256,1.069,0.0334,OP-B-030,ST-B-12,0.2244,low
BASM-02835,0.0131,0.3,0.0094,OP-B-150,ST-B-17,0.3935,medium
BASM-02836,0.0135,0.667,0.0352,OP-B-079,ST-B-01,0.2544,medium
BASM-02837,0.0306,1.263,0.0807,OP-B-066,ST-B-16,0.4317,medium
BASM-02838,0.0325,0.503,0.0357,OP-B-098,ST-B-24,0.4214,medium
BASM-02839,0.0291,1.249,0.082,OP-B-128,ST-B-13,0.4084,medium
BASM-02840,0.0138,0.724,0.0876,OP-B-052,ST-B-10,0.3137,medium
BASM-02841,0.0012,0.564,0.0646,OP-B-028,ST-B-19,0.542,high
BASM-02842,0.0174,1.342,0.0531,OP-B-059,ST-B-01,0.2898,medium
BASM-02843,0.0061,1.12,0.0244,OP-B-097,ST-B-29,0.2569,medium
BASM-02844,0.0315,0.486,0.0353,OP-B-126,ST-B-06,0.4935,medium
BASM-02845,0.0207,1.16,0.1223,OP-B-071,ST-B-24,0.3302,medium
BASM-02846,0.015,0.912,0.0107,OP-B-108,ST-B-13,0.0879,low
BASM-02847,0.0205,1.135,0.0275,OP-B-120,ST-B-06,0.1241,low
BASM-02848,0.0167,0.966,0.0352,OP-B-128,ST-B-16,0.1081,low
BASM-02849,0.0182,0.843,0.0226,OP-B-038,ST-B-16,0.1335,low
BASM-02850,0.0382,0.393,0.037,OP-B-012,ST-B-25,0.5232,high
BASM-02851,0.0195,0.846,0.0258,OP-B-067,ST-B-27,0.187,low
BASM-02852,0.0253,1.382,0.0407,OP-B-074,ST-B-10,0.3363,medium
BASM-02853,0.0173,1.617,0.0126,OP-B-060,ST-B-16,0.2653,medium
BASM-02854,0.0391,0.984,0.0508,OP-B-004,ST-B-07,0.3674,medium
BASM-02855,0.0027,1.16,0.013,OP-B-057,ST-B-22,0.3037,medium
BASM-02856,0.0196,0.699,0.0563,OP-B-065,ST-B-05,0.2402,low
BASM-02857,0.0088,0.686,0.0797,OP-B-029,ST-B-01,0.4024,medium
BASM-02858,0.0191,1.109,0.0819,OP-B-121,ST-B-16,0.2284,low
BASM-02859,0.0101,0.801,0.0612,OP-B-099,ST-B-01,0.3113,medium
BASM-02860,0.0293,1.03,0.0482,OP-B-127,ST-B-14,0.2594,medium
BASM-02861,0.0257,0.935,0.0227,OP-B-053,ST-B-15,0.2105,low
BASM-02862,0.0232,1.149,0.0809,OP-B-008,ST-B-29,0.3433,medium
BASM-02863,0.0205,0.866,0.0174,OP-B-020,ST-B-13,0.084,low
BASM-02864,0.0087,1.179,0.0035,OP-B-095,ST-B-22,0.1989,low
BASM-02865,0.0258,1.316,0.0626,OP-B-020,ST-B-19,0.3367,medium
BASM-02866,0.0335,1.025,0.0532,OP-B-093,ST-B-08,0.3682,medium
BASM-02867,0.0102,0.927,0.0257,OP-B-005,ST-B-16,0.2079,low
BASM-02868,0.0187,0.877,0.0285,OP-B-123,ST-B-22,0.158,low
BASM-02869,0.0329,0.83,0.1604,OP-B-124,ST-B-12,0.5775,high
BASM-02870,0.0074,1.272,0.0258,OP-B-065,ST-B-03,0.2674,medium
BASM-02871,0.0353,1.565,0.0087,OP-B-100,ST-B-14,0.437,medium
BASM-02872,0.0281,1.026,0.0895,OP-B-082,ST-B-18,0.3272,medium
BASM-02873,0.0144,1.019,0.0401,OP-B-074,ST-B-14,0.2062,low
BASM-02874,0.0073,0.806,0.0839,OP-B-038,ST-B-17,0.3658,medium
BASM-02875,0.0072,1.446,0.0091,OP-B-065,ST-B-14,0.3267,medium
BASM-02876,0.013,1.097,0.0302,OP-B-001,ST-B-24,0.1727,low
BASM-02877,0.0085,1.08,0.1163,OP-B-113,ST-B-20,0.343,medium
BASM-02878,0.012,0.651,0.0985,OP-B-102,ST-B-04,0.4026,medium
BASM-02879,0.0075,1.37,0.0068,OP-B-102,ST-B-10,0.2867,medium
BASM-02880,0.0172,1.229,0.0684,OP-B-092,ST-B-04,0.2616,medium
BASM-02881,0.0167,1.396,0.0874,OP-B-094,ST-B-20,0.2909,medium
BASM-02882,0.0315,1.018,0.0916,OP-B-126,ST-B-08,0.2905,medium
BASM-02883,0.021,0.501,0.031,OP-B-050,ST-B-19,0.2966,medium
BASM-02884,0.026,1.002,0.0522,OP-B-072,ST-B-09,0.237,low
BASM-02885,0.0164,0.75,0.0652,OP-B-015,ST-B-18,0.2698,medium
BASM-02886,0.0176,1.173,0.0144,OP-B-115,ST-B-05,0.1108,low
BASM-02887,0.0168,0.769,0.0647,OP-B-004,ST-B-22,0.2226,low
BASM-02888,0.0297,1.383,0.0618,OP-B-004,ST-B-01,0.4206,medium
BASM-02889,0.0118,1.177,0.0076,OP-B-090,ST-B-18,0.1238,low
BASM-02890,0.0086,1.272,0.0381,OP-B-029,ST-B-13,0.3225,medium
BASM-02891,0.0056,1.08,0.0543,OP-B-097,ST-B-12,0.2881,medium
BASM-02892,0.018,1.155,0.0447,OP-B-073,ST-B-29,0.1777,low
BASM-02893,0.0056,1.161,0.1577,OP-B-082,ST-B-10,0.503,high
BASM-02894,0.0089,1.428,0.2024,OP-B-098,ST-B-26,0.6632,high
BASM-02895,0.0132,1.409,0.0243,OP-B-035,ST-B-20,0.2756,medium
BASM-02896,0.0215,0.62,0.0032,OP-B-148,ST-B-13,0.1924,low
BASM-02897,0.0289,0.799,0.0219,OP-B-123,ST-B-17,0.2965,medium
BASM-02898,0.0242,0.994,0.0619,OP-B-111,ST-B-22,0.2056,low
BASM-02899,0.0059,0.922,0.0305,OP-B-028,ST-B-19,0.3434,medium
BASM-02900,0.0366,1.587,0.0684,OP-B-059,ST-B-27,0.6141,high
BASM-02901,0.028,1.097,0.0352,OP-B-150,ST-B-28,0.2291,low
BASM-02902,0.017,1.069,0.0532,OP-B-136,ST-B-07,0.2158,low
BASM-02903,0.0339,0.526,0.0044,OP-B-097,ST-B-30,0.4278,medium
BASM-02904,0.013,0.894,0.0318,OP-B-037,ST-B-24,0.1693,low
BASM-02905,0.0164,1.123,0.0296,OP-B-072,ST-B-09,0.1437,low
BASM-02906,0.0251,1.031,0.0589,OP-B-122,ST-B-04,0.2051,low
BASM-02907,0.0074,1.191,0.039,OP-B-113,ST-B-22,0.2728,medium
BASM-02908,0.0144,0.597,0.017,OP-B-018,ST-B-15,0.2097,low
BASM-02909,0.0198,0.581,0.0722,OP-B-066,ST-B-14,0.3026,medium
BASM-02910,0.0085,1.074,0.0148,OP-B-044,ST-B-10,0.0857,low
BASM-02911,0.0188,1.018,0.0718,OP-B-097,ST-B-06,0.1441,low
BASM-02912,0.0243,0.9,0.1422,OP-B-009,ST-B-27,0.4031,medium
BASM-02913,0.0095,1.57,0.0238,OP-B-106,ST-B-17,0.4278,medium
BASM-02914,-0.006,0.845,0.0487,OP-B-044,ST-B-06,0.4493,medium
BASM-02915,0.0102,1.519,0.0786,OP-B-071,ST-B-08,0.3936,medium
BASM-02916,0.0135,0.885,0.0507,OP-B-018,ST-B-04,0.2451,low
BASM-02917,0.023,1.12,0.095,OP-B-069,ST-B-10,0.3721,medium
BASM-02918,0.0153,1.06,0.0512,OP-B-052,ST-B-13,0.1597,low
BASM-02919,0.0215,0.965,0.066,OP-B-052,ST-B-10,0.1966,low
BASM-02920,0.0096,1.343,0.0441,OP-B-034,ST-B-19,0.2899,medium
BASM-02921,0.0189,0.543,0.0423,OP-B-150,ST-B-09,0.23,low
BASM-02922,0.0172,0.95,0.0447,OP-B-001,ST-B-24,0.1323,low
BASM-02923,0.0128,1.129,0.0089,OP-B-024,ST-B-11,0.1468,low
BASM-02924,0.0198,1.399,0.0837,OP-B-123,ST-B-23,0.3019,medium
BASM-02925,0.0106,0.758,0.048,OP-B-133,ST-B-19,0.2893,medium
BASM-02926,0.0243,1.386,0.0537,OP-B-050,ST-B-07,0.3624,medium
BASM-02927,0.0043,0.94,0.0341,OP-B-017,ST-B-23,0.3655,medium
BASM-02928,0.0205,0.758,0.0507,OP-B-116,ST-B-02,0.1621,low
BASM-02929,0.008,1.039,0.0361,OP-B-010,ST-B-21,0.2225,low
BASM-02930,0.0214,1.12,0.1058,OP-B-094,ST-B-22,0.3178,medium
BASM-02931,0.0156,0.616,0.0937,OP-B-119,ST-B-02,0.4045,medium
BASM-02932,0.0196,0.942,0.0615,OP-B-102,ST-B-15,0.1888,low
BASM-02933,0.0097,1.091,0.0549,OP-B-114,ST-B-17,0.2185,low
BASM-02934,0.0205,1.26,0.0293,OP-B-005,ST-B-06,0.2381,low
BASM-02935,0.0089,0.787,0.0803,OP-B-036,ST-B-05,0.3811,medium
BASM-02936,0.0274,1.037,0.0675,OP-B-147,ST-B-11,0.2824,medium
BASM-02937,0.0361,1.292,0.074,OP-B-143,ST-B-22,0.5328,high
BASM-02938,0.0004,1.323,0.0468,OP-B-003,ST-B-25,0.4493,medium
BASM-02939,0.0116,0.99,0.0376,OP-B-139,ST-B-26,0.1289,low
BASM-02940,0.0179,1.423,0.1387,OP-B-038,ST-B-10,0.4326,medium
BASM-02941,0.0038,1.085,0.0338,OP-B-150,ST-B-18,0.3045,medium
BASM-02942,0.0085,0.922,0.0378,OP-B-110,ST-B-21,0.2193,low
BASM-02943,0.0085,1.053,0.0377,OP-B-135,ST-B-15,0.2433,low
BASM-02944,0.0205,1.145,0.1641,OP-B-109,ST-B-20,0.4451,medium
BASM-02945,0.0117,1.071,0.0711,OP-B-032,ST-B-25,0.2712,medium
BASM-02946,0.0029,1.518,0.0354,OP-B-105,ST-B-01,0.4524,medium
BASM-02947,0.0268,0.893,0.1255,OP-B-089,ST-B-17,0.4818,medium
BASM-02948,0.0252,1.013,0.0353,OP-B-096,ST-B-26,0.1606,low
BASM-02949,0.0161,0.649,0.0118,OP-B-101,ST-B-05,0.1946,low
BASM-02950,0.0399,0.957,0.0281,OP-B-021,ST-B-08,0.3611,medium
BASM-02951,0.032,0.601,0.0121,OP-B-084,ST-B-30,0.3748,medium
BASM-02952,0.026,1.003,0.1173,OP-B-025,ST-B-28,0.3671,medium
BASM-02953,0.0205,1.026,0.0355,OP-B-023,ST-B-17,0.0738,low
BASM-02954,0.003,1.158,0.0522,OP-B-136,ST-B-12,0.3403,medium
BASM-02955,0.0044,1.244,0.0574,OP-B-145,ST-B-27,0.4014,medium
BASM-02956,0.0064,0.794,0.0029,OP-B-149,ST-B-27,0.2416,low
BASM-02957,0.0199,0.831,0.0518,OP-B-134,ST-B-24,0.1755,low
BASM-02958,0.0307,0.543,0.0354,OP-B-030,ST-B-16,0.3712,medium
BASM-02959,0.0301,0.96,0.0177,OP-B-132,ST-B-21,0.2475,low
BASM-02960,0.0156,1.157,0.0484,OP-B-082,ST-B-07,0.1768,low
BASM-02961,0.0246,1.051,0.0173,OP-B-026,ST-B-12,0.1776,low
BASM-02962,0.0344,0.503,0.0698,OP-B-119,ST-B-22,0.5815,high
BASM-02963,0.011,0.989,0.135,OP-B-079,ST-B-25,0.4238,medium
BASM-02964,0.0293,0.388,0.0572,OP-B-021,ST-B-02,0.5265,high
BASM-02965,0.0285,0.684,0.1904,OP-B-096,ST-B-30,0.5713,high
BASM-02966,0.0156,0.631,0.051,OP-B-109,ST-B-09,0.2764,medium
BASM-02967,0.0071,0.833,0.1768,OP-B-101,ST-B-26,0.5915,high
BASM-02968,0.0289,1.662,0.0692,OP-B-098,ST-B-19,0.5857,high
BASM-02969,0.0187,0.962,0.0245,OP-B-018,ST-B-07,0.048,low
BASM-02970,0.0104,1.264,0.0106,OP-B-081,ST-B-01,0.2238,low
BASM-02971,0.0145,1.435,0.0244,OP-B-032,ST-B-28,0.2633,medium
BASM-02972,0.0418,1.718,0.0327,OP-B-035,ST-B-11,0.6632,high
BASM-02973,0.0226,0.818,0.0191,OP-B-032,ST-B-02,0.1352,low
BASM-02974,0.0102,0.779,0.017,OP-B-060,ST-B-23,0.2159,low
BASM-02975,0.0167,1.388,0.0353,OP-B-147,ST-B-12,0.2672,medium
BASM-02976,0.0164,0.736,0.04,OP-B-067,ST-B-21,0.1651,low
BASM-02977,0.0197,0.57,0.0122,OP-B-126,ST-B-14,0.2098,low
BASM-02978,0.0046,0.657,0.0024,OP-B-067,ST-B-30,0.2719,medium
BASM-02979,0.0161,0.711,0.0437,OP-B-037,ST-B-09,0.2424,low
BASM-02980,0.0088,1.06,0.0836,OP-B-116,ST-B-15,0.3081,medium
BASM-02981,0.0073,0.335,0.0242,OP-B-096,ST-B-15,0.417,medium
BASM-02982,0.0082,0.699,0.0875,OP-B-135,ST-B-03,0.4564,medium
BASM-02983,0.02,0.778,0.0242,OP-B-079,ST-B-11,0.1916,low
BASM-02984,0.0108,0.762,0.067,OP-B-039,ST-B-17,0.3249,medium
BASM-02985,0.0235,0.883,0.1012,OP-B-048,ST-B-06,0.3828,medium
BASM-02986,0.0261,1.01,0.072,OP-B-016,ST-B-19,0.2211,low
BASM-02987,0.0097,0.932,0.0112,OP-B-051,ST-B-30,0.164,low
BASM-02988,0.0248,0.859,0.0445,OP-B-074,ST-B-24,0.2104,low
BASM-02989,0.0217,0.779,0.0186,OP-B-087,ST-B-12,0.2051,low
BASM-02990,0.0101,1.192,0.1307,OP-B-055,ST-B-28,0.406,medium
BASM-02991,0.0278,0.719,0.0109,OP-B-045,ST-B-12,0.2758,medium
BASM-02992,0.0097,1.031,0.0099,OP-B-006,ST-B-18,0.164,low
BASM-02993,0.0169,1.529,0.02,OP-B-003,ST-B-07,0.2425,low
BASM-02994,0.0258,0.799,0.053,OP-B-021,ST-B-08,0.2898,medium
BASM-02995,-0.0025,0.914,0.1041,OP-B-074,ST-B-25,0.4976,medium
BASM-02996,0.0067,0.878,0.0705,OP-B-011,ST-B-15,0.3859,medium
BASM-02997,0.0191,0.816,0.0765,OP-B-083,ST-B-06,0.3077,medium
BASM-02998,0.0053,1.487,0.068,OP-B-108,ST-B-04,0.4536,medium
BASM-02999,0.0104,1.134,0.0881,OP-B-081,ST-B-21,0.361,medium
BASM-03000,0.0164,0.3,0.0718,OP-B-145,ST-B-17,0.4276,medium
BASM-03001,0.0305,0.697,0.0124,OP-B-023,ST-B-04,0.3508,medium
BASM-03002,0.0326,0.926,0.0225,OP-B-095,ST-B-01,0.1879,low
BASM-03003,0.011,1.195,0.0808,OP-B-095,ST-B-09,0.3671,medium
BASM-03004,0.0244,1.441,0.0181,OP-B-142,ST-B-20,0.2782,medium
BASM-03005,0.0177,0.896,0.0092,OP-B-053,ST-B-13,0.0373,low
BASM-03006,0.0264,0.903,0.0632,OP-B-087,ST-B-13,0.2196,low
BASM-03007,0.0308,1.061,0.0176,OP-B-012,ST-B-19,0.2294,low
BASM-03008,0.0172,1.173,0.0705,OP-B-145,ST-B-09,0.2347,low
BASM-03009,0.004,0.875,0.0237,OP-B-111,ST-B-09,0.2522,medium
BASM-03010,0.0275,1.266,0.0312,OP-B-129,ST-B-27,0.329,medium
BASM-03011,0.0095,0.949,0.0538,OP-B-106,ST-B-23,0.2356,low
BASM-03012,0.0194,1.659,0.0249,OP-B-107,ST-B-18,0.3738,medium
BASM-03013,0.0206,1.3,0.0598,OP-B-034,ST-B-18,0.2806,medium
BASM-03014,0.0201,0.823,0.0281,OP-B-136,ST-B-10,0.1735,low
BASM-03015,0.0161,0.916,0.0423,OP-B-104,ST-B-07,0.1495,low
BASM-03016,0.0335,1.415,0.0643,OP-B-128,ST-B-20,0.4949,medium
BASM-03017,0.0087,1.083,0.1055,OP-B-080,ST-B-02,0.3159,medium
BASM-03018,0.0179,1.066,0.0146,OP-B-070,ST-B-08,0.0233,low
BASM-03019,0.008,0.58,0.0682,OP-B-041,ST-B-21,0.4896,medium
BASM-03020,0.0158,1.055,0.0536,OP-B-076,ST-B-11,0.1419,low
BASM-03021,0.0276,1.703,0.0726,OP-B-106,ST-B-26,0.5495,high
BASM-03022,0.0315,1.373,0.0387,OP-B-116,ST-B-20,0.3832,medium
BASM-03023,0.0203,0.694,0.0656,OP-B-116,ST-B-26,0.2921,medium
BASM-03024,0.0109,1.12,0.0819,OP-B-120,ST-B-04,0.3027,medium
BASM-03025,0.0083,0.877,0.0213,OP-B-122,ST-B-11,0.1888,low
BASM-03026,0.023,0.686,0.0681,OP-B-023,ST-B-28,0.2696,medium
BASM-03027,0.0156,1.329,0.0122,OP-B-052,ST-B-23,0.1193,low
BASM-03028,0.0219,0.883,0.0536,OP-B-091,ST-B-21,0.2255,low
BASM-03029,0.0156,0.988,0.039,OP-B-040,ST-B-26,0.1274,low
BASM-03030,0.0166,1.304,0.0449,OP-B-133,ST-B-06,0.1902,low
BASM-03031,0.0047,1.26,0.1018,OP-B-119,ST-B-20,0.4532,medium
BASM-03032,0.0282,1.34,0.0421,OP-B-039,ST-B-24,0.4086,medium
BASM-03033,0.026,1.402,0.0354,OP-B-074,ST-B-12,0.2948,medium
BASM-03034,0.0253,0.54,0.0502,OP-B-027,ST-B-07,0.3099,medium
BASM-03035,0.0176,0.485,0.0198,OP-B-127,ST-B-04,0.2213,low
BASM-03036,0.0203,1.324,0.0861,OP-B-050,ST-B-01,0.3263,medium
BASM-03037,0.0038,1.156,0.0938,OP-B-073,ST-B-24,0.4257,medium
BASM-03038,0.0115,0.79,0.021,OP-B-027,ST-B-02,0.1296,low
BASM-03039,0.0339,0.617,0.0555,OP-B-016,ST-B-11,0.4907,medium
BASM-03040,0.0105,1.069,0.0117,OP-B-047,ST-B-21,0.1769,low
BASM-03041,0.0322,0.621,0.0335,OP-B-140,ST-B-12,0.4204,medium
BASM-03042,0.0212,1.036,0.0342,OP-B-044,ST-B-17,0.1467,low
BASM-03043,0.0225,0.849,0.03,OP-B-145,ST-B-20,0.1905,low
BASM-03044,0.0181,0.885,0.0409,OP-B-067,ST-B-28,0.1175,low
BASM-03045,0.0057,0.569,0.064,OP-B-008,ST-B-16,0.4516,medium
BASM-03046,0.0127,0.911,0.0505,OP-B-134,ST-B-23,0.239,low
BASM-03047,0.0028,1.248,0.0382,OP-B-065,ST-B-13,0.4119,medium
BASM-03048,0.0236,1.353,0.0092,OP-B-057,ST-B-22,0.2071,low
BASM-03049,0.032,1.104,0.0541,OP-B-132,ST-B-18,0.3303,medium
BASM-03050,0.0181,1.057,0.084,OP-B-102,ST-B-12,0.2035,low
BASM-03051,0.0131,1.314,0.0134,OP-B-086,ST-B-28,0.223,low
BASM-03052,0.0097,1.095,0.0476,OP-B-099,ST-B-15,0.2497,low
BASM-03053,0.0238,0.927,0.0512,OP-B-138,ST-B-10,0.1737,low
BASM-03054,0.0177,0.962,0.0206,OP-B-031,ST-B-29,0.0618,low
BASM-03055,0.0108,0.81,0.04,OP-B-069,ST-B-21,0.2341,low
BASM-03056,0.0303,1.394,0.0188,OP-B-082,ST-B-03,0.3376,medium
BASM-03057,0.0484,1.9,0.0306,OP-B-007,ST-B-14,0.6819,high
BASM-03058,0.0231,1.145,0.1039,OP-B-147,ST-B-11,0.3077,medium
BASM-03059,0.0036,1.043,0.0708,OP-B-048,ST-B-29,0.3335,medium
BASM-03060,0.003,1.097,0.0561,OP-B-122,ST-B-20,0.2995,medium
