inspection_id,vibration_rms,kurtosis,temperature,hardness_check,roundness_check,inspection_result,inspection_risk_score,inspection_risk_level
BINSP-03128,1.0812,5.6209,49.43,58.46,3.13,pass,0.2642,medium
BINSP-03129,1.019,4.8991,52.68,65.52,3.055,pass,0.2851,medium
BINSP-03130,1.227,3.3481,48.94,58.69,3.135,pass,0.2241,low
BINSP-03131,1.146,3.9062,48.16,61.93,3.81,pass,0.2142,low
BINSP-03132,0.7555,4.3328,45.74,65.26,3.034,pass,0.2273,low
BINSP-03133,0.7683,5.7878,52.26,59.65,3.931,pass,0.2465,low
BINSP-03134,0.815,5.083,50.99,65.72,1.298,pass,0.2504,medium
BINSP-03135,1.1237,4.5395,48.69,61.45,2.78,pass,0.2076,low
BINSP-03136,0.6135,4.2391,43.55,60.51,2.251,pass,0.1419,low
BINSP-03137,1.3688,5.1469,49.38,59.85,3.481,pass,0.2584,medium
BINSP-03138,0.9335,4.1756,47.3,61.04,4.202,pass,0.1929,low
BINSP-03139,0.6829,4.5892,48.26,63.55,2.061,pass,0.1984,low
BINSP-03140,0.9727,3.6584,54.62,60.45,3.351,pass,0.2075,low
BINSP-03141,0.7311,4.251,49.72,63.73,2.401,pass,0.2068,low
BINSP-03142,1.0159,4.6392,49.96,60.34,2.273,pass,0.2032,low
BINSP-03143,0.8514,3.8612,43.0,61.1,1.662,pass,0.1366,low
BINSP-03144,0.6424,3.8186,45.41,63.38,2.863,pass,0.1776,low
BINSP-03145,0.7933,5.8227,49.98,59.55,3.48,pass,0.2374,low
BINSP-03146,1.0403,4.7342,49.38,61.48,4.252,pass,0.2259,low
BINSP-03147,0.9886,3.5349,53.35,60.78,2.351,pass,0.185,low
BINSP-03148,0.66,4.4291,44.62,60.33,2.853,pass,0.1626,low
BINSP-03149,0.8797,4.6922,50.21,58.46,1.598,pass,0.2154,low
BINSP-03150,1.298,4.3994,52.23,64.23,2.215,pass,0.2641,medium
BINSP-03151,1.3765,4.5366,49.82,63.84,3.771,pass,0.2771,medium
BINSP-03152,0.3936,3.1223,48.62,62.08,2.8,pass,0.1365,low
BINSP-03153,0.9427,4.8747,51.41,60.18,4.886,pass,0.2413,low
BINSP-03154,0.9139,4.3052,53.06,62.6,4.094,pass,0.2356,low
BINSP-03155,1.1289,4.9809,53.22,54.75,2.426,pass,0.3148,medium
BINSP-03156,1.2651,3.9548,49.78,66.13,3.146,pass,0.2842,medium
BINSP-03157,1.3119,5.6333,49.19,65.96,3.549,pass,0.3214,medium
BINSP-03158,0.9349,3.5837,45.27,59.78,2.945,pass,0.1768,low
BINSP-03159,1.0375,4.6014,50.26,62.34,2.038,pass,0.2123,low
BINSP-03160,1.0251,3.8407,54.25,60.47,3.186,pass,0.2114,low
BINSP-03161,0.8799,3.5684,46.76,62.48,3.858,pass,0.1926,low
BINSP-03162,0.9042,3.765,40.91,58.13,1.4,pass,0.1697,low
BINSP-03163,1.1675,4.3062,45.74,59.66,1.494,pass,0.1939,low
BINSP-03164,1.0304,5.2498,46.79,58.96,3.291,pass,0.2386,low
BINSP-03165,0.7113,3.4608,43.42,59.37,3.093,pass,0.1601,low
BINSP-03166,0.9422,4.6789,45.36,63.49,1.984,pass,0.2072,low
BINSP-03167,0.9719,4.8833,54.1,60.29,3.982,pass,0.2401,low
BINSP-03168,0.8208,4.843,43.89,59.45,1.507,pass,0.177,low
BINSP-03169,0.4538,4.1198,44.71,62.28,1.968,pass,0.1405,low
BINSP-03170,1.1843,3.977,45.51,62.64,1.291,pass,0.1898,low
BINSP-03171,0.7666,3.9874,45.04,62.58,2.256,pass,0.1692,low
BINSP-03172,1.0769,6.0712,49.0,59.85,2.662,pass,0.245,low
BINSP-03173,0.8264,4.6579,54.82,58.43,3.552,pass,0.2505,medium
BINSP-03174,0.8629,3.8646,49.9,60.63,2.548,pass,0.1755,low
BINSP-03175,0.3544,4.072,47.16,59.32,2.656,pass,0.155,low
BINSP-03176,1.0808,3.9446,48.61,61.08,2.97,pass,0.1891,low
BINSP-03177,1.2941,5.7838,54.98,58.97,1.853,pass,0.2785,medium
BINSP-03178,1.0604,3.4221,51.8,59.27,2.574,pass,0.2079,low
BINSP-03179,0.8614,4.727,50.21,59.28,3.095,pass,0.2205,low
BINSP-03180,0.7246,3.8538,49.78,62.29,2.447,pass,0.1777,low
BINSP-03181,0.5981,4.0532,45.85,62.34,2.533,pass,0.161,low
BINSP-03182,0.4235,5.3919,45.76,60.85,3.085,pass,0.1638,low
BINSP-03183,1.3731,5.7547,53.76,61.48,3.609,pass,0.2771,medium
BINSP-03184,0.8924,3.9908,47.07,63.29,2.967,pass,0.2045,low
BINSP-03185,0.837,3.2781,42.3,60.06,2.686,pass,0.1463,low
BINSP-03186,1.0909,4.8167,42.89,58.69,3.693,pass,0.23,low
BINSP-03187,0.7368,4.9185,51.52,58.34,1.849,pass,0.219,low
BINSP-03188,1.1551,6.0292,54.21,59.8,3.596,pass,0.2793,medium
BINSP-03189,0.8491,2.9218,45.53,62.14,1.92,pass,0.1449,low
BINSP-03190,0.9284,5.1193,51.1,59.57,2.216,pass,0.2212,low
BINSP-03191,0.7942,3.4655,46.49,62.02,2.164,pass,0.1562,low
BINSP-03192,0.8629,5.5478,56.15,63.96,2.226,pass,0.2654,medium
BINSP-03193,0.896,4.2832,48.57,57.78,1.72,pass,0.2145,low
BINSP-03194,0.7796,4.583,49.81,62.5,3.244,pass,0.2089,low
BINSP-03195,0.8018,4.2441,52.3,63.1,3.325,pass,0.2221,low
BINSP-03196,0.4849,5.0461,45.2,62.0,2.341,pass,0.1631,low
BINSP-03197,0.9551,3.5637,47.49,62.97,1.997,pass,0.1853,low
BINSP-03198,1.1253,4.4656,53.04,61.62,2.542,pass,0.2205,low
BINSP-03199,0.9582,4.3211,43.9,59.2,1.58,pass,0.1809,low
BINSP-03200,0.9719,2.4905,48.46,60.73,2.082,pass,0.1439,low
BINSP-03201,0.6595,3.5246,49.83,63.83,2.139,pass,0.1859,low
BINSP-03202,0.935,3.8283,48.2,59.8,2.776,pass,0.1893,low
BINSP-03203,0.7468,4.6624,50.05,60.51,3.158,pass,0.1928,low
BINSP-03204,1.0079,4.6542,51.21,62.68,3.308,pass,0.2348,low
BINSP-03205,0.9566,4.7655,50.3,60.97,2.769,pass,0.1992,low
BINSP-03206,1.0212,6.8574,48.46,64.98,2.446,pass,0.2946,medium
BINSP-03207,1.2884,5.0192,50.3,59.24,3.229,pass,0.2594,medium
BINSP-03208,1.0805,3.9988,52.74,62.43,2.88,pass,0.2232,low
BINSP-03209,0.9422,5.6125,56.4,61.03,3.234,pass,0.2412,low
BINSP-03210,1.1023,3.7183,41.92,59.53,3.025,pass,0.1848,low
BINSP-03211,0.9074,5.1159,51.73,64.15,2.124,pass,0.2464,low
BINSP-03212,0.6995,3.1195,48.65,62.6,2.438,pass,0.1619,low
BINSP-03213,1.0627,5.7115,53.29,56.44,3.756,pass,0.3154,medium
BINSP-03214,0.7451,3.9061,45.05,66.43,1.771,pass,0.218,low
BINSP-03215,1.0543,4.7769,45.53,61.76,4.163,pass,0.2179,low
BINSP-03216,1.0597,3.9101,53.78,62.43,3.012,pass,0.225,low
BINSP-03217,0.7092,3.9068,43.65,65.04,3.168,pass,0.2066,low
BINSP-03218,0.6254,4.0291,48.72,58.0,3.233,pass,0.2056,low
BINSP-03219,0.8117,4.2487,43.88,63.94,2.583,pass,0.1981,low
BINSP-03220,0.8946,5.5143,52.72,59.87,3.346,pass,0.2412,low
BINSP-03221,1.227,2.9111,43.56,57.39,2.725,pass,0.2118,low
BINSP-03222,0.8775,6.2648,50.75,63.68,3.283,pass,0.2708,medium
BINSP-03223,1.0506,4.3925,44.17,61.08,2.103,pass,0.1704,low
BINSP-03224,0.8424,4.9658,55.43,59.66,2.997,pass,0.2346,low
BINSP-03225,0.8251,4.157,53.05,61.37,2.449,pass,0.1881,low
BINSP-03226,0.9733,2.9378,46.36,59.7,1.315,pass,0.152,low
BINSP-03227,1.0324,4.8639,48.13,64.19,2.717,pass,0.246,low
BINSP-03228,0.7062,4.9867,45.64,60.7,0.909,pass,0.1517,low
BINSP-03229,0.8809,4.7,51.25,62.17,1.773,pass,0.2008,low
BINSP-03230,0.8381,3.4467,52.48,61.38,1.627,pass,0.1632,low
BINSP-03231,0.5004,3.1562,49.26,58.82,2.25,pass,0.1569,low
BINSP-03232,1.1673,3.6799,46.72,65.0,2.361,pass,0.235,low
BINSP-03233,1.0127,4.4695,49.43,59.28,2.614,pass,0.2177,low
BINSP-03234,0.7225,3.8993,43.99,61.4,1.825,pass,0.138,low
BINSP-03235,0.6612,4.6592,46.59,61.49,3.08,pass,0.1739,low
BINSP-03236,0.5773,5.3763,40.97,62.92,2.552,pass,0.1784,low
BINSP-03237,0.7413,3.3161,53.25,60.07,1.979,pass,0.1688,low
BINSP-03238,0.9576,4.0753,45.85,61.5,2.285,pass,0.1715,low
BINSP-03239,0.7925,4.4548,47.47,60.16,3.345,pass,0.1906,low
BINSP-03240,0.9015,3.5845,51.11,59.61,4.196,pass,0.2118,low
BINSP-03241,0.9436,3.8332,47.84,56.93,2.373,pass,0.227,low
BINSP-03242,1.2733,4.109,52.76,62.42,3.324,pass,0.2444,low
BINSP-03243,1.1049,4.1673,49.11,59.17,2.939,pass,0.2228,low
BINSP-03244,0.7532,5.5123,50.71,61.23,1.944,pass,0.194,low
BINSP-03245,0.9325,3.9485,49.98,57.85,1.136,pass,0.2071,low
BINSP-03246,1.1577,4.3615,56.95,59.69,2.342,pass,0.242,low
BINSP-03247,0.9529,4.4866,50.62,60.63,1.511,pass,0.1844,low
BINSP-03248,1.009,4.6697,47.75,61.99,2.304,pass,0.2011,low
BINSP-03249,1.1984,4.9592,51.66,56.67,2.34,pass,0.2842,medium
BINSP-03250,0.9733,4.8433,41.99,58.31,2.546,pass,0.2109,low
BINSP-03251,0.9057,2.7959,47.76,61.85,3.284,pass,0.166,low
BINSP-03252,1.2258,5.4244,51.97,57.86,3.676,pass,0.2948,medium
BINSP-03253,1.2654,4.4383,56.94,61.12,3.909,pass,0.2521,medium
BINSP-03254,0.9713,4.0424,45.44,60.79,1.939,pass,0.1619,low
BINSP-03255,1.0252,5.6325,52.34,61.94,2.719,pass,0.2413,low
BINSP-03256,0.663,4.1851,52.1,57.93,5.184,pass,0.2473,low
BINSP-03257,0.8957,4.8267,51.58,57.88,3.911,pass,0.2603,medium
BINSP-03258,1.0077,5.6048,55.78,60.33,3.022,pass,0.2507,medium
BINSP-03259,1.2275,4.9465,52.85,59.72,2.426,pass,0.2454,low
BINSP-03260,1.089,5.4375,56.33,62.11,3.17,pass,0.2635,medium
BINSP-03261,0.6599,5.2082,49.97,61.18,3.114,pass,0.192,low
BINSP-03262,0.9725,4.0678,52.53,59.18,1.896,pass,0.2102,low
BINSP-03263,0.7936,4.0998,55.64,62.11,4.36,pass,0.2275,low
BINSP-03264,0.8777,5.3792,52.96,62.63,3.271,pass,0.2448,low
BINSP-03265,0.9776,4.8841,46.59,60.86,3.545,pass,0.2014,low
BINSP-03266,1.1781,5.013,53.89,66.31,3.913,pass,0.325,medium
BINSP-03267,0.9163,4.4759,52.4,60.01,1.573,pass,0.1976,low
BINSP-03268,0.9732,2.8512,44.77,60.07,1.642,pass,0.1432,low
BINSP-03269,1.0106,4.8578,47.6,61.52,2.432,pass,0.1989,low
BINSP-03270,1.0363,4.0428,50.49,59.04,3.346,pass,0.2269,low
BINSP-03271,0.7793,5.0233,46.83,63.78,2.985,pass,0.2237,low
BINSP-03272,1.2403,5.0241,48.59,61.52,5.09,pass,0.254,medium
BINSP-03273,0.8291,5.5169,52.03,60.9,2.802,pass,0.2123,low
BINSP-03274,0.9631,4.8034,54.12,66.21,2.673,pass,0.2898,medium
BINSP-03275,0.6265,4.2997,41.0,60.92,2.632,pass,0.1339,low
BINSP-03276,0.4676,3.9782,42.87,61.83,1.725,pass,0.1228,low
BINSP-03277,0.6684,4.4451,42.09,62.8,2.644,pass,0.1694,low
BINSP-03278,0.772,3.8115,48.69,59.63,2.624,pass,0.1798,low
BINSP-03279,0.7838,3.9721,48.69,61.25,2.67,pass,0.1675,low
BINSP-03280,0.8224,3.3851,51.16,60.06,2.959,pass,0.1807,low
BINSP-03281,0.7191,4.0232,41.6,62.72,3.396,pass,0.1707,low
BINSP-03282,0.8719,6.4291,51.54,61.27,3.805,pass,0.2466,low
BINSP-03283,1.2329,5.814,48.54,58.0,2.229,pass,0.2719,medium
BINSP-03284,0.8627,6.039,48.65,60.11,2.084,pass,0.217,low
BINSP-03285,0.9136,6.4812,50.83,62.86,3.413,pass,0.2673,medium
BINSP-03286,0.9762,4.6111,48.67,58.84,3.561,pass,0.2333,low
BINSP-03287,0.8868,5.0628,46.82,60.98,2.74,pass,0.1877,low
BINSP-03288,0.9699,5.2956,54.79,61.02,3.621,pass,0.2359,low
BINSP-03289,0.7551,4.3834,48.1,62.37,3.351,pass,0.1967,low
BINSP-03290,0.7451,4.7001,53.89,61.24,2.596,pass,0.1959,low
BINSP-03291,1.3818,6.0938,55.53,62.87,3.291,pass,0.3075,medium
BINSP-03292,1.0005,4.2665,43.38,62.07,2.15,pass,0.177,low
BINSP-03293,1.314,4.6801,48.0,56.86,2.782,pass,0.277,medium
BINSP-03294,0.463,4.692,48.58,62.16,2.719,pass,0.1729,low
BINSP-03295,0.8946,4.5626,42.85,62.25,3.517,pass,0.1927,low
BINSP-03296,0.9982,3.962,44.03,57.64,4.325,pass,0.2334,low
BINSP-03297,1.0428,3.9613,52.21,60.29,2.465,pass,0.2023,low
BINSP-03298,0.7595,5.1517,46.85,62.16,2.765,pass,0.198,low
BINSP-03299,1.0887,5.4228,52.95,67.63,3.353,pass,0.3366,medium
BINSP-03300,0.9277,4.4714,49.56,62.42,2.264,pass,0.2034,low
BINSP-03301,1.0627,5.3371,51.58,59.91,2.661,pass,0.2371,low
BINSP-03302,0.9242,5.0841,51.15,57.43,4.151,pass,0.2757,medium
BINSP-03303,1.0622,4.5846,55.78,60.16,3.371,pass,0.2409,low
BINSP-03304,1.017,3.7569,52.22,63.78,2.873,pass,0.2323,low
BINSP-03305,0.9565,4.2968,48.61,61.81,2.053,pass,0.1872,low
BINSP-03306,0.9529,3.782,48.27,62.75,3.493,pass,0.2068,low
BINSP-03307,0.5699,3.1577,48.03,64.0,3.652,pass,0.1868,low
BINSP-03308,0.8466,1.7458,47.31,60.85,2.322,pass,0.1172,low
BINSP-03309,0.9458,4.892,53.49,62.01,3.424,pass,0.2342,low
BINSP-03310,1.0424,4.5623,47.78,61.56,0.637,pass,0.175,low
BINSP-03311,1.2113,4.0699,53.24,61.96,2.134,pass,0.2197,low
BINSP-03312,0.7816,4.1986,54.6,65.4,3.106,pass,0.2594,medium
BINSP-03313,0.7206,4.9719,49.37,57.32,2.275,pass,0.2321,low
BINSP-03314,0.9134,3.871,49.7,60.36,2.674,pass,0.1841,low
BINSP-03315,0.788,5.5339,53.06,62.05,3.431,pass,0.2351,low
BINSP-03316,0.6834,3.4246,50.03,61.42,2.545,pass,0.155,low
BINSP-03317,1.0385,4.4123,47.64,61.74,2.868,pass,0.2007,low
BINSP-03318,0.8309,5.1819,50.78,60.73,3.752,pass,0.2154,low
BINSP-03319,0.8747,4.907,48.28,63.17,2.688,pass,0.2204,low
BINSP-03320,1.1663,4.6696,43.13,61.1,2.581,pass,0.1866,low
BINSP-03321,0.7517,4.6906,47.84,64.18,1.328,pass,0.2047,low
BINSP-03322,1.0115,5.2945,57.1,60.64,3.879,pass,0.2548,medium
BINSP-03323,0.499,4.6789,49.13,62.9,4.038,pass,0.204,low
BINSP-03324,0.9739,4.2898,54.54,60.77,3.748,pass,0.2199,low
BINSP-03325,0.741,2.5536,46.83,63.6,1.704,pass,0.1534,low
BINSP-03326,0.8751,4.6619,49.19,67.86,3.021,pass,0.293,medium
BINSP-03327,0.7569,3.2569,48.09,58.6,2.9,pass,0.1842,low
BINSP-03328,0.8891,3.9102,51.7,58.41,1.895,pass,0.2098,low
BINSP-03329,0.5514,3.5516,53.96,59.84,4.434,pass,0.1952,low
BINSP-03330,0.9718,4.2766,47.31,59.57,3.22,pass,0.2068,low
BINSP-03331,1.1613,3.2064,48.08,66.34,3.166,pass,0.2594,medium
BINSP-03332,0.3474,4.0783,42.54,62.24,1.4,pass,0.1172,low
BINSP-03333,0.9604,4.4825,52.56,63.12,3.983,pass,0.2473,low
BINSP-03334,0.7414,3.6612,46.38,63.93,3.171,pass,0.1967,low
BINSP-03335,0.9047,3.9215,51.75,62.63,3.023,pass,0.2105,low
BINSP-03336,1.0522,4.0615,39.57,61.86,2.687,pass,0.167,low
BINSP-03337,0.7366,5.2632,45.72,62.18,2.744,pass,0.1948,low
BINSP-03338,0.789,4.2785,48.96,64.44,2.895,pass,0.2255,low
BINSP-03339,0.8937,4.7116,50.09,60.45,3.727,pass,0.2121,low
BINSP-03340,1.0307,4.1835,43.56,63.62,2.991,pass,0.2115,low
BINSP-03341,0.7335,4.6026,52.4,63.22,2.449,pass,0.216,low
BINSP-03342,1.0199,4.5691,44.19,62.86,2.717,pass,0.2059,low
BINSP-03343,0.6212,3.9835,45.44,61.79,1.644,pass,0.141,low
BINSP-03344,1.1709,5.5378,44.98,59.49,1.552,pass,0.2195,low
BINSP-03345,0.7889,4.39,48.51,59.29,2.134,pass,0.1912,low
BINSP-03346,0.7256,4.4916,47.34,60.11,2.996,pass,0.1828,low
BINSP-03347,1.0445,5.7458,54.29,64.94,2.9,pass,0.2988,medium
BINSP-03348,0.5233,4.5378,43.03,63.25,2.535,pass,0.1695,low
BINSP-03349,1.1902,5.6409,57.33,62.88,3.927,pass,0.2988,medium
BINSP-03350,0.9743,4.9273,48.67,60.71,3.819,pass,0.2146,low
BINSP-03351,0.9649,3.7911,47.61,61.5,2.831,pass,0.1789,low
BINSP-03352,0.9078,5.2421,50.86,60.02,2.551,pass,0.2187,low
BINSP-03353,0.6578,3.7635,48.4,59.98,2.027,pass,0.1572,low
BINSP-03354,1.1411,5.9701,49.55,60.45,2.878,pass,0.2429,low
BINSP-03355,0.9814,4.9196,53.05,61.44,2.754,pass,0.2192,low
BINSP-03356,0.7969,3.7664,45.36,62.76,3.786,pass,0.1891,low
BINSP-03357,0.8067,4.7161,51.54,62.99,2.23,pass,0.2145,low
BINSP-03358,0.7694,3.0182,50.85,61.57,2.711,pass,0.16,low
BINSP-03359,0.8813,4.3119,49.6,61.91,2.879,pass,0.1968,low
BINSP-03360,0.9307,3.8938,41.43,62.35,2.243,pass,0.1632,low
BINSP-03361,1.1666,5.0305,48.66,62.18,2.946,pass,0.2333,low
BINSP-03362,0.8763,4.7975,49.26,57.19,3.208,pass,0.2524,medium
BINSP-03363,1.0974,4.5963,47.34,59.58,3.491,pass,0.2253,low
BINSP-03364,0.8056,4.4251,47.81,61.49,3.17,pass,0.1848,low
BINSP-03365,0.8719,2.7175,43.54,60.51,3.388,pass,0.1435,low
BINSP-03366,0.8946,4.6204,54.34,60.82,2.859,pass,0.2088,low
BINSP-03367,0.8764,4.684,46.62,57.57,3.404,pass,0.2379,low
BINSP-03368,0.595,5.3146,52.19,60.45,3.842,pass,0.2113,low
BINSP-03369,1.245,4.6973,53.56,62.85,2.292,pass,0.2509,medium
BINSP-03370,0.4266,3.7128,46.82,64.01,2.176,pass,0.166,low
BINSP-03371,1.008,4.2018,55.62,61.46,1.617,pass,0.2021,low
BINSP-03372,0.9162,2.5291,52.84,64.0,2.09,pass,0.1965,low
BINSP-03373,0.7299,5.7219,47.05,59.55,2.474,pass,0.2088,low
BINSP-03374,0.7528,5.8389,48.76,57.92,3.672,pass,0.2574,medium
BINSP-03375,1.2323,3.6575,46.7,62.06,3.568,pass,0.2095,low
BINSP-03376,0.9706,4.249,49.73,59.15,2.208,pass,0.2084,low
BINSP-03377,0.9296,5.5162,48.2,58.51,4.431,pass,0.2619,medium
BINSP-03378,1.2297,5.2401,52.11,63.53,3.602,pass,0.2817,medium
BINSP-03379,0.5949,3.9227,47.78,63.56,3.434,pass,0.1938,low
BINSP-03380,0.405,3.8304,41.16,59.93,2.643,pass,0.1241,low
BINSP-03381,0.3566,3.7958,49.21,58.3,1.352,pass,0.1562,low
BINSP-03382,1.4888,4.9406,46.29,62.17,3.089,pass,0.248,low
BINSP-03383,0.9156,4.833,52.71,56.39,1.726,pass,0.2618,medium
BINSP-03384,0.5568,4.6693,45.42,61.11,0.929,pass,0.1312,low
BINSP-03385,0.6054,4.5646,50.36,58.19,2.482,pass,0.2084,low
BINSP-03386,1.0115,4.1036,48.85,59.82,2.925,pass,0.2041,low
BINSP-03387,0.9802,5.3518,53.55,61.58,3.4,pass,0.2394,low
BINSP-03388,1.0188,5.146,51.66,61.18,2.372,pass,0.2133,low
BINSP-03389,0.8857,3.7627,49.34,63.28,2.84,pass,0.2054,low
BINSP-03390,0.9382,5.7211,51.35,61.02,3.201,pass,0.2254,low
BINSP-03391,1.329,4.7574,51.8,62.15,3.267,pass,0.2534,medium
BINSP-03392,1.0519,4.2242,56.85,59.57,2.454,pass,0.2345,low
BINSP-03393,0.8226,3.8841,45.57,59.89,1.637,pass,0.1585,low
BINSP-03394,0.4917,2.4608,49.87,63.4,1.674,pass,0.1407,low
BINSP-03395,1.1553,5.5288,50.45,60.37,3.317,pass,0.2447,low
BINSP-03396,1.0362,4.2674,52.69,61.93,1.693,pass,0.2036,low
BINSP-03397,0.6336,4.8835,50.8,59.51,2.472,pass,0.1984,low
BINSP-03398,0.7455,3.549,43.72,61.09,1.371,pass,0.1216,low
BINSP-03399,1.0064,3.3774,53.01,61.67,2.893,pass,0.1952,low
BINSP-03400,1.2605,3.9785,48.61,59.95,2.808,pass,0.2151,low
BINSP-03401,0.8491,3.0313,42.72,60.4,3.202,pass,0.1448,low
BINSP-03402,0.9367,2.8588,45.41,59.02,2.068,pass,0.1638,low
BINSP-03403,0.6606,4.8349,46.78,61.76,2.582,pass,0.1761,low
BINSP-03404,1.0831,4.8628,56.24,56.43,3.174,pass,0.3031,medium
BINSP-03405,1.188,3.8483,50.97,62.06,3.963,pass,0.2294,low
BINSP-03406,0.8017,4.5752,56.82,63.84,2.086,pass,0.2403,low
BINSP-03407,0.7636,6.2191,45.38,58.73,1.572,pass,0.217,low
BINSP-03408,0.9164,4.3112,52.78,58.56,2.266,pass,0.2257,low
BINSP-03409,0.9449,5.6639,57.28,61.24,2.175,pass,0.2359,low
BINSP-03410,0.98,5.0476,50.9,64.45,2.812,pass,0.2603,medium
BINSP-03411,1.4282,3.6417,54.21,62.05,3.555,pass,0.2482,low
BINSP-03412,0.7234,4.7947,55.06,62.54,3.69,pass,0.2329,low
BINSP-03413,1.0675,4.9712,49.61,62.99,2.8,pass,0.2386,low
BINSP-03414,0.9328,4.1983,48.55,62.26,2.737,pass,0.1982,low
BINSP-03415,0.9901,4.5425,54.38,58.17,2.782,pass,0.253,medium
BINSP-03416,1.1529,4.2905,49.7,63.77,2.699,pass,0.2418,low
BINSP-03417,0.9525,4.6571,42.33,62.65,3.573,pass,0.2037,low
BINSP-03418,0.7581,4.4497,51.91,62.19,2.249,pass,0.1952,low
BINSP-03419,0.8408,4.6343,45.43,61.49,1.559,pass,0.164,low
BINSP-03420,1.1799,3.8897,44.84,61.44,2.132,pass,0.1775,low
BINSP-03421,1.2452,4.7859,49.55,62.52,3.018,pass,0.2429,low
BINSP-03422,0.7723,3.898,46.5,58.94,3.505,pass,0.195,low
BINSP-03423,0.8509,4.4679,48.97,59.66,2.261,pass,0.1947,low
BINSP-03424,0.711,4.021,45.44,62.5,2.729,pass,0.1717,low
BINSP-03425,1.3192,4.3028,51.93,56.97,3.857,pass,0.2943,medium
BINSP-03426,1.0338,3.7803,48.04,56.71,2.815,pass,0.2417,low
BINSP-03427,0.8132,3.9235,54.73,63.73,2.294,pass,0.2218,low
BINSP-03428,0.9016,4.2124,53.7,59.79,3.437,pass,0.2213,low
BINSP-03429,1.0268,3.9333,49.5,59.49,3.31,pass,0.2135,low
BINSP-03430,0.6607,3.6922,49.43,59.99,3.383,pass,0.1756,low
BINSP-03431,0.8575,3.9228,54.37,65.76,3.494,pass,0.2686,medium
BINSP-03432,0.999,4.2464,48.61,58.8,2.705,pass,0.2178,low
BINSP-03433,0.9223,4.2378,56.96,64.12,3.424,pass,0.2629,medium
BINSP-03434,0.8523,3.5889,48.82,58.73,2.801,pass,0.1971,low
BINSP-03435,1.1081,5.6421,49.99,61.55,3.431,pass,0.2422,low
BINSP-03436,0.4652,4.1746,45.29,60.59,3.68,pass,0.1518,low
BINSP-03437,1.2002,5.5088,53.06,62.87,2.608,pass,0.2664,medium
BINSP-03438,1.1505,5.2708,46.65,63.83,2.109,pass,0.2448,low
BINSP-03439,1.1089,3.1915,43.89,58.88,3.328,pass,0.1948,low
BINSP-03440,0.8434,3.7012,52.0,58.7,2.244,pass,0.2032,low
BINSP-03441,0.6187,5.6775,46.27,60.31,2.815,pass,0.19,low
BINSP-03442,0.9259,5.1014,45.92,59.85,2.72,pass,0.205,low
BINSP-03443,0.9075,5.3304,49.85,60.63,3.582,pass,0.2202,low
BINSP-03444,1.3473,6.1762,49.69,60.85,3.29,pass,0.2613,medium
BINSP-03445,0.7658,3.7901,47.6,58.84,2.138,pass,0.1813,low
BINSP-03446,0.638,3.6019,57.24,66.23,3.674,pass,0.2654,medium
BINSP-03447,0.9182,2.6786,51.48,60.81,3.207,pass,0.1662,low
BINSP-03448,1.0999,4.2434,54.72,59.97,1.933,pass,0.2189,low
BINSP-03449,0.8258,4.6462,44.17,63.23,2.587,pass,0.1975,low
BINSP-03450,0.8307,2.5512,48.39,59.78,1.879,pass,0.1465,low
BINSP-03451,0.9069,4.2739,44.86,60.69,2.296,pass,0.1658,low
BINSP-03452,0.9649,3.7723,53.31,62.21,3.022,pass,0.2108,low
BINSP-03453,1.1118,6.1083,59.09,55.08,3.53,pass,0.3643,medium
BINSP-03454,1.0432,7.0906,54.56,61.01,4.239,pass,0.2836,medium
BINSP-03455,0.5756,4.6391,41.62,63.04,3.058,pass,0.1736,low
BINSP-03456,0.674,4.2553,46.36,64.84,2.292,pass,0.2068,low
BINSP-03457,1.1372,6.02,49.41,65.37,3.206,pass,0.3044,medium
BINSP-03458,0.7227,4.2705,52.03,62.82,3.466,pass,0.2136,low
BINSP-03459,0.8941,3.609,49.37,64.8,3.38,pass,0.2322,low
BINSP-03460,0.5515,4.3174,47.02,60.56,3.646,pass,0.1667,low
BINSP-03461,0.714,4.8287,45.4,64.53,3.549,pass,0.2283,low
BINSP-03462,0.8893,4.715,53.94,63.29,3.159,pass,0.2442,low
BINSP-03463,1.2995,4.6068,50.55,62.97,3.14,pass,0.2549,medium
BINSP-03464,0.9653,4.7992,54.55,60.56,2.677,pass,0.2199,low
BINSP-03465,0.9853,2.962,47.91,60.83,2.755,pass,0.1589,low
BINSP-03466,1.075,5.5254,49.95,63.55,4.012,pass,0.2742,medium
BINSP-03467,1.2908,3.6594,56.84,59.45,2.876,pass,0.2471,low
BINSP-03468,0.7021,4.4888,46.14,59.93,2.683,pass,0.1759,low
BINSP-03469,0.9095,3.886,54.36,61.87,1.597,pass,0.1904,low
BINSP-03470,1.0175,4.1184,47.18,63.6,3.255,pass,0.2244,low
BINSP-03471,0.6553,5.1854,45.98,62.86,2.433,pass,0.1947,low
BINSP-03472,1.0248,5.696,51.75,57.0,2.69,pass,0.2861,medium
BINSP-03473,0.9941,3.8737,51.49,61.11,4.331,pass,0.2079,low
BINSP-03474,0.9059,5.0985,47.93,56.94,2.121,pass,0.2468,low
BINSP-03475,0.8624,5.6788,49.01,62.07,3.685,pass,0.2329,low
BINSP-03476,1.5399,5.4955,50.71,62.97,2.613,pass,0.2839,medium
