case_id,component_code,component_name,fault_type,severity,judgement,fault_level,rank_no
HCASE-03210,C003,作动筒,作动筒故障,0.11569,正常,轻微退化,6
HCASE-03210,C007,过滤器,过滤器堵塞,0.0876,正常,正常,7
HCASE-03210,C002,方向控制阀,方向阀故障,0.06395,正常,正常,8
HCASE-03210,C008,液压油箱,油箱故障,0.04993,正常,正常,9
HCASE-03210,C009,单向阀,单向阀故障,0.03403,正常,正常,10
HCASE-03210,C012,卸荷阀,卸荷阀故障,0.01688,正常,正常,11
HCASE-03210,C010,节流阀,节流阀故障,0.01055,正常,正常,12
HCASE-03211,C001,液压泵总成,液压泵故障,0.73276,故障,重度故障,1
HCASE-03211,C011,管路总成,管路泄漏,0.3631,故障,中度故障,2
HCASE-03211,C008,液压油箱,油箱故障,0.31987,正常,轻微退化,3
HCASE-03211,C012,卸荷阀,卸荷阀故障,0.31486,正常,轻微退化,4
HCASE-03211,C005,蓄能器,蓄能器故障,0.095,正常,正常,5
HCASE-03211,C010,节流阀,节流阀故障,0.08952,正常,正常,6
HCASE-03211,C006,冷却器,冷却器故障,0.07403,正常,正常,7
HCASE-03211,C009,单向阀,单向阀故障,0.05048,正常,正常,8
HCASE-03211,C003,作动筒,作动筒故障,0.03867,正常,正常,9
HCASE-03211,C007,过滤器,过滤器堵塞,0.01573,正常,正常,10
HCASE-03211,C004,溢流阀,溢流阀故障,0.01156,正常,正常,11
HCASE-03211,C002,方向控制阀,方向阀故障,0.01123,正常,正常,12
HCASE-03212,C012,卸荷阀,卸荷阀故障,0.72548,故障,重度故障,1
HCASE-03212,C009,单向阀,单向阀故障,0.30945,正常,轻微退化,2
HCASE-03212,C004,溢流阀,溢流阀故障,0.2357,正常,轻微退化,3
HCASE-03212,C001,液压泵总成,液压泵故障,0.229,正常,轻微退化,4
HCASE-03212,C007,过滤器,过滤器堵塞,0.21448,正常,轻微退化,5
HCASE-03212,C002,方向控制阀,方向阀故障,0.18739,正常,轻微退化,6
HCASE-03212,C006,冷却器,冷却器故障,0.10176,正常,轻微退化,7
HCASE-03212,C005,蓄能器,蓄能器故障,0.08133,正常,正常,8
HCASE-03212,C003,作动筒,作动筒故障,0.06744,正常,正常,9
HCASE-03212,C010,节流阀,节流阀故障,0.06119,正常,正常,10
HCASE-03212,C011,管路总成,管路泄漏,0.04393,正常,正常,11
HCASE-03212,C008,液压油箱,油箱故障,0.03368,正常,正常,12
HCASE-03213,C002,方向控制阀,方向阀故障,0.76256,故障,重度故障,1
HCASE-03213,C010,节流阀,节流阀故障,0.3724,故障,中度故障,2
HCASE-03213,C009,单向阀,单向阀故障,0.35102,故障,中度故障,3
HCASE-03213,C003,作动筒,作动筒故障,0.30923,正常,轻微退化,4
HCASE-03213,C004,溢流阀,溢流阀故障,0.14147,正常,轻微退化,5
HCASE-03213,C012,卸荷阀,卸荷阀故障,0.13591,正常,轻微退化,6
HCASE-03213,C011,管路总成,管路泄漏,0.12873,正常,轻微退化,7
HCASE-03213,C005,蓄能器,蓄能器故障,0.07279,正常,正常,8
HCASE-03213,C007,过滤器,过滤器堵塞,0.06882,正常,正常,9
HCASE-03213,C001,液压泵总成,液压泵故障,0.03718,正常,正常,10
HCASE-03213,C008,液压油箱,油箱故障,0.02925,正常,正常,11
HCASE-03213,C006,冷却器,冷却器故障,0.00929,正常,正常,12
HCASE-03214,C011,管路总成,管路泄漏,0.68974,故障,中度故障,1
HCASE-03214,C003,作动筒,作动筒故障,0.37381,故障,中度故障,2
HCASE-03214,C005,蓄能器,蓄能器故障,0.36702,故障,中度故障,3
HCASE-03214,C001,液压泵总成,液压泵故障,0.3611,故障,中度故障,4
HCASE-03214,C010,节流阀,节流阀故障,0.07985,正常,正常,5
HCASE-03214,C008,液压油箱,油箱故障,0.03923,正常,正常,6
HCASE-03214,C012,卸荷阀,卸荷阀故障,0.0366,正常,正常,7
HCASE-03214,C006,冷却器,冷却器故障,0.03063,正常,正常,8
HCASE-03214,C002,方向控制阀,方向阀故障,0.02613,正常,正常,9
HCASE-03214,C007,过滤器,过滤器堵塞,0.00969,正常,正常,10
HCASE-03214,C009,单向阀,单向阀故障,0.00959,正常,正常,11
HCASE-03214,C004,溢流阀,溢流阀故障,0.00751,正常,正常,12
HCASE-03215,C009,单向阀,单向阀故障,0.79122,故障,重度故障,1
HCASE-03215,C010,节流阀,节流阀故障,0.38133,故障,中度故障,2
HCASE-03215,C002,方向控制阀,方向阀故障,0.35049,故障,中度故障,3
HCASE-03215,C004,溢流阀,溢流阀故障,0.30326,正常,轻微退化,4
HCASE-03215,C007,过滤器,过滤器堵塞,0.1438,正常,轻微退化,5
HCASE-03215,C003,作动筒,作动筒故障,0.12244,正常,轻微退化,6
HCASE-03215,C001,液压泵总成,液压泵故障,0.06946,正常,正常,7
HCASE-03215,C005,蓄能器,蓄能器故障,0.03872,正常,正常,8
HCASE-03215,C012,卸荷阀,卸荷阀故障,0.03778,正常,正常,9
HCASE-03215,C011,管路总成,管路泄漏,0.03765,正常,正常,10
HCASE-03215,C008,液压油箱,油箱故障,0.01258,正常,正常,11
HCASE-03215,C006,冷却器,冷却器故障,0.00058,正常,正常,12
HCASE-03216,C012,卸荷阀,卸荷阀故障,0.81845,故障,重度故障,1
HCASE-03216,C004,溢流阀,溢流阀故障,0.38782,故障,中度故障,2
HCASE-03216,C009,单向阀,单向阀故障,0.29327,正常,轻微退化,3
HCASE-03216,C001,液压泵总成,液压泵故障,0.25544,正常,轻微退化,4
HCASE-03216,C010,节流阀,节流阀故障,0.08425,正常,正常,5
HCASE-03216,C006,冷却器,冷却器故障,0.08093,正常,正常,6
HCASE-03216,C003,作动筒,作动筒故障,0.07905,正常,正常,7
HCASE-03216,C005,蓄能器,蓄能器故障,0.07516,正常,正常,8
HCASE-03216,C007,过滤器,过滤器堵塞,0.07419,正常,正常,9
HCASE-03216,C011,管路总成,管路泄漏,0.06911,正常,正常,10
HCASE-03216,C002,方向控制阀,方向阀故障,0.01036,正常,正常,11
HCASE-03216,C008,液压油箱,油箱故障,0.00592,正常,正常,12
HCASE-03217,C004,溢流阀,溢流阀故障,0.69865,故障,中度故障,1
HCASE-03217,C012,卸荷阀,卸荷阀故障,0.39893,故障,中度故障,2
HCASE-03217,C009,单向阀,单向阀故障,0.28587,正常,轻微退化,3
HCASE-03217,C005,蓄能器,蓄能器故障,0.22218,正常,轻微退化,4
HCASE-03217,C001,液压泵总成,液压泵故障,0.11357,正常,轻微退化,5
HCASE-03217,C011,管路总成,管路泄漏,0.11331,正常,轻微退化,6
HCASE-03217,C008,液压油箱,油箱故障,0.09283,正常,正常,7
HCASE-03217,C003,作动筒,作动筒故障,0.05448,正常,正常,8
HCASE-03217,C006,冷却器,冷却器故障,0.04208,正常,正常,9
HCASE-03217,C002,方向控制阀,方向阀故障,0.04159,正常,正常,10
HCASE-03217,C010,节流阀,节流阀故障,0.01161,正常,正常,11
HCASE-03217,C007,过滤器,过滤器堵塞,0.00268,正常,正常,12
HCASE-03218,C011,管路总成,管路泄漏,0.74354,故障,重度故障,1
HCASE-03218,C001,液压泵总成,液压泵故障,0.40047,故障,中度故障,2
HCASE-03218,C005,蓄能器,蓄能器故障,0.35399,故障,中度故障,3
HCASE-03218,C003,作动筒,作动筒故障,0.32522,正常,轻微退化,4
HCASE-03218,C009,单向阀,单向阀故障,0.14701,正常,轻微退化,5
HCASE-03218,C002,方向控制阀,方向阀故障,0.0831,正常,正常,6
HCASE-03218,C006,冷却器,冷却器故障,0.08309,正常,正常,7
HCASE-03218,C007,过滤器,过滤器堵塞,0.05101,正常,正常,8
HCASE-03218,C012,卸荷阀,卸荷阀故障,0.02923,正常,正常,9
HCASE-03218,C010,节流阀,节流阀故障,0.02632,正常,正常,10
HCASE-03218,C004,溢流阀,溢流阀故障,0.02226,正常,正常,11
HCASE-03218,C008,液压油箱,油箱故障,0.00992,正常,正常,12
HCASE-03219,C007,过滤器,过滤器堵塞,0.76042,故障,重度故障,1
HCASE-03219,C010,节流阀,节流阀故障,0.29456,正常,轻微退化,2
HCASE-03219,C008,液压油箱,油箱故障,0.26722,正常,轻微退化,3
HCASE-03219,C006,冷却器,冷却器故障,0.12141,正常,轻微退化,4
HCASE-03219,C005,蓄能器,蓄能器故障,0.08586,正常,正常,5
HCASE-03219,C002,方向控制阀,方向阀故障,0.07178,正常,正常,6
HCASE-03219,C003,作动筒,作动筒故障,0.06295,正常,正常,7
HCASE-03219,C004,溢流阀,溢流阀故障,0.06213,正常,正常,8
HCASE-03219,C001,液压泵总成,液压泵故障,0.02838,正常,正常,9
HCASE-03219,C009,单向阀,单向阀故障,0.01884,正常,正常,10
HCASE-03219,C011,管路总成,管路泄漏,0.01581,正常,正常,11
HCASE-03219,C012,卸荷阀,卸荷阀故障,0.00647,正常,正常,12
HCASE-03220,C011,管路总成,管路泄漏,0.79331,故障,重度故障,1
HCASE-03220,C005,蓄能器,蓄能器故障,0.40749,故障,中度故障,2
HCASE-03220,C001,液压泵总成,液压泵故障,0.31887,正常,轻微退化,3
HCASE-03220,C003,作动筒,作动筒故障,0.30945,正常,轻微退化,4
HCASE-03220,C012,卸荷阀,卸荷阀故障,0.12251,正常,轻微退化,5
HCASE-03220,C007,过滤器,过滤器堵塞,0.09413,正常,正常,6
HCASE-03220,C009,单向阀,单向阀故障,0.09153,正常,正常,7
HCASE-03220,C004,溢流阀,溢流阀故障,0.07288,正常,正常,8
HCASE-03220,C010,节流阀,节流阀故障,0.04516,正常,正常,9
HCASE-03220,C006,冷却器,冷却器故障,0.04033,正常,正常,10
HCASE-03220,C002,方向控制阀,方向阀故障,0.03258,正常,正常,11
HCASE-03220,C008,液压油箱,油箱故障,0.004,正常,正常,12
HCASE-03221,C012,卸荷阀,卸荷阀故障,0.72678,故障,重度故障,1
HCASE-03221,C004,溢流阀,溢流阀故障,0.38641,故障,中度故障,2
HCASE-03221,C009,单向阀,单向阀故障,0.37437,故障,中度故障,3
HCASE-03221,C001,液压泵总成,液压泵故障,0.33688,正常,轻微退化,4
HCASE-03221,C011,管路总成,管路泄漏,0.12633,正常,轻微退化,5
HCASE-03221,C006,冷却器,冷却器故障,0.11938,正常,轻微退化,6
HCASE-03221,C008,液压油箱,油箱故障,0.09193,正常,正常,7
HCASE-03221,C005,蓄能器,蓄能器故障,0.04206,正常,正常,8
HCASE-03221,C007,过滤器,过滤器堵塞,0.03278,正常,正常,9
HCASE-03221,C010,节流阀,节流阀故障,0.02674,正常,正常,10
HCASE-03221,C002,方向控制阀,方向阀故障,0.0231,正常,正常,11
HCASE-03221,C003,作动筒,作动筒故障,0.01496,正常,正常,12
HCASE-03222,C008,液压油箱,油箱故障,0.70057,故障,重度故障,1
HCASE-03222,C006,冷却器,冷却器故障,0.32904,正常,轻微退化,2
HCASE-03222,C001,液压泵总成,液压泵故障,0.31169,正常,轻微退化,3
HCASE-03222,C007,过滤器,过滤器堵塞,0.2926,正常,轻微退化,4
HCASE-03222,C002,方向控制阀,方向阀故障,0.20685,正常,轻微退化,5
HCASE-03222,C010,节流阀,节流阀故障,0.15265,正常,轻微退化,6
HCASE-03222,C009,单向阀,单向阀故障,0.14219,正常,轻微退化,7
HCASE-03222,C003,作动筒,作动筒故障,0.08583,正常,正常,8
HCASE-03222,C005,蓄能器,蓄能器故障,0.05563,正常,正常,9
HCASE-03222,C012,卸荷阀,卸荷阀故障,0.04418,正常,正常,10
HCASE-03222,C004,溢流阀,溢流阀故障,0.04285,正常,正常,11
HCASE-03222,C011,管路总成,管路泄漏,0.02912,正常,正常,12
HCASE-03223,C001,液压泵总成,液压泵故障,0.66138,故障,中度故障,1
HCASE-03223,C011,管路总成,管路泄漏,0.31375,正常,轻微退化,2
HCASE-03223,C008,液压油箱,油箱故障,0.29835,正常,轻微退化,3
HCASE-03223,C012,卸荷阀,卸荷阀故障,0.25711,正常,轻微退化,4
HCASE-03223,C004,溢流阀,溢流阀故障,0.08579,正常,正常,5
HCASE-03223,C002,方向控制阀,方向阀故障,0.07888,正常,正常,6
HCASE-03223,C003,作动筒,作动筒故障,0.07645,正常,正常,7
HCASE-03223,C009,单向阀,单向阀故障,0.04253,正常,正常,8
HCASE-03223,C007,过滤器,过滤器堵塞,0.03035,正常,正常,9
HCASE-03223,C005,蓄能器,蓄能器故障,0.02613,正常,正常,10
HCASE-03223,C010,节流阀,节流阀故障,0.02411,正常,正常,11
HCASE-03223,C006,冷却器,冷却器故障,0.01386,正常,正常,12
HCASE-03224,C002,方向控制阀,方向阀故障,0.7398,故障,重度故障,1
HCASE-03224,C003,作动筒,作动筒故障,0.32586,正常,轻微退化,2
HCASE-03224,C010,节流阀,节流阀故障,0.28986,正常,轻微退化,3
HCASE-03224,C009,单向阀,单向阀故障,0.28362,正常,轻微退化,4
HCASE-03224,C007,过滤器,过滤器堵塞,0.14133,正常,轻微退化,5
HCASE-03224,C008,液压油箱,油箱故障,0.09474,正常,正常,6
HCASE-03224,C012,卸荷阀,卸荷阀故障,0.03078,正常,正常,7
HCASE-03224,C006,冷却器,冷却器故障,0.03067,正常,正常,8
HCASE-03224,C004,溢流阀,溢流阀故障,0.03043,正常,正常,9
HCASE-03224,C011,管路总成,管路泄漏,0.01536,正常,正常,10
HCASE-03224,C005,蓄能器,蓄能器故障,0.01462,正常,正常,11
HCASE-03224,C001,液压泵总成,液压泵故障,0.01361,正常,正常,12
HCASE-03225,C009,单向阀,单向阀故障,0.77954,故障,重度故障,1
HCASE-03225,C002,方向控制阀,方向阀故障,0.32356,正常,轻微退化,2
HCASE-03225,C010,节流阀,节流阀故障,0.2905,正常,轻微退化,3
HCASE-03225,C004,溢流阀,溢流阀故障,0.28984,正常,轻微退化,4
HCASE-03225,C012,卸荷阀,卸荷阀故障,0.06349,正常,正常,5
HCASE-03225,C001,液压泵总成,液压泵故障,0.05535,正常,正常,6
HCASE-03225,C007,过滤器,过滤器堵塞,0.04516,正常,正常,7
HCASE-03225,C005,蓄能器,蓄能器故障,0.03459,正常,正常,8
HCASE-03225,C008,液压油箱,油箱故障,0.03269,正常,正常,9
HCASE-03225,C003,作动筒,作动筒故障,0.02852,正常,正常,10
HCASE-03225,C006,冷却器,冷却器故障,0.02767,正常,正常,11
HCASE-03225,C011,管路总成,管路泄漏,0.00758,正常,正常,12
HCASE-03226,C005,蓄能器,蓄能器故障,0.58648,故障,中度故障,1
HCASE-03226,C004,溢流阀,溢流阀故障,0.31154,正常,轻微退化,2
HCASE-03226,C011,管路总成,管路泄漏,0.28664,正常,轻微退化,3
HCASE-03226,C002,方向控制阀,方向阀故障,0.18974,正常,轻微退化,4
HCASE-03226,C006,冷却器,冷却器故障,0.10707,正常,轻微退化,5
HCASE-03226,C009,单向阀,单向阀故障,0.09801,正常,正常,6
HCASE-03226,C001,液压泵总成,液压泵故障,0.06533,正常,正常,7
HCASE-03226,C003,作动筒,作动筒故障,0.05116,正常,正常,8
HCASE-03226,C008,液压油箱,油箱故障,0.04807,正常,正常,9
HCASE-03226,C010,节流阀,节流阀故障,0.04343,正常,正常,10
HCASE-03226,C007,过滤器,过滤器堵塞,0.02395,正常,正常,11
HCASE-03226,C012,卸荷阀,卸荷阀故障,0.01804,正常,正常,12
HCASE-03227,C010,节流阀,节流阀故障,0.6716,故障,中度故障,1
HCASE-03227,C002,方向控制阀,方向阀故障,0.33989,正常,轻微退化,2
HCASE-03227,C009,单向阀,单向阀故障,0.33976,正常,轻微退化,3
HCASE-03227,C007,过滤器,过滤器堵塞,0.31136,正常,轻微退化,4
HCASE-03227,C001,液压泵总成,液压泵故障,0.06353,正常,正常,5
HCASE-03227,C005,蓄能器,蓄能器故障,0.03476,正常,正常,6
HCASE-03227,C006,冷却器,冷却器故障,0.0299,正常,正常,7
HCASE-03227,C004,溢流阀,溢流阀故障,0.02843,正常,正常,8
HCASE-03227,C008,液压油箱,油箱故障,0.02249,正常,正常,9
HCASE-03227,C011,管路总成,管路泄漏,0.01804,正常,正常,10
HCASE-03227,C012,卸荷阀,卸荷阀故障,0.01183,正常,正常,11
HCASE-03227,C003,作动筒,作动筒故障,0.0074,正常,正常,12
HCASE-03228,C003,作动筒,作动筒故障,0.72605,故障,重度故障,1
HCASE-03228,C002,方向控制阀,方向阀故障,0.403,故障,中度故障,2
HCASE-03228,C011,管路总成,管路泄漏,0.3134,正常,轻微退化,3
HCASE-03228,C010,节流阀,节流阀故障,0.28745,正常,轻微退化,4
HCASE-03228,C009,单向阀,单向阀故障,0.07297,正常,正常,5
HCASE-03228,C007,过滤器,过滤器堵塞,0.03399,正常,正常,6
HCASE-03228,C012,卸荷阀,卸荷阀故障,0.0216,正常,正常,7
HCASE-03228,C004,溢流阀,溢流阀故障,0.01851,正常,正常,8
HCASE-03228,C005,蓄能器,蓄能器故障,0.01711,正常,正常,9
HCASE-03228,C008,液压油箱,油箱故障,0.013,正常,正常,10
HCASE-03228,C001,液压泵总成,液压泵故障,0.00949,正常,正常,11
HCASE-03228,C006,冷却器,冷却器故障,0.00772,正常,正常,12
HCASE-03229,C004,溢流阀,溢流阀故障,0.65505,故障,中度故障,1
HCASE-03229,C009,单向阀,单向阀故障,0.37632,故障,中度故障,2
HCASE-03229,C012,卸荷阀,卸荷阀故障,0.34397,正常,轻微退化,3
HCASE-03229,C005,蓄能器,蓄能器故障,0.33545,正常,轻微退化,4
HCASE-03229,C002,方向控制阀,方向阀故障,0.20761,正常,轻微退化,5
HCASE-03229,C010,节流阀,节流阀故障,0.15176,正常,轻微退化,6
HCASE-03229,C001,液压泵总成,液压泵故障,0.14002,正常,轻微退化,7
HCASE-03229,C006,冷却器,冷却器故障,0.12253,正常,轻微退化,8
HCASE-03229,C003,作动筒,作动筒故障,0.10169,正常,轻微退化,9
HCASE-03229,C007,过滤器,过滤器堵塞,0.09728,正常,正常,10
HCASE-03229,C008,液压油箱,油箱故障,0.03755,正常,正常,11
HCASE-03229,C011,管路总成,管路泄漏,0.00457,正常,正常,12
HCASE-03230,C003,作动筒,作动筒故障,0.8352,故障,重度故障,1
HCASE-03230,C011,管路总成,管路泄漏,0.38349,故障,中度故障,2
HCASE-03230,C002,方向控制阀,方向阀故障,0.38305,故障,中度故障,3
HCASE-03230,C010,节流阀,节流阀故障,0.36744,故障,中度故障,4
HCASE-03230,C012,卸荷阀,卸荷阀故障,0.06503,正常,正常,5
HCASE-03230,C005,蓄能器,蓄能器故障,0.0408,正常,正常,6
HCASE-03230,C007,过滤器,过滤器堵塞,0.03873,正常,正常,7
HCASE-03230,C001,液压泵总成,液压泵故障,0.03864,正常,正常,8
HCASE-03230,C004,溢流阀,溢流阀故障,0.03846,正常,正常,9
HCASE-03230,C006,冷却器,冷却器故障,0.03162,正常,正常,10
HCASE-03230,C008,液压油箱,油箱故障,0.01234,正常,正常,11
HCASE-03230,C009,单向阀,单向阀故障,0.00608,正常,正常,12
HCASE-03231,C012,卸荷阀,卸荷阀故障,0.68715,故障,中度故障,1
HCASE-03231,C001,液压泵总成,液压泵故障,0.34358,正常,轻微退化,2
HCASE-03231,C004,溢流阀,溢流阀故障,0.29879,正常,轻微退化,3
HCASE-03231,C009,单向阀,单向阀故障,0.29049,正常,轻微退化,4
HCASE-03231,C007,过滤器,过滤器堵塞,0.12802,正常,轻微退化,5
HCASE-03231,C006,冷却器,冷却器故障,0.10594,正常,轻微退化,6
HCASE-03231,C005,蓄能器,蓄能器故障,0.04199,正常,正常,7
HCASE-03231,C008,液压油箱,油箱故障,0.04088,正常,正常,8
HCASE-03231,C002,方向控制阀,方向阀故障,0.03803,正常,正常,9
HCASE-03231,C011,管路总成,管路泄漏,0.03396,正常,正常,10
HCASE-03231,C010,节流阀,节流阀故障,0.022,正常,正常,11
HCASE-03231,C003,作动筒,作动筒故障,0.00766,正常,正常,12
HCASE-03232,C008,液压油箱,油箱故障,0.78337,故障,重度故障,1
HCASE-03232,C001,液压泵总成,液压泵故障,0.41392,故障,中度故障,2
HCASE-03232,C007,过滤器,过滤器堵塞,0.34837,正常,轻微退化,3
HCASE-03232,C006,冷却器,冷却器故障,0.31784,正常,轻微退化,4
HCASE-03232,C003,作动筒,作动筒故障,0.1189,正常,轻微退化,5
HCASE-03232,C010,节流阀,节流阀故障,0.07955,正常,正常,6
HCASE-03232,C012,卸荷阀,卸荷阀故障,0.07487,正常,正常,7
HCASE-03232,C009,单向阀,单向阀故障,0.0419,正常,正常,8
HCASE-03232,C004,溢流阀,溢流阀故障,0.03999,正常,正常,9
HCASE-03232,C011,管路总成,管路泄漏,0.02461,正常,正常,10
HCASE-03232,C002,方向控制阀,方向阀故障,0.02253,正常,正常,11
HCASE-03232,C005,蓄能器,蓄能器故障,0.02095,正常,正常,12
HCASE-03233,C012,卸荷阀,卸荷阀故障,0.72404,故障,重度故障,1
HCASE-03233,C009,单向阀,单向阀故障,0.4032,故障,中度故障,2
HCASE-03233,C004,溢流阀,溢流阀故障,0.33866,正常,轻微退化,3
HCASE-03233,C001,液压泵总成,液压泵故障,0.31381,正常,轻微退化,4
HCASE-03233,C002,方向控制阀,方向阀故障,0.16704,正常,轻微退化,5
HCASE-03233,C005,蓄能器,蓄能器故障,0.13496,正常,轻微退化,6
HCASE-03233,C003,作动筒,作动筒故障,0.08716,正常,正常,7
HCASE-03233,C006,冷却器,冷却器故障,0.07103,正常,正常,8
HCASE-03233,C010,节流阀,节流阀故障,0.06853,正常,正常,9
HCASE-03233,C011,管路总成,管路泄漏,0.03693,正常,正常,10
HCASE-03233,C007,过滤器,过滤器堵塞,0.03572,正常,正常,11
HCASE-03233,C008,液压油箱,油箱故障,0.01723,正常,正常,12
HCASE-03234,C012,卸荷阀,卸荷阀故障,0.63488,故障,中度故障,1
HCASE-03234,C001,液压泵总成,液压泵故障,0.32845,正常,轻微退化,2
HCASE-03234,C004,溢流阀,溢流阀故障,0.25225,正常,轻微退化,3
HCASE-03234,C009,单向阀,单向阀故障,0.20654,正常,轻微退化,4
HCASE-03234,C011,管路总成,管路泄漏,0.20252,正常,轻微退化,5
HCASE-03234,C003,作动筒,作动筒故障,0.14385,正常,轻微退化,6
HCASE-03234,C008,液压油箱,油箱故障,0.0971,正常,正常,7
HCASE-03234,C002,方向控制阀,方向阀故障,0.06325,正常,正常,8
HCASE-03234,C006,冷却器,冷却器故障,0.04754,正常,正常,9
HCASE-03234,C007,过滤器,过滤器堵塞,0.04219,正常,正常,10
HCASE-03234,C005,蓄能器,蓄能器故障,0.01328,正常,正常,11
HCASE-03234,C010,节流阀,节流阀故障,0.00539,正常,正常,12
HCASE-03235,C008,液压油箱,油箱故障,0.77045,故障,重度故障,1
HCASE-03235,C006,冷却器,冷却器故障,0.34533,正常,轻微退化,2
HCASE-03235,C001,液压泵总成,液压泵故障,0.33679,正常,轻微退化,3
HCASE-03235,C007,过滤器,过滤器堵塞,0.30269,正常,轻微退化,4
HCASE-03235,C010,节流阀,节流阀故障,0.10529,正常,轻微退化,5
HCASE-03235,C005,蓄能器,蓄能器故障,0.10385,正常,轻微退化,6
HCASE-03235,C012,卸荷阀,卸荷阀故障,0.07622,正常,正常,7
HCASE-03235,C002,方向控制阀,方向阀故障,0.0599,正常,正常,8
HCASE-03235,C009,单向阀,单向阀故障,0.05736,正常,正常,9
HCASE-03235,C003,作动筒,作动筒故障,0.05458,正常,正常,10
HCASE-03235,C011,管路总成,管路泄漏,0.01913,正常,正常,11
HCASE-03235,C004,溢流阀,溢流阀故障,0.01101,正常,正常,12
HCASE-03236,C006,冷却器,冷却器故障,0.74049,故障,重度故障,1
HCASE-03236,C008,液压油箱,油箱故障,0.36965,故障,中度故障,2
HCASE-03236,C007,过滤器,过滤器堵塞,0.31377,正常,轻微退化,3
HCASE-03236,C004,溢流阀,溢流阀故障,0.14218,正常,轻微退化,4
HCASE-03236,C005,蓄能器,蓄能器故障,0.05717,正常,正常,5
HCASE-03236,C010,节流阀,节流阀故障,0.04749,正常,正常,6
HCASE-03236,C009,单向阀,单向阀故障,0.03772,正常,正常,7
HCASE-03236,C001,液压泵总成,液压泵故障,0.0369,正常,正常,8
HCASE-03236,C011,管路总成,管路泄漏,0.03301,正常,正常,9
HCASE-03236,C003,作动筒,作动筒故障,0.02408,正常,正常,10
HCASE-03236,C002,方向控制阀,方向阀故障,0.02286,正常,正常,11
HCASE-03236,C012,卸荷阀,卸荷阀故障,0.00646,正常,正常,12
HCASE-03237,C003,作动筒,作动筒故障,0.72242,故障,重度故障,1
HCASE-03237,C011,管路总成,管路泄漏,0.37576,故障,中度故障,2
HCASE-03237,C002,方向控制阀,方向阀故障,0.33343,正常,轻微退化,3
HCASE-03237,C010,节流阀,节流阀故障,0.26895,正常,轻微退化,4
HCASE-03237,C001,液压泵总成,液压泵故障,0.06455,正常,正常,5
HCASE-03237,C008,液压油箱,油箱故障,0.05686,正常,正常,6
HCASE-03237,C009,单向阀,单向阀故障,0.05377,正常,正常,7
HCASE-03237,C012,卸荷阀,卸荷阀故障,0.04235,正常,正常,8
HCASE-03237,C006,冷却器,冷却器故障,0.03854,正常,正常,9
HCASE-03237,C007,过滤器,过滤器堵塞,0.01341,正常,正常,10
HCASE-03237,C005,蓄能器,蓄能器故障,0.01114,正常,正常,11
HCASE-03237,C004,溢流阀,溢流阀故障,0.00125,正常,正常,12
HCASE-03238,C011,管路总成,管路泄漏,0.75238,故障,重度故障,1
HCASE-03238,C005,蓄能器,蓄能器故障,0.43221,故障,中度故障,2
HCASE-03238,C003,作动筒,作动筒故障,0.36257,故障,中度故障,3
HCASE-03238,C001,液压泵总成,液压泵故障,0.35217,故障,中度故障,4
HCASE-03238,C008,液压油箱,油箱故障,0.20586,正常,轻微退化,5
HCASE-03238,C012,卸荷阀,卸荷阀故障,0.12495,正常,轻微退化,6
HCASE-03238,C007,过滤器,过滤器堵塞,0.09248,正常,正常,7
HCASE-03238,C006,冷却器,冷却器故障,0.08021,正常,正常,8
HCASE-03238,C002,方向控制阀,方向阀故障,0.07371,正常,正常,9
HCASE-03238,C010,节流阀,节流阀故障,0.04172,正常,正常,10
HCASE-03238,C009,单向阀,单向阀故障,0.01985,正常,正常,11
HCASE-03238,C004,溢流阀,溢流阀故障,0.0053,正常,正常,12
HCASE-03239,C007,过滤器,过滤器堵塞,0.60151,故障,中度故障,1
HCASE-03239,C008,液压油箱,油箱故障,0.39364,故障,中度故障,2
HCASE-03239,C010,节流阀,节流阀故障,0.32657,正常,轻微退化,3
HCASE-03239,C006,冷却器,冷却器故障,0.21084,正常,轻微退化,4
HCASE-03239,C009,单向阀,单向阀故障,0.16003,正常,轻微退化,5
HCASE-03239,C002,方向控制阀,方向阀故障,0.13632,正常,轻微退化,6
HCASE-03239,C004,溢流阀,溢流阀故障,0.07588,正常,正常,7
HCASE-03239,C003,作动筒,作动筒故障,0.07005,正常,正常,8
HCASE-03239,C011,管路总成,管路泄漏,0.05252,正常,正常,9
HCASE-03239,C001,液压泵总成,液压泵故障,0.0281,正常,正常,10
HCASE-03239,C012,卸荷阀,卸荷阀故障,0.02263,正常,正常,11
HCASE-03239,C005,蓄能器,蓄能器故障,0.02098,正常,正常,12
HCASE-03240,C002,方向控制阀,方向阀故障,0.70993,故障,重度故障,1
HCASE-03240,C003,作动筒,作动筒故障,0.24144,正常,轻微退化,2
HCASE-03240,C009,单向阀,单向阀故障,0.22613,正常,轻微退化,3
HCASE-03240,C010,节流阀,节流阀故障,0.2229,正常,轻微退化,4
HCASE-03240,C007,过滤器,过滤器堵塞,0.08485,正常,正常,5
HCASE-03240,C001,液压泵总成,液压泵故障,0.08054,正常,正常,6
HCASE-03240,C011,管路总成,管路泄漏,0.07835,正常,正常,7
HCASE-03240,C006,冷却器,冷却器故障,0.06939,正常,正常,8
HCASE-03240,C008,液压油箱,油箱故障,0.06534,正常,正常,9
