inspection_id,pressure_test_value,leakage_rate,flow_test_value,temperature_test_value,vibration_value,inspection_result,inspection_risk_score,inspection_risk_level
HINSP-04016,20.9569,0.18699,79.9046,51.6627,0.77783,pass,0.1278,low
HINSP-04017,22.3927,0.24295,63.4964,51.8291,0.95443,pass,0.1561,low
HINSP-04018,20.1644,0.19493,65.7218,51.3588,0.55873,pass,0.1429,low
HINSP-04019,23.9138,0.23698,56.4769,52.6993,0.76772,pass,0.1901,low
HINSP-04020,23.4437,0.20034,64.7942,58.5462,1.07767,pass,0.1785,low
HINSP-04021,22.0987,0.24451,73.7167,49.3651,0.59768,pass,0.1021,low
HINSP-04022,24.2071,0.23842,76.4892,55.322,0.63637,pass,0.1436,low
HINSP-04023,24.8216,0.35764,57.5079,55.233,0.90564,pass,0.2299,low
HINSP-04024,18.222,0.23251,81.3895,50.5428,0.97859,pass,0.1803,low
HINSP-04025,25.4682,0.39643,66.639,59.0393,1.11889,pass,0.2343,low
HINSP-04026,22.978,0.25514,56.8225,48.2804,1.07106,pass,0.1823,low
HINSP-04027,21.7787,0.30906,66.7726,53.9322,1.08499,pass,0.165,low
HINSP-04028,24.2422,0.34501,65.8962,60.3894,0.92854,pass,0.2077,low
HINSP-04029,23.0245,0.27148,82.9974,57.0837,0.53261,pass,0.1533,low
HINSP-04030,23.5789,0.24031,64.7492,49.9359,0.78069,pass,0.1558,low
HINSP-04031,20.0441,0.2115,59.8533,52.5843,0.76709,pass,0.1759,low
HINSP-04032,24.5906,0.26585,75.1944,59.1921,0.5075,pass,0.1527,low
HINSP-04033,20.5358,0.2388,67.0906,52.5195,0.44546,pass,0.1395,low
HINSP-04034,23.1726,0.3551,61.9146,50.7866,1.04178,pass,0.1906,low
HINSP-04035,22.7673,0.38839,63.8535,56.5045,1.08503,pass,0.1998,low
HINSP-04036,21.6532,0.39934,60.2945,59.4712,0.54233,pass,0.1919,low
HINSP-04037,24.9177,0.24698,66.4801,54.9451,0.48259,pass,0.1682,low
HINSP-04038,24.3469,0.29568,78.5458,62.2348,0.53091,pass,0.1724,low
HINSP-04039,20.5259,0.22264,72.7372,58.0222,0.88747,pass,0.15,low
HINSP-04040,20.9076,0.25496,59.143,58.2494,0.61574,pass,0.181,low
HINSP-04041,21.9095,0.13807,58.2982,44.6553,0.35275,pass,0.1101,low
HINSP-04042,22.8235,0.3089,68.0092,49.7626,0.39291,pass,0.1319,low
HINSP-04043,23.4326,0.11608,61.594,52.9642,0.54578,pass,0.1401,low
HINSP-04044,21.543,0.25902,71.9435,50.3762,0.83961,pass,0.1264,low
HINSP-04045,23.3064,0.16335,71.8164,47.0587,0.61091,pass,0.105,low
HINSP-04046,22.6971,0.15251,73.6497,44.4216,0.62536,pass,0.0846,low
HINSP-04047,18.594,0.20432,74.0725,51.1646,0.33853,pass,0.1303,low
HINSP-04048,21.0924,0.29474,53.6206,49.499,0.43207,pass,0.1748,low
HINSP-04049,23.3502,0.37253,58.6714,50.2262,0.86487,pass,0.1972,low
HINSP-04050,21.4808,0.26847,81.5638,54.4986,0.56179,pass,0.1374,low
HINSP-04051,21.7099,0.30157,59.8806,50.0512,0.66662,pass,0.1599,low
HINSP-04052,24.4515,0.30524,78.3127,58.0351,0.71461,pass,0.1725,low
HINSP-04053,22.5286,0.37148,82.2215,45.6215,0.62102,pass,0.1391,low
HINSP-04054,22.1821,0.34218,76.0129,50.6692,0.97687,pass,0.1367,low
HINSP-04055,24.1951,0.19076,61.1674,52.8445,0.89208,pass,0.1772,low
HINSP-04056,21.0296,0.17638,74.4876,51.3479,0.77815,pass,0.1112,low
HINSP-04057,19.6351,0.30704,81.2137,57.0855,0.63904,pass,0.1753,low
HINSP-04058,22.4323,0.38993,60.6882,54.6994,1.32397,pass,0.2107,low
HINSP-04059,20.5037,0.18659,67.7766,56.472,0.52503,pass,0.1412,low
HINSP-04060,22.1198,0.18569,70.3053,54.5183,0.63567,pass,0.1159,low
HINSP-04061,25.2171,0.21493,76.9513,52.2573,0.96051,pass,0.16,low
HINSP-04062,22.5242,0.17555,61.0778,52.682,0.38708,pass,0.133,low
HINSP-04063,22.391,0.30004,74.2738,50.7309,0.40635,pass,0.1088,low
HINSP-04064,20.8902,0.23239,65.9777,57.3252,0.85032,pass,0.1642,low
HINSP-04065,24.3713,0.20767,67.9475,58.0622,0.59901,pass,0.1619,low
HINSP-04066,22.938,0.23197,66.7574,52.1086,0.48532,pass,0.1333,low
HINSP-04067,24.1402,0.33174,81.0284,56.3287,0.96227,pass,0.1872,low
HINSP-04068,22.5329,0.29939,59.5826,54.9686,0.71595,pass,0.1765,low
HINSP-04069,26.5122,0.27432,69.6125,47.584,0.86967,pass,0.1826,low
HINSP-04070,18.5775,0.18441,72.9051,48.9942,0.65613,pass,0.1385,low
HINSP-04071,21.1629,0.41487,64.1455,55.4419,1.18852,pass,0.2059,low
HINSP-04072,20.8014,0.49451,68.8754,63.2819,1.23941,pass,0.2293,low
HINSP-04073,21.683,0.19684,76.4601,49.6008,0.55343,pass,0.0962,low
HINSP-04074,19.8731,0.20528,65.1268,52.8908,0.96567,pass,0.1699,low
HINSP-04075,19.1789,0.25828,69.8145,50.5384,0.75385,pass,0.1598,low
HINSP-04076,19.0477,0.28319,69.6279,58.9813,0.79781,pass,0.1869,low
HINSP-04077,25.8315,0.17248,85.0998,54.6769,0.40882,pass,0.1686,low
HINSP-04078,20.5291,0.22287,72.9446,52.1627,0.71646,pass,0.1294,low
HINSP-04079,18.5048,0.05144,77.891,51.9536,0.58984,pass,0.1236,low
HINSP-04080,22.4823,0.29207,56.7798,57.8004,1.08905,pass,0.2044,low
HINSP-04081,22.173,0.23946,69.6832,52.6901,0.7965,pass,0.1297,low
HINSP-04082,21.7747,0.27162,77.175,48.1929,0.89905,pass,0.1203,low
HINSP-04083,21.3326,0.18985,70.4769,48.8257,0.82918,pass,0.118,low
HINSP-04084,17.3941,0.16148,81.7095,40.718,0.78246,pass,0.1501,low
HINSP-04085,18.1547,0.32197,67.5855,52.1368,0.88872,pass,0.1991,low
HINSP-04086,23.2092,0.17056,64.5282,50.126,0.79233,pass,0.141,low
HINSP-04087,23.9867,0.35534,72.8348,59.9982,1.06547,pass,0.19,low
HINSP-04088,22.502,0.18,68.8594,52.3104,0.51719,pass,0.1145,low
HINSP-04089,25.0248,0.31606,63.033,58.1093,1.17236,pass,0.2261,low
HINSP-04090,23.6058,0.12976,77.7821,52.5809,0.57678,pass,0.1131,low
HINSP-04091,22.5906,0.12172,68.9088,53.7596,0.79313,pass,0.12,low
HINSP-04092,23.0759,0.31931,85.3396,54.3209,0.57469,pass,0.1644,low
HINSP-04093,24.1679,0.2693,81.2314,52.3122,0.90756,pass,0.1665,low
HINSP-04094,23.5826,0.42596,60.2717,61.6406,1.32388,pass,0.2483,low
HINSP-04095,22.6472,0.296,62.8542,44.3352,0.82055,pass,0.1479,low
HINSP-04096,18.5704,0.24641,65.9167,47.2401,0.72474,pass,0.1687,low
HINSP-04097,20.0144,0.16785,76.6927,46.0251,0.76427,pass,0.1138,low
HINSP-04098,25.7248,0.20308,62.2885,50.0589,0.76229,pass,0.184,low
HINSP-04099,23.4725,0.32616,63.5967,52.5117,0.84179,pass,0.1805,low
HINSP-04100,22.2837,0.30284,73.2411,55.757,0.90419,pass,0.1422,low
HINSP-04101,22.464,0.25707,57.2137,45.4344,0.76768,pass,0.1563,low
HINSP-04102,22.3397,0.23119,66.7235,48.7603,0.58012,pass,0.1219,low
HINSP-04103,21.9929,0.26858,68.433,50.8069,0.92735,pass,0.1372,low
HINSP-04104,22.8811,0.27798,72.4794,55.2807,1.06556,pass,0.1534,low
HINSP-04105,22.6698,0.14757,62.9305,53.3234,0.65606,pass,0.1368,low
HINSP-04106,23.7088,0.32261,76.6192,50.9488,0.91875,pass,0.1531,low
HINSP-04107,22.9109,0.28989,67.3544,55.3872,0.68046,pass,0.156,low
HINSP-04108,22.0673,0.28362,84.9164,52.9329,0.72083,pass,0.1471,low
HINSP-04109,24.1976,0.13227,63.0885,56.2271,1.05156,pass,0.1757,low
HINSP-04110,20.4494,0.32475,93.1291,55.456,0.67454,pass,0.2013,low
HINSP-04111,20.6121,0.27778,58.4267,57.3481,1.00859,pass,0.2044,low
HINSP-04112,20.4462,0.27685,74.6982,49.7381,0.79274,pass,0.1318,low
HINSP-04113,22.9847,0.1515,85.031,45.1652,0.40987,pass,0.1072,low
HINSP-04114,20.7081,0.28669,65.0944,51.2898,0.9466,pass,0.1685,low
HINSP-04115,22.5568,0.30645,58.427,56.3147,0.83478,pass,0.1893,low
HINSP-04116,23.9664,0.30441,76.0963,47.3212,0.78142,pass,0.1381,low
HINSP-04117,21.7012,0.22207,68.0688,55.3023,0.99708,pass,0.1472,low
HINSP-04118,19.9978,0.15006,66.1616,50.8106,0.43359,pass,0.13,low
HINSP-04119,21.6831,0.41336,73.1365,55.392,0.85629,pass,0.1587,low
HINSP-04120,22.9369,0.26345,67.7854,45.655,0.8075,pass,0.1338,low
HINSP-04121,22.7484,0.31601,60.1482,63.0083,1.12264,pass,0.2147,low
HINSP-04122,18.1408,0.27478,68.5663,54.4598,0.66668,pass,0.1849,low
HINSP-04123,22.1007,0.20029,70.1521,48.9718,0.84003,pass,0.1142,low
HINSP-04124,23.5034,0.22498,62.1678,47.3085,0.85497,pass,0.1571,low
HINSP-04125,23.3381,0.34536,62.3848,53.8587,0.43528,pass,0.1723,low
HINSP-04126,22.246,0.20909,74.9864,47.9085,0.50556,pass,0.0873,low
HINSP-04127,23.8115,0.43769,76.8817,55.4844,0.83506,pass,0.1812,low
HINSP-04128,21.6521,0.19595,61.9392,52.6961,0.89649,pass,0.152,low
HINSP-04129,25.9099,0.14196,63.5948,50.147,0.51213,pass,0.1624,low
HINSP-04130,21.8102,0.27358,74.8961,55.7251,1.03466,pass,0.1364,low
HINSP-04131,22.2376,0.40272,62.3921,51.6746,0.92221,pass,0.1824,low
HINSP-04132,19.992,0.40969,78.2743,55.6751,0.7179,pass,0.179,low
HINSP-04133,22.7,0.22795,72.5185,54.6994,0.44392,pass,0.1165,low
HINSP-04134,20.9137,0.26364,58.2863,55.0893,0.89774,pass,0.1891,low
HINSP-04135,22.0358,0.18907,84.6082,51.9356,0.73834,pass,0.1284,low
HINSP-04136,21.9556,0.34288,72.1911,60.0753,0.78512,pass,0.154,low
HINSP-04137,21.6773,0.19942,63.9111,54.0794,0.50606,pass,0.1338,low
HINSP-04138,24.2596,0.33681,78.6163,44.642,0.58638,pass,0.141,low
HINSP-04139,21.0741,0.3285,73.2105,53.3083,0.90694,pass,0.1494,low
HINSP-04140,23.3223,0.16858,85.9936,56.0686,0.44431,pass,0.1431,low
HINSP-04141,19.9579,0.16597,67.1903,49.7801,0.57309,pass,0.1334,low
HINSP-04142,22.1206,0.27117,62.5546,47.4608,0.37281,pass,0.127,low
HINSP-04143,18.6104,0.21245,83.0057,54.7729,0.80763,pass,0.1795,low
HINSP-04144,22.4419,0.15293,73.5179,44.1529,0.74026,pass,0.0858,low
HINSP-04145,24.209,0.18133,70.4056,57.5626,0.58119,pass,0.1462,low
HINSP-04146,19.7214,0.29744,72.6131,47.1476,0.6549,pass,0.1394,low
HINSP-04147,26.3507,0.32094,68.642,54.9346,0.84826,pass,0.2069,low
HINSP-04148,25.035,0.35971,74.116,57.1022,1.17432,pass,0.1981,low
HINSP-04149,25.9181,0.30327,69.0143,44.2327,0.64567,pass,0.1652,low
HINSP-04150,23.3914,0.2987,85.9567,50.6161,0.69598,pass,0.1634,low
HINSP-04151,21.2689,0.0924,68.9912,49.3876,0.47424,pass,0.0941,low
HINSP-04152,21.573,0.19647,71.0988,58.5753,0.5229,pass,0.1239,low
HINSP-04153,22.5201,0.25241,73.8287,61.1777,1.11598,pass,0.1558,low
HINSP-04154,19.7413,0.22601,67.7579,49.4878,0.81303,pass,0.1534,low
HINSP-04155,19.4834,0.31817,69.1223,52.3935,1.00876,pass,0.1823,low
HINSP-04156,21.0631,0.36752,55.7924,47.7898,0.69695,pass,0.1875,low
HINSP-04157,19.1526,0.22551,69.3672,46.8081,0.88522,pass,0.1528,low
HINSP-04158,24.9972,0.37664,66.829,59.3603,0.73888,pass,0.2099,low
HINSP-04159,21.4656,0.17822,69.3628,47.8378,0.93394,pass,0.1197,low
HINSP-04160,22.9261,0.30884,78.7142,56.214,0.71275,pass,0.1507,low
HINSP-04161,23.9444,0.23509,62.9305,54.9911,0.66853,pass,0.172,low
HINSP-04162,23.3825,0.20463,84.0519,51.691,0.5065,pass,0.1367,low
HINSP-04163,22.7446,0.35115,70.1037,52.4865,0.84084,pass,0.1557,low
HINSP-04164,17.0334,0.14891,69.349,54.9505,0.44224,pass,0.1678,low
HINSP-04165,19.9544,0.19421,75.482,51.9598,0.70956,pass,0.1265,low
HINSP-04166,20.1859,0.28971,66.9075,49.7456,0.77715,pass,0.16,low
HINSP-04167,22.797,0.15251,77.3472,48.1934,0.84339,pass,0.1061,low
HINSP-04168,19.7454,0.17087,69.0695,54.3222,0.67716,pass,0.1456,low
HINSP-04169,22.433,0.37185,54.0186,49.01,0.87688,pass,0.197,low
HINSP-04170,23.8938,0.4422,71.0067,58.3171,0.80008,pass,0.1943,low
HINSP-04171,24.7649,0.21317,66.5613,52.9524,0.72159,pass,0.1654,low
HINSP-04172,21.3441,0.37197,74.1535,46.0231,0.92184,pass,0.1346,low
HINSP-04173,22.3343,0.24585,63.4929,51.0744,0.75368,pass,0.1461,low
HINSP-04174,27.692,0.20732,66.742,53.1993,0.66467,pass,0.1996,low
HINSP-04175,20.4727,0.30186,68.6998,54.4694,1.02341,pass,0.1735,low
HINSP-04176,21.9263,0.36478,82.8139,57.7948,0.9098,pass,0.1729,low
HINSP-04177,20.8463,0.28174,68.2774,42.7781,0.81019,pass,0.1318,low
HINSP-04178,21.4616,0.27847,66.8758,53.2094,0.82197,pass,0.1515,low
HINSP-04179,20.9437,0.35573,67.0512,57.5505,1.13032,pass,0.1926,low
HINSP-04180,23.4799,0.14017,55.4434,62.7368,0.71688,pass,0.192,low
HINSP-04181,21.4495,0.25013,78.8432,57.0892,0.7849,pass,0.1413,low
HINSP-04182,23.1303,0.27924,82.544,52.8104,0.7957,pass,0.1555,low
HINSP-04183,19.3295,0.25317,62.7729,50.369,0.80673,pass,0.1798,low
HINSP-04184,20.0537,0.22077,72.8922,52.7409,0.59893,pass,0.1319,low
HINSP-04185,19.9941,0.12143,79.6124,49.2891,0.51743,pass,0.1126,low
HINSP-04186,23.5482,0.31134,67.3395,52.2224,0.42567,pass,0.1504,low
HINSP-04187,17.1492,0.2321,75.8265,50.6031,1.04568,pass,0.1801,low
HINSP-04188,21.844,0.3551,73.9687,57.2625,1.2393,pass,0.1639,low
HINSP-04189,21.8496,0.27521,72.791,49.0208,0.94172,pass,0.1236,low
HINSP-04190,21.685,0.33318,58.7186,45.7402,0.78218,pass,0.1639,low
HINSP-04191,19.9467,0.20771,69.4306,52.4173,1.10716,pass,0.161,low
HINSP-04192,23.1001,0.34858,66.8748,57.5892,0.81453,pass,0.1799,low
HINSP-04193,20.6765,0.24105,71.7991,53.8552,0.97092,pass,0.148,low
HINSP-04194,22.4988,0.24544,75.2567,59.9277,0.78399,pass,0.1355,low
HINSP-04195,24.6639,0.20736,65.4432,56.1789,0.65449,pass,0.1711,low
HINSP-04196,24.405,0.06728,62.0441,53.8812,0.49655,pass,0.1432,low
HINSP-04197,20.4459,0.11485,75.5213,37.5881,0.6181,pass,0.0711,low
HINSP-04198,20.0716,0.18865,75.3555,43.0505,0.66738,pass,0.102,low
HINSP-04199,26.9912,0.18917,67.7628,53.4257,0.75488,pass,0.1887,low
HINSP-04200,23.0335,0.3208,65.0227,58.2559,0.91826,pass,0.1857,low
HINSP-04201,23.2368,0.15719,60.4792,49.7687,0.97283,pass,0.1577,low
HINSP-04202,23.9592,0.19742,67.0812,52.914,0.70993,pass,0.1504,low
HINSP-04203,25.4727,0.3037,77.1521,56.5333,0.80671,pass,0.1822,low
HINSP-04204,23.3038,0.21339,77.516,58.9418,0.6429,pass,0.1394,low
HINSP-04205,21.413,0.26387,61.2902,51.1934,0.86785,pass,0.1638,low
HINSP-04206,22.0809,0.24639,73.9774,48.4113,0.81455,pass,0.1079,low
HINSP-04207,25.8824,0.32407,54.2848,49.3813,0.6055,pass,0.2223,low
HINSP-04208,22.1743,0.32796,67.2902,49.4263,0.92684,pass,0.1496,low
HINSP-04209,18.8662,0.25545,61.2617,47.1921,0.36047,pass,0.1657,low
HINSP-04210,21.62,0.25254,62.9467,48.8064,0.93121,pass,0.1514,low
HINSP-04211,22.3832,0.18072,61.6778,48.6078,0.69977,pass,0.1336,low
HINSP-04212,19.6688,0.41209,64.6365,59.5259,0.91351,pass,0.2213,low
HINSP-04213,23.5873,0.25914,56.3208,54.1465,0.87256,pass,0.1975,low
HINSP-04214,22.0763,0.26579,63.3401,54.5032,0.9235,pass,0.1611,low
HINSP-04215,21.1794,0.22717,73.8053,57.5307,0.62402,pass,0.1276,low
HINSP-04216,20.1692,0.28199,71.4494,52.8169,0.91829,pass,0.1579,low
HINSP-04217,17.3397,0.1837,77.0267,47.6481,0.18606,pass,0.1321,low
HINSP-04218,23.0982,0.27657,58.503,56.532,0.83865,pass,0.1916,low
HINSP-04219,20.4579,0.16868,67.4804,53.5989,0.48033,pass,0.1314,low
HINSP-04220,18.3087,0.19471,66.2576,51.3845,0.7019,pass,0.1708,low
HINSP-04221,25.4353,0.26771,67.5537,57.1628,0.65059,pass,0.1867,low
HINSP-04222,20.0503,0.33293,78.0275,51.794,1.01901,pass,0.168,low
HINSP-04223,25.4812,0.25691,72.6448,64.0311,0.61761,pass,0.1844,low
HINSP-04224,18.4228,0.23227,70.5434,46.2895,0.55318,pass,0.1453,low
HINSP-04225,18.4289,0.24542,73.6748,45.4665,0.27182,pass,0.1249,low
HINSP-04226,23.4564,0.2466,80.204,57.4078,0.96529,pass,0.1643,low
HINSP-04227,22.8651,0.17963,67.9227,52.773,0.52423,pass,0.1232,low
HINSP-04228,23.9233,0.17359,66.591,50.4596,0.72131,pass,0.1424,low
HINSP-04229,20.5857,0.28677,73.082,60.9893,1.02319,pass,0.171,low
HINSP-04230,19.6989,0.24543,84.8714,46.7558,0.48533,pass,0.1458,low
HINSP-04231,24.0579,0.15517,62.3449,46.1386,0.66084,pass,0.1416,low
HINSP-04232,19.8312,0.45557,57.3936,57.9039,0.59164,pass,0.2317,low
HINSP-04233,23.0643,0.22687,74.9713,55.3442,0.84494,pass,0.1311,low
HINSP-04234,22.2928,0.3566,66.3907,52.2428,0.9488,pass,0.1658,low
HINSP-04235,18.6338,0.18718,66.6061,51.7992,0.87317,pass,0.1721,low
HINSP-04236,24.6735,0.41527,70.6736,50.6082,0.81096,pass,0.1839,low
HINSP-04237,25.6651,0.26624,64.4444,49.9269,0.59216,pass,0.1801,low
HINSP-04238,25.0979,0.37817,63.107,58.3472,1.12818,pass,0.236,low
HINSP-04239,19.2896,0.21725,76.8391,48.565,0.86395,pass,0.1414,low
HINSP-04240,20.6868,0.28089,57.324,58.4463,0.6278,pass,0.1945,low
HINSP-04241,24.0055,0.30656,58.9258,53.6281,0.97887,pass,0.206,low
HINSP-04242,21.7455,0.20571,72.7081,53.2771,0.68256,pass,0.1128,low
HINSP-04243,19.4365,0.18849,71.9016,54.6199,0.79311,pass,0.1493,low
HINSP-04244,20.8052,0.26441,84.3789,61.3798,0.38221,pass,0.1621,low
HINSP-04245,23.8371,0.19265,74.368,54.0644,0.85436,pass,0.1345,low
HINSP-04246,21.8899,0.2308,63.5646,46.1311,0.70496,pass,0.1274,low
HINSP-04247,20.9945,0.29755,69.1797,56.8629,1.07483,pass,0.1721,low
HINSP-04248,24.7823,0.24996,62.8171,51.7567,0.58834,pass,0.175,low
HINSP-04249,23.4186,0.27784,82.2234,55.8006,0.95914,pass,0.1713,low
HINSP-04250,22.2825,0.29222,64.1713,59.3374,0.82531,pass,0.1726,low
HINSP-04251,22.2162,0.1071,63.7241,52.9025,0.70773,pass,0.123,low
HINSP-04252,21.7598,0.32097,71.1392,52.8258,1.02257,pass,0.1492,low
HINSP-04253,25.7939,0.22236,59.7807,51.9344,0.80457,pass,0.2015,low
HINSP-04254,20.9618,0.34534,65.4423,48.443,1.23414,pass,0.1791,low
HINSP-04255,20.3225,0.25254,72.7379,51.8123,0.92596,pass,0.1452,low
HINSP-04256,21.0549,0.28382,70.3805,55.7907,0.76611,pass,0.1507,low
HINSP-04257,22.6154,0.26644,63.331,54.647,0.60743,pass,0.1558,low
HINSP-04258,21.5786,0.2863,62.3863,56.5543,0.77547,pass,0.1705,low
HINSP-04259,22.232,0.33711,70.9484,51.5849,0.42855,pass,0.1258,low
HINSP-04260,22.0936,0.27618,61.2109,47.399,0.68841,pass,0.144,low
HINSP-04261,20.7438,0.31835,54.4505,49.8109,0.89707,pass,0.2,low
HINSP-04262,22.1757,0.34919,70.1275,52.4631,0.85918,pass,0.1487,low
HINSP-04263,23.1611,0.32874,62.9892,61.4252,0.89665,pass,0.201,low
HINSP-04264,23.9261,0.28135,65.8684,58.228,0.70986,pass,0.1796,low
HINSP-04265,20.0917,0.20707,76.6369,56.4634,0.75903,pass,0.1425,low
HINSP-04266,23.7231,0.39307,80.3824,56.4047,1.00746,pass,0.1921,low
HINSP-04267,22.1975,0.35208,70.8147,46.9992,0.52294,pass,0.1217,low
HINSP-04268,23.508,0.24649,83.6657,46.1102,0.56812,pass,0.1341,low
HINSP-04269,18.6302,0.16458,93.2502,46.3966,0.63089,pass,0.1761,low
HINSP-04270,20.5316,0.17151,94.9531,53.5239,0.75941,pass,0.1793,low
HINSP-04271,23.2369,0.32014,58.431,59.066,0.83621,pass,0.2065,low
HINSP-04272,23.9667,0.46039,61.8053,51.6989,0.94365,pass,0.2168,low
HINSP-04273,22.9016,0.27853,57.1398,54.3003,0.94834,pass,0.1929,low
HINSP-04274,22.6843,0.31664,60.2397,51.9183,0.82426,pass,0.1768,low
HINSP-04275,19.7824,0.30756,72.9723,49.1519,1.06297,pass,0.16,low
HINSP-04276,20.6001,0.24787,81.8274,51.6578,0.68104,pass,0.1444,low
HINSP-04277,19.7729,0.29084,59.0812,54.2726,0.93207,pass,0.2053,low
HINSP-04278,24.3536,0.25403,63.1678,50.6984,0.76153,pass,0.1737,low
HINSP-04279,18.4617,0.25971,77.3177,52.0258,0.87165,pass,0.1686,low
HINSP-04280,21.4395,0.37397,75.7696,50.1576,0.31605,pass,0.1185,low
HINSP-04281,21.9443,0.25598,74.7114,44.46,0.51522,pass,0.0861,low
HINSP-04282,18.8802,0.11999,57.8053,58.6422,0.54049,pass,0.1863,low
HINSP-04283,21.9366,0.19038,73.1183,47.1391,0.80085,pass,0.0975,low
HINSP-04284,22.5096,0.17624,68.7336,49.4965,0.37852,pass,0.1024,low
HINSP-04285,23.938,0.47806,66.9999,52.1189,0.75388,pass,0.1971,low
HINSP-04286,19.2941,0.32014,58.6307,43.663,0.74569,pass,0.1864,low
HINSP-04287,21.5242,0.17424,71.3094,46.4409,0.70527,pass,0.1001,low
HINSP-04288,20.3345,0.2972,69.5142,54.5847,0.58119,pass,0.1546,low
HINSP-04289,21.1517,0.29881,78.8953,50.6939,0.78957,pass,0.1392,low
HINSP-04290,25.3639,0.2413,69.9469,53.4132,0.8562,pass,0.174,low
HINSP-04291,18.5674,0.28279,68.3466,54.6934,0.50707,pass,0.1755,low
HINSP-04292,26.2985,0.26246,74.7714,48.5082,0.78561,pass,0.1612,low
HINSP-04293,22.7145,0.08818,57.2779,48.7125,0.93237,pass,0.1451,low
HINSP-04294,21.5188,0.32234,82.9942,45.1758,0.88374,pass,0.1421,low
HINSP-04295,20.398,0.22244,78.7278,55.0399,0.95337,pass,0.152,low
HINSP-04296,21.9236,0.23164,61.9335,51.3609,0.31805,pass,0.1283,low
HINSP-04297,21.8383,0.31882,76.2404,52.1479,0.68351,pass,0.1248,low
HINSP-04298,22.6936,0.30123,63.1156,58.5076,0.74744,pass,0.1775,low
HINSP-04299,19.8017,0.19957,77.3306,52.216,0.71269,pass,0.1356,low
HINSP-04300,23.0459,0.32132,66.1049,56.0932,0.99284,pass,0.1808,low
HINSP-04301,18.2144,0.1025,57.1931,51.9134,0.1113,pass,0.1614,low
HINSP-04302,23.4125,0.28029,71.1797,55.1837,0.93043,pass,0.1589,low
HINSP-04303,23.5225,0.23598,83.8209,44.6211,0.56318,pass,0.1294,low
HINSP-04304,23.4547,0.2084,71.3395,52.2378,0.41173,pass,0.1196,low
HINSP-04305,19.7789,0.34135,67.5205,57.4864,0.91454,pass,0.1949,low
HINSP-04306,21.5569,0.3092,58.2623,48.6079,0.983,pass,0.1773,low
HINSP-04307,22.3633,0.21753,72.6131,51.0658,1.04314,pass,0.1259,low
HINSP-04308,23.8072,0.28906,61.5879,57.6104,0.72101,pass,0.1912,low
HINSP-04309,23.6926,0.35824,56.2447,57.0833,1.03158,pass,0.2286,low
HINSP-04310,22.7641,0.19132,60.4142,50.6043,0.61335,pass,0.1451,low
HINSP-04311,24.4665,0.37717,68.4257,53.9733,1.01569,pass,0.1974,low
HINSP-04312,23.6531,0.25977,74.5627,58.847,0.72245,pass,0.1483,low
HINSP-04313,22.5628,0.27154,74.2629,51.1463,0.98273,pass,0.1303,low
HINSP-04314,24.7584,0.23887,85.7444,51.8616,0.8847,pass,0.1806,low
HINSP-04315,19.8903,0.1476,86.7171,50.495,0.40791,pass,0.1379,low
HINSP-04316,23.8405,0.30464,75.9814,60.704,0.94585,pass,0.1729,low
HINSP-04317,22.2361,0.26993,64.6376,53.5174,0.73585,pass,0.1502,low
HINSP-04318,21.4243,0.21511,81.1869,45.386,0.43607,pass,0.1026,low
HINSP-04319,21.543,0.33404,64.554,55.4713,1.01064,pass,0.1793,low
HINSP-04320,23.0138,0.31684,63.2902,57.967,0.51635,pass,0.1732,low
HINSP-04321,23.5388,0.23692,66.9687,61.4214,1.21238,pass,0.1912,low
HINSP-04322,19.2162,0.21418,59.5785,45.9526,0.97379,pass,0.1811,low
HINSP-04323,23.9376,0.13841,73.8055,49.8727,0.7911,pass,0.1165,low
HINSP-04324,21.6289,0.15571,67.9423,51.8534,0.6707,pass,0.1166,low
HINSP-04325,23.292,0.34218,58.7584,53.3969,0.9486,pass,0.2016,low
HINSP-04326,19.623,0.1311,82.7563,48.1376,0.54229,pass,0.1267,low
HINSP-04327,23.7441,0.32551,69.489,56.9055,0.84211,pass,0.176,low
HINSP-04328,22.3534,0.22742,81.2301,51.9459,0.34185,pass,0.1129,low
HINSP-04329,16.5695,0.17855,67.8538,47.1263,0.35093,pass,0.1619,low
HINSP-04330,20.9369,0.27433,78.5094,50.3877,0.7452,pass,0.1343,low
HINSP-04331,22.2832,0.36447,57.4452,46.8842,0.63865,pass,0.1693,low
HINSP-04332,24.0926,0.37151,68.727,55.1463,0.96927,pass,0.1916,low
HINSP-04333,20.0445,0.33769,77.7686,48.4268,1.20306,pass,0.1679,low
HINSP-04334,22.6146,0.25895,69.9062,51.7422,0.70966,pass,0.1323,low
HINSP-04335,23.4513,0.27892,60.6947,57.3194,0.59163,pass,0.1818,low
HINSP-04336,25.7839,0.33528,61.9464,57.8421,0.56589,pass,0.2174,low
HINSP-04337,17.7882,0.26263,64.4581,53.3927,1.23386,pass,0.22,low
HINSP-04338,22.7398,0.22148,73.7321,56.4546,0.59861,pass,0.1224,low
HINSP-04339,20.1649,0.18094,69.6077,47.3602,0.51356,pass,0.1181,low
HINSP-04340,21.7353,0.26173,67.9669,51.0188,0.70955,pass,0.1325,low
HINSP-04341,24.5657,0.31407,78.6208,59.1382,1.04488,pass,0.1921,low
HINSP-04342,23.4179,0.23189,80.7801,49.0823,0.99428,pass,0.1456,low
