component_uid,component_code,component_name,design_id,material_batch_id,manufacturing_batch_id,assembly_id,maintenance_record_id,operation_hours,oil_age_ratio,material_risk_score,manufacturing_risk_score,assembly_risk_score,operation_risk_score,pipe_design_id,pipe_design_risk_score,design_risk_score,inspection_id,inspection_risk_score,overall_lifecycle_risk,overall_lifecycle_risk_level
HCU-02816,C004,溢流阀,HDES-00362,HMAT-00432,HMAN-00108,HASM-02816,HOPR-02816,996.2,0.1483,0.3297,0.234,0.1902,0.115,,0.0,0.205,HINSP-02816,0.1153,0.1998,low
HCU-02817,C005,蓄能器,HDES-00787,HMAT-00400,HMAN-00510,HASM-02817,HOPR-02817,2951.2,0.4611,0.3161,0.2577,0.1445,0.3244,,0.0,0.3662,HINSP-02817,0.1328,0.2669,medium
HCU-02818,C002,方向控制阀,HDES-00236,HMAT-00596,HMAN-01090,HASM-02818,HOPR-02818,3312.3,0.5633,0.3032,0.1536,0.2281,0.3657,,0.0,0.405,HINSP-02818,0.1259,0.2748,medium
HCU-02819,C006,冷却器,HDES-00206,HMAT-00225,HMAN-00525,HASM-02819,HOPR-02819,3259.3,0.4317,0.5291,0.1877,0.1947,0.2599,,0.0,0.1362,HINSP-02819,0.171,0.2468,low
HCU-02820,C006,冷却器,HDES-00824,HMAT-00125,HMAN-01172,HASM-02820,HOPR-02820,5689.5,0.6333,0.408,0.1747,0.4445,0.4928,,0.0,0.2573,HINSP-02820,0.1869,0.3377,medium
HCU-02821,C008,液压油箱,HDES-00012,HMAT-00058,HMAN-00141,HASM-02821,HOPR-02821,3899.2,0.5365,0.2937,0.3366,0.1876,0.3865,,0.0,0.3142,HINSP-02821,0.192,0.2944,medium
HCU-02822,C011,管路总成,HDES-00985,HMAT-00445,HMAN-00468,HASM-02822,HOPR-02822,2228.9,0.803,0.2218,0.2603,0.2894,0.5308,HPIP-00495,0.4273,0.3996,HINSP-02822,0.1408,0.3251,medium
HCU-02823,C006,冷却器,HDES-00502,HMAT-00011,HMAN-00571,HASM-02823,HOPR-02823,1775.4,0.3532,0.1806,0.1161,0.3217,0.2486,,0.0,0.0019,HINSP-02823,0.1083,0.1665,low
HCU-02824,C002,方向控制阀,HDES-00025,HMAT-00574,HMAN-00030,HASM-02824,HOPR-02824,1435.8,0.5564,0.2372,0.2899,0.0944,0.4309,,0.0,0.0,HINSP-02824,0.128,0.2064,low
HCU-02825,C004,溢流阀,HDES-00898,HMAT-00447,HMAN-00968,HASM-02825,HOPR-02825,2222.9,0.2684,0.3342,0.1689,0.2142,0.1667,,0.0,0.4063,HINSP-02825,0.1817,0.2467,low
HCU-02826,C001,液压泵总成,HDES-00085,HMAT-00475,HMAN-00196,HASM-02826,HOPR-02826,2331.1,0.3221,0.3497,0.2349,0.1255,0.2547,,0.0,0.278,HINSP-02826,0.1306,0.2349,low
HCU-02827,C009,单向阀,HDES-00675,HMAT-00315,HMAN-01196,HASM-02827,HOPR-02827,6517.5,0.489,0.1864,0.1806,0.3047,0.4846,,0.0,0.0938,HINSP-02827,0.1569,0.2452,low
HCU-02828,C009,单向阀,HDES-00135,HMAT-00422,HMAN-00347,HASM-02828,HOPR-02828,1539.6,0.5365,0.3655,0.5319,0.2975,0.2643,,0.0,0.2374,HINSP-02828,0.1616,0.3182,medium
HCU-02829,C011,管路总成,HDES-00277,HMAT-00302,HMAN-00200,HASM-02829,HOPR-02829,3791.0,0.3049,0.0481,0.3445,0.1712,0.3257,HPIP-00496,0.3429,0.2916,HINSP-02829,0.1519,0.2331,low
HCU-02830,C011,管路总成,HDES-00415,HMAT-00105,HMAN-00890,HASM-02830,HOPR-02830,4240.3,0.211,0.3649,0.2249,0.22,0.3316,HPIP-00497,0.5563,0.4283,HINSP-02830,0.1549,0.2967,medium
HCU-02831,C006,冷却器,HDES-00292,HMAT-00178,HMAN-00699,HASM-02831,HOPR-02831,3146.6,0.6517,0.2021,0.2969,0.2859,0.4456,,0.0,0.0999,HINSP-02831,0.1463,0.2576,medium
HCU-02832,C004,溢流阀,HDES-00204,HMAT-00544,HMAN-00426,HASM-02832,HOPR-02832,1391.2,0.2607,0.3455,0.4739,0.0809,0.2239,,0.0,0.0302,HINSP-02832,0.1137,0.2171,low
HCU-02833,C003,作动筒,HDES-00970,HMAT-00066,HMAN-00167,HASM-02833,HOPR-02833,3957.7,0.3597,0.3715,0.3728,0.2044,0.3494,,0.0,0.0929,HINSP-02833,0.1723,0.2668,medium
HCU-02834,C005,蓄能器,HDES-00516,HMAT-00571,HMAN-00863,HASM-02834,HOPR-02834,1080.8,0.4386,0.3894,0.2615,0.4937,0.2211,,0.0,0.0,HINSP-02834,0.1697,0.2562,medium
HCU-02835,C005,蓄能器,HDES-00516,HMAT-00127,HMAN-00759,HASM-02835,HOPR-02835,388.6,0.2258,0.3311,0.2801,0.0531,0.1303,,0.0,0.0,HINSP-02835,0.094,0.1488,low
HCU-02836,C006,冷却器,HDES-01150,HMAT-00105,HMAN-00569,HASM-02836,HOPR-02836,2559.1,0.1152,0.3649,0.3307,0.1937,0.1003,,0.0,0.164,HINSP-02836,0.1392,0.2157,low
HCU-02837,C010,节流阀,HDES-00494,HMAT-00501,HMAN-00640,HASM-02837,HOPR-02837,5267.6,0.1176,0.3569,0.2323,0.2611,0.1771,,0.0,0.2394,HINSP-02837,0.1299,0.2361,low
HCU-02838,C004,溢流阀,HDES-00987,HMAT-00471,HMAN-00647,HASM-02838,HOPR-02838,3806.7,0.4307,0.3402,0.2567,0.1725,0.3673,,0.0,0.2256,HINSP-02838,0.1393,0.2594,medium
HCU-02839,C011,管路总成,HDES-00590,HMAT-00559,HMAN-00062,HASM-02839,HOPR-02839,3109.9,0.4254,0.37,0.2616,0.0441,0.4287,HPIP-00498,0.2082,0.2256,HINSP-02839,0.2294,0.2654,medium
HCU-02840,C008,液压油箱,HDES-00598,HMAT-00585,HMAN-00578,HASM-02840,HOPR-02840,4079.4,0.6602,0.3669,0.2888,0.1495,0.4048,,0.0,0.2489,HINSP-02840,0.1884,0.2826,medium
HCU-02841,C006,冷却器,HDES-00742,HMAT-00128,HMAN-01041,HASM-02841,HOPR-02841,4288.7,0.2556,0.0205,0.2457,0.3008,0.2653,,0.0,0.0606,HINSP-02841,0.1369,0.1777,low
HCU-02842,C004,溢流阀,HDES-00084,HMAT-00149,HMAN-00992,HASM-02842,HOPR-02842,1014.1,0.9219,0.1454,0.355,0.142,0.5378,,0.0,0.4085,HINSP-02842,0.1714,0.3112,medium
HCU-02843,C008,液压油箱,HDES-00991,HMAT-00418,HMAN-00151,HASM-02843,HOPR-02843,5003.2,0.2227,0.4083,0.3121,0.0891,0.2499,,0.0,0.026,HINSP-02843,0.1076,0.2031,low
HCU-02844,C004,溢流阀,HDES-00872,HMAT-00071,HMAN-00653,HASM-02844,HOPR-02844,1482.3,0.206,0.2526,0.2015,0.1308,0.1339,,0.0,0.1537,HINSP-02844,0.1099,0.1655,low
HCU-02845,C011,管路总成,HDES-00004,HMAT-00566,HMAN-00076,HASM-02845,HOPR-02845,4368.1,0.3405,0.3263,0.2967,0.2194,0.3097,HPIP-00499,0.2052,0.1989,HINSP-02845,0.1336,0.2553,medium
HCU-02846,C005,蓄能器,HDES-00098,HMAT-00145,HMAN-00444,HASM-02846,HOPR-02846,3123.4,0.2964,0.1171,0.4006,0.045,0.2904,,0.0,0.27,HINSP-02846,0.1458,0.2212,low
HCU-02847,C011,管路总成,HDES-00919,HMAT-00257,HMAN-00764,HASM-02847,HOPR-02847,1881.8,0.1696,0.2735,0.1202,0.1578,0.1074,HPIP-00500,0.4511,0.4677,HINSP-02847,0.1466,0.214,low
HCU-02848,C012,卸荷阀,HDES-00602,HMAT-00057,HMAN-01058,HASM-02848,HOPR-02848,2775.9,0.0777,0.3593,0.2489,0.1968,0.1272,,0.0,0.0835,HINSP-02848,0.2325,0.2018,low
HCU-02849,C004,溢流阀,HDES-00697,HMAT-00569,HMAN-00293,HASM-02849,HOPR-02849,5424.3,0.312,0.2224,0.303,0.388,0.3534,,0.0,0.1394,HINSP-02849,0.1803,0.2717,medium
HCU-02850,C001,液压泵总成,HDES-00765,HMAT-00341,HMAN-00603,HASM-02850,HOPR-02850,4658.2,0.4408,0.3325,0.4742,0.1813,0.3966,,0.0,0.1743,HINSP-02850,0.1533,0.2969,medium
HCU-02851,C004,溢流阀,HDES-00712,HMAT-00557,HMAN-00044,HASM-02851,HOPR-02851,2950.9,0.5711,0.4711,0.1732,0.1418,0.4627,,0.0,0.1479,HINSP-02851,0.1308,0.2642,medium
HCU-02852,C004,溢流阀,HDES-00451,HMAT-00234,HMAN-00018,HASM-02852,HOPR-02852,2578.1,0.5526,0.3496,0.2883,0.2165,0.3467,,0.0,0.3117,HINSP-02852,0.1693,0.2887,medium
HCU-02853,C004,溢流阀,HDES-00670,HMAT-00347,HMAN-00814,HASM-02853,HOPR-02853,2550.8,0.3089,0.2728,0.1903,0.19,0.2517,,0.0,0.2357,HINSP-02853,0.1327,0.2176,low
HCU-02854,C011,管路总成,HDES-00682,HMAT-00490,HMAN-01072,HASM-02854,HOPR-02854,7401.9,0.4325,0.4293,0.3046,0.2412,0.4745,HPIP-00501,0.3028,0.3092,HINSP-02854,0.1847,0.3354,medium
HCU-02855,C009,单向阀,HDES-00061,HMAT-00059,HMAN-01117,HASM-02855,HOPR-02855,2722.4,0.2335,0.1599,0.3785,0.2126,0.1434,,0.0,0.4106,HINSP-02855,0.1174,0.2454,low
HCU-02856,C012,卸荷阀,HDES-00500,HMAT-00095,HMAN-00991,HASM-02856,HOPR-02856,7034.5,0.479,0.2999,0.3015,0.3029,0.4983,,0.0,0.1256,HINSP-02856,0.1536,0.2929,medium
HCU-02857,C011,管路总成,HDES-00682,HMAT-00430,HMAN-01186,HASM-02857,HOPR-02857,4748.8,0.1834,0.2319,0.25,0.0733,0.2396,HPIP-00502,0.6715,0.5489,HINSP-02857,0.1354,0.2562,medium
HCU-02858,C003,作动筒,HDES-00972,HMAT-00127,HMAN-00117,HASM-02858,HOPR-02858,1863.2,0.2941,0.3311,0.2729,0.3027,0.2442,,0.0,0.1544,HINSP-02858,0.158,0.2476,low
HCU-02859,C011,管路总成,HDES-00843,HMAT-00172,HMAN-00231,HASM-02859,HOPR-02859,816.0,0.5461,0.1104,0.1178,0.3114,0.3395,HPIP-00503,0.4716,0.3982,HINSP-02859,0.1715,0.2502,medium
HCU-02860,C007,过滤器,HDES-00455,HMAT-00545,HMAN-00924,HASM-02860,HOPR-02860,5444.0,0.2742,0.1883,0.2744,0.1197,0.2139,,0.0,0.0468,HINSP-02860,0.1242,0.1647,low
HCU-02861,C008,液压油箱,HDES-00429,HMAT-00288,HMAN-01007,HASM-02861,HOPR-02861,3164.0,0.7237,0.2335,0.24,0.2642,0.461,,0.0,0.2369,HINSP-02861,0.1484,0.2766,medium
HCU-02862,C004,溢流阀,HDES-00947,HMAT-00144,HMAN-00356,HASM-02862,HOPR-02862,4441.1,0.3733,0.2059,0.1558,0.0758,0.3068,,0.0,0.0973,HINSP-02862,0.0879,0.1624,low
HCU-02863,C003,作动筒,HDES-00031,HMAT-00059,HMAN-01135,HASM-02863,HOPR-02863,3509.2,0.6828,0.1599,0.3514,0.2669,0.4416,,0.0,0.1425,HINSP-02863,0.1665,0.2665,medium
HCU-02864,C009,单向阀,HDES-00189,HMAT-00359,HMAN-00250,HASM-02864,HOPR-02864,3061.2,0.7825,0.305,0.0998,0.2566,0.5228,,0.0,0.1989,HINSP-02864,0.1284,0.2649,medium
HCU-02865,C011,管路总成,HDES-00090,HMAT-00190,HMAN-00090,HASM-02865,HOPR-02865,2216.2,0.721,0.2801,0.3741,0.3101,0.5113,HPIP-00504,0.397,0.4217,HINSP-02865,0.2427,0.3697,medium
HCU-02866,C001,液压泵总成,HDES-00467,HMAT-00198,HMAN-00469,HASM-02866,HOPR-02866,4385.0,0.784,0.3883,0.2651,0.1188,0.5829,,0.0,0.2022,HINSP-02866,0.1761,0.3024,medium
HCU-02867,C003,作动筒,HDES-00992,HMAT-00068,HMAN-01005,HASM-02867,HOPR-02867,2120.2,0.3284,0.249,0.287,0.2837,0.2888,,0.0,0.3081,HINSP-02867,0.166,0.2712,medium
HCU-02868,C011,管路总成,HDES-01063,HMAT-00408,HMAN-00802,HASM-02868,HOPR-02868,9022.2,0.2583,0.1925,0.2258,0.3679,0.4227,HPIP-00505,0.5245,0.3993,HINSP-02868,0.1627,0.3083,medium
HCU-02869,C007,过滤器,HDES-01003,HMAT-00541,HMAN-00933,HASM-02869,HOPR-02869,6431.4,0.363,0.3171,0.3111,0.2209,0.3998,,0.0,0.2058,HINSP-02869,0.187,0.2819,medium
HCU-02870,C001,液压泵总成,HDES-00427,HMAT-00099,HMAN-00102,HASM-02870,HOPR-02870,2788.7,0.1954,0.2333,0.4446,0.2479,0.117,,0.0,0.1138,HINSP-02870,0.1061,0.2151,low
HCU-02871,C006,冷却器,HDES-01095,HMAT-00399,HMAN-00075,HASM-02871,HOPR-02871,2273.4,0.4802,0.3814,0.1566,0.1749,0.2772,,0.0,0.0271,HINSP-02871,0.1123,0.1916,low
HCU-02872,C004,溢流阀,HDES-00411,HMAT-00234,HMAN-00241,HASM-02872,HOPR-02872,2352.3,0.5152,0.3496,0.442,0.3253,0.4354,,0.0,0.063,HINSP-02872,0.1501,0.3057,medium
HCU-02873,C005,蓄能器,HDES-00900,HMAT-00286,HMAN-01071,HASM-02873,HOPR-02873,3067.5,0.6348,0.215,0.4428,0.282,0.388,,0.0,0.1905,HINSP-02873,0.1471,0.2901,medium
HCU-02874,C011,管路总成,HDES-00440,HMAT-00180,HMAN-00946,HASM-02874,HOPR-02874,3438.7,0.4566,0.1955,0.3298,0.5938,0.3368,HPIP-00506,0.3792,0.3298,HINSP-02874,0.1946,0.3397,medium
HCU-02875,C003,作动筒,HDES-00297,HMAT-00231,HMAN-00225,HASM-02875,HOPR-02875,8137.8,0.179,0.3073,0.1607,0.334,0.4279,,0.0,0.0985,HINSP-02875,0.1503,0.2547,medium
HCU-02876,C003,作动筒,HDES-00692,HMAT-00243,HMAN-00055,HASM-02876,HOPR-02876,5382.9,0.6194,0.3032,0.3322,0.1695,0.4035,,0.0,0.1994,HINSP-02876,0.164,0.2718,medium
HCU-02877,C007,过滤器,HDES-00608,HMAT-00321,HMAN-00920,HASM-02877,HOPR-02877,2199.6,0.6606,0.4265,0.3005,0.1462,0.404,,0.0,0.1777,HINSP-02877,0.1651,0.2781,medium
HCU-02878,C012,卸荷阀,HDES-00586,HMAT-00261,HMAN-00394,HASM-02878,HOPR-02878,823.1,0.5382,0.2269,0.5203,0.2668,0.3317,,0.0,0.2845,HINSP-02878,0.2152,0.3165,medium
HCU-02879,C002,方向控制阀,HDES-00444,HMAT-00189,HMAN-01131,HASM-02879,HOPR-02879,2725.7,0.5083,0.414,0.4804,0.2151,0.3683,,0.0,0.2473,HINSP-02879,0.2269,0.3324,medium
HCU-02880,C005,蓄能器,HDES-00122,HMAT-00354,HMAN-00591,HASM-02880,HOPR-02880,4211.6,0.2939,0.1451,0.2701,0.1934,0.3451,,0.0,0.1301,HINSP-02880,0.1433,0.2129,low
HCU-02881,C012,卸荷阀,HDES-00034,HMAT-00038,HMAN-00348,HASM-02881,HOPR-02881,4838.8,0.2927,0.1288,0.3663,0.1565,0.3258,,0.0,0.1405,HINSP-02881,0.1535,0.2205,low
HCU-02882,C008,液压油箱,HDES-00152,HMAT-00027,HMAN-00199,HASM-02882,HOPR-02882,2458.1,0.4287,0.1913,0.3101,0.3098,0.2956,,0.0,0.2365,HINSP-02882,0.1813,0.2607,medium
HCU-02883,C005,蓄能器,HDES-00943,HMAT-00381,HMAN-00135,HASM-02883,HOPR-02883,3780.2,0.4803,0.086,0.3087,0.2494,0.3192,,0.0,0.1827,HINSP-02883,0.1649,0.2266,low
HCU-02884,C008,液压油箱,HDES-00125,HMAT-00460,HMAN-00480,HASM-02884,HOPR-02884,1663.1,0.2929,0.3764,0.3174,0.2381,0.1194,,0.0,0.1642,HINSP-02884,0.1336,0.226,low
HCU-02885,C007,过滤器,HDES-00015,HMAT-00594,HMAN-00852,HASM-02885,HOPR-02885,3912.9,0.23,0.3879,0.3828,0.0988,0.2834,,0.0,0.1773,HINSP-02885,0.1773,0.2559,medium
HCU-02886,C002,方向控制阀,HDES-00459,HMAT-00318,HMAN-00965,HASM-02886,HOPR-02886,5623.7,0.2499,0.4166,0.4284,0.3553,0.3481,,0.0,0.132,HINSP-02886,0.165,0.3157,medium
HCU-02887,C009,单向阀,HDES-00566,HMAT-00596,HMAN-01184,HASM-02887,HOPR-02887,3267.9,0.544,0.3032,0.312,0.3362,0.3771,,0.0,0.0141,HINSP-02887,0.153,0.2566,medium
HCU-02888,C010,节流阀,HDES-00864,HMAT-00391,HMAN-01168,HASM-02888,HOPR-02888,4797.0,0.1822,0.3628,0.168,0.4162,0.2468,,0.0,0.3959,HINSP-02888,0.1336,0.2944,medium
HCU-02889,C011,管路总成,HDES-00355,HMAT-00162,HMAN-01108,HASM-02889,HOPR-02889,3643.2,0.6521,0.2355,0.2951,0.3019,0.4879,HPIP-00507,0.2638,0.2598,HINSP-02889,0.1677,0.3049,medium
HCU-02890,C006,冷却器,HDES-00069,HMAT-00272,HMAN-00096,HASM-02890,HOPR-02890,1264.2,0.4594,0.2993,0.1659,0.1987,0.3111,,0.0,0.2148,HINSP-02890,0.1887,0.2332,low
HCU-02891,C002,方向控制阀,HDES-00449,HMAT-00542,HMAN-00563,HASM-02891,HOPR-02891,2875.3,0.569,0.229,0.2758,0.2224,0.3948,,0.0,0.405,HINSP-02891,0.1721,0.2949,medium
HCU-02892,C006,冷却器,HDES-00164,HMAT-00156,HMAN-00158,HASM-02892,HOPR-02892,4302.5,0.0781,0.3865,0.3165,0.2442,0.2197,,0.0,0.3437,HINSP-02892,0.1164,0.2789,medium
HCU-02893,C008,液压油箱,HDES-00018,HMAT-00077,HMAN-00198,HASM-02893,HOPR-02893,2494.2,0.052,0.2147,0.3425,0.2347,0.0813,,0.0,0.3406,HINSP-02893,0.0773,0.222,low
HCU-02894,C012,卸荷阀,HDES-00001,HMAT-00191,HMAN-00806,HASM-02894,HOPR-02894,2600.1,0.2161,0.3196,0.1757,0.2273,0.2295,,0.0,0.2872,HINSP-02894,0.1548,0.236,low
HCU-02895,C007,过滤器,HDES-01000,HMAT-00413,HMAN-00929,HASM-02895,HOPR-02895,2386.3,0.4404,0.3142,0.3294,0.1546,0.3077,,0.0,0.1322,HINSP-02895,0.1398,0.2366,low
HCU-02896,C011,管路总成,HDES-00912,HMAT-00281,HMAN-00771,HASM-02896,HOPR-02896,4635.2,0.6154,0.4151,0.3554,0.417,0.5112,HPIP-00508,0.2554,0.2235,HINSP-02896,0.2235,0.3683,medium
HCU-02897,C004,溢流阀,HDES-00295,HMAT-00386,HMAN-00893,HASM-02897,HOPR-02897,2036.9,0.3783,0.2036,0.2337,0.1795,0.3136,,0.0,0.2622,HINSP-02897,0.1774,0.2346,low
HCU-02898,C003,作动筒,HDES-00353,HMAT-00090,HMAN-00502,HASM-02898,HOPR-02898,3005.1,0.7595,0.2108,0.4498,0.2787,0.4857,,0.0,0.1887,HINSP-02898,0.134,0.3079,medium
HCU-02899,C011,管路总成,HDES-01038,HMAT-00115,HMAN-00081,HASM-02899,HOPR-02899,1884.7,0.4737,0.2099,0.2823,0.3174,0.3344,HPIP-00509,0.2305,0.2151,HINSP-02899,0.1397,0.2593,medium
HCU-02900,C001,液压泵总成,HDES-00268,HMAT-00283,HMAN-00936,HASM-02900,HOPR-02900,1075.9,0.8131,0.4046,0.3678,0.1112,0.4338,,0.0,0.2987,HINSP-02900,0.163,0.3083,medium
HCU-02901,C001,液压泵总成,HDES-00928,HMAT-00303,HMAN-01027,HASM-02901,HOPR-02901,5797.4,0.4405,0.3394,0.2768,0.2314,0.4015,,0.0,0.2034,HINSP-02901,0.1741,0.2795,medium
HCU-02902,C008,液压油箱,HDES-00749,HMAT-00187,HMAN-00374,HASM-02902,HOPR-02902,2860.4,0.954,0.2322,0.1381,0.1212,0.5632,,0.0,0.005,HINSP-02902,0.1301,0.2105,low
HCU-02903,C008,液压油箱,HDES-01088,HMAT-00183,HMAN-00571,HASM-02903,HOPR-02903,1128.0,0.4515,0.1937,0.1161,0.1331,0.2969,,0.0,0.0277,HINSP-02903,0.1291,0.1531,low
HCU-02904,C006,冷却器,HDES-00831,HMAT-00219,HMAN-00039,HASM-02904,HOPR-02904,1420.9,0.3747,0.2138,0.2022,0.4038,0.2617,,0.0,0.433,HINSP-02904,0.1619,0.2873,medium
HCU-02905,C005,蓄能器,HDES-00228,HMAT-00090,HMAN-01107,HASM-02905,HOPR-02905,1985.6,0.2871,0.2108,0.2663,0.3739,0.1946,,0.0,0.1846,HINSP-02905,0.1508,0.234,low
HCU-02906,C011,管路总成,HDES-00137,HMAT-00444,HMAN-01150,HASM-02906,HOPR-02906,683.4,0.2934,0.1431,0.1897,0.2371,0.1172,HPIP-00510,0.5046,0.3828,HINSP-02906,0.1531,0.2065,low
HCU-02907,C011,管路总成,HDES-00052,HMAT-00507,HMAN-00330,HASM-02907,HOPR-02907,2432.4,0.4099,0.2344,0.2402,0.191,0.2656,HPIP-00511,0.3895,0.2532,HINSP-02907,0.1036,0.2233,low
HCU-02908,C010,节流阀,HDES-00551,HMAT-00241,HMAN-00815,HASM-02908,HOPR-02908,4750.0,0.2558,0.4865,0.4028,0.1293,0.2948,,0.0,0.4654,HINSP-02908,0.1611,0.3328,medium
HCU-02909,C011,管路总成,HDES-00247,HMAT-00444,HMAN-00773,HASM-02909,HOPR-02909,6994.2,0.598,0.1431,0.2769,0.1407,0.5589,HPIP-00512,0.2993,0.2714,HINSP-02909,0.1809,0.2772,medium
HCU-02910,C007,过滤器,HDES-00615,HMAT-00343,HMAN-00139,HASM-02910,HOPR-02910,1297.6,0.3542,0.2234,0.3706,0.2772,0.1996,,0.0,0.1329,HINSP-02910,0.176,0.2328,low
HCU-02911,C011,管路总成,HDES-00252,HMAT-00076,HMAN-00730,HASM-02911,HOPR-02911,4274.1,0.3219,0.2115,0.3218,0.0923,0.3238,HPIP-00513,0.4739,0.3718,HINSP-02911,0.1804,0.259,medium
HCU-02912,C010,节流阀,HDES-01027,HMAT-00519,HMAN-00170,HASM-02912,HOPR-02912,6448.7,0.2831,0.3327,0.2103,0.4024,0.3183,,0.0,0.1982,HINSP-02912,0.123,0.2724,medium
HCU-02913,C007,过滤器,HDES-00808,HMAT-00496,HMAN-00151,HASM-02913,HOPR-02913,1869.0,0.0808,0.355,0.3121,0.2067,0.1311,,0.0,0.119,HINSP-02913,0.0949,0.2062,low
HCU-02914,C007,过滤器,HDES-00941,HMAT-00585,HMAN-00575,HASM-02914,HOPR-02914,2043.1,0.4181,0.3669,0.4369,0.1744,0.2911,,0.0,0.1269,HINSP-02914,0.1153,0.2607,medium
HCU-02915,C010,节流阀,HDES-00790,HMAT-00142,HMAN-00110,HASM-02915,HOPR-02915,3194.8,0.3023,0.13,0.1766,0.1153,0.2582,,0.0,0.0287,HINSP-02915,0.1663,0.1473,low
HCU-02916,C005,蓄能器,HDES-00343,HMAT-00088,HMAN-01169,HASM-02916,HOPR-02916,4500.0,0.439,0.3978,0.6036,0.5181,0.384,,0.0,0.116,HINSP-02916,0.1784,0.3777,medium
HCU-02917,C011,管路总成,HDES-00440,HMAT-00377,HMAN-00786,HASM-02917,HOPR-02917,3779.7,0.5562,0.3388,0.2222,0.3635,0.4804,HPIP-00514,0.3122,0.2862,HINSP-02917,0.1502,0.3201,medium
HCU-02918,C012,卸荷阀,HDES-00060,HMAT-00367,HMAN-00226,HASM-02918,HOPR-02918,1385.6,0.3961,0.0792,0.4534,0.1411,0.2535,,0.0,0.3259,HINSP-02918,0.1253,0.2414,low
HCU-02919,C011,管路总成,HDES-00290,HMAT-00588,HMAN-00245,HASM-02919,HOPR-02919,11269.2,0.4681,0.1511,0.2548,0.2503,0.6245,HPIP-00515,0.2641,0.2563,HINSP-02919,0.2039,0.3061,medium
HCU-02920,C003,作动筒,HDES-00286,HMAT-00171,HMAN-01026,HASM-02920,HOPR-02920,2473.0,0.188,0.5635,0.339,0.1178,0.1877,,0.0,0.0969,HINSP-02920,0.2093,0.2492,low
HCU-02921,C007,过滤器,HDES-00332,HMAT-00219,HMAN-01036,HASM-02921,HOPR-02921,5309.0,0.435,0.2138,0.2576,0.3,0.4282,,0.0,0.0,HINSP-02921,0.1755,0.2365,low
HCU-02922,C001,液压泵总成,HDES-00165,HMAT-00208,HMAN-00295,HASM-02922,HOPR-02922,1527.1,0.4874,0.2978,0.3348,0.2293,0.3265,,0.0,0.2959,HINSP-02922,0.2295,0.2907,medium
HCU-02923,C004,溢流阀,HDES-01176,HMAT-00286,HMAN-00441,HASM-02923,HOPR-02923,5685.4,0.5165,0.215,0.2261,0.357,0.4622,,0.0,0.2696,HINSP-02923,0.2048,0.2993,medium
HCU-02924,C002,方向控制阀,HDES-00048,HMAT-00256,HMAN-00524,HASM-02924,HOPR-02924,4038.5,0.6755,0.3505,0.1868,0.1803,0.4168,,0.0,0.2689,HINSP-02924,0.1508,0.2687,medium
HCU-02925,C010,节流阀,HDES-01033,HMAT-00432,HMAN-00438,HASM-02925,HOPR-02925,2246.0,0.7992,0.3297,0.2679,0.2853,0.4722,,0.0,0.2069,HINSP-02925,0.2288,0.3063,medium
HCU-02926,C011,管路总成,HDES-00858,HMAT-00105,HMAN-00624,HASM-02926,HOPR-02926,1971.2,0.3303,0.3649,0.4013,0.3511,0.1961,HPIP-00516,0.4302,0.3729,HINSP-02926,0.1736,0.3157,medium
HCU-02927,C004,溢流阀,HDES-00007,HMAT-00595,HMAN-00919,HASM-02927,HOPR-02927,5284.2,0.3713,0.2464,0.2017,0.4906,0.3431,,0.0,0.0423,HINSP-02927,0.1946,0.2568,medium
HCU-02928,C006,冷却器,HDES-00458,HMAT-00231,HMAN-00667,HASM-02928,HOPR-02928,4756.8,0.1876,0.3073,0.2484,0.3032,0.2386,,0.0,0.0964,HINSP-02928,0.1214,0.2238,low
HCU-02929,C001,液压泵总成,HDES-00928,HMAT-00130,HMAN-00948,HASM-02929,HOPR-02929,4451.5,0.3552,0.3303,0.3393,0.262,0.3995,,0.0,0.2034,HINSP-02929,0.1163,0.2878,medium
HCU-02930,C010,节流阀,HDES-01195,HMAT-00333,HMAN-00774,HASM-02930,HOPR-02930,7366.3,0.5619,0.1081,0.2303,0.1949,0.5588,,0.0,0.0905,HINSP-02930,0.1166,0.2328,low
HCU-02931,C006,冷却器,HDES-00114,HMAT-00277,HMAN-00780,HASM-02931,HOPR-02931,3655.5,0.3035,0.3203,0.2865,0.1918,0.2682,,0.0,0.1447,HINSP-02931,0.18,0.2349,low
HCU-02932,C007,过滤器,HDES-00358,HMAT-00154,HMAN-01157,HASM-02932,HOPR-02932,7621.5,0.4559,0.4437,0.3269,0.3672,0.4994,,0.0,0.1945,HINSP-02932,0.2108,0.3503,medium
HCU-02933,C010,节流阀,HDES-00166,HMAT-00375,HMAN-00888,HASM-02933,HOPR-02933,4987.6,0.3555,0.2368,0.2679,0.367,0.3274,,0.0,0.1205,HINSP-02933,0.2125,0.259,medium
HCU-02934,C007,过滤器,HDES-00680,HMAT-00249,HMAN-00307,HASM-02934,HOPR-02934,2638.8,0.2138,0.2642,0.173,0.1314,0.1289,,0.0,0.2085,HINSP-02934,0.1516,0.1757,low
HCU-02935,C001,液压泵总成,HDES-00526,HMAT-00206,HMAN-00573,HASM-02935,HOPR-02935,2712.1,0.5802,0.2313,0.1339,0.239,0.3544,,0.0,0.0,HINSP-02935,0.1797,0.1924,low
