assembly_id,assembly_torque,seal_preload,alignment_error,operator_id,station_id,assembly_risk_score,assembly_risk_level
HASM-02558,28.672,1.287,0.085,OP-H-031,ST-H-13,0.3322,medium
HASM-02559,56.96,1.167,0.1248,OP-H-081,ST-H-09,0.3918,medium
HASM-02560,46.37,0.489,0.1274,OP-H-105,ST-H-35,0.3853,medium
HASM-02561,47.823,0.704,0.1039,OP-H-040,ST-H-22,0.3267,medium
HASM-02562,47.268,1.431,0.0927,OP-H-038,ST-H-35,0.3315,medium
HASM-02563,46.346,0.388,0.0712,OP-H-090,ST-H-05,0.3449,medium
HASM-02564,40.005,1.076,0.1198,OP-H-021,ST-H-05,0.2174,low
HASM-02565,37.252,0.805,0.0635,OP-H-173,ST-H-10,0.1823,low
HASM-02566,47.806,1.323,0.0214,OP-H-124,ST-H-23,0.2385,low
HASM-02567,31.456,1.21,0.0941,OP-H-122,ST-H-14,0.298,medium
HASM-02568,33.193,1.012,0.0493,OP-H-150,ST-H-24,0.1563,low
HASM-02569,48.902,1.341,0.0464,OP-H-134,ST-H-02,0.2747,medium
HASM-02570,27.915,0.584,0.0596,OP-H-163,ST-H-13,0.2992,medium
HASM-02571,47.561,0.731,0.0861,OP-H-003,ST-H-12,0.2805,medium
HASM-02572,34.603,0.739,0.0107,OP-H-076,ST-H-13,0.1468,low
HASM-02573,22.624,0.85,0.1839,OP-H-133,ST-H-20,0.4571,medium
HASM-02574,43.176,0.958,0.0083,OP-H-118,ST-H-14,0.028,low
HASM-02575,39.151,0.642,0.0327,OP-H-089,ST-H-08,0.1861,low
HASM-02576,50.19,1.132,0.009,OP-H-180,ST-H-33,0.1897,low
HASM-02577,39.858,0.63,0.0756,OP-H-081,ST-H-03,0.2657,medium
HASM-02578,28.664,0.925,0.0529,OP-H-166,ST-H-31,0.2308,low
HASM-02579,44.557,1.543,0.1159,OP-H-009,ST-H-30,0.4416,medium
HASM-02580,19.596,1.167,0.0874,OP-H-027,ST-H-40,0.4202,medium
HASM-02581,33.172,0.682,0.034,OP-H-073,ST-H-32,0.2251,low
HASM-02582,24.208,1.362,0.0557,OP-H-046,ST-H-19,0.3764,medium
HASM-02583,48.984,1.315,0.07,OP-H-063,ST-H-25,0.279,medium
HASM-02584,50.615,1.019,0.101,OP-H-097,ST-H-04,0.1868,low
HASM-02585,61.299,0.664,0.0874,OP-H-004,ST-H-36,0.5041,high
HASM-02586,41.368,1.321,0.1774,OP-H-174,ST-H-23,0.3479,medium
HASM-02587,43.458,1.567,0.0285,OP-H-155,ST-H-07,0.3029,medium
HASM-02588,28.839,1.498,0.0631,OP-H-104,ST-H-08,0.4256,medium
HASM-02589,36.019,1.015,0.0505,OP-H-107,ST-H-14,0.1794,low
HASM-02590,27.509,0.381,0.1519,OP-H-059,ST-H-28,0.5836,high
HASM-02591,44.605,1.275,0.0979,OP-H-165,ST-H-21,0.2119,low
HASM-02592,42.733,0.942,0.1057,OP-H-013,ST-H-09,0.1526,low
HASM-02593,48.853,0.648,0.0563,OP-H-133,ST-H-19,0.2738,medium
HASM-02594,32.8,0.527,0.0925,OP-H-057,ST-H-26,0.396,medium
HASM-02595,35.412,1.386,0.0473,OP-H-045,ST-H-17,0.2758,medium
HASM-02596,35.311,1.176,0.0437,OP-H-002,ST-H-17,0.1654,low
HASM-02597,51.197,0.725,0.0306,OP-H-179,ST-H-01,0.1954,low
HASM-02598,36.923,1.232,0.1895,OP-H-132,ST-H-09,0.469,medium
HASM-02599,49.002,0.477,0.058,OP-H-103,ST-H-34,0.403,medium
HASM-02600,41.913,1.382,0.0298,OP-H-152,ST-H-21,0.1688,low
HASM-02601,43.595,1.184,0.186,OP-H-006,ST-H-03,0.3085,medium
HASM-02602,38.785,1.084,0.0608,OP-H-085,ST-H-37,0.1388,low
HASM-02603,47.388,0.905,0.047,OP-H-029,ST-H-36,0.0652,low
HASM-02604,45.366,1.326,0.1109,OP-H-156,ST-H-19,0.2868,medium
HASM-02605,43.267,1.006,0.0665,OP-H-003,ST-H-15,0.1399,low
HASM-02606,56.618,1.067,0.0231,OP-H-035,ST-H-15,0.1515,low
HASM-02607,55.718,0.846,0.0265,OP-H-077,ST-H-08,0.1252,low
HASM-02608,33.996,0.381,0.0027,OP-H-125,ST-H-04,0.3437,medium
HASM-02609,50.293,1.212,0.0911,OP-H-075,ST-H-14,0.2841,medium
HASM-02610,50.917,0.85,0.1352,OP-H-024,ST-H-17,0.2948,medium
HASM-02611,34.041,0.582,0.0308,OP-H-135,ST-H-32,0.2238,low
HASM-02612,47.321,0.761,0.0228,OP-H-068,ST-H-34,0.1879,low
HASM-02613,26.261,0.921,0.1141,OP-H-001,ST-H-02,0.3844,medium
HASM-02614,37.638,0.734,0.0284,OP-H-103,ST-H-39,0.1662,low
HASM-02615,45.403,1.286,0.1038,OP-H-065,ST-H-28,0.2289,low
HASM-02616,26.923,0.966,0.1474,OP-H-063,ST-H-32,0.3334,medium
HASM-02617,36.942,1.314,0.059,OP-H-152,ST-H-08,0.2184,low
HASM-02618,38.098,0.967,0.0798,OP-H-180,ST-H-10,0.1473,low
HASM-02619,42.061,0.79,0.046,OP-H-086,ST-H-32,0.1371,low
HASM-02620,29.89,0.863,0.052,OP-H-025,ST-H-20,0.2116,low
HASM-02621,35.367,0.741,0.0051,OP-H-116,ST-H-35,0.2495,low
HASM-02622,43.934,1.27,0.0382,OP-H-026,ST-H-22,0.105,low
HASM-02623,51.346,1.328,0.0267,OP-H-156,ST-H-09,0.3362,medium
HASM-02624,48.863,0.853,0.0332,OP-H-128,ST-H-12,0.2044,low
HASM-02625,45.45,0.873,0.0327,OP-H-137,ST-H-05,0.168,low
HASM-02626,43.19,1.075,0.1365,OP-H-164,ST-H-24,0.2467,low
HASM-02627,36.686,0.681,0.0435,OP-H-002,ST-H-18,0.2901,medium
HASM-02628,29.655,1.156,0.0421,OP-H-070,ST-H-40,0.2302,low
HASM-02629,44.789,0.885,0.0767,OP-H-093,ST-H-07,0.2464,low
HASM-02630,49.33,1.192,0.0554,OP-H-039,ST-H-37,0.1882,low
HASM-02631,46.771,1.031,0.0762,OP-H-126,ST-H-38,0.2288,low
HASM-02632,57.646,0.953,0.0438,OP-H-140,ST-H-11,0.1379,low
HASM-02633,29.389,1.469,0.1094,OP-H-173,ST-H-06,0.46,medium
HASM-02634,47.102,1.374,0.0601,OP-H-040,ST-H-11,0.2065,low
HASM-02635,46.7,1.039,0.0622,OP-H-023,ST-H-16,0.1563,low
HASM-02636,49.41,0.781,0.0935,OP-H-042,ST-H-27,0.2706,medium
HASM-02637,46.255,1.008,0.0449,OP-H-109,ST-H-15,0.1308,low
HASM-02638,36.279,0.778,0.1376,OP-H-084,ST-H-25,0.3103,medium
HASM-02639,49.507,0.89,0.0443,OP-H-149,ST-H-02,0.1835,low
HASM-02640,46.601,0.737,0.0037,OP-H-048,ST-H-03,0.1613,low
HASM-02641,37.639,0.936,0.1282,OP-H-098,ST-H-14,0.2802,medium
HASM-02642,38.483,1.012,0.1022,OP-H-002,ST-H-20,0.1084,low
HASM-02643,48.581,0.25,0.0843,OP-H-002,ST-H-04,0.4277,medium
HASM-02644,73.377,1.098,0.0512,OP-H-092,ST-H-23,0.403,medium
HASM-02645,47.33,0.859,0.1568,OP-H-048,ST-H-07,0.3166,medium
HASM-02646,65.951,0.977,0.0365,OP-H-019,ST-H-01,0.2993,medium
HASM-02647,30.431,1.291,0.2176,OP-H-100,ST-H-10,0.4994,medium
HASM-02648,53.439,1.202,0.0157,OP-H-132,ST-H-06,0.2852,medium
HASM-02649,54.122,1.2,0.0195,OP-H-134,ST-H-19,0.2098,low
HASM-02650,36.25,1.055,0.0645,OP-H-019,ST-H-23,0.1156,low
HASM-02651,41.729,0.849,0.0472,OP-H-020,ST-H-26,0.1009,low
HASM-02652,61.292,0.535,0.0188,OP-H-022,ST-H-11,0.3577,medium
HASM-02653,39.475,1.006,0.1165,OP-H-124,ST-H-39,0.2236,low
HASM-02654,46.624,0.888,0.1801,OP-H-024,ST-H-34,0.2971,medium
HASM-02655,50.5,0.698,0.002,OP-H-117,ST-H-12,0.1817,low
HASM-02656,56.094,0.25,0.0612,OP-H-083,ST-H-13,0.5797,high
HASM-02657,43.56,0.541,0.0464,OP-H-052,ST-H-15,0.2316,low
HASM-02658,35.445,0.956,0.061,OP-H-070,ST-H-16,0.1257,low
HASM-02659,41.203,1.089,0.1381,OP-H-036,ST-H-19,0.2064,low
HASM-02660,22.529,0.88,0.0122,OP-H-166,ST-H-14,0.2437,low
HASM-02661,39.744,0.654,0.0725,OP-H-020,ST-H-13,0.2188,low
HASM-02662,53.102,1.069,0.1361,OP-H-038,ST-H-03,0.3529,medium
HASM-02663,34.777,1.376,0.0119,OP-H-060,ST-H-10,0.2224,low
HASM-02664,52.077,0.685,0.0558,OP-H-133,ST-H-11,0.308,medium
HASM-02665,37.474,0.526,0.1523,OP-H-097,ST-H-08,0.4213,medium
HASM-02666,30.573,1.343,0.0765,OP-H-063,ST-H-22,0.3691,medium
HASM-02667,28.817,0.887,0.0227,OP-H-021,ST-H-06,0.1594,low
HASM-02668,49.124,1.058,0.1062,OP-H-174,ST-H-37,0.2308,low
HASM-02669,40.912,0.907,0.057,OP-H-020,ST-H-34,0.0773,low
HASM-02670,44.307,0.822,0.1077,OP-H-088,ST-H-26,0.2484,low
HASM-02671,41.122,0.874,0.0225,OP-H-098,ST-H-13,0.0558,low
HASM-02672,33.073,1.034,0.0093,OP-H-013,ST-H-08,0.0714,low
HASM-02673,39.165,1.033,0.0728,OP-H-063,ST-H-36,0.1127,low
HASM-02674,38.505,1.129,0.076,OP-H-126,ST-H-40,0.1346,low
HASM-02675,46.478,1.133,0.0289,OP-H-163,ST-H-09,0.0884,low
HASM-02676,44.06,1.137,0.1625,OP-H-087,ST-H-37,0.3061,medium
HASM-02677,48.23,1.164,0.0302,OP-H-142,ST-H-31,0.1573,low
HASM-02678,47.784,0.786,0.035,OP-H-095,ST-H-30,0.1831,low
HASM-02679,33.623,0.819,0.0678,OP-H-137,ST-H-34,0.2615,medium
HASM-02680,34.701,0.714,0.1344,OP-H-118,ST-H-25,0.3078,medium
HASM-02681,38.998,0.787,0.0263,OP-H-104,ST-H-04,0.1586,low
HASM-02682,23.661,1.161,0.079,OP-H-088,ST-H-20,0.3168,medium
HASM-02683,46.187,1.22,0.1204,OP-H-105,ST-H-25,0.2526,medium
HASM-02684,54.013,1.592,0.0916,OP-H-018,ST-H-16,0.4516,medium
HASM-02685,46.205,1.154,0.1133,OP-H-075,ST-H-19,0.2407,low
HASM-02686,66.828,0.684,0.1476,OP-H-106,ST-H-33,0.5664,high
HASM-02687,54.176,0.329,0.0932,OP-H-173,ST-H-21,0.5291,high
HASM-02688,58.428,1.261,0.0647,OP-H-074,ST-H-22,0.3969,medium
HASM-02689,50.113,1.356,0.1758,OP-H-062,ST-H-28,0.5248,high
HASM-02690,45.207,1.314,0.1131,OP-H-164,ST-H-23,0.4034,medium
HASM-02691,28.878,0.832,0.0875,OP-H-112,ST-H-21,0.3295,medium
HASM-02692,46.884,1.15,0.0833,OP-H-142,ST-H-33,0.2274,low
HASM-02693,46.277,1.141,0.0872,OP-H-084,ST-H-15,0.2447,low
HASM-02694,49.209,1.074,0.0804,OP-H-072,ST-H-11,0.2028,low
HASM-02695,47.316,1.084,0.0612,OP-H-038,ST-H-30,0.1475,low
HASM-02696,46.941,1.298,0.0523,OP-H-039,ST-H-34,0.2791,medium
HASM-02697,43.852,0.96,0.0455,OP-H-162,ST-H-35,0.0,low
HASM-02698,60.078,0.897,0.0433,OP-H-014,ST-H-32,0.2468,low
HASM-02699,46.719,1.153,0.0133,OP-H-157,ST-H-18,0.0785,low
HASM-02700,30.94,1.272,0.0462,OP-H-097,ST-H-09,0.3159,medium
HASM-02701,15.166,0.509,0.1385,OP-H-086,ST-H-35,0.6589,high
HASM-02702,37.146,1.109,0.1413,OP-H-050,ST-H-19,0.254,medium
HASM-02703,45.376,0.662,0.0559,OP-H-154,ST-H-04,0.3228,medium
HASM-02704,49.551,1.225,0.0591,OP-H-033,ST-H-38,0.2044,low
HASM-02705,33.674,1.024,0.087,OP-H-091,ST-H-36,0.1996,low
HASM-02706,50.329,1.008,0.2055,OP-H-073,ST-H-22,0.3659,medium
HASM-02707,43.342,0.854,0.0494,OP-H-080,ST-H-33,0.0929,low
HASM-02708,57.162,1.307,0.0504,OP-H-134,ST-H-36,0.3941,medium
HASM-02709,46.042,0.666,0.0745,OP-H-097,ST-H-13,0.2783,medium
HASM-02710,45.347,1.251,0.0386,OP-H-155,ST-H-05,0.1559,low
HASM-02711,44.833,1.513,0.1871,OP-H-169,ST-H-29,0.46,medium
HASM-02712,45.447,1.413,0.0388,OP-H-150,ST-H-13,0.3606,medium
HASM-02713,44.873,1.101,0.0228,OP-H-172,ST-H-37,0.0529,low
HASM-02714,40.237,0.878,0.0337,OP-H-158,ST-H-26,0.0899,low
HASM-02715,52.751,0.902,0.1247,OP-H-164,ST-H-06,0.3113,medium
HASM-02716,31.645,1.278,0.031,OP-H-070,ST-H-24,0.2161,low
HASM-02717,41.419,0.91,0.0156,OP-H-098,ST-H-06,0.0036,low
HASM-02718,35.686,1.75,0.0233,OP-H-049,ST-H-37,0.3791,medium
HASM-02719,48.96,1.185,0.0605,OP-H-146,ST-H-32,0.1907,low
HASM-02720,34.466,1.202,0.0536,OP-H-093,ST-H-20,0.1852,low
HASM-02721,38.02,1.159,0.0671,OP-H-106,ST-H-28,0.1825,low
HASM-02722,44.868,1.076,0.0159,OP-H-114,ST-H-09,0.1812,low
HASM-02723,40.403,1.241,0.1025,OP-H-052,ST-H-23,0.1674,low
HASM-02724,40.452,0.982,0.1819,OP-H-170,ST-H-21,0.256,medium
HASM-02725,27.136,0.756,0.0201,OP-H-082,ST-H-01,0.3186,medium
HASM-02726,31.613,1.081,0.0399,OP-H-064,ST-H-16,0.2421,low
HASM-02727,33.919,1.33,0.0587,OP-H-067,ST-H-40,0.2545,medium
HASM-02728,37.42,0.995,0.0903,OP-H-022,ST-H-40,0.1671,low
HASM-02729,42.48,1.559,0.0908,OP-H-058,ST-H-15,0.3456,medium
HASM-02730,25.971,1.258,0.0855,OP-H-123,ST-H-33,0.4074,medium
HASM-02731,48.321,1.651,0.0621,OP-H-112,ST-H-39,0.4292,medium
HASM-02732,34.112,0.428,0.0099,OP-H-036,ST-H-17,0.3332,medium
HASM-02733,56.492,0.811,0.1571,OP-H-096,ST-H-11,0.3728,medium
HASM-02734,49.684,1.218,0.0738,OP-H-085,ST-H-32,0.2329,low
HASM-02735,47.152,1.293,0.0255,OP-H-064,ST-H-39,0.1847,low
HASM-02736,60.49,0.818,0.1485,OP-H-009,ST-H-22,0.4163,medium
HASM-02737,43.39,1.265,0.0407,OP-H-133,ST-H-26,0.1815,low
HASM-02738,41.402,1.042,0.1799,OP-H-023,ST-H-22,0.2157,low
HASM-02739,18.007,0.973,0.0477,OP-H-071,ST-H-14,0.3562,medium
HASM-02740,48.392,1.572,0.037,OP-H-077,ST-H-27,0.3508,medium
HASM-02741,44.357,1.217,0.0722,OP-H-023,ST-H-11,0.2247,low
HASM-02742,40.255,1.284,0.0732,OP-H-113,ST-H-39,0.2131,low
HASM-02743,29.05,1.302,0.0416,OP-H-172,ST-H-14,0.3595,medium
HASM-02744,44.236,0.536,0.0585,OP-H-165,ST-H-36,0.3065,medium
HASM-02745,46.87,1.202,0.0779,OP-H-002,ST-H-17,0.2219,low
HASM-02746,35.042,0.876,0.0144,OP-H-097,ST-H-31,0.1036,low
HASM-02747,24.729,0.558,0.0496,OP-H-178,ST-H-02,0.3974,medium
HASM-02748,40.506,0.471,0.049,OP-H-110,ST-H-01,0.2835,medium
HASM-02749,27.636,0.959,0.1084,OP-H-108,ST-H-25,0.2995,medium
HASM-02750,39.417,0.798,0.1454,OP-H-137,ST-H-25,0.2812,medium
HASM-02751,49.396,0.878,0.1488,OP-H-012,ST-H-40,0.3076,medium
HASM-02752,56.874,0.737,0.0936,OP-H-043,ST-H-26,0.4009,medium
HASM-02753,34.924,0.898,0.0611,OP-H-069,ST-H-39,0.141,low
HASM-02754,37.663,1.14,0.0396,OP-H-165,ST-H-16,0.1689,low
HASM-02755,43.268,0.457,0.1736,OP-H-044,ST-H-16,0.4235,medium
HASM-02756,33.663,1.553,0.0146,OP-H-008,ST-H-17,0.3171,medium
HASM-02757,47.266,1.279,0.0359,OP-H-011,ST-H-02,0.1383,low
HASM-02758,19.67,0.885,0.0285,OP-H-094,ST-H-36,0.283,medium
HASM-02759,44.667,0.803,0.0134,OP-H-146,ST-H-36,0.1957,low
HASM-02760,42.453,0.723,0.0905,OP-H-068,ST-H-02,0.2399,low
HASM-02761,63.585,0.534,0.1274,OP-H-019,ST-H-24,0.5194,high
HASM-02762,47.331,1.036,0.0277,OP-H-143,ST-H-02,0.0787,low
HASM-02763,37.429,1.486,0.0366,OP-H-027,ST-H-19,0.2586,medium
HASM-02764,47.215,0.753,0.095,OP-H-131,ST-H-16,0.2852,medium
HASM-02765,25.83,0.759,0.0706,OP-H-011,ST-H-18,0.3159,medium
HASM-02766,53.068,1.352,0.0467,OP-H-080,ST-H-19,0.2991,medium
HASM-02767,45.416,0.938,0.1607,OP-H-094,ST-H-25,0.2962,medium
HASM-02768,32.683,1.082,0.0229,OP-H-150,ST-H-28,0.1966,low
HASM-02769,44.038,0.649,0.0851,OP-H-048,ST-H-17,0.2241,low
HASM-02770,38.245,1.039,0.0647,OP-H-038,ST-H-27,0.1691,low
HASM-02771,55.797,0.945,0.1691,OP-H-114,ST-H-05,0.3867,medium
HASM-02772,32.297,0.399,0.0555,OP-H-143,ST-H-13,0.3805,medium
HASM-02773,48.763,1.084,0.0376,OP-H-131,ST-H-31,0.1431,low
HASM-02774,46.263,1.175,0.019,OP-H-063,ST-H-02,0.1617,low
HASM-02775,54.339,1.234,0.0174,OP-H-082,ST-H-22,0.1992,low
HASM-02776,54.401,1.234,0.0531,OP-H-111,ST-H-22,0.3117,medium
HASM-02777,53.165,1.104,0.0374,OP-H-057,ST-H-04,0.1631,low
HASM-02778,49.098,0.807,0.0401,OP-H-175,ST-H-37,0.1835,low
HASM-02779,48.09,0.524,0.0608,OP-H-153,ST-H-40,0.2683,medium
HASM-02780,52.253,0.943,0.0453,OP-H-065,ST-H-17,0.1304,low
HASM-02781,41.402,0.689,0.0184,OP-H-044,ST-H-27,0.1385,low
HASM-02782,55.6,0.909,0.0209,OP-H-080,ST-H-34,0.22,low
HASM-02783,39.89,1.143,0.1249,OP-H-075,ST-H-34,0.1699,low
HASM-02784,51.755,0.812,0.0311,OP-H-165,ST-H-13,0.2087,low
HASM-02785,51.848,1.022,0.0947,OP-H-099,ST-H-15,0.2228,low
HASM-02786,40.08,1.296,0.0276,OP-H-083,ST-H-13,0.1315,low
HASM-02787,31.433,1.33,0.0749,OP-H-159,ST-H-34,0.2852,medium
HASM-02788,47.536,1.659,0.026,OP-H-086,ST-H-01,0.3361,medium
HASM-02789,49.698,1.648,0.2432,OP-H-104,ST-H-08,0.6376,high
HASM-02790,53.525,0.961,0.052,OP-H-079,ST-H-06,0.1982,low
HASM-02791,42.198,1.19,0.0508,OP-H-036,ST-H-22,0.1616,low
HASM-02792,40.737,1.115,0.0626,OP-H-003,ST-H-04,0.2698,medium
HASM-02793,34.497,1.316,0.0636,OP-H-121,ST-H-38,0.3586,medium
HASM-02794,44.994,1.007,0.0913,OP-H-006,ST-H-20,0.1431,low
HASM-02795,47.659,1.28,0.0218,OP-H-008,ST-H-20,0.2057,low
HASM-02796,45.016,0.827,0.0133,OP-H-074,ST-H-18,0.0836,low
HASM-02797,41.08,1.345,0.0194,OP-H-020,ST-H-05,0.2347,low
HASM-02798,30.675,0.958,0.05,OP-H-149,ST-H-04,0.2427,low
HASM-02799,48.723,0.899,0.101,OP-H-012,ST-H-28,0.2295,low
HASM-02800,40.024,0.937,0.0823,OP-H-139,ST-H-19,0.2004,low
HASM-02801,37.838,1.261,0.0687,OP-H-082,ST-H-30,0.2484,low
HASM-02802,32.903,0.633,0.0461,OP-H-075,ST-H-22,0.2959,medium
HASM-02803,31.01,1.071,0.0552,OP-H-109,ST-H-09,0.1433,low
HASM-02804,33.808,1.325,0.0506,OP-H-073,ST-H-12,0.3226,medium
HASM-02805,32.484,1.077,0.0454,OP-H-173,ST-H-32,0.1915,low
HASM-02806,60.148,0.84,0.0944,OP-H-110,ST-H-25,0.3442,medium
HASM-02807,38.746,0.598,0.0942,OP-H-021,ST-H-17,0.2986,medium
HASM-02808,51.964,0.58,0.1562,OP-H-078,ST-H-17,0.4761,medium
HASM-02809,48.692,0.935,0.018,OP-H-141,ST-H-01,0.1033,low
HASM-02810,51.135,1.121,0.055,OP-H-006,ST-H-21,0.2251,low
HASM-02811,25.763,1.218,0.0218,OP-H-020,ST-H-33,0.2227,low
HASM-02812,33.787,0.999,0.0738,OP-H-132,ST-H-25,0.1712,low
HASM-02813,30.636,1.138,0.1523,OP-H-062,ST-H-02,0.3237,medium
HASM-02814,32.634,0.953,0.0175,OP-H-161,ST-H-09,0.1609,low
HASM-02815,31.733,0.405,0.0264,OP-H-057,ST-H-21,0.2688,medium
HASM-02816,51.399,1.046,0.0939,OP-H-014,ST-H-18,0.1902,low
HASM-02817,51.003,1.109,0.0067,OP-H-063,ST-H-14,0.1445,low
HASM-02818,46.059,0.78,0.093,OP-H-180,ST-H-17,0.2281,low
HASM-02819,31.365,1.214,0.0549,OP-H-167,ST-H-12,0.1947,low
HASM-02820,50.78,1.514,0.0913,OP-H-066,ST-H-11,0.4445,medium
HASM-02821,45.951,1.365,0.0323,OP-H-049,ST-H-16,0.1876,low
HASM-02822,40.706,0.88,0.168,OP-H-163,ST-H-17,0.2894,medium
HASM-02823,46.981,1.497,0.061,OP-H-075,ST-H-37,0.3217,medium
HASM-02824,39.714,1.159,0.0064,OP-H-132,ST-H-22,0.0944,low
HASM-02825,27.333,1.25,0.0738,OP-H-114,ST-H-07,0.2142,low
HASM-02826,40.373,0.85,0.0333,OP-H-105,ST-H-34,0.1255,low
HASM-02827,33.648,1.273,0.1166,OP-H-144,ST-H-14,0.3047,medium
HASM-02828,52.783,0.666,0.0509,OP-H-064,ST-H-39,0.2975,medium
HASM-02829,36.734,0.955,0.079,OP-H-127,ST-H-09,0.1712,low
HASM-02830,48.084,1.202,0.0554,OP-H-129,ST-H-19,0.22,low
HASM-02831,38.105,1.253,0.1895,OP-H-128,ST-H-16,0.2859,medium
HASM-02832,42.273,1.075,0.0304,OP-H-135,ST-H-20,0.0809,low
HASM-02833,43.439,0.733,0.041,OP-H-016,ST-H-05,0.2044,low
HASM-02834,64.565,0.483,0.0662,OP-H-054,ST-H-18,0.4937,medium
HASM-02835,41.156,1.158,0.0091,OP-H-009,ST-H-31,0.0531,low
HASM-02836,29.171,0.972,0.0166,OP-H-170,ST-H-19,0.1937,low
HASM-02837,50.433,1.301,0.022,OP-H-101,ST-H-05,0.2611,medium
HASM-02838,38.328,0.941,0.038,OP-H-151,ST-H-34,0.1725,low
HASM-02839,32.349,0.982,0.0078,OP-H-106,ST-H-28,0.0441,low
HASM-02840,46.048,0.855,0.0292,OP-H-167,ST-H-14,0.1495,low
HASM-02841,36.593,0.58,0.1091,OP-H-033,ST-H-03,0.3008,medium
HASM-02842,49.199,0.856,0.0364,OP-H-059,ST-H-02,0.142,low
HASM-02843,49.301,0.914,0.036,OP-H-138,ST-H-24,0.0891,low
HASM-02844,38.621,1.073,0.0405,OP-H-030,ST-H-27,0.1308,low
HASM-02845,27.589,0.734,0.0393,OP-H-135,ST-H-09,0.2194,low
HASM-02846,37.906,1.067,0.0442,OP-H-108,ST-H-17,0.045,low
HASM-02847,40.198,1.201,0.0553,OP-H-107,ST-H-40,0.1578,low
HASM-02848,46.288,1.233,0.0135,OP-H-053,ST-H-35,0.1968,low
HASM-02849,42.574,0.301,0.0555,OP-H-175,ST-H-40,0.388,medium
HASM-02850,44.799,0.897,0.0997,OP-H-068,ST-H-01,0.1813,low
HASM-02851,39.468,0.837,0.0354,OP-H-086,ST-H-30,0.1418,low
HASM-02852,47.802,1.179,0.0262,OP-H-031,ST-H-25,0.2165,low
HASM-02853,38.236,1.01,0.1294,OP-H-008,ST-H-30,0.19,low
HASM-02854,55.442,1.071,0.0596,OP-H-119,ST-H-18,0.2412,low
HASM-02855,51.581,0.987,0.0911,OP-H-162,ST-H-28,0.2126,low
HASM-02856,52.476,0.607,0.0673,OP-H-159,ST-H-33,0.3029,medium
HASM-02857,39.31,1.095,0.015,OP-H-150,ST-H-16,0.0733,low
HASM-02858,51.507,1.166,0.0579,OP-H-116,ST-H-37,0.3027,medium
HASM-02859,38.361,1.249,0.1125,OP-H-056,ST-H-17,0.3114,medium
HASM-02860,43.201,0.786,0.0466,OP-H-134,ST-H-19,0.1197,low
HASM-02861,51.46,0.709,0.0386,OP-H-108,ST-H-07,0.2642,medium
HASM-02862,38.045,1.123,0.0144,OP-H-016,ST-H-15,0.0758,low
HASM-02863,34.152,1.34,0.0991,OP-H-021,ST-H-01,0.2669,medium
HASM-02864,33.837,0.611,0.0297,OP-H-104,ST-H-22,0.2566,medium
HASM-02865,38.602,0.605,0.1204,OP-H-030,ST-H-36,0.3101,medium
HASM-02866,33.255,1.157,0.0161,OP-H-097,ST-H-39,0.1188,low
HASM-02867,37.566,1.289,0.0923,OP-H-011,ST-H-29,0.2837,medium
HASM-02868,55.535,1.358,0.1017,OP-H-065,ST-H-21,0.3679,medium
HASM-02869,38.161,1.309,0.0343,OP-H-051,ST-H-35,0.2209,low
HASM-02870,56.691,0.942,0.0382,OP-H-016,ST-H-16,0.2479,low
HASM-02871,29.525,0.857,0.0146,OP-H-175,ST-H-31,0.1749,low
HASM-02872,32.189,0.901,0.1711,OP-H-067,ST-H-27,0.3253,medium
HASM-02873,37.764,1.365,0.0771,OP-H-027,ST-H-07,0.282,medium
HASM-02874,30.494,1.559,0.1249,OP-H-061,ST-H-03,0.5938,high
HASM-02875,54.796,1.134,0.1242,OP-H-144,ST-H-14,0.334,medium
HASM-02876,40.925,0.72,0.0698,OP-H-102,ST-H-12,0.1695,low
HASM-02877,49.434,1.219,0.0633,OP-H-139,ST-H-07,0.1462,low
HASM-02878,50.683,1.279,0.0954,OP-H-001,ST-H-20,0.2668,medium
HASM-02879,46.887,1.202,0.0421,OP-H-110,ST-H-14,0.2151,low
HASM-02880,29.792,0.907,0.0144,OP-H-039,ST-H-32,0.1934,low
HASM-02881,48.507,1.066,0.0893,OP-H-098,ST-H-31,0.1565,low
HASM-02882,39.954,1.125,0.1417,OP-H-077,ST-H-10,0.3098,medium
HASM-02883,40.108,0.987,0.1247,OP-H-158,ST-H-06,0.2494,low
HASM-02884,37.894,0.658,0.0214,OP-H-125,ST-H-24,0.2381,low
HASM-02885,41.195,0.891,0.0536,OP-H-024,ST-H-30,0.0988,low
HASM-02886,25.295,0.739,0.0584,OP-H-141,ST-H-10,0.3553,medium
HASM-02887,33.747,1.502,0.0742,OP-H-137,ST-H-18,0.3362,medium
HASM-02888,20.337,0.62,0.0264,OP-H-124,ST-H-14,0.4162,medium
HASM-02889,51.722,1.538,0.0158,OP-H-021,ST-H-01,0.3019,medium
HASM-02890,49.899,0.924,0.0696,OP-H-090,ST-H-36,0.1987,low
HASM-02891,44.721,1.312,0.0055,OP-H-029,ST-H-23,0.2224,low
HASM-02892,35.461,1.198,0.1221,OP-H-054,ST-H-19,0.2442,low
HASM-02893,61.592,0.994,0.0424,OP-H-090,ST-H-19,0.2347,low
HASM-02894,45.229,0.697,0.0391,OP-H-052,ST-H-39,0.2273,low
HASM-02895,31.129,1.036,0.0216,OP-H-153,ST-H-05,0.1546,low
