pipe_design_id,component_uid,L1,L2,L3,theta1,theta2,R,max_deformation,max_equivalent_stress,allowable_stress,design_risk_score,design_risk_level
HPIP-00468,HCU-02674,198.641,234.162,58.988,100.136,71.682,7.068,1.9369,364.525,383.91,0.5234,high
HPIP-00469,HCU-02676,325.371,310.039,185.858,124.414,109.806,22.663,2.1225,233.585,343.865,0.2737,medium
HPIP-00470,HCU-02682,100.163,80.96,257.781,107.809,106.98,8.391,1.1016,236.937,363.147,0.2486,low
HPIP-00471,HCU-02684,284.001,228.069,117.621,125.733,77.447,19.168,1.8419,321.058,341.536,0.4566,medium
HPIP-00472,HCU-02698,361.805,330.746,206.73,156.873,149.686,26.234,2.388,320.23,302.74,0.5658,high
HPIP-00473,HCU-02701,115.774,119.318,114.243,72.688,140.049,29.566,1.2377,272.814,282.168,0.405,medium
HPIP-00474,HCU-02708,248.736,394.831,235.932,117.096,86.626,15.867,2.0816,295.256,355.58,0.4056,medium
HPIP-00475,HCU-02710,223.652,131.073,256.748,122.926,64.007,36.16,1.3152,273.579,356.859,0.2553,medium
HPIP-00476,HCU-02716,131.619,414.683,160.939,94.769,158.666,8.243,2.3238,374.267,285.784,0.7674,critical
HPIP-00477,HCU-02723,115.24,212.431,259.914,105.992,149.871,25.823,1.3225,227.14,365.712,0.2036,low
HPIP-00478,HCU-02734,88.864,139.293,234.051,94.815,139.956,20.852,1.1245,262.974,329.363,0.3177,medium
HPIP-00479,HCU-02740,431.983,439.151,97.24,93.29,88.124,35.846,2.6002,276.481,384.52,0.291,medium
HPIP-00480,HCU-02754,209.447,350.059,196.092,137.992,89.584,26.279,1.9162,281.547,286.915,0.4529,medium
HPIP-00481,HCU-02760,152.965,132.545,202.725,62.268,88.84,20.341,1.3813,289.093,318.133,0.4242,medium
HPIP-00482,HCU-02762,350.054,291.63,170.202,132.234,123.013,11.973,2.275,325.328,418.234,0.4101,medium
HPIP-00483,HCU-02765,310.46,242.326,157.593,146.909,94.213,21.135,1.9258,317.398,444.28,0.3265,medium
HPIP-00484,HCU-02766,416.6,435.835,87.941,113.92,148.738,24.988,2.6369,282.432,343.503,0.4069,medium
HPIP-00485,HCU-02773,340.485,118.645,249.573,125.253,98.248,32.384,1.5062,234.205,333.325,0.2157,low
HPIP-00486,HCU-02779,396.508,273.795,215.126,153.994,103.263,7.457,2.6241,373.642,383.567,0.5824,high
HPIP-00487,HCU-02781,191.952,114.539,63.747,110.538,77.906,12.056,1.3341,280.095,360.069,0.3469,medium
HPIP-00488,HCU-02782,231.392,205.605,87.204,90.452,135.654,25.959,1.4918,241.247,383.205,0.22,low
HPIP-00489,HCU-02785,313.584,274.551,92.539,110.557,139.65,11.074,1.9969,317.155,375.843,0.4297,medium
HPIP-00490,HCU-02787,282.892,449.283,242.538,61.898,124.382,37.659,2.2316,322.206,353.676,0.3944,medium
HPIP-00491,HCU-02789,205.369,119.428,173.749,86.178,123.062,12.08,1.4803,284.528,333.142,0.4046,medium
HPIP-00492,HCU-02795,325.3,295.281,200.318,145.222,144.497,33.61,2.0817,319.845,367.933,0.3864,medium
HPIP-00493,HCU-02803,223.766,335.212,130.734,85.09,112.561,32.786,1.7054,234.382,317.558,0.2477,low
HPIP-00494,HCU-02810,192.522,316.282,240.152,129.428,95.289,35.3,1.6544,221.679,378.104,0.1516,low
HPIP-00495,HCU-02822,120.653,136.012,54.035,67.44,71.763,16.345,1.3433,282.943,326.657,0.4273,medium
HPIP-00496,HCU-02829,129.757,272.375,206.824,147.944,112.703,18.37,1.5027,227.746,288.905,0.3429,medium
HPIP-00497,HCU-02830,310.076,419.154,63.785,88.167,101.99,6.963,2.5473,346.53,357.387,0.5563,high
HPIP-00498,HCU-02839,86.561,275.476,65.234,105.156,90.554,22.816,1.3403,231.38,363.154,0.2082,low
HPIP-00499,HCU-02845,144.021,231.92,172.546,131.702,111.652,19.123,1.3586,253.055,420.016,0.2052,low
HPIP-00500,HCU-02847,197.73,399.399,96.229,150.742,130.74,11.331,2.2163,307.378,382.017,0.4511,medium
HPIP-00501,HCU-02854,140.569,127.736,137.262,75.856,128.23,22.178,1.2546,251.272,332.257,0.3028,medium
HPIP-00502,HCU-02857,402.236,323.853,129.686,83.681,83.908,5.272,2.8813,406.026,376.203,0.6715,high
HPIP-00503,HCU-02859,233.85,281.547,206.513,124.571,117.629,6.067,2.1325,343.692,392.537,0.4716,medium
HPIP-00504,HCU-02865,309.599,335.365,232.468,151.171,121.378,23.988,2.228,295.869,358.544,0.397,medium
HPIP-00505,HCU-02868,343.238,380.64,140.965,114.829,69.12,10.178,2.4749,350.183,380.338,0.5245,high
HPIP-00506,HCU-02874,90.125,431.178,106.9,71.157,107.43,17.01,1.8524,288.446,360.426,0.3792,medium
HPIP-00507,HCU-02889,255.224,158.709,132.79,86.716,102.55,22.459,1.4682,254.15,360.505,0.2638,medium
HPIP-00508,HCU-02896,195.34,228.499,94.153,94.43,128.399,25.155,1.4943,238.491,339.098,0.2554,medium
HPIP-00509,HCU-02899,243.431,301.995,83.816,98.8,151.524,39.622,1.8222,262.572,371.956,0.2305,low
HPIP-00510,HCU-02906,384.177,414.408,113.097,133.362,147.81,18.038,2.5937,320.39,352.564,0.5046,high
HPIP-00511,HCU-02907,300.51,441.983,240.689,99.546,157.918,38.588,2.3561,326.281,361.202,0.3895,medium
HPIP-00512,HCU-02909,178.435,444.261,172.905,88.131,98.459,19.76,2.0787,278.791,414.231,0.2993,medium
HPIP-00513,HCU-02911,243.286,178.279,130.951,81.341,83.322,12.626,1.7735,310.783,340.131,0.4739,medium
HPIP-00514,HCU-02917,405.216,412.545,95.35,120.146,79.352,38.179,2.4765,249.624,318.493,0.3122,medium
HPIP-00515,HCU-02919,161.261,212.747,255.19,137.464,152.234,36.69,1.5176,288.562,387.33,0.2641,medium
HPIP-00516,HCU-02926,366.982,422.259,133.842,159.74,66.269,39.903,2.6015,345.865,385.91,0.4302,medium
HPIP-00517,HCU-02943,436.365,194.902,88.251,154.657,124.482,15.431,2.1356,279.36,310.469,0.48,medium
HPIP-00518,HCU-02944,218.02,175.947,64.06,137.035,141.039,12.236,1.6396,337.521,321.09,0.5496,high
HPIP-00519,HCU-02961,263.024,278.303,156.037,88.353,145.065,31.696,1.8593,307.812,370.347,0.3457,medium
HPIP-00520,HCU-02962,388.329,415.461,105.627,82.114,104.471,18.76,2.4269,294.003,371.509,0.3948,medium
HPIP-00521,HCU-02968,361.401,434.405,229.703,79.095,117.956,31.13,2.4329,268.908,389.455,0.2856,medium
HPIP-00522,HCU-02970,414.628,115.473,185.826,61.134,140.331,19.838,1.9725,343.115,360.924,0.499,medium
HPIP-00523,HCU-02972,243.849,93.024,97.642,86.436,147.335,22.821,1.4797,285.673,353.139,0.3533,medium
HPIP-00524,HCU-02976,168.004,210.638,69.072,69.248,89.636,12.781,1.6769,296.544,390.965,0.3828,medium
HPIP-00525,HCU-02977,377.653,252.182,104.583,67.809,159.86,34.187,2.1999,328.675,318.045,0.5088,high
HPIP-00526,HCU-02984,384.105,266.27,213.706,138.203,139.482,12.169,2.3233,355.836,319.268,0.63,high
HPIP-00527,HCU-02998,287.58,255.907,141.111,127.513,113.565,24.716,1.864,236.584,394.983,0.2076,low
HPIP-00528,HCU-03001,233.811,249.627,205.153,141.245,141.009,6.524,2.1445,368.397,359.193,0.5974,high
HPIP-00529,HCU-03002,241.886,267.519,163.614,101.504,102.757,9.777,1.8623,286.479,343.369,0.407,medium
HPIP-00530,HCU-03004,231.903,404.137,166.801,67.367,97.882,13.412,2.225,331.832,340.336,0.5342,high
HPIP-00531,HCU-03006,212.753,159.557,109.195,68.558,143.185,14.419,1.6215,304.032,339.959,0.464,medium
HPIP-00532,HCU-03011,291.358,263.745,74.021,77.85,93.044,7.005,2.2119,351.709,373.016,0.5384,high
HPIP-00533,HCU-03019,336.181,285.499,230.033,62.736,134.383,38.538,2.0086,319.608,333.37,0.4129,medium
HPIP-00534,HCU-03021,199.362,352.699,138.236,128.384,104.887,16.764,1.8344,232.324,313.364,0.3271,medium
HPIP-00535,HCU-03023,253.465,435.758,118.632,77.685,66.049,26.376,2.3544,323.726,351.924,0.4728,medium
HPIP-00536,HCU-03045,94.776,187.378,120.837,137.975,126.41,14.838,1.2356,246.52,301.303,0.363,medium
HPIP-00537,HCU-03049,295.964,229.664,150.526,136.0,132.289,30.639,1.7165,245.823,353.074,0.2548,medium
HPIP-00538,HCU-03052,281.924,267.097,245.315,116.956,90.598,18.984,1.7875,276.395,371.486,0.3184,medium
HPIP-00539,HCU-03055,172.562,213.264,172.355,121.801,82.122,16.919,1.5402,281.437,358.934,0.3485,medium
HPIP-00540,HCU-03060,351.148,107.935,143.147,72.603,62.354,9.992,1.8918,364.047,412.079,0.5057,high
HPIP-00541,HCU-03063,276.798,178.557,243.743,133.694,130.765,10.724,1.7991,294.507,327.023,0.4658,medium
HPIP-00542,HCU-03081,146.972,169.547,170.609,73.33,100.792,33.756,1.2906,240.101,318.108,0.2448,low
HPIP-00543,HCU-03086,182.602,393.712,173.316,77.418,121.016,6.566,2.432,329.127,432.258,0.4437,medium
HPIP-00544,HCU-03098,276.389,266.004,170.176,88.313,121.514,30.334,1.7325,233.478,359.323,0.2151,low
HPIP-00545,HCU-03114,166.892,439.474,120.592,65.467,98.216,33.563,1.9844,272.409,396.855,0.2609,medium
HPIP-00546,HCU-03122,85.138,256.291,169.47,151.712,95.536,36.916,1.1881,230.108,375.318,0.1519,low
HPIP-00547,HCU-03128,379.594,125.86,81.147,102.529,102.435,9.981,1.8671,283.94,423.882,0.3103,medium
HPIP-00548,HCU-03138,231.138,212.346,180.906,94.67,120.315,34.224,1.3834,226.005,393.25,0.1239,low
HPIP-00549,HCU-03152,419.654,253.687,167.669,121.147,127.458,27.194,1.9512,218.12,324.504,0.2519,medium
HPIP-00550,HCU-03154,413.565,175.304,249.174,72.205,75.608,6.221,2.5085,393.356,378.364,0.6401,high
HPIP-00551,HCU-03160,442.741,172.019,90.913,119.01,61.011,8.686,2.1905,337.021,356.298,0.54,high
HPIP-00552,HCU-03161,150.586,281.182,97.882,135.621,62.67,9.068,1.9609,334.768,407.924,0.4658,medium
HPIP-00553,HCU-03167,316.931,130.711,213.611,111.681,65.596,18.159,1.7049,296.668,406.571,0.3283,medium
HPIP-00554,HCU-03171,424.082,167.947,89.6,92.907,130.907,27.849,2.0364,234.555,355.5,0.2566,medium
HPIP-00555,HCU-03174,417.791,416.786,238.839,104.37,78.092,27.981,2.479,318.837,331.066,0.4597,medium
HPIP-00556,HCU-03186,385.075,413.96,164.415,125.436,95.307,21.917,2.3487,273.363,360.673,0.3527,medium
HPIP-00557,HCU-03188,162.531,89.112,159.584,64.545,137.322,33.009,1.2388,282.144,308.519,0.3644,medium
HPIP-00558,HCU-03193,428.143,378.234,206.592,61.334,153.022,19.464,2.8094,356.017,352.244,0.6016,high
HPIP-00559,HCU-03194,401.263,291.707,166.983,147.851,132.689,36.131,2.2044,272.377,408.456,0.2561,medium
HPIP-00560,HCU-03195,213.493,196.043,75.47,83.983,70.433,28.654,1.5374,293.571,339.098,0.368,medium
HPIP-00561,HCU-03198,98.794,243.675,148.156,81.076,95.619,8.386,1.6677,322.71,368.657,0.4523,medium
HPIP-00562,HCU-03199,108.87,159.498,77.333,116.816,74.462,7.897,1.5587,354.645,325.709,0.5704,high
HPIP-00563,HCU-03214,328.934,224.84,170.059,105.002,117.836,12.961,1.8502,234.657,333.289,0.3132,medium
HPIP-00564,HCU-03218,405.169,401.319,173.989,143.99,157.936,20.66,2.8043,364.151,358.289,0.5893,high
HPIP-00565,HCU-03238,413.821,170.527,84.054,73.176,159.695,34.13,2.0493,307.496,324.496,0.4441,medium
HPIP-00566,HCU-03241,252.522,142.581,211.851,111.346,143.019,34.414,1.3694,251.436,378.624,0.1827,low
HPIP-00567,HCU-03242,212.037,308.421,112.716,124.444,158.495,17.487,1.803,325.062,278.368,0.6085,high
HPIP-00568,HCU-03246,347.187,87.265,52.271,84.83,145.481,13.49,1.8867,295.949,360.688,0.4285,medium
HPIP-00569,HCU-03250,419.977,328.412,241.117,79.275,144.746,8.326,2.597,421.119,347.233,0.7299,high
HPIP-00570,HCU-03268,285.936,186.13,150.973,138.154,159.647,30.859,1.7736,310.629,292.882,0.4982,medium
HPIP-00571,HCU-03285,106.499,181.97,189.384,120.128,109.296,23.097,1.0589,239.152,343.154,0.2101,low
HPIP-00572,HCU-03290,177.401,280.363,88.678,85.829,126.828,33.694,1.6136,256.244,306.911,0.3073,medium
HPIP-00573,HCU-03292,288.286,147.774,104.439,110.526,154.895,39.523,1.6581,249.504,328.647,0.244,low
HPIP-00574,HCU-03295,150.139,135.497,203.749,123.66,66.163,22.679,1.221,269.425,345.006,0.3178,medium
HPIP-00575,HCU-03298,431.801,305.916,60.333,132.214,60.622,16.239,2.5032,331.069,286.505,0.6606,high
HPIP-00576,HCU-03300,318.7,159.809,162.205,64.137,151.528,28.055,1.8537,319.279,326.821,0.4772,medium
HPIP-00577,HCU-03304,301.136,398.117,96.496,141.561,81.973,25.273,2.3389,297.868,414.321,0.3436,medium
HPIP-00578,HCU-03308,408.981,349.006,227.84,72.585,152.181,34.149,2.4818,325.123,312.601,0.5184,high
HPIP-00579,HCU-03311,331.369,249.293,77.996,152.601,126.831,19.896,1.8824,289.787,388.891,0.354,medium
HPIP-00580,HCU-03312,174.598,149.787,122.119,75.769,119.776,27.815,1.163,261.317,336.256,0.2749,medium
HPIP-00581,HCU-03320,186.051,223.852,147.075,142.322,151.154,22.041,1.608,278.9,340.635,0.3834,medium
HPIP-00582,HCU-03323,443.295,448.103,170.795,110.412,126.214,33.911,2.4666,280.202,335.267,0.3371,medium
HPIP-00583,HCU-03328,381.344,279.636,255.793,86.715,73.084,10.459,2.3755,357.363,344.718,0.5986,high
HPIP-00584,HCU-03334,245.476,393.76,220.704,94.77,98.624,21.588,2.0538,279.559,346.023,0.3608,medium
HPIP-00585,HCU-03335,401.389,357.62,112.585,153.319,136.538,38.932,2.3805,295.274,340.493,0.3801,medium
HPIP-00586,HCU-03338,387.246,385.654,225.416,150.028,66.114,25.43,2.518,323.358,367.563,0.4719,medium
HPIP-00587,HCU-03355,101.513,279.413,231.467,78.905,112.808,6.231,1.9666,343.575,367.628,0.5062,high
HPIP-00588,HCU-03362,366.668,285.193,173.778,64.687,84.019,17.471,2.2565,325.033,354.828,0.5,medium
HPIP-00589,HCU-03370,203.47,396.572,98.278,73.521,129.148,23.392,2.1185,300.123,341.04,0.4275,medium
HPIP-00590,HCU-03371,235.897,231.471,96.096,108.041,156.24,14.204,1.72,281.616,409.256,0.3253,medium
HPIP-00591,HCU-03376,396.92,260.508,104.514,144.5,155.049,13.87,2.4143,390.266,363.846,0.6256,high
HPIP-00592,HCU-03382,323.69,276.734,65.709,108.746,140.543,30.489,1.9058,261.619,323.614,0.3161,medium
HPIP-00593,HCU-03383,400.465,359.474,92.665,132.755,60.342,25.677,2.5027,309.13,381.367,0.4182,medium
HPIP-00594,HCU-03387,229.639,100.859,109.558,148.268,137.609,21.598,1.4399,291.419,370.544,0.3483,medium
HPIP-00595,HCU-03390,413.857,409.854,138.936,154.605,108.254,30.994,2.5776,320.425,320.294,0.4827,medium
HPIP-00596,HCU-03396,181.701,326.532,83.476,78.325,100.221,31.146,1.6615,235.068,336.224,0.2438,low
HPIP-00597,HCU-03397,117.475,360.65,121.631,131.113,68.032,20.233,1.938,314.567,330.93,0.4788,medium
HPIP-00598,HCU-03403,123.512,106.178,211.019,157.207,103.706,16.313,1.0952,281.965,359.222,0.3371,medium
HPIP-00599,HCU-03424,276.561,163.895,123.193,119.403,65.654,32.17,1.5218,248.813,361.872,0.2357,low
HPIP-00600,HCU-03427,139.253,113.221,227.71,133.193,70.583,5.27,1.8283,360.156,340.808,0.6013,high
HPIP-00601,HCU-03437,201.079,371.922,161.388,127.963,150.13,32.982,1.9612,270.214,361.859,0.2988,medium
HPIP-00602,HCU-03438,341.908,287.272,145.469,77.257,86.776,22.871,2.1356,294.939,428.396,0.3203,medium
HPIP-00603,HCU-03439,336.161,102.111,181.978,116.604,140.422,37.306,1.5741,247.575,410.601,0.1498,low
HPIP-00604,HCU-03444,341.888,323.668,222.885,81.502,83.242,24.323,2.212,288.531,339.283,0.4117,medium
HPIP-00605,HCU-03451,263.91,136.965,170.066,107.702,114.839,39.351,1.3071,185.586,331.063,0.0689,low
HPIP-00606,HCU-03460,438.879,160.167,195.051,102.16,95.247,33.985,1.8972,254.036,322.061,0.279,medium
HPIP-00607,HCU-03463,408.568,405.395,143.028,112.803,118.906,13.713,2.5405,273.026,320.59,0.4384,medium
HPIP-00608,HCU-03464,337.005,91.114,245.15,104.899,84.818,28.116,1.4971,244.792,364.715,0.2197,low
HPIP-00609,HCU-03469,182.384,197.708,182.933,68.743,144.233,32.267,1.4773,300.442,306.585,0.4238,medium
HPIP-00610,HCU-03479,431.233,293.77,239.351,129.859,72.093,14.026,2.4836,302.599,355.655,0.4789,medium
HPIP-00611,HCU-03494,347.063,277.33,220.26,70.425,63.285,27.1,2.0962,320.772,376.436,0.4237,medium
HPIP-00612,HCU-03500,336.654,220.31,143.068,115.561,124.725,14.944,1.8639,251.312,287.799,0.4106,medium
HPIP-00613,HCU-03503,242.869,372.335,103.953,146.489,158.974,23.388,2.1548,342.944,324.042,0.5631,high
HPIP-00614,HCU-03509,253.69,106.508,119.443,125.076,96.915,12.907,1.4152,259.829,324.024,0.3577,medium
HPIP-00615,HCU-03513,123.857,204.54,234.113,107.232,111.874,25.246,1.0979,170.113,355.041,0.0703,low
HPIP-00616,HCU-03515,184.758,199.654,170.265,89.534,152.986,32.442,1.3953,269.64,375.558,0.2537,medium
HPIP-00617,HCU-03524,186.686,115.604,74.85,140.263,95.05,20.057,1.3192,285.164,339.406,0.3581,medium
HPIP-00618,HCU-03528,294.271,275.05,142.529,97.365,89.016,30.426,1.8595,275.003,360.608,0.2887,medium
HPIP-00619,HCU-03533,206.051,389.533,124.619,112.024,60.324,36.857,1.9972,266.988,374.601,0.2573,medium
HPIP-00620,HCU-03538,133.232,362.085,76.928,65.955,76.782,34.767,1.7548,294.856,330.593,0.3808,medium
HPIP-00621,HCU-03541,364.127,208.126,184.822,159.1,100.148,17.79,1.975,309.725,320.398,0.4976,medium
HPIP-00622,HCU-03548,265.32,199.134,88.28,115.125,149.152,9.097,1.9278,336.684,402.418,0.4442,medium
HPIP-00623,HCU-03573,239.904,401.427,138.185,138.345,117.738,37.409,2.0913,259.622,277.051,0.3753,medium
HPIP-00624,HCU-03580,148.494,370.448,156.357,135.733,120.913,20.947,1.7639,263.594,348.121,0.3258,medium
HPIP-00625,HCU-03590,365.384,216.018,154.576,91.317,113.768,18.077,1.9148,290.788,405.633,0.311,medium
HPIP-00626,HCU-03594,297.778,288.277,111.166,102.064,94.139,12.889,2.0139,271.061,336.849,0.3933,medium
HPIP-00627,HCU-03597,223.265,410.723,105.205,151.192,108.612,31.202,1.9687,271.298,384.731,0.2678,medium
HPIP-00628,HCU-03598,128.707,194.45,118.47,97.036,102.532,8.848,1.5658,259.593,398.099,0.2913,medium
HPIP-00629,HCU-03605,303.895,132.477,221.725,115.967,132.537,9.268,1.7101,264.592,308.506,0.4259,medium
HPIP-00630,HCU-03612,370.092,291.887,109.615,126.789,155.751,17.556,2.178,321.713,364.864,0.4659,medium
HPIP-00631,HCU-03630,425.172,90.47,158.869,117.485,113.009,25.697,1.6225,220.099,388.681,0.1582,low
HPIP-00632,HCU-03634,227.831,170.826,97.999,125.174,79.421,6.797,1.9265,342.375,337.291,0.5596,high
HPIP-00633,HCU-03636,168.329,177.767,183.264,71.863,158.12,17.194,1.5394,302.024,409.715,0.3666,medium
HPIP-00634,HCU-03637,417.03,310.706,212.656,158.804,136.633,6.232,2.7908,466.738,387.543,0.7569,critical
HPIP-00635,HCU-03649,174.578,441.501,107.025,132.761,155.149,23.761,2.1042,314.465,406.287,0.3757,medium
HPIP-00636,HCU-03686,122.201,254.217,114.983,153.277,77.461,34.095,1.4544,283.8,373.956,0.2861,medium
HPIP-00637,HCU-03694,319.016,248.64,255.698,64.988,126.761,21.874,1.9653,327.037,305.488,0.5413,high
HPIP-00638,HCU-03695,294.285,354.977,194.163,83.564,134.284,17.271,2.2452,315.928,387.792,0.4208,medium
HPIP-00639,HCU-03701,303.093,380.671,59.475,151.05,87.44,10.13,2.4461,339.786,325.701,0.6118,high
HPIP-00640,HCU-03708,420.384,300.892,182.126,133.279,82.492,32.6,2.3281,289.91,365.103,0.3442,medium
HPIP-00641,HCU-03713,254.833,277.591,169.897,80.153,77.498,12.985,2.0747,317.465,359.107,0.4814,medium
HPIP-00642,HCU-03715,443.707,389.541,219.142,103.862,98.67,16.025,2.6761,277.781,420.105,0.3318,medium
HPIP-00643,HCU-03722,389.336,90.113,219.43,123.151,90.015,31.021,1.6299,233.431,372.617,0.1918,low
HPIP-00644,HCU-03737,122.176,292.009,247.451,125.389,60.664,19.256,1.6026,322.15,335.54,0.469,medium
HPIP-00645,HCU-03743,116.92,139.954,116.123,86.343,101.658,10.549,1.2586,248.906,324.243,0.3424,medium
HPIP-00646,HCU-03746,264.241,183.455,165.805,68.739,136.874,13.04,1.7402,318.864,286.239,0.5989,high
HPIP-00647,HCU-03754,156.176,198.365,257.759,158.095,153.271,12.466,1.6831,355.794,376.748,0.5227,high
HPIP-00648,HCU-03759,224.365,281.756,183.041,83.575,151.672,11.12,2.042,353.205,366.824,0.5393,high
HPIP-00649,HCU-03767,302.424,159.896,232.405,105.883,139.274,29.314,1.5277,262.768,338.118,0.2808,medium
HPIP-00650,HCU-03772,321.605,356.804,147.161,135.027,60.668,23.476,2.3303,344.63,302.882,0.609,high
HPIP-00651,HCU-03790,224.181,154.141,189.006,136.966,153.288,10.355,1.6994,330.178,369.304,0.4831,medium
HPIP-00652,HCU-03793,128.349,122.212,206.572,81.743,116.084,7.796,1.4445,301.019,388.599,0.3733,medium
HPIP-00653,HCU-03795,80.117,154.358,95.274,90.96,159.409,18.71,1.1857,267.212,369.481,0.3111,medium
HPIP-00654,HCU-03800,142.592,201.105,258.403,130.516,112.835,29.217,1.1828,229.214,359.541,0.1681,low
HPIP-00655,HCU-03803,329.314,100.147,53.837,88.273,126.042,16.446,1.5681,259.798,395.652,0.2766,medium
HPIP-00656,HCU-03809,290.241,84.152,185.722,72.957,83.143,22.142,1.416,309.176,352.28,0.3952,medium
HPIP-00657,HCU-03816,398.176,114.284,93.19,103.946,145.848,18.947,1.7748,271.053,326.426,0.3833,medium
HPIP-00658,HCU-03817,362.602,144.743,234.61,108.51,138.083,29.606,1.7469,251.102,330.496,0.2796,medium
HPIP-00659,HCU-03821,220.651,322.239,83.538,156.073,60.307,21.18,2.0585,337.129,378.811,0.4797,medium
HPIP-00660,HCU-03825,242.8,214.471,209.112,146.22,78.557,24.721,1.8176,276.949,388.181,0.3176,medium
HPIP-00661,HCU-03826,254.407,321.58,94.979,64.295,142.207,17.082,2.2653,329.774,328.79,0.5594,high
HPIP-00662,HCU-03828,195.068,321.805,207.124,92.373,126.644,26.138,1.7262,267.424,389.588,0.2562,medium
HPIP-00663,HCU-03832,280.712,378.994,184.271,114.369,120.405,26.543,2.1205,239.231,432.506,0.1828,low
HPIP-00664,HCU-03834,190.081,334.631,168.953,95.941,96.603,29.656,1.7664,241.269,365.892,0.2202,low
HPIP-00665,HCU-03835,375.252,184.494,208.231,95.737,126.126,37.811,1.7127,238.942,319.681,0.2335,low
HPIP-00666,HCU-03843,176.291,406.536,238.314,145.21,156.878,16.777,2.0336,353.997,372.918,0.519,high
HPIP-00667,HCU-03845,124.444,139.74,193.44,147.117,107.889,22.45,1.0895,249.573,374.918,0.2253,low
HPIP-00668,HCU-03856,159.155,136.8,227.566,154.909,127.574,35.882,1.2338,247.276,452.944,0.1269,low
HPIP-00669,HCU-03859,120.451,349.807,252.053,149.526,111.833,26.911,1.6566,267.224,345.628,0.3057,medium
HPIP-00670,HCU-03862,318.941,314.461,154.202,67.981,136.293,32.725,2.2004,300.435,335.19,0.4123,medium
HPIP-00671,HCU-03868,235.908,219.5,222.983,120.407,99.325,31.992,1.5357,232.527,374.556,0.166,low
HPIP-00672,HCU-03869,390.985,149.419,65.76,149.215,134.079,29.931,1.9775,319.133,332.574,0.4424,medium
HPIP-00673,HCU-03874,122.303,302.4,233.344,107.163,64.941,36.189,1.55,196.099,370.748,0.1213,low
HPIP-00674,HCU-03913,189.317,256.246,190.914,85.268,91.25,38.202,1.5122,262.353,423.29,0.158,low
HPIP-00675,HCU-03917,86.218,283.72,61.747,110.312,120.03,30.527,1.2321,234.843,346.165,0.176,low
HPIP-00676,HCU-03927,134.252,284.621,97.444,109.208,102.866,10.308,1.5601,254.258,389.994,0.2716,medium
HPIP-00677,HCU-03934,204.143,341.697,255.983,117.694,131.342,11.918,1.8062,268.387,366.473,0.3478,medium
HPIP-00678,HCU-03939,114.219,292.756,171.979,116.804,105.24,6.736,1.7732,292.316,293.82,0.5041,high
HPIP-00679,HCU-03946,441.711,267.18,159.975,69.892,79.039,29.785,2.3426,319.254,331.696,0.4759,medium
HPIP-00680,HCU-03947,231.588,196.084,70.856,151.815,110.842,6.923,1.9624,366.126,363.074,0.5543,high
HPIP-00681,HCU-03971,349.367,372.04,250.086,85.991,118.354,12.563,2.3246,300.921,374.944,0.4221,medium
HPIP-00682,HCU-03974,215.014,256.606,157.716,75.974,99.69,16.313,1.7464,278.49,305.75,0.4427,medium
HPIP-00683,HCU-03978,390.769,386.945,176.081,135.389,152.37,14.814,2.6895,333.187,383.776,0.5086,high
HPIP-00684,HCU-03985,100.56,432.65,177.19,149.044,79.182,36.441,1.8972,289.756,311.129,0.3977,medium
HPIP-00685,HCU-03993,356.491,94.351,226.314,146.948,66.145,10.892,2.0017,343.673,321.847,0.6113,high
HPIP-00686,HCU-03994,154.058,133.314,182.726,116.446,69.421,29.374,1.2005,295.016,386.022,0.2657,medium
HPIP-00687,HCU-04001,188.997,83.494,121.969,97.019,153.181,27.522,1.2142,213.928,415.914,0.1392,low
HPIP-00688,HCU-04002,104.742,432.084,231.838,97.5,117.768,10.053,2.0182,301.334,323.581,0.4765,medium
HPIP-00689,HCU-04007,357.152,373.992,199.909,128.305,64.091,20.163,2.4107,346.814,428.833,0.4283,medium
HPIP-00690,HCU-04019,193.482,176.055,155.22,69.116,98.389,39.899,1.4811,263.506,375.153,0.2051,low
HPIP-00691,HCU-04028,417.852,446.043,129.68,76.641,80.853,32.283,2.7302,352.782,417.047,0.4131,medium
HPIP-00692,HCU-04038,235.237,342.32,135.403,158.69,150.563,30.76,2.1011,326.233,427.953,0.3581,medium
HPIP-00693,HCU-04042,177.803,343.264,128.538,151.013,136.145,28.084,2.0027,316.405,327.179,0.4607,medium
HPIP-00694,HCU-04043,304.769,391.951,70.854,152.182,97.244,26.553,2.243,309.398,380.012,0.3822,medium
HPIP-00695,HCU-04046,295.313,315.362,113.405,147.054,152.501,20.526,2.1834,314.473,385.595,0.4313,medium
HPIP-00696,HCU-04050,290.528,135.18,188.355,78.051,125.465,33.241,1.5071,251.049,322.843,0.2758,medium
HPIP-00697,HCU-04051,322.895,147.349,121.433,87.32,80.495,17.291,1.758,265.228,299.251,0.4326,medium
HPIP-00698,HCU-04055,197.773,112.508,137.938,75.088,98.464,5.712,1.779,364.931,334.796,0.5993,high
HPIP-00699,HCU-04061,127.062,254.295,154.382,73.673,154.888,26.255,1.5194,311.225,354.326,0.4007,medium
HPIP-00700,HCU-04064,262.545,396.255,125.556,113.641,154.504,20.341,2.1449,309.042,348.559,0.4395,medium
HPIP-00701,HCU-04069,296.337,305.386,75.705,131.744,149.187,29.492,2.1249,256.299,360.006,0.3079,medium
