design_id,component_code,component_name,rated_pressure,rated_flow,temperature_limit,design_margin,design_risk_score,design_risk_level
HDES-00700,C002,方向控制阀,19.24,98.74,78.44,0.2119,0.2965,medium
HDES-00701,C012,卸荷阀,18.66,81.8,79.88,0.2486,0.3188,medium
HDES-00702,C002,方向控制阀,21.09,36.25,76.56,0.2927,0.064,low
HDES-00703,C002,方向控制阀,20.11,63.14,64.05,0.3359,0.189,low
HDES-00704,C012,卸荷阀,15.66,22.9,53.84,0.1371,0.8363,critical
HDES-00705,C007,过滤器,18.65,39.61,112.06,0.3971,0.0076,low
HDES-00706,C006,冷却器,15.78,33.61,71.15,0.2623,0.307,medium
HDES-00707,C010,节流阀,17.54,55.07,78.23,0.4136,0.0,low
HDES-00708,C003,作动筒,11.14,73.21,78.1,0.3235,0.3466,medium
HDES-00709,C005,蓄能器,24.38,61.29,84.49,0.254,0.1981,low
HDES-00710,C005,蓄能器,25.15,64.62,76.27,0.2342,0.2343,low
HDES-00711,C011,管路总成,19.2,58.81,83.79,0.2901,0.3008,medium
HDES-00712,C004,溢流阀,21.14,79.37,72.17,0.3826,0.1479,low
HDES-00713,C005,蓄能器,17.89,47.08,83.43,0.38,0.1703,low
HDES-00714,C003,作动筒,23.88,80.83,68.16,0.3343,0.2349,low
HDES-00715,C012,卸荷阀,26.95,44.19,81.23,0.3799,0.1149,low
HDES-00716,C011,管路总成,27.32,46.77,69.59,0.4922,0.095,low
HDES-00717,C002,方向控制阀,16.44,61.21,83.51,0.3964,0.0463,low
HDES-00718,C004,溢流阀,26.64,42.34,68.69,0.3932,0.0967,low
HDES-00719,C010,节流阀,15.82,75.47,74.77,0.4608,0.0546,low
HDES-00720,C003,作动筒,25.81,30.57,91.17,0.3331,0.0777,low
HDES-00721,C007,过滤器,19.29,12.0,81.4,0.2759,0.1825,low
HDES-00722,C011,管路总成,24.62,18.96,72.96,0.3934,0.0266,low
HDES-00723,C009,单向阀,21.67,81.85,73.65,0.3917,0.0816,low
HDES-00724,C010,节流阀,19.14,120.39,81.1,0.2675,0.2153,low
HDES-00725,C005,蓄能器,25.81,63.13,79.98,0.269,0.2175,low
HDES-00726,C003,作动筒,16.11,70.1,74.22,0.4048,0.0524,low
HDES-00727,C001,液压泵总成,21.54,81.38,68.09,0.2082,0.4295,medium
HDES-00728,C012,卸荷阀,28.06,53.22,102.87,0.296,0.1718,low
HDES-00729,C001,液压泵总成,31.36,108.28,60.77,0.23,0.3269,medium
HDES-00730,C001,液压泵总成,23.58,120.88,72.33,0.2033,0.2921,medium
HDES-00731,C006,冷却器,12.6,57.67,74.87,0.225,0.5,high
HDES-00732,C006,冷却器,11.53,23.24,89.39,0.3333,0.2508,medium
HDES-00733,C003,作动筒,18.73,73.0,80.56,0.3627,0.0108,low
HDES-00734,C005,蓄能器,26.53,23.97,77.38,0.2803,0.2222,low
HDES-00735,C002,方向控制阀,15.79,103.36,87.15,0.2165,0.2944,medium
HDES-00736,C002,方向控制阀,14.75,120.92,102.07,0.3013,0.3017,medium
HDES-00737,C005,蓄能器,18.76,45.76,79.35,0.3862,0.1586,low
HDES-00738,C007,过滤器,26.69,54.01,70.92,0.3122,0.1668,low
HDES-00739,C005,蓄能器,18.11,71.56,80.46,0.4054,0.2139,low
HDES-00740,C003,作动筒,13.23,63.94,82.59,0.3181,0.2574,medium
HDES-00741,C008,液压油箱,20.12,88.02,80.14,0.3882,0.0507,low
HDES-00742,C006,冷却器,28.33,47.61,81.95,0.3743,0.0606,low
HDES-00743,C009,单向阀,21.94,80.2,82.4,0.2594,0.2203,low
HDES-00744,C010,节流阀,19.84,80.21,83.49,0.355,0.0758,low
HDES-00745,C004,溢流阀,20.3,38.8,70.68,0.2807,0.2817,medium
HDES-00746,C006,冷却器,16.0,78.23,77.39,0.4057,0.0697,low
HDES-00747,C009,单向阀,15.81,65.31,89.27,0.2056,0.3987,medium
HDES-00748,C009,单向阀,21.48,31.8,86.87,0.4143,0.0473,low
HDES-00749,C008,液压油箱,19.56,97.28,82.45,0.3558,0.005,low
HDES-00750,C001,液压泵总成,22.08,94.33,88.29,0.3682,0.0869,low
HDES-00751,C006,冷却器,12.66,56.87,87.54,0.3591,0.2468,low
HDES-00752,C006,冷却器,19.49,55.25,89.92,0.4732,0.017,low
HDES-00753,C001,液压泵总成,21.74,105.4,76.58,0.2072,0.364,medium
HDES-00754,C002,方向控制阀,20.03,107.87,79.62,0.2151,0.2991,medium
HDES-00755,C012,卸荷阀,24.5,55.93,74.2,0.2994,0.19,low
HDES-00756,C002,方向控制阀,24.03,86.06,90.5,0.1928,0.277,medium
HDES-00757,C011,管路总成,27.93,40.3,87.95,0.3377,0.1616,low
HDES-00758,C010,节流阀,18.89,93.13,83.16,0.289,0.1783,low
HDES-00759,C001,液压泵总成,33.25,84.16,64.84,0.3902,0.1518,low
HDES-00760,C002,方向控制阀,20.59,100.18,89.21,0.2512,0.2875,medium
HDES-00761,C011,管路总成,19.98,61.37,102.05,0.4585,0.118,low
HDES-00762,C002,方向控制阀,25.62,80.65,79.08,0.4079,0.0121,low
HDES-00763,C002,方向控制阀,10.46,89.12,71.27,0.3058,0.364,medium
HDES-00764,C005,蓄能器,18.75,43.8,88.05,0.2667,0.3654,medium
HDES-00765,C001,液压泵总成,29.09,82.14,63.93,0.3802,0.1743,low
HDES-00766,C010,节流阀,12.89,96.78,65.26,0.2894,0.4038,medium
HDES-00767,C002,方向控制阀,21.08,97.41,78.09,0.419,0.0,low
HDES-00768,C002,方向控制阀,19.55,113.22,88.94,0.47,0.0395,low
HDES-00769,C009,单向阀,20.14,52.55,72.19,0.3846,0.0344,low
HDES-00770,C009,单向阀,17.56,44.32,73.25,0.29,0.2485,low
HDES-00771,C003,作动筒,21.51,47.97,64.79,0.3712,0.1484,low
HDES-00772,C010,节流阀,22.55,101.23,75.75,0.4421,0.0793,low
HDES-00773,C008,液压油箱,25.06,98.03,89.84,0.2092,0.2709,medium
HDES-00774,C006,冷却器,16.7,60.11,72.69,0.3133,0.1977,low
HDES-00775,C002,方向控制阀,18.2,79.99,76.29,0.3712,0.063,low
HDES-00776,C005,蓄能器,22.03,53.95,83.22,0.3387,0.1364,low
HDES-00777,C004,溢流阀,24.97,13.88,63.56,0.4532,0.1555,low
HDES-00778,C012,卸荷阀,20.68,76.84,89.17,0.3153,0.2133,low
HDES-00779,C006,冷却器,22.03,15.74,104.44,0.3867,0.0233,low
HDES-00780,C011,管路总成,25.48,70.56,82.89,0.2094,0.2049,low
HDES-00781,C004,溢流阀,16.17,78.11,61.97,0.3251,0.4673,medium
HDES-00782,C007,过滤器,21.94,39.54,99.8,0.3292,0.1136,low
HDES-00783,C005,蓄能器,32.32,48.92,75.72,0.2538,0.1398,low
HDES-00784,C011,管路总成,20.36,50.45,70.6,0.2723,0.2561,medium
HDES-00785,C006,冷却器,19.45,50.68,91.27,0.3182,0.169,low
HDES-00786,C002,方向控制阀,17.97,65.95,78.66,0.4297,0.0877,low
HDES-00787,C005,蓄能器,20.4,35.72,56.61,0.3383,0.3662,medium
HDES-00788,C005,蓄能器,27.76,55.94,88.05,0.1696,0.303,medium
HDES-00789,C004,溢流阀,18.43,72.47,65.38,0.239,0.4565,medium
HDES-00790,C010,节流阀,19.87,92.62,76.13,0.3877,0.0287,low
HDES-00791,C001,液压泵总成,19.16,91.63,77.58,0.3145,0.3149,medium
HDES-00792,C003,作动筒,15.72,72.29,97.03,0.4325,0.0959,low
HDES-00793,C010,节流阀,26.88,105.95,82.25,0.3732,0.05,low
HDES-00794,C008,液压油箱,22.07,70.91,74.52,0.2369,0.2383,low
HDES-00795,C009,单向阀,14.94,75.94,69.31,0.4027,0.1977,low
HDES-00796,C004,溢流阀,26.0,76.15,88.28,0.221,0.2763,medium
HDES-00797,C011,管路总成,22.73,37.09,81.91,0.3404,0.1375,low
HDES-00798,C008,液压油箱,14.57,63.16,92.51,0.196,0.3811,medium
HDES-00799,C001,液压泵总成,28.87,46.64,64.07,0.273,0.2926,medium
HDES-00800,C012,卸荷阀,22.42,47.85,59.81,0.3276,0.307,medium
HDES-00801,C010,节流阀,28.61,110.1,82.24,0.3752,0.0056,low
HDES-00802,C012,卸荷阀,17.64,65.65,78.4,0.3065,0.3181,medium
HDES-00803,C006,冷却器,22.45,83.03,96.53,0.2674,0.1802,low
HDES-00804,C001,液压泵总成,20.46,92.41,72.94,0.3031,0.2576,medium
HDES-00805,C004,溢流阀,29.74,69.14,67.63,0.4129,0.0916,low
HDES-00806,C005,蓄能器,20.16,67.22,89.1,0.3634,0.2777,medium
HDES-00807,C009,单向阀,20.53,39.03,67.68,0.4041,0.0808,low
HDES-00808,C007,过滤器,17.89,51.03,74.04,0.3175,0.119,low
HDES-00809,C007,过滤器,15.67,67.72,76.76,0.4206,0.014,low
HDES-00810,C006,冷却器,14.79,63.42,82.46,0.4252,0.0693,low
HDES-00811,C005,蓄能器,24.1,27.26,69.46,0.1835,0.3841,medium
HDES-00812,C011,管路总成,18.95,67.05,94.85,0.1725,0.4258,medium
HDES-00813,C008,液压油箱,12.87,105.99,93.52,0.4472,0.196,low
HDES-00814,C001,液压泵总成,19.01,75.15,73.89,0.374,0.2053,low
HDES-00815,C010,节流阀,28.64,82.89,79.76,0.3923,0.0901,low
HDES-00816,C005,蓄能器,24.5,55.24,77.73,0.4533,0.0003,low
HDES-00817,C008,液压油箱,21.17,66.79,63.33,0.3455,0.1309,low
HDES-00818,C012,卸荷阀,23.15,65.64,62.05,0.3793,0.2292,low
HDES-00819,C003,作动筒,16.23,81.34,79.24,0.344,0.1516,low
HDES-00820,C003,作动筒,19.74,51.26,75.81,0.2323,0.2712,medium
HDES-00821,C004,溢流阀,28.79,107.14,73.55,0.214,0.3209,medium
HDES-00822,C002,方向控制阀,18.57,124.08,82.98,0.3207,0.0992,low
HDES-00823,C007,过滤器,17.09,55.15,102.52,0.2533,0.2779,medium
HDES-00824,C006,冷却器,15.45,63.73,84.3,0.323,0.2573,medium
HDES-00825,C010,节流阀,15.07,85.24,76.88,0.2419,0.3423,medium
HDES-00826,C012,卸荷阀,28.31,49.96,77.36,0.3877,0.0333,low
HDES-00827,C008,液压油箱,15.52,61.2,73.89,0.3406,0.2023,low
HDES-00828,C004,溢流阀,22.37,77.8,74.55,0.3426,0.0727,low
HDES-00829,C009,单向阀,17.02,73.15,89.15,0.3573,0.1634,low
HDES-00830,C003,作动筒,15.55,55.64,73.11,0.272,0.3024,medium
HDES-00831,C006,冷却器,10.98,62.51,79.79,0.2197,0.433,medium
HDES-00832,C008,液压油箱,11.59,108.03,112.6,0.3967,0.064,low
HDES-00833,C003,作动筒,14.98,45.99,107.98,0.4545,0.0,low
HDES-00834,C006,冷却器,14.96,24.82,88.27,0.3112,0.2262,low
HDES-00835,C012,卸荷阀,16.33,28.99,81.26,0.2096,0.4582,medium
HDES-00836,C011,管路总成,24.98,102.28,59.37,0.4566,0.1641,low
HDES-00837,C005,蓄能器,21.35,45.5,72.54,0.4041,0.1696,low
HDES-00838,C003,作动筒,22.86,46.09,93.8,0.3505,0.1029,low
HDES-00839,C008,液压油箱,13.03,85.27,75.51,0.4292,0.071,low
HDES-00840,C005,蓄能器,22.11,73.93,90.58,0.3501,0.1663,low
HDES-00841,C010,节流阀,20.78,75.06,84.34,0.3672,0.0446,low
HDES-00842,C010,节流阀,26.84,110.99,75.77,0.4175,0.0,low
HDES-00843,C011,管路总成,32.3,28.85,73.9,0.2144,0.2619,medium
HDES-00844,C006,冷却器,12.5,49.23,99.71,0.3007,0.3404,medium
HDES-00845,C001,液压泵总成,18.76,112.76,91.23,0.2229,0.3853,medium
HDES-00846,C005,蓄能器,32.27,63.6,63.36,0.4198,0.0936,low
HDES-00847,C011,管路总成,24.44,40.35,70.22,0.241,0.2501,medium
HDES-00848,C003,作动筒,16.29,54.42,94.45,0.3498,0.0911,low
HDES-00849,C009,单向阀,17.27,72.16,85.1,0.3759,0.1209,low
HDES-00850,C008,液压油箱,20.95,46.29,89.18,0.2858,0.1759,low
HDES-00851,C011,管路总成,21.9,65.6,73.66,0.2386,0.2739,medium
HDES-00852,C011,管路总成,17.72,37.71,74.47,0.4765,0.1958,low
HDES-00853,C003,作动筒,28.08,29.06,89.67,0.2617,0.182,low
HDES-00854,C006,冷却器,12.65,49.95,80.43,0.3918,0.1377,low
HDES-00855,C010,节流阀,20.81,79.73,70.56,0.3493,0.1355,low
HDES-00856,C008,液压油箱,16.72,78.63,84.25,0.4359,0.0765,low
HDES-00857,C003,作动筒,22.42,72.71,75.51,0.4115,0.0544,low
HDES-00858,C011,管路总成,21.2,85.42,77.38,0.2821,0.2666,medium
HDES-00859,C007,过滤器,17.13,23.37,98.07,0.3208,0.1951,low
HDES-00860,C004,溢流阀,23.96,34.62,82.93,0.3782,0.1821,low
HDES-00861,C007,过滤器,20.4,90.98,84.67,0.3098,0.177,low
HDES-00862,C004,溢流阀,26.68,46.39,56.53,0.2909,0.3028,medium
HDES-00863,C003,作动筒,26.06,43.75,93.43,0.1948,0.3736,medium
HDES-00864,C010,节流阀,12.58,117.38,70.07,0.2476,0.3959,medium
HDES-00865,C001,液压泵总成,21.47,90.76,82.38,0.3605,0.1396,low
HDES-00866,C009,单向阀,22.32,49.44,76.13,0.3809,0.0307,low
HDES-00867,C004,溢流阀,21.0,52.35,72.41,0.3033,0.2299,low
HDES-00868,C002,方向控制阀,22.48,56.95,82.91,0.4009,0.0,low
HDES-00869,C011,管路总成,23.0,63.25,79.49,0.2632,0.2288,low
HDES-00870,C004,溢流阀,21.85,63.26,62.36,0.3494,0.1783,low
HDES-00871,C002,方向控制阀,8.49,98.62,94.33,0.2804,0.4253,medium
HDES-00872,C004,溢流阀,26.32,70.58,71.17,0.3267,0.1537,low
HDES-00873,C010,节流阀,18.51,101.6,84.65,0.3911,0.0059,low
HDES-00874,C003,作动筒,6.0,47.24,82.22,0.3526,0.3059,medium
HDES-00875,C002,方向控制阀,20.48,94.55,70.5,0.1112,0.444,medium
HDES-00876,C011,管路总成,26.75,79.55,80.76,0.4431,0.0016,low
HDES-00877,C012,卸荷阀,16.81,78.1,77.69,0.3626,0.2763,medium
HDES-00878,C003,作动筒,18.99,65.0,69.21,0.4244,0.0857,low
HDES-00879,C004,溢流阀,18.8,74.51,77.39,0.2903,0.2697,medium
HDES-00880,C001,液压泵总成,20.49,126.95,65.28,0.3959,0.2185,low
HDES-00881,C006,冷却器,18.66,30.11,73.29,0.3177,0.1289,low
HDES-00882,C002,方向控制阀,16.0,96.59,89.82,0.3018,0.1757,low
HDES-00883,C009,单向阀,13.14,39.54,79.27,0.3706,0.2013,low
HDES-00884,C008,液压油箱,21.36,87.99,100.03,0.3067,0.1764,low
HDES-00885,C006,冷却器,14.81,41.53,90.92,0.4407,0.0808,low
HDES-00886,C007,过滤器,12.86,51.15,97.68,0.293,0.3339,medium
HDES-00887,C003,作动筒,14.38,37.3,77.88,0.2711,0.2471,low
HDES-00888,C006,冷却器,18.38,79.1,85.13,0.3411,0.1198,low
HDES-00889,C005,蓄能器,21.92,62.43,81.54,0.4057,0.0979,low
HDES-00890,C004,溢流阀,20.76,54.47,80.7,0.3444,0.1647,low
HDES-00891,C006,冷却器,15.0,48.03,79.88,0.2688,0.3031,medium
HDES-00892,C011,管路总成,29.71,37.67,85.33,0.4364,0.0,low
HDES-00893,C011,管路总成,31.63,45.96,73.65,0.3555,0.0776,low
HDES-00894,C004,溢流阀,29.17,75.53,87.18,0.3747,0.061,low
HDES-00895,C011,管路总成,29.05,60.69,63.67,0.2979,0.2914,medium
HDES-00896,C005,蓄能器,22.91,45.57,81.49,0.2736,0.2957,medium
HDES-00897,C004,溢流阀,18.39,54.19,79.72,0.2574,0.3542,medium
HDES-00898,C004,溢流阀,27.99,36.48,70.74,0.1328,0.4063,medium
HDES-00899,C005,蓄能器,22.18,54.84,71.3,0.2334,0.3491,medium
HDES-00900,C005,蓄能器,18.84,64.4,83.3,0.3899,0.1905,low
HDES-00901,C001,液压泵总成,24.16,99.81,77.75,0.2977,0.2265,low
HDES-00902,C007,过滤器,21.97,37.81,106.44,0.192,0.2843,medium
HDES-00903,C010,节流阀,21.26,102.21,55.54,0.3204,0.318,medium
HDES-00904,C003,作动筒,23.42,53.93,92.39,0.3302,0.0644,low
HDES-00905,C008,液压油箱,27.94,85.37,58.33,0.127,0.5364,high
HDES-00906,C003,作动筒,21.61,40.16,67.54,0.2414,0.3311,medium
HDES-00907,C009,单向阀,22.95,99.46,68.05,0.3722,0.1303,low
HDES-00908,C006,冷却器,8.04,66.0,96.0,0.275,0.3899,medium
HDES-00909,C012,卸荷阀,22.32,37.0,73.0,0.4627,0.1153,low
HDES-00910,C002,方向控制阀,7.26,84.98,86.28,0.4077,0.2586,medium
HDES-00911,C009,单向阀,19.44,32.46,64.55,0.2745,0.2971,medium
HDES-00912,C011,管路总成,25.65,63.65,75.52,0.3143,0.1642,low
HDES-00913,C011,管路总成,22.51,59.27,82.41,0.2936,0.1604,low
HDES-00914,C009,单向阀,22.41,62.74,76.0,0.3584,0.0804,low
HDES-00915,C004,溢流阀,23.38,67.82,88.81,0.2456,0.2684,medium
HDES-00916,C008,液压油箱,18.72,99.46,89.34,0.3202,0.1919,low
HDES-00917,C006,冷却器,17.6,54.34,90.53,0.3205,0.1361,low
HDES-00918,C003,作动筒,19.61,93.41,87.7,0.3441,0.0681,low
HDES-00919,C011,管路总成,15.36,95.76,78.49,0.2344,0.4984,medium
HDES-00920,C009,单向阀,21.1,58.82,76.4,0.3265,0.0976,low
HDES-00921,C008,液压油箱,15.64,71.52,87.45,0.4349,0.0809,low
HDES-00922,C001,液压泵总成,20.06,70.62,86.01,0.3938,0.1618,low
HDES-00923,C004,溢流阀,18.94,57.4,76.0,0.2708,0.3373,medium
HDES-00924,C008,液压油箱,8.07,53.88,89.13,0.2477,0.4395,medium
HDES-00925,C008,液压油箱,24.03,110.79,71.17,0.3082,0.1688,low
HDES-00926,C007,过滤器,21.05,55.76,75.47,0.2527,0.2246,low
HDES-00927,C005,蓄能器,27.33,71.34,86.63,0.3706,0.0112,low
HDES-00928,C001,液压泵总成,25.68,77.79,70.18,0.3355,0.2034,low
HDES-00929,C002,方向控制阀,19.83,71.44,69.32,0.462,0.0367,low
HDES-00930,C005,蓄能器,25.55,36.03,90.26,0.3302,0.136,low
HDES-00931,C010,节流阀,22.56,83.46,60.59,0.2259,0.4024,medium
HDES-00932,C008,液压油箱,20.94,70.07,72.27,0.2549,0.2136,low
HDES-00933,C009,单向阀,19.1,56.18,95.7,0.3603,0.0557,low
HDES-00934,C004,溢流阀,24.8,68.14,57.77,0.278,0.3789,medium
HDES-00935,C003,作动筒,15.62,48.05,54.45,0.2711,0.4155,medium
HDES-00936,C002,方向控制阀,13.83,89.58,80.01,0.2875,0.3129,medium
HDES-00937,C007,过滤器,11.1,72.4,83.26,0.4439,0.2148,low
HDES-00938,C007,过滤器,17.61,65.68,92.92,0.3447,0.1088,low
HDES-00939,C008,液压油箱,21.26,53.68,100.4,0.2014,0.296,medium
HDES-00940,C007,过滤器,22.48,57.53,79.92,0.2242,0.1865,low
HDES-00941,C007,过滤器,20.57,45.44,88.73,0.3039,0.1269,low
HDES-00942,C002,方向控制阀,16.87,74.46,90.27,0.2693,0.1663,low
HDES-00943,C005,蓄能器,25.86,32.18,73.99,0.2773,0.1827,low
HDES-00944,C005,蓄能器,26.22,21.21,82.63,0.2228,0.3114,medium
HDES-00945,C010,节流阀,18.75,97.69,64.52,0.2515,0.3242,medium
HDES-00946,C001,液压泵总成,22.86,102.42,68.79,0.2387,0.3488,medium
HDES-00947,C004,溢流阀,22.78,41.12,74.27,0.3811,0.0973,low
HDES-00948,C012,卸荷阀,26.95,84.73,55.69,0.234,0.3262,medium
HDES-00949,C005,蓄能器,23.75,23.96,77.05,0.3412,0.111,low
HDES-00950,C009,单向阀,26.65,65.52,77.18,0.1687,0.2587,medium
HDES-00951,C003,作动筒,16.99,68.07,56.78,0.4749,0.1788,low
HDES-00952,C001,液压泵总成,27.73,119.89,73.07,0.3511,0.0147,low
HDES-00953,C005,蓄能器,26.08,40.85,82.08,0.4148,0.0285,low
HDES-00954,C008,液压油箱,21.06,101.41,96.19,0.1589,0.3548,medium
HDES-00955,C006,冷却器,18.88,60.95,83.69,0.4466,0.0,low
HDES-00956,C007,过滤器,21.09,51.66,77.03,0.297,0.1558,low
HDES-00957,C002,方向控制阀,16.03,92.25,73.37,0.1872,0.3225,medium
HDES-00958,C012,卸荷阀,28.53,90.97,69.46,0.3656,0.1362,low
HDES-00959,C007,过滤器,12.71,42.81,84.22,0.3899,0.2213,low
HDES-00960,C006,冷却器,17.5,59.22,74.59,0.4455,0.0186,low
HDES-00961,C011,管路总成,26.54,73.83,76.7,0.2877,0.1687,low
HDES-00962,C006,冷却器,18.83,74.0,69.91,0.2026,0.2856,medium
HDES-00963,C007,过滤器,27.46,40.02,72.56,0.3668,0.0907,low
HDES-00964,C012,卸荷阀,17.82,60.59,77.46,0.2713,0.3304,medium
HDES-00965,C011,管路总成,24.01,51.36,67.88,0.4094,0.0541,low
HDES-00966,C005,蓄能器,29.18,53.59,76.42,0.2897,0.1596,low
HDES-00967,C009,单向阀,18.83,77.63,74.64,0.3817,0.0624,low
HDES-00968,C012,卸荷阀,20.98,57.16,74.48,0.3331,0.1697,low
HDES-00969,C003,作动筒,19.73,79.28,84.85,0.3493,0.1242,low
HDES-00970,C003,作动筒,15.11,89.87,76.89,0.4085,0.0929,low
HDES-00971,C008,液压油箱,22.96,82.84,79.66,0.3306,0.091,low
HDES-00972,C003,作动筒,13.53,46.23,70.7,0.3891,0.1544,low
HDES-00973,C005,蓄能器,20.2,49.89,74.28,0.1679,0.4394,medium
HDES-00974,C010,节流阀,16.68,98.21,78.32,0.3089,0.1648,low
HDES-00975,C012,卸荷阀,25.46,57.97,73.88,0.319,0.1158,low
HDES-00976,C004,溢流阀,26.98,86.9,86.9,0.221,0.2512,medium
HDES-00977,C002,方向控制阀,18.05,85.35,78.44,0.223,0.2481,low
HDES-00978,C004,溢流阀,27.46,77.07,66.06,0.2813,0.327,medium
HDES-00979,C009,单向阀,16.82,59.29,90.39,0.3522,0.1226,low
HDES-00980,C010,节流阀,12.04,89.67,72.22,0.2251,0.4429,medium
HDES-00981,C005,蓄能器,24.1,60.74,74.0,0.2404,0.1939,low
HDES-00982,C011,管路总成,16.22,70.4,78.55,0.3091,0.397,medium
HDES-00983,C011,管路总成,26.15,27.67,71.19,0.4452,0.0,low
HDES-00984,C003,作动筒,30.48,41.55,54.6,0.3501,0.3165,medium
HDES-00985,C011,管路总成,21.2,15.22,71.63,0.2713,0.3482,medium
HDES-00986,C002,方向控制阀,29.91,96.77,94.62,0.3193,0.2064,low
HDES-00987,C004,溢流阀,28.66,61.23,75.02,0.2193,0.2256,low
HDES-00988,C006,冷却器,16.53,53.16,62.81,0.4755,0.0904,low
HDES-00989,C005,蓄能器,26.82,66.76,86.83,0.2621,0.1898,low
HDES-00990,C001,液压泵总成,22.48,87.54,66.48,0.3993,0.1864,low
HDES-00991,C008,液压油箱,18.5,81.4,87.16,0.3952,0.026,low
HDES-00992,C003,作动筒,21.89,60.4,71.6,0.2189,0.3081,medium
HDES-00993,C010,节流阀,11.96,56.19,73.66,0.3835,0.2728,medium
HDES-00994,C007,过滤器,16.11,42.47,84.13,0.4277,0.0603,low
HDES-00995,C005,蓄能器,24.73,51.73,87.48,0.3691,0.0593,low
HDES-00996,C006,冷却器,18.19,37.97,90.85,0.3662,0.083,low
HDES-00997,C008,液压油箱,23.35,89.19,77.96,0.355,0.0933,low
HDES-00998,C007,过滤器,19.31,61.55,91.18,0.2434,0.2324,low
HDES-00999,C005,蓄能器,17.65,22.55,83.78,0.4126,0.1931,low
HDES-01000,C007,过滤器,15.89,51.86,84.31,0.3858,0.1322,low
HDES-01001,C009,单向阀,13.56,54.3,71.26,0.3004,0.33,medium
HDES-01002,C004,溢流阀,22.07,43.97,92.04,0.3831,0.1648,low
HDES-01003,C007,过滤器,15.74,42.79,90.34,0.2992,0.2058,low
HDES-01004,C004,溢流阀,17.62,37.28,70.57,0.2087,0.568,high
HDES-01005,C005,蓄能器,21.26,20.93,72.65,0.3947,0.1258,low
HDES-01006,C008,液压油箱,21.57,76.06,78.32,0.3577,0.0955,low
HDES-01007,C011,管路总成,24.18,44.04,69.17,0.3148,0.1537,low
HDES-01008,C002,方向控制阀,16.36,100.05,90.41,0.3841,0.1075,low
HDES-01009,C005,蓄能器,28.23,59.19,68.03,0.3942,0.1046,low
HDES-01010,C004,溢流阀,23.65,77.36,98.37,0.3884,0.0608,low
HDES-01011,C009,单向阀,18.56,63.77,78.06,0.3556,0.0727,low
HDES-01012,C012,卸荷阀,22.22,77.5,88.56,0.3343,0.0855,low
HDES-01013,C001,液压泵总成,17.17,62.3,90.74,0.3716,0.2212,low
HDES-01014,C011,管路总成,26.35,45.9,97.29,0.3998,0.0448,low
HDES-01015,C001,液压泵总成,18.03,69.07,86.23,0.1792,0.4587,medium
HDES-01016,C007,过滤器,16.63,49.74,88.66,0.3605,0.1628,low
HDES-01017,C006,冷却器,13.66,35.62,97.49,0.3241,0.2503,medium
HDES-01018,C007,过滤器,6.0,43.13,96.66,0.398,0.3107,medium
HDES-01019,C009,单向阀,28.18,82.01,73.69,0.1852,0.3658,medium
HDES-01020,C004,溢流阀,23.73,61.91,81.69,0.3621,0.035,low
HDES-01021,C008,液压油箱,22.4,75.62,77.14,0.4123,0.0,low
HDES-01022,C009,单向阀,18.91,72.36,82.44,0.4329,0.0,low
HDES-01023,C012,卸荷阀,29.67,12.0,83.44,0.3437,0.0,low
HDES-01024,C012,卸荷阀,20.56,65.66,80.55,0.2748,0.2756,medium
HDES-01025,C009,单向阀,28.89,68.31,77.4,0.2824,0.163,low
HDES-01026,C006,冷却器,19.75,30.99,84.64,0.4009,0.0504,low
HDES-01027,C010,节流阀,18.34,69.7,106.41,0.291,0.1982,low
HDES-01028,C001,液压泵总成,26.55,82.56,72.69,0.3233,0.1482,low
HDES-01029,C005,蓄能器,30.14,43.57,70.4,0.1596,0.3374,medium
HDES-01030,C003,作动筒,16.89,55.04,93.89,0.2884,0.2077,low
HDES-01031,C003,作动筒,17.19,52.35,81.98,0.3294,0.1396,low
HDES-01032,C004,溢流阀,24.31,66.44,70.78,0.4473,0.086,low
HDES-01033,C010,节流阀,21.94,97.35,62.15,0.3123,0.2069,low
HDES-01034,C007,过滤器,16.39,73.16,93.57,0.3955,0.0581,low
HDES-01035,C007,过滤器,28.81,80.54,74.83,0.3766,0.0113,low
HDES-01036,C009,单向阀,10.5,59.68,75.8,0.3664,0.2644,medium
HDES-01037,C012,卸荷阀,26.85,51.29,78.6,0.2751,0.1963,low
HDES-01038,C011,管路总成,17.72,68.95,73.9,0.3618,0.1865,low
HDES-01039,C007,过滤器,20.16,70.35,79.4,0.1757,0.3949,medium
HDES-01040,C008,液压油箱,12.03,53.99,91.27,0.3577,0.2216,low
HDES-01041,C006,冷却器,20.5,38.37,81.42,0.2677,0.1789,low
HDES-01042,C004,溢流阀,25.65,49.57,74.12,0.4262,0.0618,low
HDES-01043,C001,液压泵总成,22.0,120.3,77.86,0.2127,0.3346,medium
HDES-01044,C009,单向阀,22.07,64.45,74.15,0.4306,0.0636,low
HDES-01045,C005,蓄能器,27.08,55.51,63.21,0.2521,0.4036,medium
HDES-01046,C003,作动筒,21.63,46.18,86.08,0.3279,0.1266,low
HDES-01047,C009,单向阀,24.94,52.72,75.82,0.3468,0.122,low
HDES-01048,C012,卸荷阀,24.95,58.35,87.12,0.2478,0.187,low
HDES-01049,C004,溢流阀,29.63,69.88,93.24,0.2757,0.1582,low
