case_id,PS1,PS2,PS3,PS4,PS5,PS6,EPS1,FS1,FS2,TS1,TS2,TS3,TS4,VS1
HCASE-02580,0.15643,0.61959,0.73886,0.18434,0.15865,0.18851,0.12628,0.51778,0.13474,0.04134,0.03866,0.0927,0.02156,0.0651
HCASE-02581,0.36168,0.28767,0.30193,0.12069,0.09987,0.02487,0.38556,0.60569,0.19086,0.40091,0.08318,0.1096,0.15871,0.02706
HCASE-02582,0.91149,0.58354,0.08406,0.08144,0.06287,0.76251,0.14892,0.10456,0.09728,0.30413,0.08709,0.10206,0.12119,0.85342
HCASE-02583,0.77733,0.48058,0.05068,0.05963,0.0674,0.52502,0.09241,0.10628,0.0225,0.33735,0.02726,0.08203,0.06798,1.0
HCASE-02584,0.03456,0.15466,0.63827,0.58869,0.24686,0.05821,0.0596,0.55503,0.37741,0.12623,0.10122,0.04602,0.02633,0.1388
HCASE-02585,0.19688,0.86908,0.12728,0.13953,0.18462,0.84323,0.33253,0.06898,0.04639,0.14346,0.074,0.11759,0.13306,0.02853
HCASE-02586,0.59854,0.69531,0.06961,0.26678,0.35989,0.73496,0.02813,0.0403,0.37244,0.13563,0.04931,0.06199,0.0764,0.51373
HCASE-02587,0.53699,0.15149,0.22214,0.21782,0.2264,0.16984,0.07571,0.33087,0.25017,0.40169,0.10453,0.25414,0.1417,0.63894
HCASE-02588,0.26643,0.7347,0.09445,0.09928,0.04639,0.94057,0.0701,0.02296,0.05686,0.05752,0.05928,0.08834,0.08968,0.358
HCASE-02589,0.14545,0.92045,0.53384,0.12958,0.04593,0.11498,0.23459,0.47772,0.14187,0.076,0.08542,0.12429,0.05242,0.06331
HCASE-02590,0.13227,0.60589,0.81804,0.23568,0.15715,0.07019,0.1369,0.54648,0.06536,0.10795,0.15594,0.09582,0.1497,0.22109
HCASE-02591,0.11462,0.12169,0.06002,0.1201,0.10247,0.20109,0.06431,0.35646,0.07903,0.08173,0.55518,0.481,0.33502,0.09384
HCASE-02592,0.04606,0.08434,0.02633,0.0354,0.15897,0.15876,0.04025,0.76339,0.24642,0.12022,0.18446,0.4143,0.75569,0.10883
HCASE-02593,0.53577,0.07438,0.117,0.06783,0.05257,0.06856,0.04522,0.32694,0.31233,0.4885,0.16676,0.32858,0.20807,0.55367
HCASE-02594,0.13979,0.12957,0.15308,0.08243,0.09097,0.08297,0.05609,0.90794,0.42099,0.13357,0.1232,0.36736,0.65496,0.07879
HCASE-02595,0.33558,0.66324,0.08805,0.12855,0.08489,0.98581,0.05177,0.08529,0.06813,0.06361,0.10192,0.04426,0.05883,0.27975
HCASE-02596,0.05444,0.87121,0.34197,0.03049,0.13965,0.03938,0.51232,0.37065,0.13234,0.08884,0.03834,0.05364,0.02368,0.04148
HCASE-02597,0.13619,0.03896,0.14504,0.07415,0.13499,0.15542,0.097,0.65991,0.15676,0.05852,0.10144,0.29692,0.4695,0.1049
HCASE-02598,0.14355,0.02236,0.25969,0.09091,0.30429,0.13605,0.15996,0.96197,0.12919,0.14622,0.06142,0.06454,0.67708,0.0863
HCASE-02599,0.08657,0.0327,0.14791,0.15505,0.14494,0.13826,0.13548,0.88607,0.36346,0.02241,0.10386,0.26581,0.65683,0.0661
HCASE-02600,0.05709,0.07179,0.09721,0.13557,0.08034,0.13181,0.1186,0.7336,0.36287,0.09511,0.05181,0.54049,0.31629,0.1283
HCASE-02601,0.63629,0.69609,0.10585,0.12047,0.12918,0.92485,0.02419,0.13524,0.14381,0.0929,0.10016,0.14648,0.09252,0.7435
HCASE-02602,0.47214,0.60986,0.14042,0.04107,0.07407,0.68122,0.06015,0.06825,0.04248,0.0879,0.07215,0.11687,0.07853,0.39826
HCASE-02603,0.80234,0.48542,0.1367,0.14299,0.08517,0.59194,0.05991,0.1849,0.16559,0.30634,0.1562,0.12954,0.04714,0.84706
HCASE-02604,0.15538,0.85445,0.12388,0.19449,0.14605,0.4145,0.60698,0.06247,0.11558,0.04498,0.13338,0.09923,0.06089,0.14429
HCASE-02605,0.58184,0.47261,0.25161,0.05914,0.09111,0.1715,0.57304,0.66531,0.09553,0.4201,0.11014,0.10138,0.10612,0.04319
HCASE-02606,0.8155,0.67007,0.03304,0.05613,0.0672,0.60342,0.15566,0.15537,0.24676,0.34491,0.07616,0.09158,0.08361,0.88808
HCASE-02607,0.55031,0.88434,0.08803,0.11562,0.13018,0.86003,0.05126,0.03208,0.11645,0.04356,0.11587,0.15979,0.09139,0.51753
HCASE-02608,0.45534,0.79785,0.03969,0.12844,0.15376,0.18715,0.82844,0.24726,0.05233,0.3208,0.04974,0.09486,0.08943,0.03461
HCASE-02609,0.0617,0.14785,0.55453,0.05547,0.55993,0.15955,0.06528,0.79745,0.14268,0.03755,0.07609,0.04384,0.30562,0.07293
HCASE-02610,0.33606,0.54586,0.03458,0.11972,0.05435,0.1111,0.66699,0.29518,0.1028,0.25867,0.13759,0.20466,0.19361,0.05064
HCASE-02611,0.02451,0.02546,0.26558,0.09572,0.29365,0.09458,0.08862,0.83171,0.23817,0.15645,0.05026,0.14973,0.64262,0.15656
HCASE-02612,0.76843,0.46803,0.03057,0.10235,0.15229,0.53515,0.07954,0.0496,0.09502,0.30233,0.15717,0.09741,0.15734,0.95668
HCASE-02613,0.67832,0.82943,0.11707,0.1954,0.21671,0.89551,0.03991,0.13211,0.10559,0.10435,0.14699,0.06518,0.13386,0.56996
HCASE-02614,0.09253,0.09352,0.6911,0.27192,0.46813,0.05194,0.10073,0.69194,0.16298,0.12267,0.08744,0.02979,0.06636,0.08262
HCASE-02615,0.16464,0.20908,0.08394,0.41474,0.46274,0.22101,0.07853,0.03871,0.52409,0.21831,0.15893,0.17918,0.21148,0.31104
HCASE-02616,0.10984,0.62493,0.97552,0.28477,0.03374,0.0939,0.05167,0.74977,0.07024,0.14213,0.08235,0.08506,0.11043,0.07656
HCASE-02617,0.43528,0.39708,0.13789,0.04442,0.09294,0.10383,0.6328,0.45161,0.11972,0.54227,0.12402,0.18181,0.17089,0.13459
HCASE-02618,0.29978,0.61323,0.12396,0.10204,0.07055,0.19328,0.70971,0.30172,0.1429,0.16265,0.09095,0.07762,0.05479,0.03044
HCASE-02619,0.10366,0.13965,0.0262,0.03673,0.1062,0.15878,0.11709,0.20247,0.23453,0.13565,0.58325,0.77089,0.17216,0.07601
HCASE-02620,0.32904,0.70419,0.14195,0.18589,0.12614,0.90337,0.11259,0.02813,0.07202,0.10599,0.03373,0.09089,0.055,0.18936
HCASE-02621,0.07033,0.14188,0.05435,0.0402,0.04329,0.04055,0.0596,0.36579,0.2771,0.15813,0.54679,0.76091,0.20696,0.02926
HCASE-02622,0.53443,0.67422,0.08359,0.08634,0.03284,0.71963,0.07994,0.14257,0.20222,0.15486,0.15918,0.03227,0.08453,0.47809
HCASE-02623,0.14096,0.54483,0.83409,0.11084,0.33365,0.10729,0.10961,0.84929,0.12593,0.04899,0.04956,0.13983,0.08166,0.10384
HCASE-02624,0.08001,0.28215,0.81999,0.42594,0.08455,0.0408,0.08041,0.7194,0.16206,0.09717,0.12173,0.07979,0.11765,0.03429
HCASE-02625,0.6097,0.4554,0.12713,0.0612,0.03296,0.42481,0.10996,0.14792,0.08287,0.26724,0.13383,0.0693,0.0735,0.5755
HCASE-02626,0.1349,0.08125,0.90576,0.54626,0.07694,0.08279,0.08201,0.65604,0.07705,0.06847,0.05771,0.02707,0.12706,0.14513
HCASE-02627,0.73742,0.19636,0.09992,0.15072,0.18995,0.09095,0.24539,0.30195,0.11374,0.59221,0.12573,0.14219,0.1132,0.61546
HCASE-02628,0.03423,0.09134,0.80927,0.51414,0.13645,0.13193,0.08328,0.57989,0.03297,0.09756,0.11988,0.10855,0.04018,0.16512
HCASE-02629,0.10344,0.17432,0.08991,0.15849,0.11414,0.12019,0.04152,0.30805,0.2731,0.08259,0.59969,0.73222,0.05989,0.09888
HCASE-02630,0.0605,0.08305,0.07334,0.17592,0.09572,0.1755,0.07478,0.26167,0.0301,0.14012,0.57545,0.46101,0.2984,0.14282
HCASE-02631,0.63568,0.71443,0.19699,0.42375,0.41652,0.63796,0.12313,0.02458,0.38057,0.13046,0.15164,0.1087,0.07428,0.48716
HCASE-02632,0.32707,0.5601,0.12208,0.09393,0.13222,0.04,0.73294,0.25822,0.06109,0.13375,0.07097,0.14216,0.06052,0.08735
HCASE-02633,0.12662,0.85691,0.5825,0.15009,0.08746,0.12253,0.24944,0.55729,0.08743,0.07333,0.11767,0.05223,0.10337,0.04433
HCASE-02634,0.13587,0.05114,0.15623,0.08726,0.04771,0.02067,0.12115,0.31309,0.38499,0.14406,0.63804,0.78756,0.08728,0.04233
HCASE-02635,0.10556,0.74498,0.02715,0.07746,0.04819,0.60892,0.40273,0.13503,0.14953,0.22275,0.21173,0.12542,0.22572,0.02616
HCASE-02636,0.15139,0.89867,0.5778,0.14812,0.06743,0.10192,0.29328,0.49452,0.06322,0.14183,0.11962,0.0726,0.09342,0.14649
HCASE-02637,0.68303,0.67788,0.12482,0.31422,0.36476,0.70046,0.05869,0.06233,0.33624,0.14057,0.15834,0.14908,0.04105,0.54534
HCASE-02638,0.14588,0.70144,0.46435,0.16251,0.14199,0.19426,0.33129,0.37752,0.09224,0.0862,0.0243,0.15322,0.08125,0.10048
HCASE-02639,0.08389,0.12243,0.08556,0.03957,0.10024,0.08485,0.13453,0.32416,0.14175,0.20193,0.64034,0.78541,0.35634,0.09145
HCASE-02640,0.08189,0.08278,0.6336,0.6423,0.25233,0.08886,0.12706,0.58512,0.41815,0.13003,0.0966,0.0649,0.09216,0.09896
HCASE-02641,0.58552,0.14957,0.02178,0.11034,0.13454,0.15017,0.21532,0.20871,0.02855,0.70698,0.18161,0.17429,0.10133,0.60967
HCASE-02642,0.1034,0.50069,0.54028,0.07685,0.16742,0.1186,0.15706,0.5575,0.15025,0.17005,0.13951,0.14535,0.19193,0.15444
HCASE-02643,0.3156,0.74145,0.02799,0.05195,0.13862,0.91897,0.09069,0.11712,0.1582,0.10397,0.0601,0.09731,0.04038,0.33398
HCASE-02644,0.53294,0.71538,0.08427,0.05241,0.09216,0.93952,0.02632,0.10658,0.08982,0.07744,0.0741,0.0636,0.06456,0.54839
HCASE-02645,0.04949,0.13789,0.22229,0.0634,0.25341,0.02459,0.06393,0.85938,0.12031,0.08783,0.11605,0.10758,0.74537,0.13511
HCASE-02646,0.02359,0.79195,0.62871,0.14337,0.1359,0.13074,0.31528,0.52018,0.05502,0.05498,0.04893,0.12332,0.04434,0.1434
HCASE-02647,0.06648,0.65582,0.89622,0.27483,0.02052,0.08617,0.07479,0.64973,0.03875,0.02433,0.1285,0.14335,0.15963,0.07488
HCASE-02648,0.03008,0.06829,0.03006,0.13045,0.0448,0.15096,0.08266,0.75572,0.53589,0.13331,0.14479,0.53493,0.43946,0.10611
HCASE-02649,0.09915,0.09105,0.58514,0.48493,0.27721,0.16923,0.07018,0.41618,0.30811,0.0436,0.13096,0.06949,0.07949,0.14421
HCASE-02650,0.12175,0.70655,0.59321,0.04809,0.06337,0.06363,0.13972,0.5908,0.12428,0.13623,0.12945,0.04566,0.04645,0.23241
HCASE-02651,0.05616,0.0821,0.1471,0.15295,0.15571,0.06466,0.08037,0.66298,0.38203,0.09927,0.13614,0.57768,0.48445,0.10995
HCASE-02652,0.14463,0.58096,0.63353,0.13682,0.22697,0.09258,0.02809,0.58145,0.07083,0.12584,0.0295,0.05449,0.08491,0.12966
HCASE-02653,0.49356,0.09137,0.07442,0.05635,0.11447,0.18284,0.03735,0.36363,0.27925,0.46132,0.10928,0.24438,0.03913,0.61534
HCASE-02654,0.02046,0.13718,0.50481,0.10189,0.46445,0.09716,0.13073,0.87734,0.14709,0.04619,0.12806,0.02676,0.33966,0.12026
HCASE-02655,0.05228,0.10313,0.14424,0.1462,0.11772,0.12706,0.06317,0.71596,0.30004,0.16201,0.08315,0.33026,0.64148,0.05302
HCASE-02656,0.96892,0.73672,0.19731,0.21551,0.13997,0.68064,0.1492,0.02603,0.08502,0.33065,0.07232,0.06935,0.11822,0.85729
HCASE-02657,0.82161,0.10545,0.14344,0.1271,0.13159,0.20373,0.51449,0.56311,0.12051,0.50618,0.05994,0.08645,0.04586,0.32778
HCASE-02658,0.13622,0.86136,0.1903,0.12536,0.14816,0.12174,0.7402,0.19304,0.0241,0.07089,0.05873,0.1221,0.08167,0.08948
HCASE-02659,0.19625,0.39369,0.73656,0.32551,0.0684,0.16053,0.02774,0.6143,0.05476,0.0925,0.07705,0.03206,0.11482,0.15977
HCASE-02660,0.74101,0.49229,0.15423,0.02105,0.10226,0.52004,0.11787,0.08629,0.04189,0.34129,0.11933,0.06789,0.13706,0.90907
HCASE-02661,0.12534,0.48428,0.61396,0.28381,0.11267,0.11206,0.06533,0.52008,0.18468,0.11727,0.02422,0.11922,0.03266,0.09283
HCASE-02662,0.21535,0.10951,0.75204,0.37268,0.51299,0.13098,0.09307,0.66772,0.15448,0.04095,0.06882,0.05797,0.15655,0.09563
HCASE-02663,0.09914,0.05764,0.75986,0.44477,0.26124,0.0489,0.15112,0.90811,0.12706,0.13663,0.05867,0.02232,0.14372,0.10843
HCASE-02664,0.08204,0.08494,0.14351,0.05585,0.10754,0.05301,0.08362,0.95541,0.39314,0.1032,0.13617,0.22469,0.6732,0.06962
HCASE-02665,0.68992,0.51376,0.05888,0.14145,0.13404,0.44885,0.08423,0.11114,0.15847,0.30138,0.03516,0.13863,0.04292,0.66202
HCASE-02666,0.55847,0.32739,0.29071,0.1577,0.11726,0.12514,0.53698,0.6973,0.06528,0.34452,0.12867,0.05616,0.03563,0.0585
HCASE-02667,0.03291,0.15128,0.13292,0.70521,0.68595,0.1495,0.06889,0.12031,0.6854,0.10678,0.03308,0.04648,0.1195,0.1408
HCASE-02668,0.07788,0.34009,0.58844,0.03613,0.40106,0.08453,0.04277,0.57744,0.0378,0.04395,0.05229,0.1183,0.14831,0.15897
HCASE-02669,0.18019,0.25823,0.05702,0.51543,0.46784,0.23017,0.09403,0.10072,0.39608,0.0946,0.06086,0.10843,0.13654,0.32383
HCASE-02670,0.12639,0.09594,0.33173,0.10983,0.21713,0.15462,0.02541,0.74135,0.06061,0.09734,0.15121,0.02098,0.48279,0.12877
HCASE-02671,0.10764,0.63925,0.1428,0.0251,0.05347,0.69147,0.30144,0.18658,0.1577,0.12651,0.04079,0.15939,0.13142,0.02007
HCASE-02672,0.68245,0.42717,0.07459,0.04294,0.06207,0.40412,0.15872,0.14195,0.20866,0.31447,0.07451,0.02486,0.11421,0.6899
HCASE-02673,0.06052,0.08644,0.12563,0.05932,0.11554,0.11733,0.08011,0.80281,0.02554,0.16273,0.21766,0.1781,1.0,0.1402
HCASE-02674,0.76117,0.56357,0.14802,0.10442,0.12983,0.60442,0.08796,0.0693,0.13812,0.2955,0.11368,0.02381,0.04253,0.80199
HCASE-02675,0.19395,0.07311,0.03845,0.09224,0.06151,0.15637,0.15533,0.5824,0.49963,0.33068,0.2253,0.5213,0.13314,0.33344
HCASE-02676,0.52251,0.6671,0.05637,0.05532,0.05469,0.70682,0.12295,0.05485,0.14123,0.15012,0.2129,0.20914,0.12323,0.41561
HCASE-02677,0.15709,0.60259,0.58393,0.08948,0.1203,0.06669,0.1072,0.59118,0.07929,0.11388,0.0543,0.03885,0.12399,0.14326
HCASE-02678,0.71157,0.27718,0.09341,0.13452,0.08056,0.27688,0.05693,0.10562,0.03811,0.45418,0.0595,0.04786,0.14247,0.71565
HCASE-02679,0.74029,0.22982,0.21597,0.1216,0.12808,0.31913,0.12445,0.1019,0.12081,0.46369,0.0984,0.03466,0.0375,0.82748
HCASE-02680,0.6978,0.34102,0.16379,0.12365,0.1724,0.32356,0.03769,0.04964,0.1198,0.41973,0.04827,0.11166,0.11207,0.79476
HCASE-02681,0.48451,0.12784,0.14082,0.08596,0.10541,0.14288,0.12012,0.31827,0.18308,0.38539,0.0677,0.22179,0.14429,0.54427
HCASE-02682,0.13072,0.04947,0.04999,0.71794,0.79523,0.13045,0.04268,0.10329,0.77369,0.07126,0.06908,0.09509,0.09494,0.2888
HCASE-02683,0.15176,0.27616,0.70736,0.36547,0.1275,0.06933,0.02501,0.59282,0.06997,0.02734,0.09457,0.02239,0.09461,0.12876
HCASE-02684,0.48741,0.71419,0.05142,0.15799,0.08655,0.88964,0.06733,0.14494,0.20703,0.08312,0.0732,0.03979,0.05175,0.48059
HCASE-02685,0.26505,0.28774,0.12801,0.54721,0.49453,0.29834,0.06567,0.19698,0.53931,0.04206,0.02489,0.06171,0.1357,0.22735
HCASE-02686,0.04631,0.10008,0.23316,0.09164,0.30626,0.13898,0.13833,0.89393,0.21009,0.12938,0.02492,0.09147,0.65187,0.03863
HCASE-02687,0.25059,0.58786,0.13866,0.08598,0.03376,0.80274,0.06576,0.1254,0.04171,0.102,0.05963,0.08634,0.12423,0.38528
HCASE-02688,0.09232,0.70059,0.15674,0.07322,0.13337,0.38024,0.58111,0.05484,0.0436,0.17895,0.10141,0.18861,0.18726,0.08644
HCASE-02689,0.0523,0.02207,0.13349,0.04612,0.11488,0.11345,0.12678,0.25439,0.07166,0.1488,0.6097,0.59047,0.3368,0.18935
HCASE-02690,0.14577,0.16013,0.1123,0.162,0.15393,0.10061,0.03995,0.81477,0.57745,0.07357,0.12027,0.73974,0.12672,0.08019
HCASE-02691,0.6519,0.12675,0.06265,0.15514,0.1582,0.03456,0.05439,0.09835,0.07458,0.57805,0.06205,0.1039,0.08494,0.91048
HCASE-02692,0.05549,0.06262,0.66279,0.23932,0.42293,0.08123,0.08362,0.66394,0.08186,0.04866,0.14233,0.13146,0.02897,0.2185
HCASE-02693,0.6297,0.30245,0.03801,0.12169,0.11203,0.30509,0.05651,0.11712,0.13339,0.35622,0.07773,0.15413,0.09494,0.77389
HCASE-02694,0.12741,0.1015,0.67115,0.02725,0.66622,0.04558,0.02514,0.69486,0.14569,0.08122,0.047,0.05686,0.04099,0.25451
HCASE-02695,0.13428,0.20653,0.14112,0.05901,0.09384,0.13679,0.11402,0.81719,0.15718,0.09413,0.13058,0.05803,0.82559,0.11071
HCASE-02696,0.14925,0.65141,0.0521,0.05415,0.15577,0.62959,0.33735,0.10629,0.03113,0.07973,0.1051,0.14201,0.1451,0.23332
HCASE-02697,0.11097,0.7783,0.48063,0.15623,0.08681,0.02663,0.32986,0.30554,0.0859,0.0786,0.07022,0.03227,0.13526,0.12036
HCASE-02698,0.59498,0.83634,0.08351,0.14418,0.05042,0.99148,0.0366,0.02289,0.13747,0.07996,0.12068,0.159,0.06016,0.50601
HCASE-02699,0.02475,0.06817,0.63985,0.5473,0.33224,0.09095,0.13032,0.5611,0.22226,0.09524,0.06416,0.08325,0.04795,0.14097
HCASE-02700,0.03837,0.10201,0.17677,0.11259,0.1179,0.04779,0.06049,0.73587,0.38146,0.02411,0.12934,0.45357,0.3596,0.09794
HCASE-02701,0.47145,0.59779,0.15344,0.28605,0.33071,0.62245,0.05146,0.02677,0.39889,0.04817,0.10443,0.10809,0.0346,0.80668
HCASE-02702,0.0691,0.82646,0.64262,0.09077,0.03783,0.09502,0.09762,0.63348,0.08424,0.18037,0.15444,0.21647,0.15126,0.13258
HCASE-02703,0.14054,0.14441,0.06624,0.09195,0.1154,0.034,0.12164,0.30706,0.3013,0.15104,0.63049,0.82581,0.13523,0.08908
HCASE-02704,0.67915,0.14025,0.07433,0.03988,0.07227,0.0666,0.06136,0.16218,0.18125,0.63121,0.15001,0.11138,0.08271,0.93279
HCASE-02705,0.17598,0.4821,0.63916,0.11502,0.26568,0.08665,0.14506,0.44462,0.11109,0.11929,0.02101,0.04873,0.04389,0.02762
HCASE-02706,0.69645,0.12482,0.12616,0.0815,0.03405,0.15704,0.34882,0.27943,0.12534,0.66907,0.06823,0.12683,0.11757,0.82237
HCASE-02707,0.07792,0.04017,0.15225,0.14343,0.10948,0.1159,0.08535,0.88179,0.34476,0.11726,0.0648,0.27231,0.50222,0.14727
HCASE-02708,0.97458,0.71449,0.05168,0.11842,0.1135,0.72962,0.14886,0.1389,0.08392,0.30399,0.12162,0.08198,0.05659,0.9491
HCASE-02709,0.02453,0.46199,0.66895,0.18924,0.04975,0.10741,0.08997,0.53098,0.05593,0.17459,0.19678,0.07175,0.11385,0.15452
HCASE-02710,0.49024,0.6821,0.15775,0.20782,0.21099,0.82007,0.05481,0.15344,0.10033,0.05525,0.1502,0.03826,0.1133,0.46464
HCASE-02711,0.47781,0.38791,0.0742,0.0539,0.13146,0.02058,0.66219,0.47062,0.09825,0.39506,0.14703,0.07629,0.10875,0.26965
HCASE-02712,0.2965,0.71237,0.15046,0.13936,0.05251,0.8221,0.02911,0.16353,0.11905,0.06569,0.02981,0.15797,0.05769,0.35316
HCASE-02713,0.08895,0.68021,0.48117,0.03795,0.14254,0.15778,0.35159,0.41848,0.12001,0.14879,0.09609,0.10091,0.15518,0.1517
HCASE-02714,0.09811,0.06244,0.33139,0.41715,0.60012,0.08585,0.15176,0.36582,0.45271,0.15387,0.02673,0.12485,0.03908,0.19775
HCASE-02715,0.60717,0.11599,0.05401,0.15543,0.1134,0.15655,0.08868,0.23439,0.36876,0.56237,0.11792,0.2299,0.08667,0.65622
HCASE-02716,0.51517,0.83975,0.03707,0.10412,0.14262,0.78308,0.10022,0.14623,0.22186,0.13607,0.07542,0.14002,0.02638,0.49688
HCASE-02717,0.064,0.08911,0.60362,0.30291,0.41758,0.10394,0.09007,0.77188,0.15105,0.07289,0.08365,0.05996,0.04188,0.14066
HCASE-02718,0.13316,0.02483,0.21716,0.03538,0.33644,0.10403,0.10411,0.81271,0.15634,0.14366,0.05789,0.08194,0.66095,0.15603
HCASE-02719,0.13294,0.82684,0.75168,0.07316,0.13795,0.13332,0.06195,0.84726,0.20435,0.12174,0.08898,0.0397,0.12161,0.05306
HCASE-02720,0.144,0.68058,0.81609,0.07891,0.0606,0.13119,0.06408,0.57119,0.06292,0.22636,0.1742,0.13828,0.10492,0.09287
HCASE-02721,0.10248,0.07589,0.14034,0.06394,0.08935,0.03299,0.0907,0.80013,0.24963,0.04259,0.13601,0.21788,0.58619,0.08001
HCASE-02722,0.3778,0.68743,0.02564,0.10457,0.06738,0.1366,0.80445,0.36794,0.03135,0.30641,0.08719,0.11581,0.09049,0.04679
HCASE-02723,0.41969,0.7242,0.13623,0.06488,0.11157,0.76236,0.08463,0.1484,0.04037,0.02464,0.11121,0.14861,0.13747,0.63623
HCASE-02724,0.74759,0.29382,0.14628,0.03378,0.05093,0.28679,0.11186,0.20684,0.14867,0.4138,0.13202,0.07902,0.13823,0.69308
HCASE-02725,0.10787,0.07277,0.15898,0.03254,0.06604,0.11408,0.12958,0.53849,0.44424,0.0316,0.30044,0.69418,0.06539,0.19816
HCASE-02726,0.52808,0.34126,0.08322,0.12878,0.12143,0.13997,0.69067,0.4183,0.03237,0.3395,0.07499,0.03511,0.1503,0.09079
HCASE-02727,0.53715,0.36963,0.14909,0.04521,0.04896,0.18871,0.84566,0.56526,0.05645,0.52762,0.03112,0.14169,0.12552,0.131
HCASE-02728,0.146,0.05969,0.11549,0.09567,0.14145,0.03979,0.10246,0.79952,0.66818,0.14047,0.10022,0.66994,0.12884,0.15534
HCASE-02729,0.22254,0.88047,0.08553,0.10362,0.10133,0.43622,0.58899,0.11729,0.06032,0.07912,0.06577,0.10245,0.0222,0.02862
HCASE-02730,0.29068,0.05081,0.10901,0.13018,0.05605,0.02948,0.126,0.66369,0.56525,0.20981,0.02744,0.62333,0.14216,0.2605
HCASE-02731,0.02828,0.06549,0.54182,0.13266,0.45345,0.09567,0.04522,0.77393,0.15539,0.23198,0.17857,0.14414,0.4328,0.03312
HCASE-02732,0.10248,0.85101,0.59769,0.06243,0.12368,0.0662,0.2909,0.54363,0.08595,0.04976,0.12951,0.03317,0.05652,0.03461
HCASE-02733,0.05958,0.04887,0.44564,0.0531,0.41731,0.05212,0.08857,0.77469,0.1596,0.06184,0.14296,0.04428,0.33167,0.22457
HCASE-02734,0.63283,0.87583,0.13358,0.08204,0.03336,1.0,0.13689,0.04039,0.14913,0.1396,0.06627,0.0357,0.14493,0.51035
HCASE-02735,0.26027,0.17198,0.04614,0.50343,0.47894,0.20513,0.04684,0.02419,0.38576,0.16201,0.12721,0.06727,0.14036,0.18872
HCASE-02736,0.35631,0.07281,0.04919,0.10475,0.04705,0.12394,0.02801,0.53127,0.41907,0.40866,0.11708,0.63067,0.12013,0.39801
HCASE-02737,0.08533,0.57909,0.64338,0.11187,0.0899,0.02887,0.13516,0.59704,0.05354,0.15834,0.03904,0.15315,0.05121,0.19513
HCASE-02738,0.04058,0.12585,0.13539,0.06786,0.15148,0.09215,0.15947,0.93899,0.45287,0.05823,0.06993,0.28781,0.6397,0.04162
HCASE-02739,0.66371,0.44939,0.1938,0.13141,0.21206,0.23888,0.74353,0.52875,0.13469,0.44118,0.12718,0.10769,0.06331,0.09775
HCASE-02740,0.6689,0.55798,0.09963,0.29478,0.26477,0.6584,0.0924,0.09905,0.35566,0.0544,0.06569,0.14421,0.1022,0.59833
HCASE-02741,0.0463,0.03839,0.0496,0.14478,0.05362,0.02805,0.04106,0.30192,0.26598,0.18484,0.65415,0.94814,0.12031,0.03131
HCASE-02742,0.38242,0.67183,0.14586,0.18818,0.09264,0.17367,0.71244,0.2823,0.04746,0.23735,0.15478,0.13965,0.02933,0.10288
HCASE-02743,0.40614,0.3758,0.37256,0.14138,0.11304,0.08525,0.44768,0.59671,0.15263,0.3727,0.10218,0.08621,0.10738,0.06806
HCASE-02744,0.43012,0.29774,0.36917,0.14688,0.09807,0.10227,0.53436,0.56469,0.02069,0.4012,0.08013,0.05236,0.07514,0.17158
HCASE-02745,0.10568,0.3391,0.67471,0.08598,0.56714,0.03901,0.10481,0.80032,0.1968,0.0476,0.13991,0.12707,0.08852,0.08593
HCASE-02746,0.09716,0.03603,0.91023,0.40059,0.27604,0.15429,0.09294,0.75993,0.1541,0.03123,0.09889,0.02085,0.10633,0.09389
HCASE-02747,0.11513,0.14424,0.03703,0.0251,0.06012,0.13827,0.15338,0.92875,0.56975,0.05143,0.05594,0.53211,0.31428,0.08525
HCASE-02748,0.15654,0.75679,0.73266,0.15036,0.15066,0.08099,0.12058,0.59927,0.12926,0.07558,0.15708,0.04725,0.02765,0.07013
HCASE-02749,0.15099,0.05131,0.71585,0.63212,0.34234,0.03837,0.15072,0.53582,0.24066,0.06043,0.03841,0.10807,0.08473,0.12644
HCASE-02750,0.66027,0.12498,0.0915,0.18662,0.10079,0.19167,0.46126,0.37416,0.14016,0.47736,0.15985,0.15102,0.13815,0.29109
HCASE-02751,0.82143,0.16129,0.15818,0.0898,0.11342,0.20252,0.56577,0.52157,0.06586,0.72104,0.0275,0.11028,0.13548,0.34702
HCASE-02752,0.13983,0.14006,0.85432,0.34678,0.30691,0.03412,0.14823,0.89037,0.10328,0.14726,0.0489,0.13017,0.03443,0.10561
HCASE-02753,0.02053,0.04236,0.52951,0.70465,0.37965,0.13632,0.14797,0.58888,0.32216,0.09324,0.06253,0.0714,0.14415,0.09102
HCASE-02754,0.68039,0.07787,0.20081,0.11169,0.0511,0.02573,0.10389,0.17699,0.15837,0.65672,0.03889,0.13626,0.05907,0.7318
HCASE-02755,0.09598,0.34138,0.78225,0.04948,0.46273,0.03689,0.08215,0.78512,0.18828,0.03858,0.15413,0.11868,0.09138,0.14655
HCASE-02756,0.10223,0.55416,0.76015,0.27656,0.11307,0.05009,0.13347,0.69787,0.11836,0.14363,0.03979,0.13729,0.13826,0.1271
HCASE-02757,0.43648,0.05792,0.10256,0.15883,0.06608,0.03758,0.07886,0.28241,0.19643,0.34877,0.04259,0.31014,0.15278,0.54929
