manufacturing_batch_id,process_type,equipment_id,machining_error,surface_roughness,cleanliness_level,manufacturing_risk_score,manufacturing_risk_level
HMAN-00667,heat_treatment,HEQ-120,0.0053,0.6903,0.4211,0.2484,low
HMAN-00668,heat_treatment,HEQ-095,0.0496,0.4178,0.2103,0.233,low
HMAN-00669,welding,HEQ-013,0.0508,0.2956,0.1741,0.2038,low
HMAN-00670,cleaning,HEQ-076,0.0536,0.7277,0.3275,0.3365,medium
HMAN-00671,welding,HEQ-008,0.0065,0.6016,0.1293,0.1214,low
HMAN-00672,cleaning,HEQ-114,0.0461,0.3546,0.6979,0.4558,medium
HMAN-00673,machining,HEQ-066,0.0632,0.3855,0.3122,0.3316,medium
HMAN-00674,grinding,HEQ-126,0.0749,0.7562,0.2114,0.3898,medium
HMAN-00675,grinding,HEQ-041,0.0508,0.9194,0.4608,0.4346,medium
HMAN-00676,grinding,HEQ-037,0.0185,0.3908,0.4596,0.3095,medium
HMAN-00677,machining,HEQ-010,0.004,0.1897,0.3218,0.1914,low
HMAN-00678,machining,HEQ-051,0.0289,0.7497,0.1907,0.2532,medium
HMAN-00679,grinding,HEQ-098,0.0271,0.1727,0.1085,0.1977,low
HMAN-00680,heat_treatment,HEQ-014,0.0186,0.5462,0.6533,0.356,medium
HMAN-00681,heat_treatment,HEQ-072,0.0656,0.2645,0.1806,0.3609,medium
HMAN-00682,welding,HEQ-130,0.0844,0.2965,0.5362,0.408,medium
HMAN-00683,machining,HEQ-049,0.0297,0.2675,0.1964,0.203,low
HMAN-00684,heat_treatment,HEQ-131,0.0428,0.765,0.4329,0.4241,medium
HMAN-00685,welding,HEQ-012,0.0295,0.3233,0.3995,0.2971,medium
HMAN-00686,cleaning,HEQ-019,0.0272,0.9759,0.2543,0.3087,medium
HMAN-00687,grinding,HEQ-086,0.0517,0.7083,0.4706,0.4047,medium
HMAN-00688,welding,HEQ-040,0.0338,0.4638,0.1021,0.1909,low
HMAN-00689,machining,HEQ-086,0.0264,0.5635,0.5009,0.3674,medium
HMAN-00690,cleaning,HEQ-013,0.0055,0.1988,0.2919,0.1618,low
HMAN-00691,heat_treatment,HEQ-117,0.0594,0.1113,0.562,0.356,medium
HMAN-00692,cleaning,HEQ-007,0.0226,0.3733,0.5717,0.3262,medium
HMAN-00693,grinding,HEQ-067,0.0071,0.1414,0.1374,0.163,low
HMAN-00694,heat_treatment,HEQ-118,0.0284,0.7644,0.4894,0.3156,medium
HMAN-00695,machining,HEQ-026,0.0752,0.4423,0.1651,0.3065,medium
HMAN-00696,welding,HEQ-089,0.0121,0.6088,0.1876,0.1545,low
HMAN-00697,welding,HEQ-052,0.0246,0.7151,0.2664,0.2329,low
HMAN-00698,heat_treatment,HEQ-060,0.0354,0.3152,0.3382,0.261,medium
HMAN-00699,welding,HEQ-069,0.0703,0.0539,0.5254,0.2969,medium
HMAN-00700,cleaning,HEQ-013,0.017,0.8622,0.3475,0.2861,medium
HMAN-00701,grinding,HEQ-071,0.0509,0.6835,0.199,0.3417,medium
HMAN-00702,welding,HEQ-070,0.0589,0.1912,0.5628,0.3517,medium
HMAN-00703,welding,HEQ-057,0.0137,0.6151,0.0628,0.1447,low
HMAN-00704,heat_treatment,HEQ-114,0.0355,0.19,0.145,0.2129,low
HMAN-00705,heat_treatment,HEQ-139,0.0662,0.9118,0.2632,0.3661,medium
HMAN-00706,heat_treatment,HEQ-087,0.0048,0.2346,0.7944,0.3434,medium
HMAN-00707,grinding,HEQ-004,0.1092,0.0943,0.2063,0.3062,medium
HMAN-00708,welding,HEQ-085,0.034,0.4807,0.4996,0.3464,medium
HMAN-00709,cleaning,HEQ-104,0.0743,0.5669,0.1341,0.3545,medium
HMAN-00710,welding,HEQ-064,0.018,0.877,0.5854,0.4313,medium
HMAN-00711,machining,HEQ-054,0.0193,0.084,0.3748,0.1835,low
HMAN-00712,heat_treatment,HEQ-038,0.0264,0.7719,0.105,0.1498,low
HMAN-00713,cleaning,HEQ-054,0.0561,0.7365,0.6199,0.48,medium
HMAN-00714,heat_treatment,HEQ-074,0.0669,0.1145,0.5472,0.4079,medium
HMAN-00715,machining,HEQ-131,0.0115,0.5188,0.3793,0.2262,low
HMAN-00716,grinding,HEQ-070,0.0438,1.0401,0.6787,0.5017,high
HMAN-00717,welding,HEQ-018,0.0229,0.8913,0.5993,0.3782,medium
HMAN-00718,machining,HEQ-125,0.0174,0.9267,0.904,0.4931,medium
HMAN-00719,cleaning,HEQ-105,0.0183,0.7541,0.6701,0.3329,medium
HMAN-00720,cleaning,HEQ-030,0.028,0.4739,0.2428,0.2742,medium
HMAN-00721,welding,HEQ-127,0.0932,0.2548,0.8678,0.5898,high
HMAN-00722,cleaning,HEQ-133,0.0135,0.3252,0.2561,0.1937,low
HMAN-00723,machining,HEQ-132,0.0432,0.2499,0.6948,0.375,medium
HMAN-00724,cleaning,HEQ-002,0.0519,0.0993,0.5091,0.2793,medium
HMAN-00725,cleaning,HEQ-120,0.002,0.4039,0.4937,0.2543,medium
HMAN-00726,heat_treatment,HEQ-111,0.0245,0.4166,0.3036,0.1919,low
HMAN-00727,grinding,HEQ-044,0.0252,0.8329,0.2013,0.3045,medium
HMAN-00728,cleaning,HEQ-054,0.0317,0.416,0.2791,0.1853,low
HMAN-00729,grinding,HEQ-033,0.0299,0.8517,0.6776,0.3987,medium
HMAN-00730,heat_treatment,HEQ-138,0.0775,0.1577,0.2586,0.3218,medium
HMAN-00731,grinding,HEQ-058,0.03,0.1999,0.4822,0.2885,medium
HMAN-00732,heat_treatment,HEQ-137,0.0339,1.1004,0.6744,0.554,high
HMAN-00733,welding,HEQ-006,0.0507,0.8393,0.7412,0.4486,medium
HMAN-00734,welding,HEQ-113,0.038,0.2442,0.4014,0.2326,low
HMAN-00735,welding,HEQ-054,0.0323,0.3908,0.478,0.2687,medium
HMAN-00736,machining,HEQ-105,0.0231,0.6801,0.3602,0.2908,medium
HMAN-00737,cleaning,HEQ-062,0.0827,1.2621,0.6341,0.6955,high
HMAN-00738,machining,HEQ-123,0.0716,0.348,0.2069,0.2957,medium
HMAN-00739,heat_treatment,HEQ-126,0.0231,0.3063,0.2614,0.1853,low
HMAN-00740,machining,HEQ-032,0.0227,1.3884,0.3594,0.4061,medium
HMAN-00741,cleaning,HEQ-030,0.0216,0.3919,0.5609,0.3338,medium
HMAN-00742,cleaning,HEQ-120,0.004,0.5084,0.5473,0.3506,medium
HMAN-00743,cleaning,HEQ-134,0.0418,0.6038,0.1688,0.2818,medium
HMAN-00744,grinding,HEQ-106,0.0132,0.3204,0.3406,0.2057,low
HMAN-00745,machining,HEQ-057,0.0768,0.1189,0.4017,0.3397,medium
HMAN-00746,machining,HEQ-125,0.0199,0.5022,0.1397,0.1492,low
HMAN-00747,cleaning,HEQ-101,0.0285,0.7607,0.7534,0.4382,medium
HMAN-00748,machining,HEQ-045,0.0183,0.81,0.272,0.3055,medium
HMAN-00749,heat_treatment,HEQ-101,0.0154,0.4109,0.1431,0.159,low
HMAN-00750,grinding,HEQ-042,0.0066,0.05,0.6154,0.2084,low
HMAN-00751,heat_treatment,HEQ-038,0.0261,0.5015,0.5144,0.2458,low
HMAN-00752,grinding,HEQ-124,0.0288,0.2185,0.4556,0.286,medium
HMAN-00753,heat_treatment,HEQ-007,0.0595,1.3718,0.2196,0.3896,medium
HMAN-00754,welding,HEQ-103,0.007,0.2892,0.4945,0.2086,low
HMAN-00755,welding,HEQ-115,0.0139,0.2444,0.1088,0.0921,low
HMAN-00756,machining,HEQ-050,0.0179,0.0895,0.4355,0.213,low
HMAN-00757,cleaning,HEQ-038,0.0383,0.2528,0.2114,0.2032,low
HMAN-00758,cleaning,HEQ-077,0.0408,1.1494,0.4359,0.3997,medium
HMAN-00759,welding,HEQ-005,0.0355,0.4873,0.3588,0.2801,medium
HMAN-00760,heat_treatment,HEQ-049,0.0026,0.1691,0.1422,0.0188,low
HMAN-00761,cleaning,HEQ-059,0.0294,0.5079,0.3995,0.3196,medium
HMAN-00762,welding,HEQ-028,0.0676,0.1604,0.1338,0.2619,medium
HMAN-00763,welding,HEQ-089,0.0194,0.1557,0.2341,0.1664,low
HMAN-00764,cleaning,HEQ-132,0.0159,0.1136,0.1097,0.1202,low
HMAN-00765,heat_treatment,HEQ-092,0.0222,0.2118,0.3538,0.1931,low
HMAN-00766,cleaning,HEQ-121,0.0055,0.7541,0.542,0.3577,medium
HMAN-00767,grinding,HEQ-040,0.0892,0.6279,0.4473,0.4702,medium
HMAN-00768,grinding,HEQ-001,0.0078,0.2286,0.4359,0.1474,low
HMAN-00769,heat_treatment,HEQ-098,0.0249,0.801,0.4543,0.275,medium
HMAN-00770,welding,HEQ-081,0.0106,0.7725,0.4161,0.2437,low
HMAN-00771,grinding,HEQ-014,0.0382,0.4283,0.7295,0.3554,medium
HMAN-00772,grinding,HEQ-139,0.0715,0.6954,0.2544,0.3433,medium
HMAN-00773,cleaning,HEQ-090,0.0253,0.3054,0.6244,0.2769,medium
HMAN-00774,grinding,HEQ-019,0.0085,0.3731,0.3851,0.2303,low
HMAN-00775,machining,HEQ-006,0.018,0.3649,0.3496,0.2582,medium
HMAN-00776,welding,HEQ-139,0.0196,0.9447,0.4196,0.29,medium
HMAN-00777,machining,HEQ-051,0.0476,0.9541,0.7254,0.5629,high
HMAN-00778,grinding,HEQ-088,0.0303,0.4728,0.1263,0.1829,low
HMAN-00779,machining,HEQ-023,0.0167,0.5434,0.2178,0.1948,low
HMAN-00780,welding,HEQ-125,0.0925,0.1895,0.1135,0.2865,medium
HMAN-00781,welding,HEQ-016,0.0249,0.3976,0.3025,0.2091,low
HMAN-00782,heat_treatment,HEQ-106,0.036,0.1336,0.2537,0.2172,low
HMAN-00783,cleaning,HEQ-112,0.0289,0.5199,0.3228,0.262,medium
HMAN-00784,heat_treatment,HEQ-062,0.0047,0.9458,0.1986,0.2164,low
HMAN-00785,machining,HEQ-038,0.16,0.4351,0.3075,0.5381,high
HMAN-00786,heat_treatment,HEQ-089,0.0119,0.2859,0.4534,0.2222,low
HMAN-00787,welding,HEQ-018,0.0755,0.3732,0.4352,0.2757,medium
HMAN-00788,heat_treatment,HEQ-112,0.0487,0.345,0.7893,0.4157,medium
HMAN-00789,cleaning,HEQ-094,0.0486,0.1134,0.5227,0.2851,medium
HMAN-00790,heat_treatment,HEQ-028,0.022,0.7268,0.1606,0.2299,low
HMAN-00791,welding,HEQ-046,0.0182,1.4334,0.4113,0.3881,medium
HMAN-00792,machining,HEQ-127,0.043,0.7947,0.7046,0.4805,medium
HMAN-00793,welding,HEQ-039,0.0064,0.1717,0.6654,0.2578,medium
HMAN-00794,machining,HEQ-074,0.034,0.3375,0.3699,0.1949,low
HMAN-00795,machining,HEQ-022,0.0161,0.8463,0.2755,0.2459,low
HMAN-00796,machining,HEQ-056,0.0459,0.1497,0.4345,0.2782,medium
HMAN-00797,welding,HEQ-065,0.0081,0.2789,0.7577,0.3255,medium
HMAN-00798,welding,HEQ-012,0.0246,0.5881,0.4973,0.3439,medium
HMAN-00799,heat_treatment,HEQ-095,0.0101,0.8064,0.5824,0.3427,medium
HMAN-00800,grinding,HEQ-056,0.0544,0.5661,0.6954,0.5074,high
HMAN-00801,cleaning,HEQ-119,0.0218,0.2821,0.2858,0.1627,low
HMAN-00802,machining,HEQ-093,0.0029,0.4357,0.4982,0.2258,low
HMAN-00803,welding,HEQ-014,0.0937,0.1112,0.497,0.4705,medium
HMAN-00804,cleaning,HEQ-004,0.0359,0.7511,0.6419,0.3742,medium
HMAN-00805,machining,HEQ-136,0.0546,0.2169,0.3677,0.3026,medium
HMAN-00806,welding,HEQ-047,0.024,0.6049,0.2363,0.1757,low
HMAN-00807,cleaning,HEQ-137,0.0193,1.14,0.2697,0.2871,medium
HMAN-00808,machining,HEQ-069,0.0176,0.5471,0.4351,0.2655,medium
HMAN-00809,welding,HEQ-040,0.0359,0.0626,0.7145,0.2982,medium
HMAN-00810,machining,HEQ-038,0.0067,0.1446,0.2626,0.174,low
HMAN-00811,machining,HEQ-030,0.0022,0.154,0.2371,0.0561,low
HMAN-00812,heat_treatment,HEQ-019,0.0482,1.2168,0.2917,0.4369,medium
HMAN-00813,heat_treatment,HEQ-020,0.0196,0.3833,0.437,0.2522,medium
HMAN-00814,welding,HEQ-106,0.0107,0.5051,0.4414,0.1903,low
HMAN-00815,welding,HEQ-109,0.112,0.3486,0.239,0.4028,medium
HMAN-00816,welding,HEQ-136,0.0401,0.6514,0.3906,0.3104,medium
HMAN-00817,cleaning,HEQ-122,0.009,1.157,0.1122,0.2698,medium
HMAN-00818,cleaning,HEQ-006,0.1565,0.3214,0.1771,0.4945,medium
HMAN-00819,welding,HEQ-057,0.0484,0.3478,0.2679,0.2365,low
HMAN-00820,machining,HEQ-115,0.0533,0.3764,0.5896,0.3929,medium
HMAN-00821,machining,HEQ-120,0.0731,0.134,0.0295,0.2232,low
HMAN-00822,heat_treatment,HEQ-116,0.0404,0.283,0.5213,0.3712,medium
HMAN-00823,heat_treatment,HEQ-069,0.0357,1.0973,0.3519,0.3104,medium
HMAN-00824,grinding,HEQ-082,0.0232,0.408,0.3116,0.1995,low
HMAN-00825,heat_treatment,HEQ-064,0.0583,0.3157,0.3617,0.3135,medium
HMAN-00826,welding,HEQ-117,0.1434,0.6626,0.2533,0.5747,high
HMAN-00827,grinding,HEQ-064,0.0075,0.9527,0.3171,0.3535,medium
HMAN-00828,machining,HEQ-090,0.025,1.7228,0.6211,0.5429,high
HMAN-00829,heat_treatment,HEQ-085,0.0317,0.3669,0.731,0.4063,medium
HMAN-00830,machining,HEQ-017,0.0705,0.2973,0.3324,0.3428,medium
HMAN-00831,welding,HEQ-128,0.0187,0.1135,0.2557,0.1741,low
HMAN-00832,welding,HEQ-094,0.042,0.6871,0.5053,0.3757,medium
HMAN-00833,machining,HEQ-004,0.0198,0.2934,0.2464,0.1121,low
HMAN-00834,heat_treatment,HEQ-121,0.0161,0.1872,0.4638,0.213,low
HMAN-00835,grinding,HEQ-007,0.022,0.4588,0.1539,0.1787,low
HMAN-00836,machining,HEQ-092,0.0337,0.4984,0.574,0.3392,medium
HMAN-00837,grinding,HEQ-090,0.0383,0.2612,0.3888,0.2156,low
HMAN-00838,cleaning,HEQ-125,0.0378,0.3666,0.4893,0.2465,low
HMAN-00839,machining,HEQ-020,0.0914,0.6253,0.1646,0.4178,medium
HMAN-00840,cleaning,HEQ-051,0.0152,0.3102,0.3307,0.1809,low
HMAN-00841,welding,HEQ-068,0.0536,0.4047,0.6511,0.3993,medium
HMAN-00842,heat_treatment,HEQ-110,0.0126,1.0011,0.4906,0.322,medium
HMAN-00843,cleaning,HEQ-081,0.0527,0.1538,0.5377,0.3015,medium
HMAN-00844,grinding,HEQ-140,0.0257,0.2663,0.2446,0.2538,medium
HMAN-00845,grinding,HEQ-029,0.0372,0.3373,0.4324,0.3826,medium
HMAN-00846,machining,HEQ-105,0.0192,0.6106,0.4847,0.2913,medium
HMAN-00847,machining,HEQ-077,0.0548,0.4708,0.7443,0.5155,high
HMAN-00848,cleaning,HEQ-117,0.0231,0.9241,0.4985,0.3717,medium
HMAN-00849,cleaning,HEQ-034,0.055,0.2093,0.2806,0.2375,low
HMAN-00850,welding,HEQ-073,0.0564,1.3842,0.4199,0.4653,medium
HMAN-00851,grinding,HEQ-114,0.0275,0.229,0.111,0.0835,low
HMAN-00852,grinding,HEQ-107,0.0779,0.8778,0.2518,0.3828,medium
HMAN-00853,welding,HEQ-044,0.0325,0.0516,0.4105,0.2918,medium
HMAN-00854,machining,HEQ-131,0.0162,1.1959,0.5613,0.4302,medium
HMAN-00855,heat_treatment,HEQ-020,0.0236,0.714,0.2709,0.2836,medium
HMAN-00856,cleaning,HEQ-052,0.0499,0.3547,0.3552,0.3159,medium
HMAN-00857,machining,HEQ-052,0.0388,0.8722,0.1405,0.2278,low
HMAN-00858,cleaning,HEQ-039,0.0082,0.19,0.3655,0.144,low
HMAN-00859,machining,HEQ-019,0.0672,0.7027,0.5501,0.4602,medium
HMAN-00860,heat_treatment,HEQ-127,0.1136,0.3106,0.5384,0.4782,medium
HMAN-00861,grinding,HEQ-031,0.0187,0.262,0.3896,0.1383,low
HMAN-00862,welding,HEQ-028,0.0137,0.1378,0.3159,0.1767,low
HMAN-00863,heat_treatment,HEQ-043,0.0379,0.3997,0.2626,0.2615,medium
HMAN-00864,machining,HEQ-061,0.0313,0.7569,0.2415,0.3014,medium
HMAN-00865,heat_treatment,HEQ-046,0.0298,0.1054,0.3401,0.1517,low
HMAN-00866,cleaning,HEQ-123,0.0077,0.2369,0.8659,0.3844,medium
HMAN-00867,welding,HEQ-036,0.0434,0.7613,0.5635,0.4123,medium
HMAN-00868,machining,HEQ-065,0.0066,0.4118,0.3196,0.2801,medium
HMAN-00869,cleaning,HEQ-052,0.0157,0.7491,0.3655,0.282,medium
HMAN-00870,grinding,HEQ-104,0.019,0.1257,0.4165,0.2326,low
HMAN-00871,cleaning,HEQ-138,0.0529,0.2227,0.2469,0.2423,low
HMAN-00872,heat_treatment,HEQ-098,0.0392,0.756,0.4428,0.321,medium
HMAN-00873,welding,HEQ-063,0.16,0.929,0.1648,0.5979,high
HMAN-00874,welding,HEQ-060,0.0297,0.4939,0.1853,0.2509,medium
HMAN-00875,heat_treatment,HEQ-099,0.0215,0.419,0.592,0.2477,low
HMAN-00876,machining,HEQ-083,0.0115,0.3567,0.149,0.1403,low
HMAN-00877,machining,HEQ-085,0.0117,0.3132,0.4826,0.2028,low
HMAN-00878,heat_treatment,HEQ-026,0.0181,0.5915,0.7192,0.3794,medium
HMAN-00879,grinding,HEQ-132,0.0312,0.0816,0.3883,0.2154,low
HMAN-00880,welding,HEQ-064,0.0386,0.4564,0.598,0.4115,medium
HMAN-00881,machining,HEQ-094,0.0317,0.4103,0.3966,0.1911,low
HMAN-00882,cleaning,HEQ-073,0.0182,0.3488,0.4115,0.1919,low
HMAN-00883,grinding,HEQ-035,0.0685,0.4312,0.2976,0.3424,medium
HMAN-00884,heat_treatment,HEQ-017,0.0383,0.1741,0.4284,0.2111,low
HMAN-00885,cleaning,HEQ-046,0.0152,0.3938,0.4181,0.2583,medium
HMAN-00886,machining,HEQ-025,0.0197,0.4233,0.5916,0.3694,medium
HMAN-00887,machining,HEQ-012,0.0452,0.2814,0.2835,0.2936,medium
HMAN-00888,welding,HEQ-126,0.0194,1.3468,0.2993,0.2679,medium
HMAN-00889,machining,HEQ-110,0.0316,1.4225,0.4189,0.3576,medium
HMAN-00890,heat_treatment,HEQ-116,0.0253,0.2747,0.3587,0.2249,low
HMAN-00891,machining,HEQ-001,0.121,0.219,0.6059,0.5188,high
HMAN-00892,heat_treatment,HEQ-045,0.0162,0.3496,0.5985,0.3197,medium
HMAN-00893,welding,HEQ-125,0.0171,0.2336,0.5847,0.2337,low
HMAN-00894,heat_treatment,HEQ-100,0.0718,0.1645,0.6451,0.4007,medium
HMAN-00895,heat_treatment,HEQ-031,0.0459,0.375,0.7391,0.4602,medium
HMAN-00896,welding,HEQ-050,0.0208,0.6179,0.7705,0.3802,medium
HMAN-00897,heat_treatment,HEQ-048,0.0393,0.6978,0.5276,0.4147,medium
HMAN-00898,cleaning,HEQ-020,0.0276,0.4421,0.1424,0.2399,low
HMAN-00899,cleaning,HEQ-018,0.018,0.2287,0.3479,0.1411,low
HMAN-00900,machining,HEQ-007,0.0302,1.098,0.3783,0.3802,medium
HMAN-00901,cleaning,HEQ-006,0.0259,1.4327,0.5328,0.4631,medium
HMAN-00902,grinding,HEQ-076,0.0192,0.1498,0.1963,0.1352,low
HMAN-00903,heat_treatment,HEQ-063,0.0474,0.1706,0.3207,0.2672,medium
HMAN-00904,heat_treatment,HEQ-140,0.0195,0.4543,0.313,0.2248,low
HMAN-00905,machining,HEQ-017,0.0448,0.9759,0.0825,0.2904,medium
HMAN-00906,grinding,HEQ-079,0.057,0.1491,0.1626,0.2269,low
HMAN-00907,grinding,HEQ-072,0.0387,0.6852,0.5163,0.3715,medium
HMAN-00908,grinding,HEQ-138,0.0363,0.1459,0.257,0.2329,low
HMAN-00909,grinding,HEQ-040,0.0678,0.3126,0.4085,0.4035,medium
HMAN-00910,grinding,HEQ-123,0.0594,1.4398,0.7157,0.5554,high
HMAN-00911,welding,HEQ-099,0.0154,0.7322,0.7292,0.3833,medium
HMAN-00912,cleaning,HEQ-068,0.0133,0.0699,0.3867,0.0988,low
HMAN-00913,machining,HEQ-068,0.0181,0.2335,0.5036,0.1905,low
HMAN-00914,cleaning,HEQ-012,0.0121,0.4601,0.5407,0.3221,medium
HMAN-00915,heat_treatment,HEQ-007,0.0164,0.4831,0.3299,0.251,medium
HMAN-00916,welding,HEQ-097,0.0348,0.2077,0.1799,0.2408,low
HMAN-00917,welding,HEQ-067,0.0355,0.2306,0.7116,0.3821,medium
HMAN-00918,welding,HEQ-077,0.0143,0.3336,0.5353,0.2509,medium
HMAN-00919,cleaning,HEQ-014,0.0092,0.1717,0.3315,0.2017,low
HMAN-00920,cleaning,HEQ-089,0.0309,0.7473,0.1516,0.3005,medium
HMAN-00921,welding,HEQ-131,0.0239,1.0504,0.2772,0.3707,medium
HMAN-00922,machining,HEQ-057,0.0508,1.0516,0.3038,0.3995,medium
HMAN-00923,machining,HEQ-064,0.0428,0.1774,0.3356,0.18,low
HMAN-00924,machining,HEQ-027,0.0198,0.3243,0.3038,0.2744,medium
HMAN-00925,grinding,HEQ-116,0.002,0.4813,0.3595,0.205,low
HMAN-00926,machining,HEQ-021,0.0346,0.4395,0.2449,0.1964,low
HMAN-00927,cleaning,HEQ-134,0.085,0.6382,0.4745,0.4798,medium
HMAN-00928,machining,HEQ-125,0.1143,0.4491,0.6309,0.5404,high
HMAN-00929,machining,HEQ-042,0.0296,0.4021,0.5811,0.3294,medium
HMAN-00930,cleaning,HEQ-006,0.0586,0.9054,0.3652,0.4227,medium
HMAN-00931,heat_treatment,HEQ-040,0.0045,0.2628,0.3412,0.2041,low
HMAN-00932,machining,HEQ-057,0.0045,0.3398,0.3379,0.1872,low
HMAN-00933,welding,HEQ-001,0.0283,0.5098,0.3585,0.3111,medium
HMAN-00934,cleaning,HEQ-008,0.0097,0.1663,0.2362,0.1186,low
HMAN-00935,grinding,HEQ-058,0.0242,0.8601,0.5264,0.3253,medium
HMAN-00936,cleaning,HEQ-108,0.0441,0.4318,0.4816,0.3678,medium
HMAN-00937,heat_treatment,HEQ-103,0.0737,0.443,0.3319,0.3832,medium
HMAN-00938,welding,HEQ-062,0.0378,0.2593,0.1586,0.2284,low
HMAN-00939,cleaning,HEQ-115,0.0089,0.3221,0.4071,0.2105,low
HMAN-00940,heat_treatment,HEQ-072,0.1042,1.2477,0.7155,0.6639,high
HMAN-00941,machining,HEQ-002,0.0067,0.9411,0.2249,0.1959,low
HMAN-00942,machining,HEQ-067,0.0086,0.0743,0.1523,0.0429,low
HMAN-00943,cleaning,HEQ-079,0.0462,0.6871,0.3598,0.3499,medium
HMAN-00944,welding,HEQ-125,0.0055,1.0859,0.5684,0.392,medium
HMAN-00945,heat_treatment,HEQ-083,0.0619,0.2101,0.4425,0.3406,medium
HMAN-00946,welding,HEQ-028,0.0268,0.3292,0.6452,0.3298,medium
HMAN-00947,welding,HEQ-130,0.0817,1.6498,0.2226,0.5425,high
HMAN-00948,grinding,HEQ-080,0.0331,0.5805,0.2893,0.3393,medium
HMAN-00949,cleaning,HEQ-071,0.083,0.1388,0.261,0.3086,medium
HMAN-00950,cleaning,HEQ-015,0.0225,0.9566,0.4737,0.3704,medium
HMAN-00951,grinding,HEQ-130,0.0169,0.1689,0.644,0.3222,medium
HMAN-00952,welding,HEQ-054,0.0178,0.7052,0.7934,0.4495,medium
HMAN-00953,welding,HEQ-104,0.0199,0.3742,0.5135,0.2137,low
HMAN-00954,heat_treatment,HEQ-108,0.0191,1.464,0.2787,0.344,medium
HMAN-00955,welding,HEQ-053,0.0646,0.5876,0.2153,0.2838,medium
HMAN-00956,welding,HEQ-016,0.0288,0.8254,0.0767,0.2331,low
HMAN-00957,cleaning,HEQ-024,0.057,0.3175,0.2718,0.2774,medium
HMAN-00958,cleaning,HEQ-073,0.006,0.2959,0.1034,0.0834,low
HMAN-00959,welding,HEQ-008,0.002,0.9775,0.4394,0.3339,medium
HMAN-00960,cleaning,HEQ-124,0.0525,0.4708,0.1335,0.2602,medium
HMAN-00961,heat_treatment,HEQ-083,0.0386,1.08,0.4426,0.4689,medium
HMAN-00962,machining,HEQ-115,0.0078,0.3484,0.4256,0.2113,low
HMAN-00963,cleaning,HEQ-004,0.004,0.4583,0.2548,0.1401,low
HMAN-00964,cleaning,HEQ-086,0.0551,0.3381,0.4367,0.3119,medium
HMAN-00965,machining,HEQ-008,0.0085,0.4969,0.789,0.4284,medium
HMAN-00966,welding,HEQ-083,0.015,0.8617,0.6588,0.4223,medium
HMAN-00967,heat_treatment,HEQ-107,0.0307,0.2964,0.1385,0.1748,low
HMAN-00968,machining,HEQ-127,0.0106,0.5778,0.1568,0.1689,low
HMAN-00969,heat_treatment,HEQ-014,0.0648,0.1547,0.3548,0.2871,medium
HMAN-00970,welding,HEQ-062,0.0319,0.4015,0.2633,0.2432,low
HMAN-00971,heat_treatment,HEQ-013,0.0559,0.0768,0.6587,0.3786,medium
HMAN-00972,machining,HEQ-065,0.0323,0.3322,0.2705,0.2153,low
HMAN-00973,grinding,HEQ-052,0.0841,0.284,0.5778,0.4612,medium
HMAN-00974,cleaning,HEQ-090,0.023,0.2743,0.6539,0.3146,medium
HMAN-00975,heat_treatment,HEQ-099,0.0731,0.6454,0.1078,0.3448,medium
HMAN-00976,grinding,HEQ-094,0.0239,0.3608,0.5646,0.3488,medium
HMAN-00977,grinding,HEQ-017,0.0432,0.8577,0.5139,0.4134,medium
HMAN-00978,cleaning,HEQ-103,0.0512,0.2106,0.4886,0.3091,medium
HMAN-00979,heat_treatment,HEQ-045,0.0197,0.3998,0.3566,0.2824,medium
HMAN-00980,machining,HEQ-014,0.0073,0.2287,0.6201,0.2576,medium
HMAN-00981,welding,HEQ-044,0.0969,0.2264,0.6805,0.4864,medium
HMAN-00982,heat_treatment,HEQ-030,0.0113,0.3408,0.334,0.1968,low
HMAN-00983,heat_treatment,HEQ-088,0.0429,0.6554,0.7098,0.4681,medium
HMAN-00984,welding,HEQ-031,0.0093,0.3909,0.1645,0.1264,low
HMAN-00985,cleaning,HEQ-013,0.0715,0.05,0.3644,0.2952,medium
HMAN-00986,heat_treatment,HEQ-110,0.0109,0.1704,0.5055,0.264,medium
HMAN-00987,machining,HEQ-009,0.008,0.3638,0.236,0.0991,low
HMAN-00988,heat_treatment,HEQ-112,0.0094,0.7008,0.7339,0.4152,medium
HMAN-00989,machining,HEQ-069,0.0171,0.4661,0.4503,0.2632,medium
HMAN-00990,grinding,HEQ-012,0.0184,0.8925,0.7203,0.4712,medium
HMAN-00991,machining,HEQ-074,0.0168,0.371,0.6133,0.3015,medium
HMAN-00992,cleaning,HEQ-135,0.0165,0.4634,0.7205,0.355,medium
HMAN-00993,heat_treatment,HEQ-137,0.0358,0.5518,0.2782,0.2416,low
HMAN-00994,machining,HEQ-038,0.0147,1.3283,0.2871,0.3427,medium
HMAN-00995,welding,HEQ-030,0.0245,0.3673,0.3902,0.228,low
HMAN-00996,welding,HEQ-068,0.004,1.1257,0.5388,0.3397,medium
HMAN-00997,welding,HEQ-006,0.0199,0.8211,0.3278,0.3384,medium
HMAN-00998,welding,HEQ-131,0.025,0.5589,0.2877,0.2557,medium
HMAN-00999,grinding,HEQ-026,0.0615,0.3974,0.3141,0.3615,medium
HMAN-01000,grinding,HEQ-113,0.018,0.135,0.4005,0.163,low
HMAN-01001,machining,HEQ-052,0.0457,0.1076,0.4412,0.3351,medium
