h,r,t,relation,head_type,tail_type,weight
10114,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10115,18,29860,operated_by,AssemblyRecord,Operator,0.5
10115,19,29717,located_at,AssemblyRecord,Station,0.5
10115,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10116,18,29771,operated_by,AssemblyRecord,Operator,0.5
10116,19,29772,located_at,AssemblyRecord,Station,0.5
10116,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10117,18,29861,operated_by,AssemblyRecord,Operator,0.5
10117,19,29740,located_at,AssemblyRecord,Station,0.5
10117,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10118,18,29876,operated_by,AssemblyRecord,Operator,0.5
10118,19,29784,located_at,AssemblyRecord,Station,0.5
10118,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10119,18,29794,operated_by,AssemblyRecord,Operator,0.5
10119,19,29712,located_at,AssemblyRecord,Station,0.5
10119,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10120,18,29880,operated_by,AssemblyRecord,Operator,0.5
10120,19,29710,located_at,AssemblyRecord,Station,0.5
10120,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10121,18,29728,operated_by,AssemblyRecord,Operator,0.5
10121,19,29712,located_at,AssemblyRecord,Station,0.5
10121,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10122,18,29830,operated_by,AssemblyRecord,Operator,0.5
10122,19,29725,located_at,AssemblyRecord,Station,0.5
10122,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10123,18,29872,operated_by,AssemblyRecord,Operator,0.5
10123,19,29717,located_at,AssemblyRecord,Station,0.5
10123,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10124,18,29852,operated_by,AssemblyRecord,Operator,0.5
10124,19,29732,located_at,AssemblyRecord,Station,0.5
10124,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10125,18,29792,operated_by,AssemblyRecord,Operator,0.5
10125,19,29722,located_at,AssemblyRecord,Station,0.5
10125,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10126,18,29822,operated_by,AssemblyRecord,Operator,0.5
10126,19,29714,located_at,AssemblyRecord,Station,0.5
10126,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10127,18,29742,operated_by,AssemblyRecord,Operator,0.5
10127,19,29729,located_at,AssemblyRecord,Station,0.5
10127,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10128,18,29863,operated_by,AssemblyRecord,Operator,0.5
10128,19,29706,located_at,AssemblyRecord,Station,0.5
10128,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10129,18,29862,operated_by,AssemblyRecord,Operator,0.5
10129,19,29765,located_at,AssemblyRecord,Station,0.5
10129,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10130,18,29871,operated_by,AssemblyRecord,Operator,0.5
10130,19,29765,located_at,AssemblyRecord,Station,0.5
10130,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10131,18,29843,operated_by,AssemblyRecord,Operator,0.5
10131,19,29734,located_at,AssemblyRecord,Station,0.5
10131,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10132,18,29711,operated_by,AssemblyRecord,Operator,0.5
10132,19,29738,located_at,AssemblyRecord,Station,0.5
10132,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10133,18,29835,operated_by,AssemblyRecord,Operator,0.5
10133,19,29717,located_at,AssemblyRecord,Station,0.5
10133,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10134,18,29701,operated_by,AssemblyRecord,Operator,0.5
10134,19,29725,located_at,AssemblyRecord,Station,0.5
10134,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10135,18,29795,operated_by,AssemblyRecord,Operator,0.5
10135,19,29714,located_at,AssemblyRecord,Station,0.5
10135,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10136,18,29837,operated_by,AssemblyRecord,Operator,0.5
10136,19,29779,located_at,AssemblyRecord,Station,0.5
10136,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10137,18,29724,operated_by,AssemblyRecord,Operator,0.5
10137,19,29784,located_at,AssemblyRecord,Station,0.5
10137,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10138,18,29872,operated_by,AssemblyRecord,Operator,0.5
10138,19,29732,located_at,AssemblyRecord,Station,0.5
10138,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10139,18,29736,operated_by,AssemblyRecord,Operator,0.5
10139,19,29710,located_at,AssemblyRecord,Station,0.5
10139,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10140,18,29763,operated_by,AssemblyRecord,Operator,0.5
10140,19,29743,located_at,AssemblyRecord,Station,0.5
10140,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10141,18,29795,operated_by,AssemblyRecord,Operator,0.5
10141,19,29706,located_at,AssemblyRecord,Station,0.5
10141,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10142,18,29790,operated_by,AssemblyRecord,Operator,0.5
10142,19,29738,located_at,AssemblyRecord,Station,0.5
10142,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10143,18,29876,operated_by,AssemblyRecord,Operator,0.5
10143,19,29714,located_at,AssemblyRecord,Station,0.5
10143,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10144,18,29711,operated_by,AssemblyRecord,Operator,0.5
10144,19,29710,located_at,AssemblyRecord,Station,0.5
10144,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10145,18,29746,operated_by,AssemblyRecord,Operator,0.5
10145,19,29729,located_at,AssemblyRecord,Station,0.5
10145,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10146,18,29823,operated_by,AssemblyRecord,Operator,0.5
10146,19,29708,located_at,AssemblyRecord,Station,0.5
10146,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10147,18,29782,operated_by,AssemblyRecord,Operator,0.5
10147,19,29755,located_at,AssemblyRecord,Station,0.5
10147,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10148,18,29781,operated_by,AssemblyRecord,Operator,0.5
10148,19,29802,located_at,AssemblyRecord,Station,0.5
10148,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10149,18,29788,operated_by,AssemblyRecord,Operator,0.5
10149,19,29729,located_at,AssemblyRecord,Station,0.5
10149,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10150,18,29830,operated_by,AssemblyRecord,Operator,0.5
10150,19,29740,located_at,AssemblyRecord,Station,0.5
10150,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10151,18,29872,operated_by,AssemblyRecord,Operator,0.5
10151,19,29704,located_at,AssemblyRecord,Station,0.5
10151,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10152,18,29847,operated_by,AssemblyRecord,Operator,0.5
10152,19,29712,located_at,AssemblyRecord,Station,0.5
10152,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10153,18,29726,operated_by,AssemblyRecord,Operator,0.5
10153,19,29765,located_at,AssemblyRecord,Station,0.5
10153,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10154,18,29798,operated_by,AssemblyRecord,Operator,0.5
10154,19,29779,located_at,AssemblyRecord,Station,0.5
10154,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10155,18,29758,operated_by,AssemblyRecord,Operator,0.5
10155,19,29708,located_at,AssemblyRecord,Station,0.5
10155,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10156,18,29877,operated_by,AssemblyRecord,Operator,0.5
10156,19,29729,located_at,AssemblyRecord,Station,0.5
10156,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10157,18,29873,operated_by,AssemblyRecord,Operator,0.5
10157,19,29725,located_at,AssemblyRecord,Station,0.5
10157,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10158,18,29872,operated_by,AssemblyRecord,Operator,0.5
10158,19,29765,located_at,AssemblyRecord,Station,0.5
10158,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10159,18,29785,operated_by,AssemblyRecord,Operator,0.5
10159,19,29706,located_at,AssemblyRecord,Station,0.5
10159,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10160,18,29822,operated_by,AssemblyRecord,Operator,0.5
10160,19,29714,located_at,AssemblyRecord,Station,0.5
10160,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10161,18,29856,operated_by,AssemblyRecord,Operator,0.5
10161,19,29704,located_at,AssemblyRecord,Station,0.5
10161,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10162,18,29876,operated_by,AssemblyRecord,Operator,0.5
10162,19,29714,located_at,AssemblyRecord,Station,0.5
10162,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10163,18,29823,operated_by,AssemblyRecord,Operator,0.5
10163,19,29734,located_at,AssemblyRecord,Station,0.5
10163,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10164,18,29723,operated_by,AssemblyRecord,Operator,0.5
10164,19,29802,located_at,AssemblyRecord,Station,0.5
10164,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10165,18,29758,operated_by,AssemblyRecord,Operator,0.5
10165,19,29802,located_at,AssemblyRecord,Station,0.5
10165,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10166,18,29736,operated_by,AssemblyRecord,Operator,0.5
10166,19,29743,located_at,AssemblyRecord,Station,0.5
10166,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10167,18,29728,operated_by,AssemblyRecord,Operator,0.5
10167,19,29730,located_at,AssemblyRecord,Station,0.5
10167,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10168,18,29744,operated_by,AssemblyRecord,Operator,0.5
10168,19,29712,located_at,AssemblyRecord,Station,0.5
10168,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10169,18,29853,operated_by,AssemblyRecord,Operator,0.5
10169,19,29712,located_at,AssemblyRecord,Station,0.5
10169,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10170,18,29763,operated_by,AssemblyRecord,Operator,0.5
10170,19,29722,located_at,AssemblyRecord,Station,0.5
10170,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10171,18,29736,operated_by,AssemblyRecord,Operator,0.5
10171,19,29722,located_at,AssemblyRecord,Station,0.5
10171,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10172,18,29813,operated_by,AssemblyRecord,Operator,0.5
10172,19,29784,located_at,AssemblyRecord,Station,0.5
10172,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10173,18,29824,operated_by,AssemblyRecord,Operator,0.5
10173,19,29784,located_at,AssemblyRecord,Station,0.5
10173,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10174,18,29709,operated_by,AssemblyRecord,Operator,0.5
10174,19,29745,located_at,AssemblyRecord,Station,0.5
10174,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10175,18,29716,operated_by,AssemblyRecord,Operator,0.5
10175,19,29730,located_at,AssemblyRecord,Station,0.5
10175,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10176,18,29873,operated_by,AssemblyRecord,Operator,0.5
10176,19,29729,located_at,AssemblyRecord,Station,0.5
10176,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10177,18,29820,operated_by,AssemblyRecord,Operator,0.5
10177,19,29784,located_at,AssemblyRecord,Station,0.5
10177,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10178,18,29739,operated_by,AssemblyRecord,Operator,0.5
10178,19,29760,located_at,AssemblyRecord,Station,0.5
10178,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10179,18,29843,operated_by,AssemblyRecord,Operator,0.5
10179,19,29751,located_at,AssemblyRecord,Station,0.5
10179,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10180,18,29804,operated_by,AssemblyRecord,Operator,0.5
10180,19,29730,located_at,AssemblyRecord,Station,0.5
10180,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10181,18,29817,operated_by,AssemblyRecord,Operator,0.5
10181,19,29704,located_at,AssemblyRecord,Station,0.5
10181,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10182,18,29794,operated_by,AssemblyRecord,Operator,0.5
10182,19,29720,located_at,AssemblyRecord,Station,0.5
10182,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10183,18,29771,operated_by,AssemblyRecord,Operator,0.5
10183,19,29714,located_at,AssemblyRecord,Station,0.5
10183,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10184,18,29844,operated_by,AssemblyRecord,Operator,0.5
10184,19,29755,located_at,AssemblyRecord,Station,0.5
10184,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10185,18,29870,operated_by,AssemblyRecord,Operator,0.5
10185,19,29702,located_at,AssemblyRecord,Station,0.5
10185,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10186,18,29868,operated_by,AssemblyRecord,Operator,0.5
10186,19,29738,located_at,AssemblyRecord,Station,0.5
10186,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10187,18,29876,operated_by,AssemblyRecord,Operator,0.5
10187,19,29784,located_at,AssemblyRecord,Station,0.5
10187,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10188,18,29873,operated_by,AssemblyRecord,Operator,0.5
10188,19,29714,located_at,AssemblyRecord,Station,0.5
10188,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10189,18,29789,operated_by,AssemblyRecord,Operator,0.5
10189,19,29734,located_at,AssemblyRecord,Station,0.5
10189,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10190,18,29752,operated_by,AssemblyRecord,Operator,0.5
10190,19,29714,located_at,AssemblyRecord,Station,0.5
10190,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10191,18,29739,operated_by,AssemblyRecord,Operator,0.5
10191,19,29745,located_at,AssemblyRecord,Station,0.5
10191,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10192,18,29878,operated_by,AssemblyRecord,Operator,0.5
10192,19,29734,located_at,AssemblyRecord,Station,0.5
10192,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10193,18,29846,operated_by,AssemblyRecord,Operator,0.5
10193,19,29751,located_at,AssemblyRecord,Station,0.5
10193,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10194,18,29733,operated_by,AssemblyRecord,Operator,0.5
10194,19,29772,located_at,AssemblyRecord,Station,0.5
10194,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10195,18,29875,operated_by,AssemblyRecord,Operator,0.5
10195,19,29730,located_at,AssemblyRecord,Station,0.5
10195,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10196,18,29757,operated_by,AssemblyRecord,Operator,0.5
10196,19,29730,located_at,AssemblyRecord,Station,0.5
10196,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10197,18,29792,operated_by,AssemblyRecord,Operator,0.5
10197,19,29784,located_at,AssemblyRecord,Station,0.5
10197,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10198,18,29783,operated_by,AssemblyRecord,Operator,0.5
10198,19,29819,located_at,AssemblyRecord,Station,0.5
10198,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10199,18,29878,operated_by,AssemblyRecord,Operator,0.5
10199,19,29760,located_at,AssemblyRecord,Station,0.5
10199,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10200,18,29846,operated_by,AssemblyRecord,Operator,0.5
10200,19,29725,located_at,AssemblyRecord,Station,0.5
10200,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10201,18,29781,operated_by,AssemblyRecord,Operator,0.5
10201,19,29717,located_at,AssemblyRecord,Station,0.5
10201,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10202,18,29831,operated_by,AssemblyRecord,Operator,0.5
10202,19,29714,located_at,AssemblyRecord,Station,0.5
10202,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10203,18,29828,operated_by,AssemblyRecord,Operator,0.5
10203,19,29732,located_at,AssemblyRecord,Station,0.5
10203,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10204,18,29876,operated_by,AssemblyRecord,Operator,0.5
10204,19,29710,located_at,AssemblyRecord,Station,0.5
10204,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10205,18,29841,operated_by,AssemblyRecord,Operator,0.5
10205,19,29765,located_at,AssemblyRecord,Station,0.5
10205,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10206,18,29863,operated_by,AssemblyRecord,Operator,0.5
10206,19,29772,located_at,AssemblyRecord,Station,0.5
10206,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10207,18,29808,operated_by,AssemblyRecord,Operator,0.5
10207,19,29708,located_at,AssemblyRecord,Station,0.5
10207,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10208,18,29810,operated_by,AssemblyRecord,Operator,0.5
10208,19,29819,located_at,AssemblyRecord,Station,0.5
10208,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10209,18,29753,operated_by,AssemblyRecord,Operator,0.5
10209,19,29751,located_at,AssemblyRecord,Station,0.5
10209,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10210,18,29851,operated_by,AssemblyRecord,Operator,0.5
10210,19,29712,located_at,AssemblyRecord,Station,0.5
10210,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10211,18,29860,operated_by,AssemblyRecord,Operator,0.5
10211,19,29722,located_at,AssemblyRecord,Station,0.5
10211,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10212,18,29756,operated_by,AssemblyRecord,Operator,0.5
10212,19,29710,located_at,AssemblyRecord,Station,0.5
10212,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10213,18,29776,operated_by,AssemblyRecord,Operator,0.5
10213,19,29720,located_at,AssemblyRecord,Station,0.5
10213,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10214,18,29868,operated_by,AssemblyRecord,Operator,0.5
10214,19,29702,located_at,AssemblyRecord,Station,0.5
10214,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10215,18,29791,operated_by,AssemblyRecord,Operator,0.5
10215,19,29722,located_at,AssemblyRecord,Station,0.5
10215,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10216,18,29766,operated_by,AssemblyRecord,Operator,0.5
10216,19,29755,located_at,AssemblyRecord,Station,0.5
10216,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10217,18,29877,operated_by,AssemblyRecord,Operator,0.5
10217,19,29722,located_at,AssemblyRecord,Station,0.5
10217,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10218,18,29838,operated_by,AssemblyRecord,Operator,0.5
10218,19,29730,located_at,AssemblyRecord,Station,0.5
10218,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10219,18,29880,operated_by,AssemblyRecord,Operator,0.5
10219,19,29740,located_at,AssemblyRecord,Station,0.5
10219,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10220,18,29836,operated_by,AssemblyRecord,Operator,0.5
10220,19,29743,located_at,AssemblyRecord,Station,0.5
10220,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10221,18,29829,operated_by,AssemblyRecord,Operator,0.5
10221,19,29727,located_at,AssemblyRecord,Station,0.5
10221,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10222,18,29777,operated_by,AssemblyRecord,Operator,0.5
10222,19,29802,located_at,AssemblyRecord,Station,0.5
10222,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10223,18,29834,operated_by,AssemblyRecord,Operator,0.5
10223,19,29743,located_at,AssemblyRecord,Station,0.5
10223,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10224,18,29741,operated_by,AssemblyRecord,Operator,0.5
10224,19,29720,located_at,AssemblyRecord,Station,0.5
10224,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10225,18,29867,operated_by,AssemblyRecord,Operator,0.5
10225,19,29714,located_at,AssemblyRecord,Station,0.5
10225,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10226,18,29879,operated_by,AssemblyRecord,Operator,0.5
10226,19,29772,located_at,AssemblyRecord,Station,0.5
10226,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10227,18,29837,operated_by,AssemblyRecord,Operator,0.5
10227,19,29743,located_at,AssemblyRecord,Station,0.5
10227,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10228,18,29726,operated_by,AssemblyRecord,Operator,0.5
10228,19,29745,located_at,AssemblyRecord,Station,0.5
10228,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10229,18,29799,operated_by,AssemblyRecord,Operator,0.5
10229,19,29751,located_at,AssemblyRecord,Station,0.5
10229,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10230,18,29780,operated_by,AssemblyRecord,Operator,0.5
10230,19,29740,located_at,AssemblyRecord,Station,0.5
10230,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10231,18,29858,operated_by,AssemblyRecord,Operator,0.5
10231,19,29720,located_at,AssemblyRecord,Station,0.5
10231,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10232,18,29838,operated_by,AssemblyRecord,Operator,0.5
10232,19,29772,located_at,AssemblyRecord,Station,0.5
10232,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10233,18,29880,operated_by,AssemblyRecord,Operator,0.5
10233,19,29712,located_at,AssemblyRecord,Station,0.5
10233,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10234,18,29875,operated_by,AssemblyRecord,Operator,0.5
10234,19,29710,located_at,AssemblyRecord,Station,0.5
10234,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10235,18,29735,operated_by,AssemblyRecord,Operator,0.5
10235,19,29734,located_at,AssemblyRecord,Station,0.5
10235,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10236,18,29825,operated_by,AssemblyRecord,Operator,0.5
10236,19,29772,located_at,AssemblyRecord,Station,0.5
10236,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10237,18,29823,operated_by,AssemblyRecord,Operator,0.5
10237,19,29768,located_at,AssemblyRecord,Station,0.5
10237,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10238,18,29842,operated_by,AssemblyRecord,Operator,0.5
10238,19,29743,located_at,AssemblyRecord,Station,0.5
10238,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10239,18,29759,operated_by,AssemblyRecord,Operator,0.5
10239,19,29704,located_at,AssemblyRecord,Station,0.5
10239,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10240,18,29748,operated_by,AssemblyRecord,Operator,0.5
10240,19,29743,located_at,AssemblyRecord,Station,0.5
10240,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10241,18,29880,operated_by,AssemblyRecord,Operator,0.5
10241,19,29760,located_at,AssemblyRecord,Station,0.5
10241,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10242,18,29806,operated_by,AssemblyRecord,Operator,0.5
10242,19,29727,located_at,AssemblyRecord,Station,0.5
10242,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10243,18,29764,operated_by,AssemblyRecord,Operator,0.5
10243,19,29706,located_at,AssemblyRecord,Station,0.5
10243,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10244,18,29818,operated_by,AssemblyRecord,Operator,0.5
10244,19,29727,located_at,AssemblyRecord,Station,0.5
10244,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10245,18,29841,operated_by,AssemblyRecord,Operator,0.5
10245,19,29727,located_at,AssemblyRecord,Station,0.5
10245,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10246,18,29844,operated_by,AssemblyRecord,Operator,0.5
10246,19,29704,located_at,AssemblyRecord,Station,0.5
10246,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10247,18,29865,operated_by,AssemblyRecord,Operator,0.5
10247,19,29704,located_at,AssemblyRecord,Station,0.5
10247,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10248,18,29716,operated_by,AssemblyRecord,Operator,0.5
10248,19,29704,located_at,AssemblyRecord,Station,0.5
10248,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10249,18,29794,operated_by,AssemblyRecord,Operator,0.5
10249,19,29743,located_at,AssemblyRecord,Station,0.5
10249,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10250,18,29821,operated_by,AssemblyRecord,Operator,0.5
10250,19,29732,located_at,AssemblyRecord,Station,0.5
10250,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10251,18,29731,operated_by,AssemblyRecord,Operator,0.5
10251,19,29772,located_at,AssemblyRecord,Station,0.5
10251,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10252,18,29788,operated_by,AssemblyRecord,Operator,0.5
10252,19,29717,located_at,AssemblyRecord,Station,0.5
10252,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10253,18,29783,operated_by,AssemblyRecord,Operator,0.5
10253,19,29768,located_at,AssemblyRecord,Station,0.5
10253,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10254,18,29810,operated_by,AssemblyRecord,Operator,0.5
10254,19,29768,located_at,AssemblyRecord,Station,0.5
10254,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10255,18,29827,operated_by,AssemblyRecord,Operator,0.5
10255,19,29755,located_at,AssemblyRecord,Station,0.5
10255,20,29512,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10256,18,29803,operated_by,AssemblyRecord,Operator,0.5
10256,19,29765,located_at,AssemblyRecord,Station,0.5
10256,20,24501,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10257,18,29844,operated_by,AssemblyRecord,Operator,0.5
10257,19,29704,located_at,AssemblyRecord,Station,0.5
10257,20,24504,has_assembly_risk_level,AssemblyRecord,RiskLevel,0.5
10258,18,29826,operated_by,AssemblyRecord,Operator,0.5
10258,19,29802,located_at,AssemblyRecord,Station,0.5
