iqs_failure_id,quality_event_doc_id,inspection_doc_id,defect_log_id,component_serial_no,part_serial_no,work_order_no,op_no,supplier_code,maintenance_event_no,doc_source,failure_type,quality_code,iqs_failure_order,task_code,product_code,product_name,piece_no,find_dept_code,find_dept_name,doc_status_code,secret_level_code,starttime_text,finishtime_text
125,125,125,125,LGACT-2026-0125,PIN-2026-0125,WO-LG-2026-0125,OP060,SUP-CF-0125,QE-CF-2026-0125,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0125,IQS-CF-0125,TASK-LG-0125,AC-LGACT-PROD-0125,Seal Ring Assembly 125,PIECENO-0125,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/21 22:35:00,2026/05/21 22:35:00
126,126,126,126,LGACT-2026-0126,PIN-2026-0126,WO-LG-2026-0126,OP070,SUP-CF-0126,QE-CF-2026-0126,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0126,IQS-CF-0126,TASK-LG-0126,AC-LGACT-PROD-0126,Trunnion Bushing 126,PIECENO-0126,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/22 22:42:00,2026/05/22 22:42:00
127,127,127,127,LGACT-2026-0127,PIN-2026-0127,WO-LG-2026-0127,OP080,SUP-CF-0127,QE-CF-2026-0127,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0127,IQS-CF-0127,TASK-LG-0127,AC-LGACT-PROD-0127,Spherical Bearing 127,PIECENO-0127,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/05/23 22:49:00,2026/05/23 22:49:00
128,128,128,128,LGACT-2026-0128,PIN-2026-0128,WO-LG-2026-0128,OP010,SUP-CF-0128,QE-CF-2026-0128,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0128,IQS-CF-0128,TASK-LG-0128,AC-LGACT-PROD-0128,Throttle Connector 128,PIECENO-0128,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/05/24 22:56:00,2026/05/24 22:56:00
129,129,129,129,LGACT-2026-0129,PIN-2026-0129,WO-LG-2026-0129,OP020,SUP-CF-0129,QE-CF-2026-0129,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0129,IQS-CF-0129,TASK-LG-0129,AC-LGACT-PROD-0129,Displacement Sensor Bracket 129,PIECENO-0129,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/05/25 23:03:00,2026/05/25 23:03:00
130,130,130,130,LGACT-2026-0130,PIN-2026-0130,WO-LG-2026-0130,OP030,SUP-CF-0130,QE-CF-2026-0130,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0130,IQS-CF-0130,TASK-LG-0130,AC-LGACT-PROD-0130,Locking Nut 130,PIECENO-0130,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/05/26 23:10:00,2026/05/26 23:10:00
131,131,131,131,LGACT-2026-0131,PIN-2026-0131,WO-LG-2026-0131,OP040,SUP-CF-0131,QE-CF-2026-0131,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0131,IQS-CF-0131,TASK-LG-0131,AC-LGACT-PROD-0131,Piston Rod Assembly 131,PIECENO-0131,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/05/27 23:17:00,2026/05/27 23:17:00
132,132,132,132,LGACT-2026-0132,PIN-2026-0132,WO-LG-2026-0132,OP050,SUP-CF-0132,QE-CF-2026-0132,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0132,IQS-CF-0132,TASK-LG-0132,AC-LGACT-PROD-0132,Cylinder Barrel Assembly 132,PIECENO-0132,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/05/28 23:24:00,2026/05/28 23:24:00
133,133,133,133,LGACT-2026-0133,PIN-2026-0133,WO-LG-2026-0133,OP060,SUP-CF-0133,QE-CF-2026-0133,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0133,IQS-CF-0133,TASK-LG-0133,AC-LGACT-PROD-0133,Front End Cap 133,PIECENO-0133,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/05/29 23:31:00,2026/05/29 23:31:00
134,134,134,134,LGACT-2026-0134,PIN-2026-0134,WO-LG-2026-0134,OP070,SUP-CF-0134,QE-CF-2026-0134,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0134,IQS-CF-0134,TASK-LG-0134,AC-LGACT-PROD-0134,Rear End Cap 134,PIECENO-0134,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/05/30 23:38:00,2026/05/30 23:38:00
135,135,135,135,LGACT-2026-0135,PIN-2026-0135,WO-LG-2026-0135,OP080,SUP-CF-0135,QE-CF-2026-0135,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0135,IQS-CF-0135,TASK-LG-0135,AC-LGACT-PROD-0135,Seal Ring Assembly 135,PIECENO-0135,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/05/31 23:45:00,2026/05/31 23:45:00
136,136,136,136,LGACT-2026-0136,PIN-2026-0136,WO-LG-2026-0136,OP010,SUP-CF-0136,QE-CF-2026-0136,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0136,IQS-CF-0136,TASK-LG-0136,AC-LGACT-PROD-0136,Trunnion Bushing 136,PIECENO-0136,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/06/01 23:52:00,2026/06/01 23:52:00
137,137,137,137,LGACT-2026-0137,PIN-2026-0137,WO-LG-2026-0137,OP020,SUP-CF-0137,QE-CF-2026-0137,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0137,IQS-CF-0137,TASK-LG-0137,AC-LGACT-PROD-0137,Spherical Bearing 137,PIECENO-0137,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/06/02 23:59:00,2026/06/02 23:59:00
138,138,138,138,LGACT-2026-0138,PIN-2026-0138,WO-LG-2026-0138,OP030,SUP-CF-0138,QE-CF-2026-0138,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0138,IQS-CF-0138,TASK-LG-0138,AC-LGACT-PROD-0138,Throttle Connector 138,PIECENO-0138,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/06/04 00:06:00,2026/06/04 00:06:00
139,139,139,139,LGACT-2026-0139,PIN-2026-0139,WO-LG-2026-0139,OP040,SUP-CF-0139,QE-CF-2026-0139,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0139,IQS-CF-0139,TASK-LG-0139,AC-LGACT-PROD-0139,Displacement Sensor Bracket 139,PIECENO-0139,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/06/05 00:13:00,2026/06/05 00:13:00
140,140,140,140,LGACT-2026-0140,PIN-2026-0140,WO-LG-2026-0140,OP050,SUP-CF-0140,QE-CF-2026-0140,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0140,IQS-CF-0140,TASK-LG-0140,AC-LGACT-PROD-0140,Locking Nut 140,PIECENO-0140,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/06/06 00:20:00,2026/06/06 00:20:00
141,141,141,141,LGACT-2026-0141,PIN-2026-0141,WO-LG-2026-0141,OP060,SUP-CF-0141,QE-CF-2026-0141,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0141,IQS-CF-0141,TASK-LG-0141,AC-LGACT-PROD-0141,Piston Rod Assembly 141,PIECENO-0141,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/05/10 00:27:00,2026/05/10 00:27:00
142,142,142,142,LGACT-2026-0142,PIN-2026-0142,WO-LG-2026-0142,OP070,SUP-CF-0142,QE-CF-2026-0142,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0142,IQS-CF-0142,TASK-LG-0142,AC-LGACT-PROD-0142,Cylinder Barrel Assembly 142,PIECENO-0142,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/05/11 00:34:00,2026/05/11 00:34:00
143,143,143,143,LGACT-2026-0143,PIN-2026-0143,WO-LG-2026-0143,OP080,SUP-CF-0143,QE-CF-2026-0143,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0143,IQS-CF-0143,TASK-LG-0143,AC-LGACT-PROD-0143,Front End Cap 143,PIECENO-0143,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/05/12 00:41:00,2026/05/12 00:41:00
144,144,144,144,LGACT-2026-0144,PIN-2026-0144,WO-LG-2026-0144,OP010,SUP-CF-0144,QE-CF-2026-0144,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0144,IQS-CF-0144,TASK-LG-0144,AC-LGACT-PROD-0144,Rear End Cap 144,PIECENO-0144,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/05/13 00:48:00,2026/05/13 00:48:00
145,145,145,145,LGACT-2026-0145,PIN-2026-0145,WO-LG-2026-0145,OP020,SUP-CF-0145,QE-CF-2026-0145,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0145,IQS-CF-0145,TASK-LG-0145,AC-LGACT-PROD-0145,Seal Ring Assembly 145,PIECENO-0145,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/05/14 00:55:00,2026/05/14 00:55:00
146,146,146,146,LGACT-2026-0146,PIN-2026-0146,WO-LG-2026-0146,OP030,SUP-CF-0146,QE-CF-2026-0146,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0146,IQS-CF-0146,TASK-LG-0146,AC-LGACT-PROD-0146,Trunnion Bushing 146,PIECENO-0146,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/05/15 01:02:00,2026/05/15 01:02:00
147,147,147,147,LGACT-2026-0147,PIN-2026-0147,WO-LG-2026-0147,OP040,SUP-CF-0147,QE-CF-2026-0147,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0147,IQS-CF-0147,TASK-LG-0147,AC-LGACT-PROD-0147,Spherical Bearing 147,PIECENO-0147,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/05/16 01:09:00,2026/05/16 01:09:00
148,148,148,148,LGACT-2026-0148,PIN-2026-0148,WO-LG-2026-0148,OP050,SUP-CF-0148,QE-CF-2026-0148,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0148,IQS-CF-0148,TASK-LG-0148,AC-LGACT-PROD-0148,Throttle Connector 148,PIECENO-0148,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/05/17 01:16:00,2026/05/17 01:16:00
149,149,149,149,LGACT-2026-0149,PIN-2026-0149,WO-LG-2026-0149,OP060,SUP-CF-0149,QE-CF-2026-0149,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0149,IQS-CF-0149,TASK-LG-0149,AC-LGACT-PROD-0149,Displacement Sensor Bracket 149,PIECENO-0149,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/18 01:23:00,2026/05/18 01:23:00
150,150,150,150,LGACT-2026-0150,PIN-2026-0150,WO-LG-2026-0150,OP070,SUP-CF-0150,QE-CF-2026-0150,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0150,IQS-CF-0150,TASK-LG-0150,AC-LGACT-PROD-0150,Locking Nut 150,PIECENO-0150,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/19 01:30:00,2026/05/19 01:30:00
151,151,151,151,LGACT-2026-0151,PIN-2026-0151,WO-LG-2026-0151,OP080,SUP-CF-0151,QE-CF-2026-0151,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0151,IQS-CF-0151,TASK-LG-0151,AC-LGACT-PROD-0151,Piston Rod Assembly 151,PIECENO-0151,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/05/20 01:37:00,2026/05/20 01:37:00
152,152,152,152,LGACT-2026-0152,PIN-2026-0152,WO-LG-2026-0152,OP010,SUP-CF-0152,QE-CF-2026-0152,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0152,IQS-CF-0152,TASK-LG-0152,AC-LGACT-PROD-0152,Cylinder Barrel Assembly 152,PIECENO-0152,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/05/21 01:44:00,2026/05/21 01:44:00
153,153,153,153,LGACT-2026-0153,PIN-2026-0153,WO-LG-2026-0153,OP020,SUP-CF-0153,QE-CF-2026-0153,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0153,IQS-CF-0153,TASK-LG-0153,AC-LGACT-PROD-0153,Front End Cap 153,PIECENO-0153,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/05/22 01:51:00,2026/05/22 01:51:00
154,154,154,154,LGACT-2026-0154,PIN-2026-0154,WO-LG-2026-0154,OP030,SUP-CF-0154,QE-CF-2026-0154,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0154,IQS-CF-0154,TASK-LG-0154,AC-LGACT-PROD-0154,Rear End Cap 154,PIECENO-0154,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/05/23 01:58:00,2026/05/23 01:58:00
155,155,155,155,LGACT-2026-0155,PIN-2026-0155,WO-LG-2026-0155,OP040,SUP-CF-0155,QE-CF-2026-0155,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0155,IQS-CF-0155,TASK-LG-0155,AC-LGACT-PROD-0155,Seal Ring Assembly 155,PIECENO-0155,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/05/24 02:05:00,2026/05/24 02:05:00
156,156,156,156,LGACT-2026-0156,PIN-2026-0156,WO-LG-2026-0156,OP050,SUP-CF-0156,QE-CF-2026-0156,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0156,IQS-CF-0156,TASK-LG-0156,AC-LGACT-PROD-0156,Trunnion Bushing 156,PIECENO-0156,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/05/25 02:12:00,2026/05/25 02:12:00
157,157,157,157,LGACT-2026-0157,PIN-2026-0157,WO-LG-2026-0157,OP060,SUP-CF-0157,QE-CF-2026-0157,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0157,IQS-CF-0157,TASK-LG-0157,AC-LGACT-PROD-0157,Spherical Bearing 157,PIECENO-0157,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/05/26 02:19:00,2026/05/26 02:19:00
158,158,158,158,LGACT-2026-0158,PIN-2026-0158,WO-LG-2026-0158,OP070,SUP-CF-0158,QE-CF-2026-0158,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0158,IQS-CF-0158,TASK-LG-0158,AC-LGACT-PROD-0158,Throttle Connector 158,PIECENO-0158,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/05/27 02:26:00,2026/05/27 02:26:00
159,159,159,159,LGACT-2026-0159,PIN-2026-0159,WO-LG-2026-0159,OP080,SUP-CF-0159,QE-CF-2026-0159,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0159,IQS-CF-0159,TASK-LG-0159,AC-LGACT-PROD-0159,Displacement Sensor Bracket 159,PIECENO-0159,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/05/28 02:33:00,2026/05/28 02:33:00
160,160,160,160,LGACT-2026-0160,PIN-2026-0160,WO-LG-2026-0160,OP010,SUP-CF-0160,QE-CF-2026-0160,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0160,IQS-CF-0160,TASK-LG-0160,AC-LGACT-PROD-0160,Locking Nut 160,PIECENO-0160,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/05/29 02:40:00,2026/05/29 02:40:00
161,161,161,161,LGACT-2026-0161,PIN-2026-0161,WO-LG-2026-0161,OP020,SUP-CF-0161,QE-CF-2026-0161,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0161,IQS-CF-0161,TASK-LG-0161,AC-LGACT-PROD-0161,Piston Rod Assembly 161,PIECENO-0161,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/30 02:47:00,2026/05/30 02:47:00
162,162,162,162,LGACT-2026-0162,PIN-2026-0162,WO-LG-2026-0162,OP030,SUP-CF-0162,QE-CF-2026-0162,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0162,IQS-CF-0162,TASK-LG-0162,AC-LGACT-PROD-0162,Cylinder Barrel Assembly 162,PIECENO-0162,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/31 02:54:00,2026/05/31 02:54:00
163,163,163,163,LGACT-2026-0163,PIN-2026-0163,WO-LG-2026-0163,OP040,SUP-CF-0163,QE-CF-2026-0163,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0163,IQS-CF-0163,TASK-LG-0163,AC-LGACT-PROD-0163,Front End Cap 163,PIECENO-0163,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/06/01 03:01:00,2026/06/01 03:01:00
164,164,164,164,LGACT-2026-0164,PIN-2026-0164,WO-LG-2026-0164,OP050,SUP-CF-0164,QE-CF-2026-0164,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0164,IQS-CF-0164,TASK-LG-0164,AC-LGACT-PROD-0164,Rear End Cap 164,PIECENO-0164,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/06/02 03:08:00,2026/06/02 03:08:00
165,165,165,165,LGACT-2026-0165,PIN-2026-0165,WO-LG-2026-0165,OP060,SUP-CF-0165,QE-CF-2026-0165,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0165,IQS-CF-0165,TASK-LG-0165,AC-LGACT-PROD-0165,Seal Ring Assembly 165,PIECENO-0165,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/06/03 03:15:00,2026/06/03 03:15:00
166,166,166,166,LGACT-2026-0166,PIN-2026-0166,WO-LG-2026-0166,OP070,SUP-CF-0166,QE-CF-2026-0166,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0166,IQS-CF-0166,TASK-LG-0166,AC-LGACT-PROD-0166,Trunnion Bushing 166,PIECENO-0166,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/06/04 03:22:00,2026/06/04 03:22:00
167,167,167,167,LGACT-2026-0167,PIN-2026-0167,WO-LG-2026-0167,OP080,SUP-CF-0167,QE-CF-2026-0167,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0167,IQS-CF-0167,TASK-LG-0167,AC-LGACT-PROD-0167,Spherical Bearing 167,PIECENO-0167,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/06/05 03:29:00,2026/06/05 03:29:00
168,168,168,168,LGACT-2026-0168,PIN-2026-0168,WO-LG-2026-0168,OP010,SUP-CF-0168,QE-CF-2026-0168,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0168,IQS-CF-0168,TASK-LG-0168,AC-LGACT-PROD-0168,Throttle Connector 168,PIECENO-0168,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/06/06 03:36:00,2026/06/06 03:36:00
169,169,169,169,LGACT-2026-0169,PIN-2026-0169,WO-LG-2026-0169,OP020,SUP-CF-0169,QE-CF-2026-0169,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0169,IQS-CF-0169,TASK-LG-0169,AC-LGACT-PROD-0169,Displacement Sensor Bracket 169,PIECENO-0169,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/05/10 03:43:00,2026/05/10 03:43:00
170,170,170,170,LGACT-2026-0170,PIN-2026-0170,WO-LG-2026-0170,OP030,SUP-CF-0170,QE-CF-2026-0170,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0170,IQS-CF-0170,TASK-LG-0170,AC-LGACT-PROD-0170,Locking Nut 170,PIECENO-0170,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/05/11 03:50:00,2026/05/11 03:50:00
171,171,171,171,LGACT-2026-0171,PIN-2026-0171,WO-LG-2026-0171,OP040,SUP-CF-0171,QE-CF-2026-0171,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0171,IQS-CF-0171,TASK-LG-0171,AC-LGACT-PROD-0171,Piston Rod Assembly 171,PIECENO-0171,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/05/12 03:57:00,2026/05/12 03:57:00
172,172,172,172,LGACT-2026-0172,PIN-2026-0172,WO-LG-2026-0172,OP050,SUP-CF-0172,QE-CF-2026-0172,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0172,IQS-CF-0172,TASK-LG-0172,AC-LGACT-PROD-0172,Cylinder Barrel Assembly 172,PIECENO-0172,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/05/13 04:04:00,2026/05/13 04:04:00
173,173,173,173,LGACT-2026-0173,PIN-2026-0173,WO-LG-2026-0173,OP060,SUP-CF-0173,QE-CF-2026-0173,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0173,IQS-CF-0173,TASK-LG-0173,AC-LGACT-PROD-0173,Front End Cap 173,PIECENO-0173,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/14 04:11:00,2026/05/14 04:11:00
174,174,174,174,LGACT-2026-0174,PIN-2026-0174,WO-LG-2026-0174,OP070,SUP-CF-0174,QE-CF-2026-0174,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0174,IQS-CF-0174,TASK-LG-0174,AC-LGACT-PROD-0174,Rear End Cap 174,PIECENO-0174,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/15 04:18:00,2026/05/15 04:18:00
175,175,175,175,LGACT-2026-0175,PIN-2026-0175,WO-LG-2026-0175,OP080,SUP-CF-0175,QE-CF-2026-0175,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0175,IQS-CF-0175,TASK-LG-0175,AC-LGACT-PROD-0175,Seal Ring Assembly 175,PIECENO-0175,DEPT-QA-02,Quality Management Department,QMS_CLOSED,QMS_C,2026/05/16 04:25:00,2026/05/16 04:25:00
176,176,176,176,LGACT-2026-0176,PIN-2026-0176,WO-LG-2026-0176,OP010,SUP-CF-0176,QE-CF-2026-0176,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0176,IQS-CF-0176,TASK-LG-0176,AC-LGACT-PROD-0176,Trunnion Bushing 176,PIECENO-0176,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_HOLD,QMS_D,2026/05/17 04:32:00,2026/05/17 04:32:00
177,177,177,177,LGACT-2026-0177,PIN-2026-0177,WO-LG-2026-0177,OP020,SUP-CF-0177,QE-CF-2026-0177,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0177,IQS-CF-0177,TASK-LG-0177,AC-LGACT-PROD-0177,Spherical Bearing 177,PIECENO-0177,DEPT-QA-04,Precision Machining Workshop,QMS_OPEN,QMS_A,2026/05/18 04:39:00,2026/05/18 04:39:00
178,178,178,178,LGACT-2026-0178,PIN-2026-0178,WO-LG-2026-0178,OP030,SUP-CF-0178,QE-CF-2026-0178,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0178,IQS-CF-0178,TASK-LG-0178,AC-LGACT-PROD-0178,Throttle Connector 178,PIECENO-0178,DEPT-QA-05,Outsourcing Quality Office,QMS_RUNNING,QMS_B,2026/05/19 04:46:00,2026/05/19 04:46:00
179,179,179,179,LGACT-2026-0179,PIN-2026-0179,WO-LG-2026-0179,OP040,SUP-CF-0179,QE-CF-2026-0179,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0179,IQS-CF-0179,TASK-LG-0179,AC-LGACT-PROD-0179,Displacement Sensor Bracket 179,PIECENO-0179,DEPT-QA-06,Aviation Materials Procurement Department,QMS_CLOSED,QMS_C,2026/05/20 04:53:00,2026/05/20 04:53:00
180,180,180,180,LGACT-2026-0180,PIN-2026-0180,WO-LG-2026-0180,OP050,SUP-CF-0180,QE-CF-2026-0180,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0180,IQS-CF-0180,TASK-LG-0180,AC-LGACT-PROD-0180,Locking Nut 180,PIECENO-0180,DEPT-QA-01,Field Support Department,QMS_HOLD,QMS_D,2026/05/21 05:00:00,2026/05/21 05:00:00
181,181,181,181,LGACT-2026-0181,PIN-2026-0181,WO-LG-2026-0181,OP060,SUP-CF-0181,QE-CF-2026-0181,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0181,IQS-CF-0181,TASK-LG-0181,AC-LGACT-PROD-0181,Piston Rod Assembly 181,PIECENO-0181,DEPT-QA-02,Quality Management Department,QMS_OPEN,QMS_A,2026/05/22 05:07:00,2026/05/22 05:07:00
182,182,182,182,LGACT-2026-0182,PIN-2026-0182,WO-LG-2026-0182,OP070,SUP-CF-0182,QE-CF-2026-0182,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0182,IQS-CF-0182,TASK-LG-0182,AC-LGACT-PROD-0182,Cylinder Barrel Assembly 182,PIECENO-0182,DEPT-QA-03,Hydraulic Assembly Workshop,QMS_RUNNING,QMS_B,2026/05/23 05:14:00,2026/05/23 05:14:00
183,183,183,183,LGACT-2026-0183,PIN-2026-0183,WO-LG-2026-0183,OP080,SUP-CF-0183,QE-CF-2026-0183,QMS_SRC_MRO,QMS_NC_ASSEMBLY,QC-LG-0183,IQS-CF-0183,TASK-LG-0183,AC-LGACT-PROD-0183,Front End Cap 183,PIECENO-0183,DEPT-QA-04,Precision Machining Workshop,QMS_CLOSED,QMS_C,2026/05/24 05:21:00,2026/05/24 05:21:00
184,184,184,184,LGACT-2026-0184,PIN-2026-0184,WO-LG-2026-0184,OP010,SUP-CF-0184,QE-CF-2026-0184,QMS_SRC_ERP,QMS_NC_SERVICE,QC-LG-0184,IQS-CF-0184,TASK-LG-0184,AC-LGACT-PROD-0184,Rear End Cap 184,PIECENO-0184,DEPT-QA-05,Outsourcing Quality Office,QMS_HOLD,QMS_D,2026/05/25 05:28:00,2026/05/25 05:28:00
185,185,185,185,LGACT-2026-0185,PIN-2026-0185,WO-LG-2026-0185,OP020,SUP-CF-0185,QE-CF-2026-0185,QMS_SRC_MES,QMS_NC_PROCESS,QC-LG-0185,IQS-CF-0185,TASK-LG-0185,AC-LGACT-PROD-0185,Seal Ring Assembly 185,PIECENO-0185,DEPT-QA-06,Aviation Materials Procurement Department,QMS_OPEN,QMS_A,2026/05/26 05:35:00,2026/05/26 05:35:00
186,186,186,186,LGACT-2026-0186,PIN-2026-0186,WO-LG-2026-0186,OP030,SUP-CF-0186,QE-CF-2026-0186,QMS_SRC_QMS,QMS_NC_INCOMING,QC-LG-0186,IQS-CF-0186,TASK-LG-0186,AC-LGACT-PROD-0186,Trunnion Bushing 186,PIECENO-0186,DEPT-QA-01,Field Support Department,QMS_RUNNING,QMS_B,2026/05/27 05:42:00,2026/05/27 05:42:00
