quality_event_doc_id,quality_event_no,event_source_code,event_type_code,event_title,event_desc,event_time_text,severity_code,event_status_code,trigger_source_no,component_serial_no,part_serial_no,work_order_no,subject_type_code,subject_role_code,impact_desc
101,QE-CF-2026-0101,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 101,"Actuation Hysteresis was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/25 19:47:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0101,PIN-2026-0101,WO-LG-2026-0101,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
102,QE-CF-2026-0102,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 102,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/26 19:54:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0102,PIN-2026-0102,WO-LG-2026-0102,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process."
103,QE-CF-2026-0103,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 103,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/27 20:01:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0103,PIN-2026-0103,WO-LG-2026-0103,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
104,QE-CF-2026-0104,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 104,"Loose Displacement Sensor Bracket was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/28 20:08:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0104,PIN-2026-0104,WO-LG-2026-0104,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
105,QE-CF-2026-0105,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 105,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/29 20:15:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0105,PIN-2026-0105,WO-LG-2026-0105,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
106,QE-CF-2026-0106,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 106,"Seal Ring Compression Damage was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/30 20:22:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0106,PIN-2026-0106,WO-LG-2026-0106,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process."
107,QE-CF-2026-0107,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 107,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/31 20:29:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0107,PIN-2026-0107,WO-LG-2026-0107,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
108,QE-CF-2026-0108,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 108,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/01 20:36:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0108,PIN-2026-0108,WO-LG-2026-0108,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process."
109,QE-CF-2026-0109,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 109,"Actuation Hysteresis was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/06/02 20:43:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0109,PIN-2026-0109,WO-LG-2026-0109,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
110,QE-CF-2026-0110,QMS_BUY,QMS_QE_MRO,Locking Nut 110,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/03 20:50:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0110,PIN-2026-0110,WO-LG-2026-0110,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
111,QE-CF-2026-0111,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 111,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/06/04 20:57:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0111,PIN-2026-0111,WO-LG-2026-0111,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
112,QE-CF-2026-0112,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 112,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/05 21:04:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0112,PIN-2026-0112,WO-LG-2026-0112,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process."
113,QE-CF-2026-0113,QMS_MAKE,QMS_QE_ASM,Front End Cap 113,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/09 21:11:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0113,PIN-2026-0113,WO-LG-2026-0113,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
114,QE-CF-2026-0114,QMS_BUY,QMS_QE_PARAM,Rear End Cap 114,"Seal Ring Compression Damage was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/10 21:18:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0114,PIN-2026-0114,WO-LG-2026-0114,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process."
115,QE-CF-2026-0115,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 115,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/11 21:25:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0115,PIN-2026-0115,WO-LG-2026-0115,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
116,QE-CF-2026-0116,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 116,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/12 21:32:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0116,PIN-2026-0116,WO-LG-2026-0116,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
117,QE-CF-2026-0117,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 117,"Actuation Hysteresis was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/13 21:39:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0117,PIN-2026-0117,WO-LG-2026-0117,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
118,QE-CF-2026-0118,QMS_BUY,QMS_QE_ASM,Throttle Connector 118,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/14 21:46:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0118,PIN-2026-0118,WO-LG-2026-0118,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process."
119,QE-CF-2026-0119,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 119,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/15 21:53:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0119,PIN-2026-0119,WO-LG-2026-0119,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
120,QE-CF-2026-0120,QMS_SERVICE,QMS_QE_MRO,Locking Nut 120,"Loose Displacement Sensor Bracket was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/16 22:00:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0120,PIN-2026-0120,WO-LG-2026-0120,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process."
121,QE-CF-2026-0121,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 121,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/17 22:07:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0121,PIN-2026-0121,WO-LG-2026-0121,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
122,QE-CF-2026-0122,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 122,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/18 22:14:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0122,PIN-2026-0122,WO-LG-2026-0122,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Cylinder Barrel Assembly during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
123,QE-CF-2026-0123,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 123,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/19 22:21:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0123,PIN-2026-0123,WO-LG-2026-0123,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Front End Cap during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
124,QE-CF-2026-0124,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 124,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/20 22:28:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0124,PIN-2026-0124,WO-LG-2026-0124,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Rear End Cap during Actuation Time inspection, and the issue has entered the quality event closure process."
125,QE-CF-2026-0125,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 125,"Actuation Hysteresis was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/21 22:35:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0125,PIN-2026-0125,WO-LG-2026-0125,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Seal Ring Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
126,QE-CF-2026-0126,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 126,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/22 22:42:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0126,PIN-2026-0126,WO-LG-2026-0126,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Trunnion Bushing during Locking Clearance inspection, and the issue has entered the quality event closure process."
127,QE-CF-2026-0127,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 127,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/23 22:49:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0127,PIN-2026-0127,WO-LG-2026-0127,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Spherical Bearing during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
128,QE-CF-2026-0128,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 128,"Loose Displacement Sensor Bracket was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/24 22:56:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0128,PIN-2026-0128,WO-LG-2026-0128,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Throttle Connector during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
129,QE-CF-2026-0129,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 129,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/25 23:03:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0129,PIN-2026-0129,WO-LG-2026-0129,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Displacement Sensor Bracket during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
130,QE-CF-2026-0130,QMS_BUY,QMS_QE_MRO,Locking Nut 130,"Seal Ring Compression Damage was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/26 23:10:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0130,PIN-2026-0130,WO-LG-2026-0130,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Locking Nut during Actuation Time inspection, and the issue has entered the quality event closure process."
131,QE-CF-2026-0131,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 131,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/27 23:17:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0131,PIN-2026-0131,WO-LG-2026-0131,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Piston Rod Assembly during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
132,QE-CF-2026-0132,QMS_SERVICE,QMS_QE_PUR,Cylinder Barrel Assembly 132,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/28 23:24:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0132,PIN-2026-0132,WO-LG-2026-0132,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Cylinder Barrel Assembly during Locking Clearance inspection, and the issue has entered the quality event closure process."
133,QE-CF-2026-0133,QMS_MAKE,QMS_QE_ASM,Front End Cap 133,"Actuation Hysteresis was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/29 23:31:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0133,PIN-2026-0133,WO-LG-2026-0133,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Front End Cap during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
134,QE-CF-2026-0134,QMS_BUY,QMS_QE_PARAM,Rear End Cap 134,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/30 23:38:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0134,PIN-2026-0134,WO-LG-2026-0134,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Rear End Cap during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
135,QE-CF-2026-0135,QMS_ASSEMBLY,QMS_QE_MRO,Seal Ring Assembly 135,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/31 23:45:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0135,PIN-2026-0135,WO-LG-2026-0135,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Seal Ring Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
136,QE-CF-2026-0136,QMS_SERVICE,QMS_QE_MFG,Trunnion Bushing 136,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/06/01 23:52:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0136,PIN-2026-0136,WO-LG-2026-0136,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Trunnion Bushing during Actuation Time inspection, and the issue has entered the quality event closure process."
137,QE-CF-2026-0137,QMS_MAKE,QMS_QE_PUR,Spherical Bearing 137,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/06/02 23:59:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0137,PIN-2026-0137,WO-LG-2026-0137,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Spherical Bearing during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
138,QE-CF-2026-0138,QMS_BUY,QMS_QE_ASM,Throttle Connector 138,"Seal Ring Compression Damage was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/06/04 00:06:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0138,PIN-2026-0138,WO-LG-2026-0138,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Throttle Connector during Locking Clearance inspection, and the issue has entered the quality event closure process."
139,QE-CF-2026-0139,QMS_ASSEMBLY,QMS_QE_PARAM,Displacement Sensor Bracket 139,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/06/05 00:13:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0139,PIN-2026-0139,WO-LG-2026-0139,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Displacement Sensor Bracket during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
140,QE-CF-2026-0140,QMS_SERVICE,QMS_QE_MRO,Locking Nut 140,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/06/06 00:20:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0140,PIN-2026-0140,WO-LG-2026-0140,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Locking Nut during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
141,QE-CF-2026-0141,QMS_MAKE,QMS_QE_MFG,Piston Rod Assembly 141,"Actuation Hysteresis was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/10 00:27:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0141,PIN-2026-0141,WO-LG-2026-0141,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Piston Rod Assembly during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
142,QE-CF-2026-0142,QMS_BUY,QMS_QE_PUR,Cylinder Barrel Assembly 142,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/11 00:34:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0142,PIN-2026-0142,WO-LG-2026-0142,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Cylinder Barrel Assembly during Actuation Time inspection, and the issue has entered the quality event closure process."
143,QE-CF-2026-0143,QMS_ASSEMBLY,QMS_QE_ASM,Front End Cap 143,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/12 00:41:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0143,PIN-2026-0143,WO-LG-2026-0143,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Front End Cap during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
144,QE-CF-2026-0144,QMS_SERVICE,QMS_QE_PARAM,Rear End Cap 144,"Loose Displacement Sensor Bracket was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/13 00:48:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0144,PIN-2026-0144,WO-LG-2026-0144,QMS_SERVICE,QMS_CLOSED,"Loose Displacement Sensor Bracket was found on Rear End Cap during Locking Clearance inspection, and the issue has entered the quality event closure process."
145,QE-CF-2026-0145,QMS_MAKE,QMS_QE_MRO,Seal Ring Assembly 145,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/14 00:55:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0145,PIN-2026-0145,WO-LG-2026-0145,QMS_MAKE,QMS_NORMAL,"Chrome Plating Scratch on Piston Rod was found on Seal Ring Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
146,QE-CF-2026-0146,QMS_BUY,QMS_QE_MFG,Trunnion Bushing 146,"Seal Ring Compression Damage was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process.",2026/05/15 01:02:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0146,PIN-2026-0146,WO-LG-2026-0146,QMS_BUY,QMS_WARNING,"Seal Ring Compression Damage was found on Trunnion Bushing during Pressure Holding Leakage Rate inspection, and the issue has entered the quality event closure process."
147,QE-CF-2026-0147,QMS_ASSEMBLY,QMS_QE_PUR,Spherical Bearing 147,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process.",2026/05/16 01:09:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0147,PIN-2026-0147,WO-LG-2026-0147,QMS_ASSEMBLY,QMS_QUALIFIED,"Scratch on Cylinder Barrel Inner Wall was found on Spherical Bearing during Piston Rod Extension Stroke inspection, and the issue has entered the quality event closure process."
148,QE-CF-2026-0148,QMS_SERVICE,QMS_QE_ASM,Throttle Connector 148,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process.",2026/05/17 01:16:00,QMS_SEV_WARN,QMS_EV_CLOSED,QMS_SERVICE,LGACT-2026-0148,PIN-2026-0148,WO-LG-2026-0148,QMS_SERVICE,QMS_CLOSED,"Pressure Holding Leakage Rate Out of Tolerance was found on Throttle Connector during Actuation Time inspection, and the issue has entered the quality event closure process."
149,QE-CF-2026-0149,QMS_MAKE,QMS_QE_PARAM,Displacement Sensor Bracket 149,"Actuation Hysteresis was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process.",2026/05/18 01:23:00,QMS_SEV_MINOR,QMS_EV_OPEN,QMS_MAKE,LGACT-2026-0149,PIN-2026-0149,WO-LG-2026-0149,QMS_MAKE,QMS_NORMAL,"Actuation Hysteresis was found on Displacement Sensor Bracket during Hydraulic Oil Temperature inspection, and the issue has entered the quality event closure process."
150,QE-CF-2026-0150,QMS_BUY,QMS_QE_MRO,Locking Nut 150,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process.",2026/05/19 01:30:00,QMS_SEV_MAJOR,QMS_EV_ANALYZE,QMS_BUY,LGACT-2026-0150,PIN-2026-0150,WO-LG-2026-0150,QMS_BUY,QMS_WARNING,"Minor Leakage at Hydraulic Fitting was found on Locking Nut during Locking Clearance inspection, and the issue has entered the quality event closure process."
151,QE-CF-2026-0151,QMS_ASSEMBLY,QMS_QE_MFG,Piston Rod Assembly 151,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process.",2026/05/20 01:37:00,QMS_SEV_CRITICAL,QMS_EV_DISPOSE,QMS_ASSEMBLY,LGACT-2026-0151,PIN-2026-0151,WO-LG-2026-0151,QMS_ASSEMBLY,QMS_QUALIFIED,"Excessive Trunnion Bushing Clearance was found on Piston Rod Assembly during Extension and Retraction Pressure inspection, and the issue has entered the quality event closure process."
