disposal_order_id,quality_event_doc_id,iqs_failure_id,iqs_failure_content_id,work_order_no,responsible_user_code,disposal_no,deal_type_find_code,deal_type_pass_code,deal_type_tech_code,disposal_type_code,disposal_desc,disposal_date_text,disposal_status_code
158,158,158,158,WO-LG-2026-0158,PERS-0158,DSP-CF-0158,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/27 02:26:00,QMS_RUNNING
159,159,159,159,WO-LG-2026-0159,PERS-0159,DSP-CF-0159,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/28 02:33:00,QMS_CLOSED
160,160,160,160,WO-LG-2026-0160,PERS-0160,DSP-CF-0160,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Actuation Time was rechecked against acceptance requirements.",2026/05/29 02:40:00,QMS_HOLD
161,161,161,161,WO-LG-2026-0161,PERS-0161,DSP-CF-0161,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/30 02:47:00,QMS_OPEN
162,162,162,162,WO-LG-2026-0162,PERS-0162,DSP-CF-0162,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Locking Clearance was rechecked against acceptance requirements.",2026/05/31 02:54:00,QMS_RUNNING
163,163,163,163,WO-LG-2026-0163,PERS-0163,DSP-CF-0163,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/06/01 03:01:00,QMS_CLOSED
164,164,164,164,WO-LG-2026-0164,PERS-0164,DSP-CF-0164,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/06/02 03:08:00,QMS_HOLD
165,165,165,165,WO-LG-2026-0165,PERS-0165,DSP-CF-0165,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/06/03 03:15:00,QMS_OPEN
166,166,166,166,WO-LG-2026-0166,PERS-0166,DSP-CF-0166,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Actuation Time was rechecked against acceptance requirements.",2026/06/04 03:22:00,QMS_RUNNING
167,167,167,167,WO-LG-2026-0167,PERS-0167,DSP-CF-0167,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/06/05 03:29:00,QMS_CLOSED
168,168,168,168,WO-LG-2026-0168,PERS-0168,DSP-CF-0168,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Locking Clearance was rechecked against acceptance requirements.",2026/06/06 03:36:00,QMS_HOLD
169,169,169,169,WO-LG-2026-0169,PERS-0169,DSP-CF-0169,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/10 03:43:00,QMS_OPEN
170,170,170,170,WO-LG-2026-0170,PERS-0170,DSP-CF-0170,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/11 03:50:00,QMS_RUNNING
171,171,171,171,WO-LG-2026-0171,PERS-0171,DSP-CF-0171,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/12 03:57:00,QMS_CLOSED
172,172,172,172,WO-LG-2026-0172,PERS-0172,DSP-CF-0172,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Actuation Time was rechecked against acceptance requirements.",2026/05/13 04:04:00,QMS_HOLD
173,173,173,173,WO-LG-2026-0173,PERS-0173,DSP-CF-0173,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/14 04:11:00,QMS_OPEN
174,174,174,174,WO-LG-2026-0174,PERS-0174,DSP-CF-0174,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Locking Clearance was rechecked against acceptance requirements.",2026/05/15 04:18:00,QMS_RUNNING
175,175,175,175,WO-LG-2026-0175,PERS-0175,DSP-CF-0175,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/16 04:25:00,QMS_CLOSED
176,176,176,176,WO-LG-2026-0176,PERS-0176,DSP-CF-0176,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/17 04:32:00,QMS_HOLD
177,177,177,177,WO-LG-2026-0177,PERS-0177,DSP-CF-0177,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/18 04:39:00,QMS_OPEN
178,178,178,178,WO-LG-2026-0178,PERS-0178,DSP-CF-0178,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Actuation Time was rechecked against acceptance requirements.",2026/05/19 04:46:00,QMS_RUNNING
179,179,179,179,WO-LG-2026-0179,PERS-0179,DSP-CF-0179,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/20 04:53:00,QMS_CLOSED
180,180,180,180,WO-LG-2026-0180,PERS-0180,DSP-CF-0180,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Locking Clearance was rechecked against acceptance requirements.",2026/05/21 05:00:00,QMS_HOLD
181,181,181,181,WO-LG-2026-0181,PERS-0181,DSP-CF-0181,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/22 05:07:00,QMS_OPEN
182,182,182,182,WO-LG-2026-0182,PERS-0182,DSP-CF-0182,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/23 05:14:00,QMS_RUNNING
183,183,183,183,WO-LG-2026-0183,PERS-0183,DSP-CF-0183,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/24 05:21:00,QMS_CLOSED
184,184,184,184,WO-LG-2026-0184,PERS-0184,DSP-CF-0184,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Actuation Time was rechecked against acceptance requirements.",2026/05/25 05:28:00,QMS_HOLD
185,185,185,185,WO-LG-2026-0185,PERS-0185,DSP-CF-0185,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/26 05:35:00,QMS_OPEN
186,186,186,186,WO-LG-2026-0186,PERS-0186,DSP-CF-0186,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Locking Clearance was rechecked against acceptance requirements.",2026/05/27 05:42:00,QMS_RUNNING
187,187,187,187,WO-LG-2026-0187,PERS-0187,DSP-CF-0187,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/28 05:49:00,QMS_CLOSED
188,188,188,188,WO-LG-2026-0188,PERS-0188,DSP-CF-0188,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/29 05:56:00,QMS_HOLD
189,189,189,189,WO-LG-2026-0189,PERS-0189,DSP-CF-0189,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/05/30 06:03:00,QMS_OPEN
190,190,190,190,WO-LG-2026-0190,PERS-0190,DSP-CF-0190,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Actuation Time was rechecked against acceptance requirements.",2026/05/31 06:10:00,QMS_RUNNING
191,191,191,191,WO-LG-2026-0191,PERS-0191,DSP-CF-0191,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/06/01 06:17:00,QMS_CLOSED
192,192,192,192,WO-LG-2026-0192,PERS-0192,DSP-CF-0192,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Locking Clearance was rechecked against acceptance requirements.",2026/06/02 06:24:00,QMS_HOLD
193,193,193,193,WO-LG-2026-0193,PERS-0193,DSP-CF-0193,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Chrome Plating Scratch on Piston Rod, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/06/03 06:31:00,QMS_OPEN
194,194,194,194,WO-LG-2026-0194,PERS-0194,DSP-CF-0194,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Seal Ring Compression Damage, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/06/04 06:38:00,QMS_RUNNING
195,195,195,195,WO-LG-2026-0195,PERS-0195,DSP-CF-0195,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Scratch on Cylinder Barrel Inner Wall, and Piston Rod Extension Stroke was rechecked against acceptance requirements.",2026/06/05 06:45:00,QMS_CLOSED
196,196,196,196,WO-LG-2026-0196,PERS-0196,DSP-CF-0196,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Pressure Holding Leakage Rate Out of Tolerance, and Actuation Time was rechecked against acceptance requirements.",2026/06/06 06:52:00,QMS_HOLD
197,197,197,197,WO-LG-2026-0197,PERS-0197,DSP-CF-0197,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,QMS_DSP_REWORK,"Repair and reinspection measures were taken for Actuation Hysteresis, and Hydraulic Oil Temperature was rechecked against acceptance requirements.",2026/05/10 06:59:00,QMS_OPEN
198,198,198,198,WO-LG-2026-0198,PERS-0198,DSP-CF-0198,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,QMS_DSP_REPAIR,"Repair and reinspection measures were taken for Minor Leakage at Hydraulic Fitting, and Locking Clearance was rechecked against acceptance requirements.",2026/05/11 07:06:00,QMS_RUNNING
199,199,199,199,WO-LG-2026-0199,PERS-0199,DSP-CF-0199,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,QMS_DSP_SCRAP,"Repair and reinspection measures were taken for Excessive Trunnion Bushing Clearance, and Extension and Retraction Pressure was rechecked against acceptance requirements.",2026/05/12 07:13:00,QMS_CLOSED
200,200,200,200,WO-LG-2026-0200,PERS-0200,DSP-CF-0200,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,QMS_DSP_CONCESSION,"Repair and reinspection measures were taken for Loose Displacement Sensor Bracket, and Pressure Holding Leakage Rate was rechecked against acceptance requirements.",2026/05/13 07:20:00,QMS_HOLD
