time,ch1,ch2
9.74E-05,0,-0.008
9.75E-05,0,-0.0128
9.75E-05,0,-0.0176
9.76E-05,0,-0.0208
9.76E-05,0,-0.0216
9.77E-05,0,-0.0232
9.77E-05,0,-0.0256
9.78E-05,0,-0.0272
9.78E-05,0,-0.0304
9.79E-05,0,-0.0272
9.79E-05,0,-0.0304
9.80E-05,0,-0.0304
9.80E-05,0,-0.0312
9.81E-05,0,-0.0288
9.81E-05,0,-0.028
9.82E-05,0,-0.0304
9.82E-05,0,-0.0296
9.83E-05,0,-0.0288
9.83E-05,0,-0.0288
9.84E-05,0,-0.028
9.84E-05,0,-0.0224
9.85E-05,0,-0.024
9.85E-05,0,-0.0216
9.86E-05,0,-0.0192
9.86E-05,0,-0.0176
9.87E-05,0,-0.0128
9.87E-05,0,-0.0144
9.88E-05,0,-0.0064
9.88E-05,0,-0.0072
9.89E-05,0,-0.0016
9.89E-05,0,0
9.90E-05,0,0.0064
9.90E-05,0,0.008
9.91E-05,0,0.0128
9.91E-05,0,0.0128
9.92E-05,0,0.0192
9.92E-05,0,0.02
9.93E-05,0,0.0264
9.93E-05,0,0.0208
9.94E-05,0,0.0288
9.94E-05,0,0.0272
9.95E-05,0,0.0296
9.95E-05,0,0.0304
9.96E-05,0,0.0296
9.96E-05,0,0.0304
9.97E-05,0,0.032
9.97E-05,0,0.032
9.98E-05,0,0.0288
9.98E-05,0,0.0304
9.99E-05,0.04,0.0272
9.99E-05,0,0.0256
1.00E-04,0,0.0248
1.00E-04,0,0.0264
1.00E-04,0,0.0224
1.00E-04,0,0.0232
1.00E-04,0,0.016
1.00E-04,0,0.024
1.00E-04,0,0.0056
1.00E-04,0,0.012
1.00E-04,0,0.0152
1.00E-04,0,0
1.01E-04,0,0.0064
1.01E-04,0,-0.0016
1.01E-04,0,0
1.01E-04,0,-0.0088
1.01E-04,0,-0.0144
1.01E-04,0,-0.0152
1.01E-04,0,-0.016
1.01E-04,0,-0.0304
1.01E-04,0,-0.0248
1.01E-04,0,-0.0256
1.01E-04,0,-0.0376
1.01E-04,0,-0.0352
1.01E-04,0,-0.0352
1.01E-04,0,-0.0432
1.01E-04,0,-0.044
1.01E-04,0,-0.0472
1.01E-04,0,-0.0472
1.01E-04,0,-0.0512
1.01E-04,0,-0.0472
1.01E-04,0,-0.0552
1.02E-04,0,-0.0528
1.02E-04,0,-0.0568
1.02E-04,0,-0.0568
1.02E-04,0.04,-0.0544
1.02E-04,0,-0.0576
1.02E-04,0,-0.0576
1.02E-04,0,-0.0544
1.02E-04,0,-0.06
1.02E-04,0,-0.056
1.02E-04,0,-0.056
1.02E-04,0,-0.052
1.02E-04,0,-0.0528
1.02E-04,0,-0.0496
1.02E-04,0,-0.0496
1.02E-04,0,-0.0416
1.02E-04,0,-0.0408
1.02E-04,0,-0.0384
1.02E-04,0,-0.0336
1.02E-04,0,-0.0304
1.02E-04,0,-0.0272
1.03E-04,0,-0.02
1.03E-04,0,-0.016
1.03E-04,0,-0.0128
1.03E-04,0,-0.008
1.03E-04,0,-0.0048
1.03E-04,0,0.0024
1.03E-04,0,0.0056
1.03E-04,0,0.0096
1.03E-04,0,0.016
1.03E-04,0,0.0192
1.03E-04,0,0.0232
1.03E-04,0,0.0272
1.03E-04,0,0.032
1.03E-04,0,0.0336
1.03E-04,0,0.0376
1.03E-04,0,0.0424
1.03E-04,0,0.0464
1.03E-04,0,0.0488
1.03E-04,0,0.0512
1.03E-04,0,0.0552
1.04E-04,0,0.0544
1.04E-04,0,0.0592
1.04E-04,0,0.0608
1.04E-04,0,0.064
1.04E-04,0,0.0616
1.04E-04,0,0.064
1.04E-04,0,0.0648
1.04E-04,0,0.0624
1.04E-04,0,0.0624
1.04E-04,0,0.0592
1.04E-04,0,0.0592
1.04E-04,0,0.056
1.04E-04,0,0.0584
1.04E-04,0,0.0496
1.04E-04,0,0.0504
1.04E-04,0,0.0464
1.04E-04,0,0.0456
1.04E-04,0,0.044
1.04E-04,0,0.0408
1.04E-04,0,0.0392
1.05E-04,0,0.0336
1.05E-04,0,0.036
1.05E-04,0,0.0296
1.05E-04,0,0.0352
1.05E-04,0,0.0272
1.05E-04,0,0.0264
1.05E-04,0,0.0208
1.05E-04,0,0.0208
1.05E-04,0,0.0192
1.05E-04,0,0.0152
1.05E-04,0,0.0104
1.05E-04,0.04,0.008
1.05E-04,0,0.0032
1.05E-04,0,0
1.05E-04,0,-0.0056
1.05E-04,0,-0.0096
1.05E-04,0,-0.0112
1.05E-04,0,-0.0152
1.05E-04,0,-0.0184
1.05E-04,0,-0.0208
1.06E-04,0,-0.0248
1.06E-04,0,-0.0256
1.06E-04,0,-0.0248
1.06E-04,0,-0.024
1.06E-04,0,-0.0216
1.06E-04,0,-0.0224
1.06E-04,0,-0.0184
1.06E-04,0,-0.0168
1.06E-04,0,-0.0152
1.06E-04,0,-0.0128
1.06E-04,0,-0.012
1.06E-04,0,-0.012
1.06E-04,0,-0.0064
1.06E-04,0,-0.0104
1.06E-04,0,-0.0048
1.06E-04,0,-0.0128
1.06E-04,0,-0.0088
1.06E-04,0,-0.0136
1.06E-04,0,-0.0128
1.06E-04,0,-0.016
1.07E-04,0,-0.0144
1.07E-04,0,-0.0224
1.07E-04,0,-0.0224
1.07E-04,0.04,-0.0248
1.07E-04,0,-0.0224
1.07E-04,0,-0.0296
1.07E-04,0,-0.0256
1.07E-04,0,-0.0296
1.07E-04,0,-0.0248
1.07E-04,0,-0.0256
1.07E-04,0,-0.0248
1.07E-04,0,-0.024
1.07E-04,0,-0.0224
1.07E-04,0,-0.0224
1.07E-04,0,-0.0224
1.07E-04,0,-0.0184
1.07E-04,0,-0.0216
1.07E-04,0,-0.0216
1.07E-04,0,-0.0216
1.07E-04,0,-0.0248
1.08E-04,0,-0.0232
1.08E-04,0,-0.0272
1.08E-04,0,-0.028
1.08E-04,0,-0.032
1.08E-04,0,-0.0288
1.08E-04,0,-0.0384
1.08E-04,0,-0.0312
1.08E-04,0,-0.0408
1.08E-04,0,-0.0408
1.08E-04,0,-0.0376
1.08E-04,0,-0.0448
1.08E-04,0,-0.0368
1.08E-04,0,-0.044
1.08E-04,0,-0.0408
1.08E-04,0,-0.0352
1.08E-04,0,-0.0376
1.08E-04,0,-0.0368
1.08E-04,0,-0.0352
1.08E-04,0,-0.0328
1.08E-04,0,-0.0344
1.09E-04,0,-0.0344
1.09E-04,0,-0.0304
1.09E-04,0,-0.0304
1.09E-04,0,-0.0344
1.09E-04,0,-0.0288
1.09E-04,0,-0.0312
1.09E-04,0,-0.024
1.09E-04,0,-0.0272
1.09E-04,0,-0.0216
1.09E-04,0,-0.0256
1.09E-04,0,-0.0192
1.09E-04,0,-0.0152
1.09E-04,0,-0.0128
1.09E-04,0,-0.0112
1.09E-04,0,-0.0056
1.09E-04,0,-0.0056
1.09E-04,0,0.0048
1.09E-04,0,0.0048
1.09E-04,0,0.0096
1.09E-04,0,0.0144
1.10E-04,0,0.016
1.10E-04,0,0.0184
1.10E-04,0,0.024
1.10E-04,0,0.0272
1.10E-04,0,0.0264
1.10E-04,0,0.036
1.10E-04,0.04,0.0264
1.10E-04,0,0.04
1.10E-04,0,0.0352
1.10E-04,0,0.0416
1.10E-04,0.04,0.0336
1.10E-04,0,0.0432
1.10E-04,0,0.0368
1.10E-04,0,0.0464
1.10E-04,0,0.0416
1.10E-04,0,0.0432
1.10E-04,0,0.0456
1.10E-04,0,0.0448
1.10E-04,0,0.0464
1.10E-04,0,0.0488
1.11E-04,0,0.0472
1.11E-04,0,0.048
1.11E-04,0,0.048
1.11E-04,0,0.0488
1.11E-04,0,0.0464
1.11E-04,0,0.0456
1.11E-04,0,0.0448
1.11E-04,0.04,0.0416
1.11E-04,0,0.0424
1.11E-04,0,0.0384
1.11E-04,0,0.04
1.11E-04,0,0.0328
1.11E-04,0,0.0352
1.11E-04,0,0.0296
1.11E-04,0,0.0328
1.11E-04,0,0.0256
1.11E-04,0,0.0336
1.11E-04,0.04,0.0208
1.11E-04,0,0.0296
1.11E-04,0,0.0256
1.12E-04,0,0.0224
1.12E-04,0,0.0264
1.12E-04,0,0.0232
1.12E-04,0,0.02
1.12E-04,0.04,0.0232
1.12E-04,0,0.0232
1.12E-04,0,0.0136
1.12E-04,0,0.0216
1.12E-04,0,0.0136
1.12E-04,0,0.0128
1.12E-04,0,0.0088
1.12E-04,0,0.0112
1.12E-04,0,0.0048
1.12E-04,0,0.0032
1.12E-04,0,0
1.12E-04,0,-0.0024
1.12E-04,0,-0.0048
1.12E-04,0.04,-0.008
1.12E-04,0,-0.0088
1.12E-04,0.04,-0.0128
1.13E-04,0,-0.016
1.13E-04,0,-0.0152
1.13E-04,0,-0.0184
1.13E-04,0,-0.0192
1.13E-04,0,-0.0256
1.13E-04,0,-0.0248
1.13E-04,0,-0.028
1.13E-04,0,-0.0256
1.13E-04,0,-0.0288
1.13E-04,0,-0.0304
1.13E-04,0,-0.0336
1.13E-04,0,-0.0344
1.13E-04,0,-0.0384
1.13E-04,0,-0.0368
1.13E-04,0,-0.04
1.13E-04,0,-0.0432
1.13E-04,0,-0.0448
1.13E-04,0,-0.0448
1.13E-04,0,-0.0464
1.13E-04,0,-0.0472
1.14E-04,0,-0.0512
1.14E-04,0,-0.0504
1.14E-04,0,-0.0512
1.14E-04,0,-0.0488
1.14E-04,0,-0.0472
1.14E-04,0,-0.0504
1.14E-04,0,-0.0456
1.14E-04,0,-0.0472
1.14E-04,0,-0.0432
1.14E-04,0,-0.0432
1.14E-04,0,-0.0408
1.14E-04,0,-0.0408
1.14E-04,0,-0.0352
1.14E-04,0,-0.0344
1.14E-04,0,-0.0328
1.14E-04,0,-0.036
1.14E-04,0,-0.0256
1.14E-04,0,-0.0304
1.14E-04,0,-0.0256
1.14E-04,0,-0.024
1.15E-04,0,-0.0216
1.15E-04,0,-0.0224
1.15E-04,0,-0.0144
1.15E-04,0,-0.0176
1.15E-04,0,-0.0224
1.15E-04,0,-0.0096
1.15E-04,0.04,-0.0088
1.15E-04,0,-0.016
1.15E-04,0,-0.0048
1.15E-04,0,-0.0112
1.15E-04,0,-0.0064
1.15E-04,0,-0.008
1.15E-04,0,-0.0064
1.15E-04,0,-0.0056
1.15E-04,0,-0.0016
1.15E-04,0,-0.008
1.15E-04,0,-0.0056
1.15E-04,0,0.0016
1.15E-04,0,-0.0096
1.15E-04,0,-0.0024
1.16E-04,0,0
1.16E-04,0,-0.0048
1.16E-04,0,-0.004
1.16E-04,0,0
1.16E-04,0,-0.0024
1.16E-04,0,-0.0032
1.16E-04,0,0
1.16E-04,0,0
1.16E-04,0,0.0024
1.16E-04,0,0
1.16E-04,0,0.0024
1.16E-04,0,0.0048
1.16E-04,0,0.0064
1.16E-04,0,0.008
1.16E-04,0,0.0104
1.16E-04,0,0.0104
1.16E-04,0,0.0144
1.16E-04,0,0.0136
1.16E-04,0,0.0168
1.16E-04,0,0.02
1.17E-04,0,0.0192
1.17E-04,0,0.0224
1.17E-04,0,0.0232
1.17E-04,0,0.0264
1.17E-04,0,0.0272
1.17E-04,0,0.0288
1.17E-04,0,0.0328
1.17E-04,0.04,0.0312
1.17E-04,0,0.0368
1.17E-04,0,0.036
1.17E-04,0,0.0384
1.17E-04,0,0.0416
1.17E-04,0,0.0432
1.17E-04,0,0.0456
1.17E-04,0,0.0456
1.17E-04,0,0.0488
1.17E-04,0,0.0488
1.17E-04,0,0.0488
1.17E-04,0.04,0.0488
1.17E-04,0,0.0504
1.18E-04,0,0.0488
1.18E-04,0,0.048
1.18E-04,0,0.0488
1.18E-04,0,0.0456
1.18E-04,0,0.0464
1.18E-04,0,0.0416
1.18E-04,0,0.0432
1.18E-04,0,0.0384
1.18E-04,0,0.0392
1.18E-04,0,0.036
1.18E-04,0,0.0328
1.18E-04,0,0.0328
1.18E-04,0,0.0272
1.18E-04,0,0.028
1.18E-04,0,0.024
1.18E-04,0,0.0224
1.18E-04,0,0.0224
1.18E-04,0,0.0168
1.18E-04,0,0.0176
1.18E-04,0,0.0128
1.19E-04,0,0.0136
1.19E-04,0,0.008
1.19E-04,0,0.0096
1.19E-04,0,0.004
1.19E-04,0,0.0048
1.19E-04,0,0.0016
1.19E-04,0,0
1.19E-04,0,-0.0024
1.19E-04,0,-0.0048
1.19E-04,0,-0.0048
1.19E-04,0,-0.0096
1.19E-04,0,-0.0072
1.19E-04,0,-0.012
1.19E-04,0,-0.012
1.19E-04,0,-0.0144
1.19E-04,0,-0.016
1.19E-04,0,-0.0152
1.19E-04,0,-0.0184
1.19E-04,0,-0.0184
1.19E-04,0,-0.0208
1.20E-04,0,-0.0224
1.20E-04,0,-0.0208
1.20E-04,0,-0.0272
1.20E-04,0,-0.0232
1.20E-04,0,-0.0288
1.20E-04,0,-0.0272
1.20E-04,0,-0.032
1.20E-04,0,-0.0312
1.20E-04,0,-0.032
1.20E-04,0,-0.0352
1.20E-04,0,-0.0376
1.20E-04,0,-0.0376
1.20E-04,0,-0.04
1.20E-04,0,-0.044
1.20E-04,0,-0.0432
1.20E-04,0,-0.048
1.20E-04,0.04,-0.048
1.20E-04,0,-0.052
1.20E-04,0,-0.0528
1.20E-04,0,-0.056
1.21E-04,0,-0.056
1.21E-04,0,-0.0592
1.21E-04,0,-0.0584
1.21E-04,0,-0.0608
1.21E-04,0,-0.0608
1.21E-04,0,-0.0624
1.21E-04,0,-0.0608
1.21E-04,0,-0.0608
1.21E-04,0,-0.06
1.21E-04,0,-0.0592
1.21E-04,0,-0.0584
1.21E-04,0,-0.0568
1.21E-04,0,-0.056
1.21E-04,0,-0.0528
1.21E-04,0,-0.0464
1.21E-04,0,-0.0472
1.21E-04,0,-0.0432
1.21E-04,0,-0.0416
1.21E-04,0,-0.0392
1.21E-04,0,-0.0352
1.22E-04,0,-0.0368
1.22E-04,0,-0.0248
1.22E-04,0,-0.0248
1.22E-04,0,-0.0232
1.22E-04,0,-0.0216
1.22E-04,0,-0.012
1.22E-04,0,-0.0104
1.22E-04,0,-0.004
1.22E-04,0,0
1.22E-04,0,0.0016
1.22E-04,0,0.0064
1.22E-04,0,0.0112
1.22E-04,0.04,0.02
1.22E-04,0,0.0176
1.22E-04,0,0.0232
1.22E-04,0,0.0264
1.22E-04,0,0.0328
1.22E-04,0,0.0264
1.22E-04,0,0.0352
1.22E-04,0,0.036
1.23E-04,0,0.0336
1.23E-04,0,0.0352
1.23E-04,0,0.0368
1.23E-04,0,0.0328
1.23E-04,0,0.0368
1.23E-04,0,0.0336
1.23E-04,0.04,0.0336
1.23E-04,0,0.0328
1.23E-04,0,0.0368
1.23E-04,0,0.0336
1.23E-04,0,0.036
1.23E-04,0,0.0352
1.23E-04,0,0.0392
1.23E-04,0,0.0376
1.23E-04,0,0.0416
1.23E-04,0,0.04
1.23E-04,0.04,0.0464
1.23E-04,0,0.0416
1.23E-04,0,0.0456
1.23E-04,0,0.0448
1.24E-04,0,0.0448
1.24E-04,0,0.0448
1.24E-04,0,0.0424
1.24E-04,0,0.0376
1.24E-04,0,0.036
1.24E-04,0,0.032
1.24E-04,0,0.0288
1.24E-04,0,0.0256
1.24E-04,0,0.0232
1.24E-04,0,0.0176
1.24E-04,0,0.0128
1.24E-04,0,0.0128
1.24E-04,0,0.0088
1.24E-04,0,0.012
1.24E-04,0,0.0016
1.24E-04,0,0.0064
1.24E-04,0,0.0064
1.24E-04,0,0.0064
1.24E-04,0,0.0064
1.24E-04,0,0.0104
1.25E-04,0,0.0096
1.25E-04,0,0.008
1.25E-04,0,0.0152
1.25E-04,0,0.0104
1.25E-04,0,0.016
1.25E-04,0,0.0136
1.25E-04,0,0.016
1.25E-04,0,0.0168
1.25E-04,0,0.0168
1.25E-04,0,0.0112
1.25E-04,0,0.0144
1.25E-04,0,0.0144
1.25E-04,0,0.0104
1.25E-04,0,0.004
1.25E-04,0,0.012
1.25E-04,0,0.0064
1.25E-04,0,0.0192
1.25E-04,0,-0.0056
1.25E-04,0,0.0128
1.25E-04,0,0.0048
1.26E-04,0,0.0096
1.26E-04,0,0.004
1.26E-04,0,0.008
1.26E-04,0,0.008
1.26E-04,0,0.0144
1.26E-04,0,0.004
1.26E-04,0,0.0136
1.26E-04,0,0.0064
1.26E-04,0,0.0096
1.26E-04,0,0.0072
1.26E-04,0,0.0032
1.26E-04,0,0.0032
1.26E-04,0,-0.0032
1.26E-04,0,0.0024
1.26E-04,0,-0.0104
1.26E-04,0,-0.0048
1.26E-04,0,-0.0128
1.26E-04,0,-0.0128
1.26E-04,0,-0.0176
1.26E-04,0,-0.0152
1.27E-04,0,-0.0192
1.27E-04,0,-0.028
1.27E-04,0,-0.0192
1.27E-04,0,-0.0248
1.27E-04,0,-0.0224
1.27E-04,0,-0.024
1.27E-04,0,-0.028
1.27E-04,0.04,-0.0288
1.27E-04,0,-0.0296
1.27E-04,0,-0.028
1.27E-04,0,-0.0296
1.27E-04,0,-0.032
1.27E-04,0,-0.036
1.27E-04,0,-0.0352
1.27E-04,0,-0.0432
1.27E-04,0.04,-0.0376
1.27E-04,0,-0.0408
1.27E-04,0,-0.0448
1.27E-04,0,-0.0448
1.27E-04,0,-0.0456
1.28E-04,0,-0.0464
1.28E-04,0,-0.048
1.28E-04,0,-0.048
1.28E-04,0,-0.0496
1.28E-04,0,-0.0464
1.28E-04,0,-0.0472
1.28E-04,0,-0.0416
1.28E-04,0,-0.044
1.28E-04,0,-0.04
1.28E-04,0,-0.0384
1.28E-04,0,-0.0352
1.28E-04,0,-0.0312
1.28E-04,0,-0.0256
1.28E-04,0,-0.0288
1.28E-04,0,-0.02
1.28E-04,0,-0.0216
1.28E-04,0,-0.0168
1.28E-04,0,-0.0152
1.28E-04,0,-0.0144
1.28E-04,0,-0.0072
1.29E-04,0,-0.008
1.29E-04,0,-0.0016
1.29E-04,0,-0.0024
1.29E-04,0,0.0032
1.29E-04,0,0.0016
1.29E-04,0,0.008
1.29E-04,0,0.0048
1.29E-04,0,0.0144
1.29E-04,0,0.0128
1.29E-04,0.04,0.016
1.29E-04,0,0.0176
1.29E-04,0,0.0168
1.29E-04,0,0.0176
1.29E-04,0,0.0264
1.29E-04,0,0.0232
1.29E-04,0,0.0168
1.29E-04,0,0.0256
1.29E-04,0,0.0168
1.29E-04,0,0.0216
1.29E-04,0,0.0192
1.30E-04,0,0.0152
1.30E-04,0,0.0104
1.30E-04,0,0.0192
1.30E-04,0,0.0056
1.30E-04,0,0.0048
1.30E-04,0,0.0152
1.30E-04,0,0
1.30E-04,0,0.0048
1.30E-04,0,0.0064
1.30E-04,0,0
1.30E-04,0,-0.0024
1.30E-04,0,0
1.30E-04,0,-0.0016
1.30E-04,0,-0.0032
1.30E-04,0,0.0016
1.30E-04,0,-0.0048
1.30E-04,0,0
1.30E-04,0,-0.0048
1.30E-04,0,-0.0048
1.30E-04,0,-0.0024
1.31E-04,0,-0.0032
1.31E-04,0,-0.0064
1.31E-04,0,-0.0056
1.31E-04,0,-0.0056
1.31E-04,0,-0.0088
1.31E-04,0,-0.0064
1.31E-04,0,-0.0088
1.31E-04,0,-0.012
1.31E-04,0,-0.0088
1.31E-04,0,-0.0088
1.31E-04,0,-0.0128
1.31E-04,0,-0.0144
1.31E-04,0,-0.008
1.31E-04,0,-0.0112
1.31E-04,0,-0.0088
1.31E-04,0,-0.004
1.31E-04,0,-0.0056
1.31E-04,0,-0.0024
1.31E-04,0,-0.0024
1.31E-04,0,-0.0016
1.32E-04,0,0
1.32E-04,0,0.0048
1.32E-04,0,0
1.32E-04,0,0.0064
1.32E-04,0,0.0048
1.32E-04,0,0.0096
1.32E-04,0,0.0088
1.32E-04,0,0.0096
1.32E-04,0,0.0112
1.32E-04,0,0.0112
1.32E-04,0,0.0128
1.32E-04,0,0.016
1.32E-04,0,0.0168
1.32E-04,0,0.0192
1.32E-04,0,0.0192
1.32E-04,0,0.024
1.32E-04,0,0.024
1.32E-04,0.04,0.0288
1.32E-04,0,0.0288
1.32E-04,0,0.032
1.33E-04,0,0.032
1.33E-04,0,0.036
1.33E-04,0,0.0392
1.33E-04,0,0.0336
1.33E-04,0,0.0432
1.33E-04,0,0.0408
1.33E-04,0,0.0488
1.33E-04,0,0.0392
1.33E-04,0,0.0464
1.33E-04,0,0.0408
1.33E-04,0,0.0456
1.33E-04,0,0.0424
1.33E-04,0,0.044
1.33E-04,0,0.0456
1.33E-04,0,0.0424
1.33E-04,0.04,0.0464
1.33E-04,0,0.0448
1.33E-04,0,0.0464
1.33E-04,0,0.04
1.33E-04,0,0.0488
1.34E-04,0,0.0424
1.34E-04,0,0.0448
1.34E-04,0,0.0448
1.34E-04,0,0.0456
1.34E-04,0,0.0448
1.34E-04,0,0.0432
1.34E-04,0,0.0416
1.34E-04,0,0.04
1.34E-04,0,0.04
1.34E-04,0,0.04
1.34E-04,0,0.0352
1.34E-04,0,0.032
1.34E-04,0.04,0.0224
1.34E-04,0,0.04
1.34E-04,0,0.0152
1.34E-04,0,0.02
1.34E-04,0,0.0136
1.34E-04,0,0.0128
1.34E-04,0,0.0032
1.34E-04,0,0.0104
1.35E-04,0,-0.0024
1.35E-04,0,-0.0032
1.35E-04,0,-0.0104
1.35E-04,0,-0.0112
1.35E-04,0,-0.0216
1.35E-04,0,-0.0232
1.35E-04,0,-0.0304
1.35E-04,0,-0.036
1.35E-04,0,-0.04
1.35E-04,0,-0.0464
1.35E-04,0,-0.0512
1.35E-04,0,-0.0592
1.35E-04,0,-0.0624
1.35E-04,0,-0.0704
1.35E-04,0,-0.0752
1.35E-04,0,-0.0784
1.35E-04,0,-0.0832
1.35E-04,0,-0.0904
1.35E-04,0,-0.092
1.35E-04,0,-0.0976
1.36E-04,0,-0.1
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1016
1.36E-04,0,-0.1008
1.36E-04,0,-0.0976
1.36E-04,0,-0.096
1.36E-04,0,-0.0912
1.36E-04,0,-0.0912
1.36E-04,0,-0.0808
1.36E-04,0,-0.0816
1.36E-04,0,-0.0728
1.36E-04,0,-0.0736
1.37E-04,0,-0.0608
1.37E-04,0,-0.0608
1.37E-04,0,-0.048
1.37E-04,0,-0.0464
1.37E-04,0,-0.0368
1.37E-04,0,-0.032
1.37E-04,0,-0.024
1.37E-04,0,-0.016
1.37E-04,0,-0.0096
1.37E-04,0,-0.0024
1.37E-04,0,0.004
1.37E-04,0.04,0.0128
1.37E-04,0,0.0192
1.37E-04,0,0.0208
1.37E-04,0,0.0304
1.37E-04,0,0.0336
1.37E-04,0,0.0464
1.37E-04,0,0.0384
1.37E-04,0,0.0504
1.37E-04,0,0.048
1.38E-04,0,0.052
1.38E-04,0,0.0504
1.38E-04,0,0.0576
1.38E-04,0,0.0552
1.38E-04,0,0.0616
1.38E-04,0,0.0552
1.38E-04,0,0.0576
1.38E-04,0,0.0592
1.38E-04,0,0.0552
1.38E-04,0,0.0584
1.38E-04,0,0.0544
1.38E-04,0,0.0544
1.38E-04,0,0.0512
1.38E-04,0,0.0528
1.38E-04,0,0.0488
1.38E-04,0,0.0456
1.38E-04,0,0.0456
1.38E-04,0,0.0376
1.38E-04,0,0.04
1.38E-04,0,0.0352
1.39E-04,0,0.0304
1.39E-04,0,0.0256
1.39E-04,0,0.0264
1.39E-04,0,0.0208
1.39E-04,0,0.024
1.39E-04,0,0.0168
1.39E-04,0,0.0144
1.39E-04,0,0.016
1.39E-04,0,0.0072
1.39E-04,0,0.0096
1.39E-04,0,0.0128
1.39E-04,0.04,0.0096
1.39E-04,0,0.0096
1.39E-04,0,0.008
1.39E-04,0,0.0104
1.39E-04,0,0.0128
1.39E-04,0,0.0136
1.39E-04,0,0.016
1.39E-04,0,0.0192
1.39E-04,0,0.0208
1.40E-04,0,0.0216
1.40E-04,0,0.0272
1.40E-04,0.04,0.0312
1.40E-04,0,0.0336
1.40E-04,0,0.0392
1.40E-04,0.04,0.0408
1.40E-04,0,0.0456
1.40E-04,0,0.0496
1.40E-04,0,0.0528
1.40E-04,0,0.0584
1.40E-04,0,0.0592
1.40E-04,0,0.0656
1.40E-04,0,0.0704
1.40E-04,0,0.0712
1.40E-04,0,0.0784
1.40E-04,0,0.0776
1.40E-04,0,0.0824
1.40E-04,0,0.0832
1.40E-04,0,0.0872
1.40E-04,0,0.0896
1.41E-04,0,0.0904
1.41E-04,0,0.0944
1.41E-04,0,0.0912
1.41E-04,0,0.0944
1.41E-04,0,0.0936
1.41E-04,0,0.0912
1.41E-04,0,0.0896
1.41E-04,0,0.0872
1.41E-04,0,0.088
1.41E-04,0,0.0768
1.41E-04,0,0.0776
1.41E-04,0,0.0672
1.41E-04,0,0.064
1.41E-04,0,0.056
1.41E-04,0,0.0496
1.41E-04,0,0.0384
1.41E-04,0,0.032
1.41E-04,0,0.0208
1.41E-04,0,0.0128
1.41E-04,0,0.0024
1.42E-04,0,-0.008
1.42E-04,0,-0.0192
1.42E-04,0,-0.028
1.42E-04,0,-0.0416
1.42E-04,0,-0.0472
1.42E-04,0,-0.0592
1.42E-04,0,-0.0696
1.42E-04,0,-0.0784
1.42E-04,0,-0.088
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.42E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0.04,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1016
1.43E-04,0,-0.1008
1.43E-04,0,-0.0848
1.43E-04,0,-0.0824
1.44E-04,0,-0.0656
1.44E-04,0,-0.048
1.44E-04,0,-0.0416
1.44E-04,0,-0.032
1.44E-04,0.04,-0.012
1.44E-04,0,-0.0096
1.44E-04,0,0.008
1.44E-04,0.04,0.0192
1.44E-04,0,0.032
1.44E-04,0,0.0408
1.44E-04,0,0.0576
1.44E-04,0,0.064
1.44E-04,0,0.072
1.44E-04,0,0.0912
1.44E-04,0,0.0904
1.44E-04,0,0.1008
1.44E-04,0,0.1016
1.44E-04,0,0.1016
1.44E-04,0,0.1016
1.44E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0.04,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1016
1.45E-04,0,0.1
1.45E-04,0,0.0928
1.45E-04,0,0.0832
1.45E-04,0,0.0816
1.45E-04,0,0.068
1.45E-04,0,0.064
1.45E-04,0,0.0528
1.45E-04,0,0.0448
1.46E-04,0,0.036
1.46E-04,0,0.0256
1.46E-04,0,0.0224
1.46E-04,0,0.008
1.46E-04,0,0.004
1.46E-04,0,-0.0088
1.46E-04,0,-0.012
1.46E-04,0,-0.0216
1.46E-04,0,-0.0224
1.46E-04,0,-0.0344
1.46E-04,0,-0.0368
1.46E-04,0,-0.0408
1.46E-04,0,-0.0448
1.46E-04,0,-0.0448
1.46E-04,0,-0.0504
